id,set,phase,question_type,topic,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,story_hint,search_keywords
G3000-R08-011,Rebuild_Set08,rebuild_50,compare,共分散と相関係数,understand,compare,stable,high,共分散と相関係数の違いとして最も適切なものはどれか。,共分散は因果を表し、相関係数は分類精度を表す,共分散は必ず-1から1に収まるが、相関係数は上限がない,相関係数は共分散を標準偏差で割って標準化した指標で、-1から1の範囲をとる,相関係数は平均値、共分散は中央値を表す,C,相関係数は共分散を各変数の標準偏差で割って標準化したもの。範囲は-1から1。,因果・精度ではない。,範囲が逆。,正しい。,どちらも代表値ではない。,範囲があるのは相関係数。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,共分散;相関係数;標準化;-1から1
G3000-R08-012,Rebuild_Set08,rebuild_50,term,条件付き確率,basic,definition,stable,medium,条件付き確率 P(A|B) の意味として最も適切なものはどれか。,AとBが互いに排反である確率,AとBが同時に起きない確率,Aが起きたときBが起きる確率,Bが起きたという条件のもとでAが起きる確率,D,P(A|B)はBを条件としたAの確率。「縦棒の右側が条件」と覚える。,排反の説明ではない。,同時に起きない確率ではない。,条件が逆。,正しい。,P(A|B)とP(B|A)を入れ替える問題が多い。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,条件付き確率;P(A|B);ベイズ;確率
G3000-R08-013,Rebuild_Set08,rebuild_50,term,ベイズの定理,basic,definition,stable,high,ベイズの定理を使う場面として最も適切なものはどれか。,検査で陽性だったという情報を得たあと、実際に病気である確率を事前確率と尤度から更新する,画像の畳み込みフィルタ数を増やして特徴マップを作る,ニューラルネットワークの重みを勾配で更新する,テキストをトークンに分割して単語数を数える,A,ベイズの定理は新しい観測情報に基づいて確率を更新する考え方。検査陽性後の事後確率が典型例。,正しい。,CNNの説明。,勾配降下法の説明。,トークン化の説明。,検査の陽性率だけで病気確率を判断する罠に注意。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,ベイズの定理;事前確率;事後確率;尤度;条件付き確率
G3000-R08-014,Rebuild_Set08,rebuild_50,case,偽陽性と事前確率,apply,case,stable,high,まれな病気の検査で精度が高くても、陽性者の中に実際は病気でない人が多く含まれることがある。この説明に最も関係する概念はどれか。,勾配爆発,事前確率とベイズの定理,プーリング,ワンホットベクトル,B,希少な事象では事前確率が低いため、陽性でも事後確率が直感より低くなる場合がある。,RNNなどの学習問題。,正しい。,CNNの処理。,カテゴリ表現。,「検査精度が高い＝陽性ならほぼ確実」とは限らない。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,偽陽性;事前確率;ベイズの定理;事後確率;検査
G3000-R08-015,Rebuild_Set08,rebuild_50,term,独立事象,basic,definition,stable,medium,2つの事象AとBが独立であることを表す説明として最も適切なものはどれか。,AとBは同時に起こりえない,Aが起きるとBの確率が必ず0になる,Aが起きてもBが起きる確率が変わらない,AとBの相関係数が必ず1になる,C,独立とは一方の発生が他方の確率に影響しないこと。排反とは異なる。,これは排反。,これも排反に近い。,正しい。,相関1ではない。,独立と排反の混同が定番。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,独立事象;排反事象;条件付き確率;確率
G3000-R08-016,Rebuild_Set08,rebuild_50,compare,排反と独立,understand,compare,stable,high,排反事象と独立事象の違いとして最も適切なものはどれか。,排反は互いに影響しない、独立は同時に起きないという意味,排反も独立も同じ意味で、どちらも同時に起きないことを表す,独立なら必ず同時に起きず、排反なら必ず同時に起きる,排反は同時に起きないこと、独立は一方が起きても他方の確率が変わらないこと,D,排反は同時発生不可、独立は確率への影響なし。意味が異なる。,意味が逆。,同じではない。,独立でも同時に起きうる。,正しい。,「排反＝独立」とする選択肢に注意。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,排反事象;独立事象;確率;条件付き確率
G3000-R08-017,Rebuild_Set08,rebuild_50,term,確率分布,basic,definition,stable,low,確率分布の説明として最も適切なものはどれか。,取りうる値と、それぞれの値が生じる確率の対応を表したもの,ニューラルネットワークの層を深くする手法,教師データから特徴量を削除する処理,相関係数を-1から1に変換する処理,A,確率分布は値と確率の対応関係。離散分布と連続分布を分けて理解する。,正しい。,深層化ではない。,特徴選択ではない。,相関係数はもともと-1から1。,確率分布は生成モデルや統計の土台。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,確率分布;離散分布;連続分布;確率
G3000-R08-018,Rebuild_Set08,rebuild_50,term,正規分布,basic,definition,stable,medium,正規分布の説明として最も適切なものはどれか。,値が必ず0か1だけをとる分布,平均を中心に左右対称の釣鐘型をした連続分布,カテゴリの出現回数だけを表す分布,外れ値をすべて除外した後の分布,B,正規分布は平均を中心に左右対称の釣鐘型の連続分布。統計で頻出。,ベルヌーイ分布の説明。,正しい。,カテゴリ頻度ではない。,外れ値除外ではない。,正規分布は「左右対称」「平均中心」がキーワード。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,正規分布;ガウス分布;平均;標準偏差;連続分布
G3000-R08-019,Rebuild_Set08,rebuild_50,term,ベルヌーイ分布,basic,definition,stable,medium,ベルヌーイ分布の説明として最も適切なものはどれか。,平均を中心に連続値が左右対称に分布する,複数カテゴリの確率を同時に扱う連続分布,成功/失敗のように2値の結果を1回だけ扱う離散分布,時系列データの周期性だけを表す分布,C,ベルヌーイ分布は1回の2値試行を扱う離散分布。二項分布との関係も押さえる。,正規分布。,多項分布などと混同。,正しい。,周期性ではない。,2値分類と結びつけると覚えやすい。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,ベルヌーイ分布;二項分布;2値;離散分布
G3000-R08-020,Rebuild_Set08,rebuild_50,compare,二項分布,understand,compare,stable,medium,二項分布の説明として最も適切なものはどれか。,平均0、標準偏差1に変換された分布,すべての値が同じ確率で出る連続分布,文章中の単語の意味ベクトルの分布,成功確率が一定のベルヌーイ試行を複数回行ったときの成功回数の分布,D,二項分布は独立なベルヌーイ試行を複数回行い、成功回数を扱う分布。,標準正規化の話。,一様分布に近い。,単語埋め込みの話。,正しい。,ベルヌーイ分布は1回、二項分布は複数回。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,二項分布;ベルヌーイ試行;成功回数;離散分布
G3000-R08-021,Rebuild_Set08,rebuild_50,term,尤度,basic,definition,stable,high,統計モデルにおける尤度の説明として最も適切なものはどれか。,観測されたデータが、あるパラメータのもとでどれだけ起こりやすいかを表す量,モデルが説明可能AIであるかどうかを表す量,学習データの件数をテストデータの件数で割った値,分類モデルの正解率から再現率を引いた値,A,尤度は観測データを固定し、パラメータ側のもっともらしさを見る量。最尤推定で使う。,正しい。,説明可能性の指標ではない。,データ比率ではない。,評価指標の差ではない。,確率と尤度は視点が違う。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,尤度;最尤推定;パラメータ;統計モデル
G3000-R08-022,Rebuild_Set08,rebuild_50,term,最尤推定,basic,definition,stable,high,最尤推定の説明として最も適切なものはどれか。,外れ値を取り除いて中央値を求めること,観測データが最も起こりやすくなるようなパラメータを選ぶこと,テストデータを訓練に使って精度を上げること,確率分布を必ず正規分布に変換すること,B,最尤推定は観測データの尤度を最大にするパラメータを推定する方法。,中央値算出ではない。,正しい。,データリーケージ。,必ず正規化するものではない。,「最も確からしいパラメータ」を選ぶ考え方。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,最尤推定;尤度;パラメータ推定;MLE
G3000-R08-023,Rebuild_Set08,rebuild_50,term,対数尤度,understand,definition,stable,high,尤度を直接掛け合わせる代わりに対数尤度を用いる主な理由として最も適切なものはどれか。,必ず精度が100%になるため,非線形モデルを線形モデルに変えるため,積を和に変換でき、数値的にも扱いやすくなるため,教師なし学習を教師あり学習に変えるため,C,対数を取ると積が和になり、非常に小さい値の掛け算による数値不安定も避けやすい。,精度保証ではない。,モデルを単純に線形化する話ではない。,正しい。,学習方式は変わらない。,対数は「積を和へ」が頻出。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,対数尤度;尤度;最尤推定;数値安定性;log
G3000-R08-024,Rebuild_Set08,rebuild_50,term,エントロピー,basic,definition,stable,high,情報理論におけるエントロピーの説明として最も適切なものはどれか。,ニューラルネットワークの層数,画像の縦横サイズ,モデルの学習率,確率分布の不確実性や情報量の平均を表す指標,D,エントロピーは不確実性の大きさを表す。分布が均等なほど大きくなりやすい。,層数ではない。,画像サイズではない。,学習率ではない。,正しい。,情報量・不確実性という言葉で判断する。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,エントロピー;情報理論;不確実性;確率分布
G3000-R08-025,Rebuild_Set08,rebuild_50,compare,交差エントロピー,understand,compare,stable,high,分類問題で交差エントロピー誤差がよく使われる理由として最も適切なものはどれか。,正解クラスに高い確率を割り当てているかを確率分布として評価しやすいから,画像の輪郭を抽出する畳み込みフィルタだから,クラスタ数を自動で決める指標だから,データの中央値を安定して求めるため,A,交差エントロピーは正解ラベル分布と予測確率分布のズレを測る分類向けの損失。,正しい。,CNNフィルタではない。,クラスタ数指標ではない。,代表値算出ではない。,確率分布としての出力と結びつく。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,交差エントロピー;分類;損失関数;確率分布;ソフトマックス
G3000-R08-026,Rebuild_Set08,rebuild_50,term,KLダイバージェンス,basic,definition,stable,high,KLダイバージェンスの説明として最も適切なものはどれか。,2つのベクトルの直角度だけを表す値,2つの確率分布の違いを測る指標の一つ,画像のピクセル数を減らす処理,時系列データを逆順に並べる処理,B,KLダイバージェンスは確率分布間の差を測る指標。対称ではない点も重要。,内積やコサイン類似度に近い。,正しい。,ダウンサンプリングではない。,時系列処理ではない。,距離のように見えても一般に対称ではない。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,KLダイバージェンス;確率分布;情報理論;非対称
G3000-R08-027,Rebuild_Set08,rebuild_50,term,ベクトル,basic,definition,stable,low,ベクトルの説明として最も適切なものはどれか。,1つの数値だけで表される量,行と列を持つ2次元の数値配列,大きさと向きを持つ量、または数値を並べたもの,確率の合計が必ず2になる配列,C,ベクトルは数値の並びとして特徴量表現に使われる。スカラー・行列と区別する。,スカラー。,行列。,正しい。,確率分布では合計1。,特徴量ベクトル・埋め込みベクトルの土台。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,ベクトル;スカラー;行列;特徴量ベクトル
G3000-R08-028,Rebuild_Set08,rebuild_50,term,行列,basic,definition,stable,low,行列の説明として最も適切なものはどれか。,1つの文字列を分割した単位,確率が最大のクラス名,1次元の数値の並びだけを表すもの,行と列を持つ2次元の数値配列,D,行列は行と列を持つ2次元配列。画像や重みパラメータの表現にも関わる。,トークンの説明に近い。,予測ラベル。,ベクトルの説明。,正しい。,ベクトルと行列の次元の違いを問われる。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,行列;ベクトル;線形代数;2次元配列
G3000-R08-029,Rebuild_Set08,rebuild_50,term,テンソル,basic,definition,stable,medium,テンソルの説明として最も適切なものはどれか。,スカラー・ベクトル・行列を含む、多次元配列として扱えるデータ構造,確率が0か1だけの分布,AI倫理における説明責任の別名,分類モデルの誤分類数だけを表す表,A,テンソルは多次元配列。深層学習では画像・系列・バッチなどをまとめて表す。,正しい。,ベルヌーイ的な説明。,アカウンタビリティではない。,混同行列に近い。,「テンソル＝難しい数式」ではなく多次元配列として押さえる。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,テンソル;多次元配列;スカラー;ベクトル;行列
G3000-R08-030,Rebuild_Set08,rebuild_50,compare,内積,understand,compare,stable,medium,2つのベクトルの内積に関する説明として最も適切なものはどれか。,必ず確率分布を生成する操作,対応する成分同士を掛けて足し合わせる操作で、類似度計算にも関係する,画像の縦横を半分にする操作,欠損値を補完する統計処理,B,内積は対応成分の積の和。ベクトル類似度やニューラルネットワークの計算で基礎になる。,確率分布生成ではない。,正しい。,プーリングなどに近い。,欠損補完ではない。,成分ごとに掛けて足す、という基本形を押さえる。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,内積;ベクトル;類似度;線形代数
G3000-R08-031,Rebuild_Set08,rebuild_50,term,ノルム,basic,definition,stable,medium,ベクトルのノルムの説明として最も適切なものはどれか。,ベクトルの各成分をカテゴリ名に戻す処理,確率分布の偏りをなくす処理,ベクトルの大きさを表す量,モデルの学習回数を表す量,C,ノルムはベクトルの大きさを表す。L1ノルムやL2ノルムは正則化でも登場する。,デコードではない。,一様化ではない。,正しい。,エポックなどの説明。,L1/L2正則化とつなげると忘れにくい。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,ノルム;L1ノルム;L2ノルム;ベクトル;正則化
G3000-R08-032,Rebuild_Set08,rebuild_50,compare,コサイン類似度,understand,compare,stable,medium,コサイン類似度の説明として最も適切なものはどれか。,2つの確率分布の非対称な差を測る指標,データの標準偏差を平均で割る指標,モデルの過学習度を直接表す値,2つのベクトルのなす角に基づいて向きの近さを測る指標,D,コサイン類似度はベクトルの向きの近さを見る。文書ベクトルや埋め込みの類似度で使われる。,KLダイバージェンス。,変動係数。,過学習度そのものではない。,正しい。,大きさより向きに着目する点がポイント。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,コサイン類似度;ベクトル;内積;文書類似度;埋め込み
G3000-R08-033,Rebuild_Set08,rebuild_50,term,固有値・固有ベクトル,basic,definition,stable,high,固有ベクトルの説明として最も適切なものはどれか。,行列を掛けても向きが変わらず、長さだけが固有値倍される方向のベクトル,データの欠損値を埋めるための代表値,分類問題で最も頻繁に現れるクラス,時系列データを固定長に切る窓幅,A,固有ベクトルは線形変換で向きが変わらない方向。PCAの理解にもつながる。,正しい。,欠損補完ではない。,最頻クラスではない。,ウィンドウ幅ではない。,PCAと一緒に問われることがある。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,固有値;固有ベクトル;行列;PCA;線形代数
G3000-R08-034,Rebuild_Set08,rebuild_50,case,PCAと分散,apply,case,stable,high,PCAで第1主成分を1本だけ取り出すとき、選ばれる方向として最も適切なものはどれか。,正解ラベルとの相関が最も高い方向,データの分散が最も大きくなる方向,欠損値が最も少ない特徴量だけの方向,元の特徴量名をアルファベット順に並べた方向,B,PCAの第1主成分は、データの分散が最大になる方向を選ぶ。教師ラベルに最適化するわけではない。,教師ありの判別軸ではない。,正しい。,欠損の少なさで決まるわけではない。,特徴量名の順序とは無関係。,PCAはラベル分離ではなく分散最大方向を探す。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,PCA;主成分分析;第1主成分;分散最大;教師なし学習
G3000-R08-035,Rebuild_Set08,rebuild_50,case,PCAの注意点,apply,case,stable,high,PCAを使って2次元に可視化したところ、分類ラベルが完全には分離しなかった。この解釈として最も適切なものはどれか。,PCAは教師あり分類器なので、必ずラベルを分離すべきである,PCAを使うと元データの情報は一切失われない,PCAは分散を保つ方向を選ぶため、分類に最適な軸とは限らない,PCAは画像データにだけ使えるため、表形式データには使えない,C,PCAはラベル分離ではなく分散保持を重視する。可視化で分離しないこと自体は不自然ではない。,PCAは教師なし。,次元削減で情報損失はありうる。,正しい。,表形式にも使える。,PCAを分類器と誤解する選択肢に注意。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,PCA;次元削減;可視化;教師なし学習;分散
G3000-R08-036,Rebuild_Set08,rebuild_50,term,勾配,basic,definition,stable,medium,機械学習の最適化でいう勾配の説明として最も適切なものはどれか。,データのカテゴリ数,モデルが出した文章の長さ,画像の明るさの平均,損失関数をどの方向にどれだけ変化させるかを示す傾き,D,勾配は損失関数の傾きで、パラメータ更新の方向を決める。,カテゴリ数ではない。,文章長ではない。,平均輝度ではない。,正しい。,勾配降下法では勾配の逆向きへ進む。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,勾配;損失関数;最適化;勾配降下法
G3000-R08-037,Rebuild_Set08,rebuild_50,term,偏微分,basic,definition,stable,medium,偏微分の説明として最も適切なものはどれか。,複数の変数を持つ関数で、他の変数を固定して1つの変数に関する変化を見ること,データを訓練用とテスト用に分けること,確率分布を正規分布に近づけること,画像の物体領域を矩形で囲むこと,A,偏微分は多変数関数で1つの変数方向の変化を見る操作。勾配の各成分になる。,正しい。,ホールドアウト。,正規化とは異なる。,物体検出。,多変数関数の傾きを分解して見る。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,偏微分;勾配;多変数関数;最適化
G3000-R08-038,Rebuild_Set08,rebuild_50,term,連鎖律,understand,definition,stable,high,誤差逆伝播法の理解に関係する連鎖律の説明として最も適切なものはどれか。,確率を足すと必ず1になるという法則,合成関数の微分を、各段階の微分の積として計算する法則,データを層化して分割する法則,モデルの説明責任を定める法律,B,連鎖律により、ニューラルネットワークの各層へ誤差の勾配を伝えられる。,確率の総和ではない。,正しい。,層化抽出ではない。,法律ではない。,バックプロパゲーションの数学的土台として問われる。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,連鎖律;誤差逆伝播法;バックプロパゲーション;微分;勾配
G3000-R08-039,Rebuild_Set08,rebuild_50,case,局所最適解,apply,case,stable,medium,損失関数を小さくする最適化で、ある地点の周辺では最小だが全体で最小とは限らない解に落ち着いた。この解は何と呼ばれるか。,事後確率,標準偏差,局所最適解,混同行列,C,局所最適解は近傍では最適だが、全体最適とは限らない解。,ベイズの用語。,ばらつき。,正しい。,分類評価の表。,「近くでは最小」と「全体では不明」がキーワード。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,局所最適解;大域最適解;最適化;損失関数
G3000-R08-040,Rebuild_Set08,rebuild_50,compare,凸関数,understand,compare,stable,high,凸関数に関する説明として最も適切なものはどれか。,必ず複数の局所最適解を持ち、大域最適解が存在しない,画像分類専用の関数である,確率分布を文章に変換する関数である,任意の2点を結ぶ線分がグラフの上側にあり、最適化で扱いやすい性質を持つ,D,凸関数では局所最適解が大域最適解になりやすく、最適化で重要。,凸性と逆。,画像専用ではない。,生成関数ではない。,正しい。,凸最適化は深層学習の非凸問題との対比で出る。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,凸関数;凸最適化;局所最適解;大域最適解
G3000-R08-041,Rebuild_Set08,rebuild_50,term,ラグランジュ未定乗数法,basic,definition,stable,high,ラグランジュ未定乗数法の説明として最も適切なものはどれか。,制約条件付きの最適化問題を解くための代表的な方法,ニューラルネットワークの活性化関数の一種,文章生成AIの安全フィルタの名称,画像の物体検出モデルの名称,A,ラグランジュ未定乗数法は制約条件のもとで関数を最適化する方法。,正しい。,活性化関数ではない。,安全フィルタ名ではない。,物体検出モデルではない。,「制約付き最適化」が合図。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,ラグランジュ未定乗数法;制約付き最適化;数理最適化
G3000-R08-042,Rebuild_Set08,rebuild_50,term,線形結合,basic,definition,stable,medium,線形結合の説明として最も適切なものはどれか。,確率分布を必ず正規分布にすること,複数のベクトルや変数を定数倍して足し合わせること,画像の一部をランダムに消すこと,文章から固有表現を抽出すること,B,線形結合は定数倍と加算で表される組み合わせ。線形モデルの基礎。,分布変換ではない。,正しい。,Cutoutなどに近い。,NERの説明。,線形回帰などの「線形」の意味に関わる。,さいはてでは、観測値そのものと、その背後のばらつきや関係を分けて見る。物語は記憶補助であり、試験では定義に戻る。,線形結合;線形モデル;ベクトル;線形代数
