id,set,phase,question_type,topic,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,story_hint,search_keywords
R02-011,Rebuild_Set02,基礎〜標準（検索強化）,case,評価指標選択,2,1,0,2,住宅価格予測モデルの性能を評価したい。予測価格と実際の価格のズレの大きさを見る指標として自然なものはどれか。,適合率,再現率,F値,RMSEやMAE,D,住宅価格は連続値なので、回帰の誤差指標であるRMSEやMAEが自然。,不適切。適合率 はこの設問で問われている条件・用語とは一致しない。,不適切。再現率 はこの設問で問われている条件・用語とは一致しない。,不適切。F値 はこの設問で問われている条件・用語とは一致しない。,正解,回帰問題に分類指標を使わない。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,RMSE;MAE;回帰問題;評価指標
R02-012,Rebuild_Set02,基礎〜標準（検索強化）,case,層化抽出,2,1,0,2,陽性が5%、陰性が95%のデータを訓練用と検証用に分ける。どちらにも陽性・陰性の比率をなるべく保ちたい。この分割で使う考え方はどれか。,バッチ正規化,ドロップアウト,層化抽出,勾配降下法,C,層化抽出はクラス比率を保って分割する考え方。,不適切。バッチ正規化 はこの設問で問われている条件・用語とは一致しない。,不適切。ドロップアウト はこの設問で問われている条件・用語とは一致しない。,正解,不適切。勾配降下法 はこの設問で問われている条件・用語とは一致しない。,ニューラルネットワークの層ではなく、クラスの層。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,層化抽出;クラス比率;不均衡データ;データ分割
R02-013,Rebuild_Set02,基礎〜標準（検索強化）,case,決定木,1,1,0,1,顧客が解約するかどうかを、年齢、契約年数、問い合わせ回数などの条件分岐で説明しやすく予測したい。まず検討しやすいモデルはどれか。,決定木,主成分分析,k-means法,Word2Vec,A,決定木は条件分岐で分類・回帰を行い、判断過程を比較的説明しやすい。,正解,不適切。主成分分析 はこの設問で問われている条件・用語とは一致しない。,不適切。k-means法 はこの設問で問われている条件・用語とは一致しない。,不適切。Word2Vec はこの設問で問われている条件・用語とは一致しない。,説明しやすい条件分岐という表現が決定木の手がかり。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,決定木;条件分岐;解釈性;分類
R02-014,Rebuild_Set02,基礎〜標準（検索強化）,term,リッジ回帰,1,0,0,1,リッジ回帰の説明として最も適切なものはどれか。,L1正則化を使い、一部の係数を0にしやすい線形回帰,L2正則化を使い、係数の大きさを抑える線形回帰,クラスタ数を自動で決める教師なし学習,画像の位置ずれに頑健なプーリング手法,B,リッジ回帰はL2正則化を加えた線形回帰。,不適切。L1正則化を使い、一部の係数を0にしやすい線形回帰 はこの設問で問われている条件・用語とは一致しない。,正解,不適切。クラスタ数を自動で決める教師なし学習 はこの設問で問われている条件・用語とは一致しない。,不適切。画像の位置ずれに頑健なプーリング手法 はこの設問で問われている条件・用語とは一致しない。,L1＝ラッソ、L2＝リッジ。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,リッジ回帰;L2正則化;正則化;線形回帰
R02-015,Rebuild_Set02,基礎〜標準（検索強化）,case,時系列分割,2,1,0,2,2020〜2023年の売上で学習し、2024年の売上を評価したい。2024年のデータを学習時に混ぜると評価が不自然に良くなる可能性がある。適切な考え方はどれか。,データ拡張で未来データを増やす,ランダムに未来データを混ぜる,時系列では過去で学習し未来で評価する,正解率だけを見れば十分,C,時系列では未来情報を学習に入れるとカンニングになる。過去から未来へ評価する。,不適切。データ拡張で未来データを増やす はこの設問で問われている条件・用語とは一致しない。,不適切。ランダムに未来データを混ぜる はこの設問で問われている条件・用語とは一致しない。,正解,不適切。正解率だけを見れば十分 はこの設問で問われている条件・用語とは一致しない。,時系列はランダム分割が常に安全とは限らない。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,時系列データ;未来情報;データリーケージ;検証
R02-016,Rebuild_Set02,基礎〜標準（検索強化）,term,訓練データ,0,0,0,0,訓練データの説明として最も適切なものはどれか。,最終的な性能を一度だけ公平に確認するデータ,ハイパーパラメータ調整だけに使うデータ,正解率が低い場合に削除するデータ,モデルのパラメータを学習するために使うデータ,D,訓練データはモデルが学習に使うデータ。,不適切。最終的な性能を一度だけ公平に確認するデータ はこの設問で問われている条件・用語とは一致しない。,不適切。ハイパーパラメータ調整だけに使うデータ はこの設問で問われている条件・用語とは一致しない。,不適切。正解率が低い場合に削除するデータ はこの設問で問われている条件・用語とは一致しない。,正解,検証データ・テストデータと役割を分ける。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,訓練データ;検証データ;テストデータ;データ分割
R02-017,Rebuild_Set02,基礎〜標準（検索強化）,compare,ランダムフォレスト,1,1,0,1,ランダムフォレストの説明として最も適切なものはどれか。,複数の決定木を並列に作り、多数決や平均で予測するアンサンブル手法,1つの決定木を深くし続けることで必ず過学習を避ける手法,誤分類データだけを次の木で直列に重点学習する手法,隠れ層を増やしたニューラルネットワークだけを指す手法,A,ランダムフォレストはバギング系のアンサンブルで、複数の決定木を使う。,正解,不適切。1つの決定木を深くし続けることで必ず過学習を避ける手法 はこの設問で問われている条件・用語とは一致しない。,不適切。誤分類データだけを次の木で直列に重点学習する手法 はこの設問で問われている条件・用語とは一致しない。,不適切。隠れ層を増やしたニューラルネットワークだけを指す手法 はこの設問で問われている条件・用語とは一致しない。,ブースティングは直列、ランダムフォレストは並列のイメージ。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,ランダムフォレスト;バギング;決定木;アンサンブル学習
R02-018,Rebuild_Set02,基礎〜標準（検索強化）,term,データリーケージ,2,0,0,2,データリーケージの説明として最も適切なものはどれか。,モデルが訓練データだけに過剰適合すること,データをk個に分けて評価すること,本来使えない未来情報や答えに近い情報が学習・検証に混入すること,GPUで高速計算すること,C,データリーケージは本来利用できない情報が漏れて、評価性能が過大に見える問題。,不適切。モデルが訓練データだけに過剰適合すること はこの設問で問われている条件・用語とは一致しない。,不適切。データをk個に分けて評価すること はこの設問で問われている条件・用語とは一致しない。,正解,不適切。GPUで高速計算すること はこの設問で問われている条件・用語とは一致しない。,過学習と似て見えるが、情報混入が中心。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,データリーケージ;データリーク;未来情報;評価性能
R02-019,Rebuild_Set02,基礎〜標準（検索強化）,term,ラッソ回帰,1,0,0,1,ラッソ回帰の説明として最も適切なものはどれか。,L2正則化を用いて係数を滑らかに小さくする手法,L1正則化を用いて不要な係数を0にしやすい手法,教師なしでデンドログラムを作る手法,行動価値をニューラルネットワークで近似する手法,B,ラッソ回帰はL1正則化により特徴選択の効果を持ちやすい。,不適切。L2正則化を用いて係数を滑らかに小さくする手法 はこの設問で問われている条件・用語とは一致しない。,正解,不適切。教師なしでデンドログラムを作る手法 はこの設問で問われている条件・用語とは一致しない。,不適切。行動価値をニューラルネットワークで近似する手法 はこの設問で問われている条件・用語とは一致しない。,ラッソ＝L1、係数ゼロが出やすい。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,ラッソ回帰;L1正則化;特徴選択;線形回帰
R02-020,Rebuild_Set02,基礎〜標準（検索強化）,term,検証データ,1,0,0,1,検証データの役割として最も適切なものはどれか。,最終評価だけに使い、モデル調整には一切使わない,モデルの重みだけを直接保存する,未来情報を意図的に混ぜる,ハイパーパラメータ調整やモデル選択のために使うデータ,D,検証データは調整・モデル選択に使う。最終評価はテストデータ。,不適切。最終評価だけに使い、モデル調整には一切使わない はこの設問で問われている条件・用語とは一致しない。,不適切。モデルの重みだけを直接保存する はこの設問で問われている条件・用語とは一致しない。,不適切。未来情報を意図的に混ぜる はこの設問で問われている条件・用語とは一致しない。,正解,検証とテストの混同が頻出。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,検証データ;バリデーションデータ;ハイパーパラメータ;モデル選択
R02-021,Rebuild_Set02,基礎〜標準（検索強化）,term,テストデータ,1,0,0,1,テストデータの役割として最も適切なものはどれか。,モデルの重みを毎回更新するために使う,学習率を探索するために何度も使う,訓練データと同じデータを複製したもの,最終的な汎化性能を評価するために使うデータ,D,テストデータは最終評価用で、調整に繰り返し使うと評価が歪む。,不適切。モデルの重みを毎回更新するために使う はこの設問で問われている条件・用語とは一致しない。,不適切。学習率を探索するために何度も使う はこの設問で問われている条件・用語とは一致しない。,不適切。訓練データと同じデータを複製したもの はこの設問で問われている条件・用語とは一致しない。,正解,最後の本番試験に相当。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,テストデータ;最終評価;汎化性能;データ分割
R02-022,Rebuild_Set02,基礎〜標準（検索強化）,compare,バギングとブースティング,2,1,0,2,バギングとブースティングの違いとして最も適切なものはどれか。,どちらも必ずニューラルネットワークだけを使う,バギングは複数モデルを並列に、ブースティングは前の誤りを踏まえて逐次的に学習する傾向がある,バギングは教師なし、ブースティングは強化学習でのみ使う,バギングは評価指標、ブースティングは損失関数である,B,バギングは並列的、ブースティングは逐次的に弱学習器を強化する。,不適切。どちらも必ずニューラルネットワークだけを使う はこの設問で問われている条件・用語とは一致しない。,正解,不適切。バギングは教師なし、ブースティングは強化学習でのみ使う はこの設問で問われている条件・用語とは一致しない。,不適切。バギングは評価指標、ブースティングは損失関数である はこの設問で問われている条件・用語とは一致しない。,複数モデルというだけでは区別できない。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,バギング;ブースティング;アンサンブル学習;ランダムフォレスト;AdaBoost
R02-023,Rebuild_Set02,基礎〜標準（検索強化）,case,ブースティング,2,1,0,2,あるモデル群では、前の弱いモデルが間違えたデータに重みを置き、次のモデルがその誤りを補うように順番に学習している。この説明に最も近いものはどれか。,ブースティング,バギング,k分割交差検証,ミニバッチ学習,A,ブースティングは弱学習器を逐次的に学習し、誤りを補正して強いモデルにする。,正解,不適切。バギング はこの設問で問われている条件・用語とは一致しない。,不適切。k分割交差検証 はこの設問で問われている条件・用語とは一致しない。,不適切。ミニバッチ学習 はこの設問で問われている条件・用語とは一致しない。,複数モデルでも並列ならバギング、直列ならブースティング。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,ブースティング;AdaBoost;GBDT;弱学習器
R02-024,Rebuild_Set02,基礎〜標準（検索強化）,case,リーケージ読解,2,1,0,2,病気発症を予測するモデルで、発症後に記録された治療薬の情報を特徴量に入れていた。検証精度は高いが実運用で使えない。この問題はどれか。,過学習だけで説明できる通常の汎化不足,探索と活用のトレードオフ,データリーケージ,クラスタ数不足,C,発症後情報は予測時点では使えない未来情報であり、データリーケージ。,不適切。過学習だけで説明できる通常の汎化不足 はこの設問で問われている条件・用語とは一致しない。,不適切。探索と活用のトレードオフ はこの設問で問われている条件・用語とは一致しない。,正解,不適切。クラスタ数不足 はこの設問で問われている条件・用語とは一致しない。,治療薬情報そのものではなく時点が罠。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,データリーケージ;医療AI;未来情報;特徴量
R02-025,Rebuild_Set02,基礎〜標準（検索強化）,case,XGBoost,1,1,0,1,表形式データの分類で高精度を狙い、勾配ブースティング決定木を高速に実装した代表的なライブラリが候補に挙がった。該当するものはどれか。,Word2Vec,XGBoost,PCA,ELIZA,B,XGBoostはGBDT系の代表的ライブラリ。表形式データで実務上よく使われる。,不適切。Word2Vec はこの設問で問われている条件・用語とは一致しない。,正解,不適切。PCA はこの設問で問われている条件・用語とは一致しない。,不適切。ELIZA はこの設問で問われている条件・用語とは一致しない。,Boostが名前に入っているが、音だけで選ばずGBDT文脈を見る。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,XGBoost;GBDT;勾配ブースティング;表形式データ
R02-026,Rebuild_Set02,基礎〜標準（検索強化）,term,SVM,1,0,0,1,サポートベクターマシン（SVM）の基本的な考え方として最も適切なものはどれか。,クラス間のマージンが最大となる境界を求める,多数の決定木をランダムに作成する,潜在トピックの混合比率を推定する,報酬を最大化する方策を探索する,A,SVMは境界とデータ点との距離、つまりマージン最大化が重要。,正解,不適切。多数の決定木をランダムに作成する はこの設問で問われている条件・用語とは一致しない。,不適切。潜在トピックの混合比率を推定する はこの設問で問われている条件・用語とは一致しない。,不適切。報酬を最大化する方策を探索する はこの設問で問われている条件・用語とは一致しない。,SVM＝マージン最大化。カーネルも頻出。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,SVM;サポートベクターマシン;マージン最大化;カーネル
R02-027,Rebuild_Set02,基礎〜標準（検索強化）,case,ハイパーパラメータ,1,1,0,1,モデルの層数、学習率、バッチサイズなど、学習前に人が設定し、通常の最適化計算では直接求めない値を何というか。,パラメータ,特徴量,教師ラベル,ハイパーパラメータ,D,ハイパーパラメータは学習前に設定し、検証データなどで調整する値。,不適切。パラメータ はこの設問で問われている条件・用語とは一致しない。,不適切。特徴量 はこの設問で問われている条件・用語とは一致しない。,不適切。教師ラベル はこの設問で問われている条件・用語とは一致しない。,正解,重みはパラメータ、学習率などはハイパーパラメータ。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,ハイパーパラメータ;学習率;バッチサイズ;層数
R02-028,Rebuild_Set02,基礎〜標準（検索強化）,term,過学習,1,0,0,1,過学習の説明として最も適切なものはどれか。,未知データへの性能を犠牲にしてモデルを軽量化すること,テストデータを使わず学習しないこと,訓練データに過剰に適合し、未知データへの汎化性能が低下すること,ラベルなしデータをクラスタに分けること,C,過学習は訓練データに合いすぎ、未知データで性能が落ちる状態。,不適切。未知データへの性能を犠牲にしてモデルを軽量化すること はこの設問で問われている条件・用語とは一致しない。,不適切。テストデータを使わず学習しないこと はこの設問で問われている条件・用語とは一致しない。,正解,不適切。ラベルなしデータをクラスタに分けること はこの設問で問われている条件・用語とは一致しない。,訓練精度が高い＝常に良いとは限らない。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,過学習;過剰適合;汎化性能;訓練データ
R02-029,Rebuild_Set02,基礎〜標準（検索強化）,case,カーネルトリック,2,1,0,2,2次元では線形分離できないデータを、高次元空間では線形分離できるように扱いたい。ただし高次元写像を明示的に計算すると重い。このときSVMで利用される考え方はどれか。,カーネルトリック,ドロップアウト,教師強制,平均値プーリング,A,カーネルトリックは高次元写像を明示計算せず内積計算で扱う工夫。,正解,不適切。ドロップアウト はこの設問で問われている条件・用語とは一致しない。,不適切。教師強制 はこの設問で問われている条件・用語とは一致しない。,不適切。平均値プーリング はこの設問で問われている条件・用語とは一致しない。,高次元・線形分離・SVMが並ぶとカーネルトリック。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,カーネルトリック;SVM;高次元写像;線形分離
R02-030,Rebuild_Set02,基礎〜標準（検索強化）,term,自己回帰モデル,1,0,0,1,自己回帰モデル（ARモデル）が主に扱うデータとして最も適切なものはどれか。,画像の2次元空間データ,時系列データ,ラベルなしのクラスタ構造だけ,秘密管理された営業秘密,B,ARモデルは過去の値を用いて現在や将来を表す時系列モデル。,不適切。画像の2次元空間データ はこの設問で問われている条件・用語とは一致しない。,正解,不適切。ラベルなしのクラスタ構造だけ はこの設問で問われている条件・用語とは一致しない。,不適切。秘密管理された営業秘密 はこの設問で問われている条件・用語とは一致しない。,自己回帰＝過去の自分の値に依存。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,自己回帰モデル;ARモデル;時系列データ;VARモデル
R02-031,Rebuild_Set02,基礎〜標準（検索強化）,term,汎化性能,1,0,0,1,汎化性能の説明として最も適切なものはどれか。,訓練データだけを完全に暗記する能力,モデルのパラメータ数を増やす能力,未知のデータに対しても適切に予測できる能力,GPUのメモリ使用量を減らす能力,C,汎化性能は未見データへの性能。モデル評価の中心。,不適切。訓練データだけを完全に暗記する能力 はこの設問で問われている条件・用語とは一致しない。,不適切。モデルのパラメータ数を増やす能力 はこの設問で問われている条件・用語とは一致しない。,正解,不適切。GPUのメモリ使用量を減らす能力 はこの設問で問われている条件・用語とは一致しない。,試験では未知データへの性能と結びつける。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,汎化性能;未知データ;テストデータ;過学習
R02-032,Rebuild_Set02,基礎〜標準（検索強化）,case,グリッドサーチ,1,1,0,1,学習率と正則化係数の候補をあらかじめ複数用意し、すべての組み合わせを試して最も良いものを選ぶ方法はどれか。,ランダムサーチ,ベイズ最適化,早期終了,グリッドサーチ,D,グリッドサーチは候補値の全組み合わせを試す探索方法。,不適切。ランダムサーチ はこの設問で問われている条件・用語とは一致しない。,不適切。ベイズ最適化 はこの設問で問われている条件・用語とは一致しない。,不適切。早期終了 はこの設問で問われている条件・用語とは一致しない。,正解,候補を全部試す＝グリッド。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,グリッドサーチ;ハイパーパラメータチューニング;全探索
R02-033,Rebuild_Set02,基礎〜標準（検索強化）,term,教師なし学習,0,0,0,0,教師なし学習の説明として最も適切なものはどれか。,正解ラベルなしデータから構造や特徴を見つける方法,正解ラベル付きデータで出力を予測する方法,報酬を最大化する行動を学習する方法,テストデータだけでモデルを調整する方法,A,教師なし学習はラベルなしデータのクラスタや次元削減などに使う。,正解,不適切。正解ラベル付きデータで出力を予測する方法 はこの設問で問われている条件・用語とは一致しない。,不適切。報酬を最大化する行動を学習する方法 はこの設問で問われている条件・用語とは一致しない。,不適切。テストデータだけでモデルを調整する方法 はこの設問で問われている条件・用語とは一致しない。,教師なし＝正解ラベルがない。,さいはての未来：ユイがミチの出力を、条件・ラベル・評価指標に照らして確認する。物語は記憶補助で、試験では定義に戻す。,教師なし学習;クラスタリング;次元削減;正解ラベルなし
