id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
FB01R-011,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,過学習/未学習,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,過学習では（　1　）が重要であり、未学習では（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,訓練データへの適合しすぎ／訓練データにも適合不足,訓練データにも適合不足／訓練データへの適合しすぎ,施策比較／テキスト等から音声を生成,音声をテキストへ変換／不確実性の幅,A,過学習は「訓練データへの適合しすぎ」、未学習は「訓練データにも適合不足」と対応づける。未知データで弱くなる状態と訓練でも弱い状態を入れ替えないこと。,正解。,不適切。訓練データにも適合不足／訓練データへの適合しすぎは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。施策比較／テキスト等から音声を生成は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。音声をテキストへ変換／不確実性の幅は、（1）と（2）の対応関係がこの設問の文脈と合わない。,過学習と未学習の対応を逆にする選択肢がひっかけ。,過学習/未学習;過学習;未学習;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-012,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,過学習/未学習,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定で過学習と未学習を見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,訓練データへの適合しすぎ／訓練データにも適合不足,訓練データにも適合不足／訓練データへの適合しすぎ,絶対誤差の平均／外れ具合の指標,正常パターンの学習／二乗誤差に敏感な指標,A,過学習の要点は「訓練データへの適合しすぎ」、未学習の要点は「訓練データにも適合不足」である。似た用語ほど対応関係で覚える。,正解。,不適切。訓練データにも適合不足／訓練データへの適合しすぎは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。絶対誤差の平均／外れ具合の指標は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。正常パターンの学習／二乗誤差に敏感な指標は、（1）と（2）の対応関係がこの設問の文脈と合わない。,過学習と未学習の対応を逆にする選択肢がひっかけ。,過学習/未学習;過学習;未学習;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-013,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,データリーケージ,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,未来情報の混入では（　1　）が重要であり、評価性能では（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,データリーケージ／過大評価,過大評価／データリーケージ,サブグループの性能差／監視や障害対応を含む運用,実現可能性の検証／偏りを隠しやすい値,A,未来情報の混入は「データリーケージ」、評価性能は「過大評価」と対応づける。予測時点では使えない情報が入る問題と実力以上に高く見える評価を入れ替えないこと。,正解。,不適切。過大評価／データリーケージは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。サブグループの性能差／監視や障害対応を含む運用は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。実現可能性の検証／偏りを隠しやすい値は、（1）と（2）の対応関係がこの設問の文脈と合わない。,未来情報の混入と評価性能の対応を逆にする選択肢がひっかけ。,データリーケージ;未来情報の混入;評価性能;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-014,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,データリーケージ,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定で未来情報の混入と評価性能を見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,データリーケージ／過大評価,過大評価／データリーケージ,加工の来歴／現実データでの確認,人工的に作ったデータ／データ資産の一覧管理,A,未来情報の混入の要点は「データリーケージ」、評価性能の要点は「過大評価」である。似た用語ほど対応関係で覚える。,正解。,不適切。過大評価／データリーケージは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。加工の来歴／現実データでの確認は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。人工的に作ったデータ／データ資産の一覧管理は、（1）と（2）の対応関係がこの設問の文脈と合わない。,未来情報の混入と評価性能の対応を逆にする選択肢がひっかけ。,データリーケージ;未来情報の混入;評価性能;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-015,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,時系列評価,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,時系列分割では（　1　）が重要であり、ランダム分割では（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,時間順序を守る／未来情報が混ざりやすい,未来情報が混ざりやすい／時間順序を守る,旧版へ戻す手順／報酬,正解ラベル／異常を検知する仕組み,A,時系列分割は「時間順序を守る」、ランダム分割は「未来情報が混ざりやすい」と対応づける。時系列で基本となる分割と時系列では注意が必要な分割を入れ替えないこと。,正解。,不適切。未来情報が混ざりやすい／時間順序を守るは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。旧版へ戻す手順／報酬は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。正解ラベル／異常を検知する仕組みは、（1）と（2）の対応関係がこの設問の文脈と合わない。,時系列分割とランダム分割の対応を逆にする選択肢がひっかけ。,時系列評価;時系列分割;ランダム分割;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-016,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,時系列評価,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定で時系列分割とランダム分割を見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,時間順序を守る／未来情報が混ざりやすい,未来情報が混ざりやすい／時間順序を守る,端末側推論／過大評価,データリーケージ／集中計算資源の利用,A,時系列分割の要点は「時間順序を守る」、ランダム分割の要点は「未来情報が混ざりやすい」である。似た用語ほど対応関係で覚える。,正解。,不適切。未来情報が混ざりやすい／時間順序を守るは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。端末側推論／過大評価は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。データリーケージ／集中計算資源の利用は、（1）と（2）の対応関係がこの設問の文脈と合わない。,時系列分割とランダム分割の対応を逆にする選択肢がひっかけ。,時系列評価;時系列分割;ランダム分割;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-017,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,最適化,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,損失関数では（　1　）が重要であり、重み更新では（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,予測と正解のずれ／パラメータを変える処理,パラメータを変える処理／予測と正解のずれ,照合情報があれば識別可能性が残る／位置ずれへの頑健性向上,局所特徴抽出／復元できないように加工する,A,損失関数は「予測と正解のずれ」、重み更新は「パラメータを変える処理」と対応づける。小さくしたい値と勾配に基づく調整を入れ替えないこと。,正解。,不適切。パラメータを変える処理／予測と正解のずれは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。照合情報があれば識別可能性が残る／位置ずれへの頑健性向上は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。局所特徴抽出／復元できないように加工するは、（1）と（2）の対応関係がこの設問の文脈と合わない。,損失関数と重み更新の対応を逆にする選択肢がひっかけ。,最適化;損失関数;重み更新;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-018,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,最適化,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定で損失関数と重み更新を見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,予測と正解のずれ／パラメータを変える処理,パラメータを変える処理／予測と正解のずれ,結果に不服を言える導線／未知語に対応しやすい分割,LLMが扱う単位／AI判断を人が見直す導線,A,損失関数の要点は「予測と正解のずれ」、重み更新の要点は「パラメータを変える処理」である。似た用語ほど対応関係で覚える。,正解。,不適切。パラメータを変える処理／予測と正解のずれは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。結果に不服を言える導線／未知語に対応しやすい分割は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。LLMが扱う単位／AI判断を人が見直す導線は、（1）と（2）の対応関係がこの設問の文脈と合わない。,損失関数と重み更新の対応を逆にする選択肢がひっかけ。,最適化;損失関数;重み更新;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-019,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,最適化,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,勾配では（　1　）が重要であり、学習率では（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,更新方向／更新幅,更新幅／更新方向,偽の顔や声の生成／低温度で高まりやすい性質,ランダム性の調整／なりすまし対策,A,勾配は「更新方向」、学習率は「更新幅」と対応づける。損失を減らす方向の情報と一回の更新の大きさを入れ替えないこと。,正解。,不適切。更新幅／更新方向は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。偽の顔や声の生成／低温度で高まりやすい性質は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。ランダム性の調整／なりすまし対策は、（1）と（2）の対応関係がこの設問の文脈と合わない。,勾配と学習率の対応を逆にする選択肢がひっかけ。,最適化;勾配;学習率;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-020,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,最適化,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定で勾配と学習率を見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,更新方向／更新幅,更新幅／更新方向,訓練データの再現を狙う攻撃／低ビット化する,教師モデルから生徒モデルへ移す／機密の流出を防ぐ対策,A,勾配の要点は「更新方向」、学習率の要点は「更新幅」である。似た用語ほど対応関係で覚える。,正解。,不適切。更新幅／更新方向は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。訓練データの再現を狙う攻撃／低ビット化するは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。教師モデルから生徒モデルへ移す／機密の流出を防ぐ対策は、（1）と（2）の対応関係がこの設問の文脈と合わない。,勾配と学習率の対応を逆にする選択肢がひっかけ。,最適化;勾配;学習率;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-021,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,活性化関数,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,活性化関数では（　1　）が重要であり、非線形性では（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,導入する関数／複雑な表現力,複雑な表現力／導入する関数,画像中文字の読み取り／陽性判定に混ざる誤り,事前の発生率／読んだ内容をもとにした判断,A,活性化関数は「導入する関数」、非線形性は「複雑な表現力」と対応づける。ニューラルネットの各層に入る処理と線形だけでは表せない関係を入れ替えないこと。,正解。,不適切。複雑な表現力／導入する関数は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。画像中文字の読み取り／陽性判定に混ざる誤りは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。事前の発生率／読んだ内容をもとにした判断は、（1）と（2）の対応関係がこの設問の文脈と合わない。,活性化関数と非線形性の対応を逆にする選択肢がひっかけ。,活性化関数;活性化関数;非線形性;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-022,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,活性化関数,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定で活性化関数と非線形性を見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,導入する関数／複雑な表現力,複雑な表現力／導入する関数,新しい行動を試す／偏りを隠しやすい値,サブグループの性能差／既知の良い行動を使う,A,活性化関数の要点は「導入する関数」、非線形性の要点は「複雑な表現力」である。似た用語ほど対応関係で覚える。,正解。,不適切。複雑な表現力／導入する関数は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。新しい行動を試す／偏りを隠しやすい値は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。サブグループの性能差／既知の良い行動を使うは、（1）と（2）の対応関係がこの設問の文脈と合わない。,活性化関数と非線形性の対応を逆にする選択肢がひっかけ。,活性化関数;活性化関数;非線形性;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-023,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,深層学習,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,勾配消失では（　1　）が重要であり、ReLUでは（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,前層ほど勾配が小さくなる問題／緩和に使われる活性化関数,緩和に使われる活性化関数／前層ほど勾配が小さくなる問題,正常パターンの学習／異常を検知する仕組み,旧版へ戻す手順／外れ具合の指標,A,勾配消失は「前層ほど勾配が小さくなる問題」、ReLUは「緩和に使われる活性化関数」と対応づける。深いネットで起きる学習困難と代表的な活性化関数を入れ替えないこと。,正解。,不適切。緩和に使われる活性化関数／前層ほど勾配が小さくなる問題は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。正常パターンの学習／異常を検知する仕組みは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。旧版へ戻す手順／外れ具合の指標は、（1）と（2）の対応関係がこの設問の文脈と合わない。,勾配消失とReLUの対応を逆にする選択肢がひっかけ。,深層学習;勾配消失;ReLU;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-024,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,深層学習,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定で勾配消失とReLUを見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,前層ほど勾配が小さくなる問題／緩和に使われる活性化関数,緩和に使われる活性化関数／前層ほど勾配が小さくなる問題,判断理由を示せること／識別も復元もできない加工情報,個人を識別できる情報／属性による不利益を避けること,A,勾配消失の要点は「前層ほど勾配が小さくなる問題」、ReLUの要点は「緩和に使われる活性化関数」である。似た用語ほど対応関係で覚える。,正解。,不適切。緩和に使われる活性化関数／前層ほど勾配が小さくなる問題は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。判断理由を示せること／識別も復元もできない加工情報は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。個人を識別できる情報／属性による不利益を避けることは、（1）と（2）の対応関係がこの設問の文脈と合わない。,勾配消失とReLUの対応を逆にする選択肢がひっかけ。,深層学習;勾配消失;ReLU;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
