id,set,phase,question_type,topic,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,story_hint,search_keywords
RB06-011,Rebuild_Set06,rebuild,compare,GAN,1,1,1,1,GANとVAEの対比として最も適切なものはどれか。,GANは強化学習、VAEは決定木を軸にする,GANは教師なしでは使えず、VAEは画像を扱えない,GANは敵対的学習、VAEは確率的潜在変数と再構成を軸にする,GANは法律用語、VAEは統計検定用語である,C,GANは生成器/識別器、VAEはエンコーダ/デコーダと潜在分布の理解が重要。,GANは強化学習、VAEは決定木を軸にする はこの設問の中心概念とは異なる説明。,GANは教師なしでは使えず、VAEは画像を扱えない はこの設問の中心概念とは異なる説明。,正解選択肢。,GANは法律用語、VAEは統計検定用語である はこの設問の中心概念とは異なる説明。,どちらも生成モデルだが学習の考え方が違う。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,GAN;VAE;敵対的学習;潜在変数
RB06-012,Rebuild_Set06,rebuild,term,Diffusion,1,1,1,1,拡散モデル（Diffusion Model）の基本的な考え方として最も適切なものはどれか。,生成器と識別器を1対1で競わせるだけの手法,決定木を多数作って多数決する手法,単語を袋として数えるだけの手法,データに徐々にノイズを加える過程を学び、逆過程でノイズからデータを復元・生成する,D,Diffusionはノイズ付加と逆拡散による生成が核。,生成器と識別器を1対1で競わせるだけの手法 はこの設問の中心概念とは異なる説明。,決定木を多数作って多数決する手法 はこの設問の中心概念とは異なる説明。,単語を袋として数えるだけの手法 はこの設問の中心概念とは異なる説明。,正解選択肢。,GANの敵対的学習と混同しやすい。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,Diffusion;拡散モデル;ノイズ除去;逆拡散
RB06-013,Rebuild_Set06,rebuild,term,Diffusion,1,1,1,1,拡散モデルにおける逆過程の説明として最も適切なものはどれか。,ノイズの多い状態から少しずつノイズを除き、データらしいサンプルへ近づける過程,学習データを古い順に並べ替える過程,識別器が偽物画像を削除する過程,画像を必ず低解像度へ変換する過程,A,逆拡散はノイズ除去を段階的に行う生成過程。,正解選択肢。,学習データを古い順に並べ替える過程 はこの設問の中心概念とは異なる説明。,識別器が偽物画像を削除する過程 はこの設問の中心概念とは異なる説明。,画像を必ず低解像度へ変換する過程 はこの設問の中心概念とは異なる説明。,「ノイズを加えるだけ」で終わらず、逆過程まで押さえる。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,Diffusion;逆過程;denoising;ノイズ除去
RB06-014,Rebuild_Set06,rebuild,case,Diffusion,1,1,1,1,画像生成AIがランダムノイズから段階的にノイズを除去して画像を生成している。この説明に最も近いモデルはどれか。,k-means,Diffusion Model,Mini-Max法,tf-idf,B,ノイズから段階的にデータを生成するのは拡散モデルの典型。,k-means はこの設問の中心概念とは異なる説明。,正解選択肢。,Mini-Max法 はこの設問の中心概念とは異なる説明。,tf-idf はこの設問の中心概念とは異なる説明。,k-meansはクラスタリングであり生成過程ではない。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,Diffusion Model;画像生成;ランダムノイズ;denoising
RB06-015,Rebuild_Set06,rebuild,compare,Diffusion,1,1,1,1,GANとDiffusion Modelの違いとして最も適切なものはどれか。,GANは画像だけ、Diffusionは表計算だけを扱う,GANは古典的探索、DiffusionはルールベースAIである,GANは生成器と識別器の競争、Diffusionはノイズ付加とノイズ除去の逆過程を重視する,GANは評価指標、Diffusionは著作権法の条文である,C,GANとDiffusionはどちらも生成モデルだが、生成の学習原理が異なる。,GANは画像だけ、Diffusionは表計算だけを扱う はこの設問の中心概念とは異なる説明。,GANは古典的探索、DiffusionはルールベースAIである はこの設問の中心概念とは異なる説明。,正解選択肢。,GANは評価指標、Diffusionは著作権法の条文である はこの設問の中心概念とは異なる説明。,どちらも画像生成に使われるため、原理で区別する。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,GAN;Diffusion;敵対的学習;逆拡散
RB06-016,Rebuild_Set06,rebuild,term,生成モデル,1,1,1,1,オートエンコーダの基本的な役割として最も適切なものはどれか。,報酬を最大化する行動だけを表に保存する,人間が書いたif文だけで画像を分類する,検索エンジンの順位を固定する,入力を圧縮表現へ符号化し、そこから元の入力を再構成するように学習する,D,オートエンコーダはエンコーダとデコーダにより再構成を学ぶ。,報酬を最大化する行動だけを表に保存する はこの設問の中心概念とは異なる説明。,人間が書いたif文だけで画像を分類する はこの設問の中心概念とは異なる説明。,検索エンジンの順位を固定する はこの設問の中心概念とは異なる説明。,正解選択肢。,VAEの土台としても問われる。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,オートエンコーダ;エンコーダ;デコーダ;再構成
RB06-017,Rebuild_Set06,rebuild,term,生成モデル,1,1,1,1,デコーダの役割として最も適切なものはどれか。,潜在表現などから元データや出力データを復元・生成する,入力データを低次元表現へ圧縮するだけ,識別器として本物/偽物だけを判定する,交差検証の分割数を決める,A,デコーダは圧縮表現から出力側へ戻す役割。,正解選択肢。,入力データを低次元表現へ圧縮するだけ はこの設問の中心概念とは異なる説明。,識別器として本物/偽物だけを判定する はこの設問の中心概念とは異なる説明。,交差検証の分割数を決める はこの設問の中心概念とは異なる説明。,エンコーダとの向きを取り違えやすい。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,デコーダ;エンコーダ;潜在表現;生成
RB06-018,Rebuild_Set06,rebuild,term,生成モデル,1,1,1,1,エンコーダの役割として最も適切なものはどれか。,潜在表現から画像だけを生成する,入力データを特徴表現や潜在表現へ変換する,生成物の法的責任を判断する,評価指標をF値に固定する,B,エンコーダは入力を圧縮・特徴抽出する側。,潜在表現から画像だけを生成する はこの設問の中心概念とは異なる説明。,正解選択肢。,生成物の法的責任を判断する はこの設問の中心概念とは異なる説明。,評価指標をF値に固定する はこの設問の中心概念とは異なる説明。,デコーダとの役割反転に注意。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,エンコーダ;潜在表現;特徴抽出;オートエンコーダ
RB06-019,Rebuild_Set06,rebuild,term,生成モデル,1,1,1,1,潜在変数モデルの説明として最も適切なものはどれか。,観測データをすべて削除して学習するモデル,出力ラベルを必ず人間の感情に変換するモデル,直接観測されない背後の要因を変数として仮定し、観測データを説明するモデル,データベースの索引だけを圧縮するモデル,C,VAEなどでは観測データの背後に潜在変数を仮定する。,観測データをすべて削除して学習するモデル はこの設問の中心概念とは異なる説明。,出力ラベルを必ず人間の感情に変換するモデル はこの設問の中心概念とは異なる説明。,正解選択肢。,データベースの索引だけを圧縮するモデル はこの設問の中心概念とは異なる説明。,潜在変数は「見えないが仮定する要因」。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,潜在変数;潜在変数モデル;VAE;観測データ
RB06-020,Rebuild_Set06,rebuild,case,生成モデル,1,1,1,1,生成画像の品質だけでなく、出力の多様性も評価したい。最も適切な考え方はどれか。,正解率だけを見れば十分である,訓練データ数だけを見れば十分である,モデル名が有名なら評価は不要である,見た目の品質と分布の多様性の両方を確認する,D,生成モデルでは単純な分類精度だけでは不十分で、品質・多様性・安全性などを確認する必要がある。,正解率だけを見れば十分である はこの設問の中心概念とは異なる説明。,訓練データ数だけを見れば十分である はこの設問の中心概念とは異なる説明。,モデル名が有名なら評価は不要である はこの設問の中心概念とは異なる説明。,正解選択肢。,分類問題の正解率をそのまま生成評価に持ち込むのがひっかけ。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,生成モデル評価;多様性;品質;FID;人手評価
RB06-021,Rebuild_Set06,rebuild,term,基盤モデル,1,1,1,1,基盤モデル（Foundation Model）の説明として最も適切なものはどれか。,大規模データで事前学習され、さまざまな下流タスクへ適用できる汎用的なモデル,特定企業の表計算ソフトだけで動くマクロ,1つの小さな分類タスク専用に手作業で作るルール,画像の画素値を単純に平均する統計量,A,基盤モデルは大規模事前学習と多用途性が特徴。,正解選択肢。,特定企業の表計算ソフトだけで動くマクロ はこの設問の中心概念とは異なる説明。,1つの小さな分類タスク専用に手作業で作るルール はこの設問の中心概念とは異なる説明。,画像の画素値を単純に平均する統計量 はこの設問の中心概念とは異なる説明。,巨大なら何でも基盤モデルではなく、汎用性と転用可能性が重要。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,基盤モデル;Foundation Model;事前学習;下流タスク
RB06-022,Rebuild_Set06,rebuild,term,基盤モデル,1,1,1,1,事前学習とファインチューニングの関係として最も適切なものはどれか。,ファインチューニング後に必ず事前学習を初めて行う,事前学習で汎用的な表現を得て、ファインチューニングで特定タスクに適応させる,事前学習はテストデータだけで行う,ファインチューニングはモデルを使わず人間が選択肢を読むことを指す,B,大規模事前学習→特定タスクへの調整という流れが基本。,ファインチューニング後に必ず事前学習を初めて行う はこの設問の中心概念とは異なる説明。,正解選択肢。,事前学習はテストデータだけで行う はこの設問の中心概念とは異なる説明。,ファインチューニングはモデルを使わず人間が選択肢を読むことを指す はこの設問の中心概念とは異なる説明。,順番を逆にする選択肢がひっかけ。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,事前学習;ファインチューニング;基盤モデル;下流タスク
RB06-023,Rebuild_Set06,rebuild,term,基盤モデル,1,1,1,1,下流タスクの例として最も適切なものはどれか。,モデルの電源ケーブルを交換する作業,学習データを物理的に印刷する作業,事前学習済みモデルを使った分類、要約、質問応答などの個別タスク,GPUの製造工場を選定する作業,C,下流タスクは事前学習済み表現を利用して解く具体的な課題。,モデルの電源ケーブルを交換する作業 はこの設問の中心概念とは異なる説明。,学習データを物理的に印刷する作業 はこの設問の中心概念とは異なる説明。,正解選択肢。,GPUの製造工場を選定する作業 はこの設問の中心概念とは異なる説明。,事前学習そのものと下流タスクを分ける。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,下流タスク;分類;要約;質問応答;事前学習
RB06-024,Rebuild_Set06,rebuild,term,LLM,1,1,1,1,LLMの基本的な学習目標として最も典型的なものはどれか。,画像内の物体の座標だけを必ず出力する,報酬表を手書きで最大化する,すべての入力文を暗号化して保存する,文脈から次に来るトークンを予測するように学習する,D,多くの自己回帰型LLMは次トークン予測を基本に学習する。,画像内の物体の座標だけを必ず出力する はこの設問の中心概念とは異なる説明。,報酬表を手書きで最大化する はこの設問の中心概念とは異なる説明。,すべての入力文を暗号化して保存する はこの設問の中心概念とは異なる説明。,正解選択肢。,「意味を完全に理解している」と断定しない。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,LLM;大規模言語モデル;次トークン予測;自己回帰
RB06-025,Rebuild_Set06,rebuild,term,LLM,1,1,1,1,トークンの説明として最も適切なものはどれか。,言語モデルが処理する文字列の単位で、単語・部分語・文字などになりうる,ニューラルネットワークの層数を表す単位,GPUの温度だけを表す単位,個人情報保護法上の本人確認書類,A,トークンはモデルがテキストを扱う単位で、日本語でも部分語などに分割される。,正解選択肢。,ニューラルネットワークの層数を表す単位 はこの設問の中心概念とは異なる説明。,GPUの温度だけを表す単位 はこの設問の中心概念とは異なる説明。,個人情報保護法上の本人確認書類 はこの設問の中心概念とは異なる説明。,単語そのものだけとは限らない点がひっかけ。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,トークン;tokenization;部分語;LLM
RB06-026,Rebuild_Set06,rebuild,term,LLM,1,1,1,1,コンテキストウィンドウの説明として最も適切なものはどれか。,モデルの物理的な画面サイズ,モデルが一度に参照できる入力・出力トークン列の範囲,学習率を固定するための係数,生成画像の縦横比だけを表す値,B,コンテキストウィンドウには入力プロンプトや会話履歴、生成中の文脈が含まれる。,モデルの物理的な画面サイズ はこの設問の中心概念とは異なる説明。,正解選択肢。,学習率を固定するための係数 はこの設問の中心概念とは異なる説明。,生成画像の縦横比だけを表す値 はこの設問の中心概念とは異なる説明。,長い文書を無限に読めるわけではない。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,コンテキストウィンドウ;トークン;LLM;長文処理
RB06-027,Rebuild_Set06,rebuild,term,プロンプト,1,1,1,1,プロンプトエンジニアリングの説明として最も適切なものはどれか。,GPUの配線を最短にすること,GANの識別器だけを削除すること,生成AIに望ましい出力を得るため、指示・条件・例示などの入力を工夫すること,テストデータを訓練に混ぜること,C,プロンプトはモデルへの入力指示であり、出力品質や制約に影響する。,GPUの配線を最短にすること はこの設問の中心概念とは異なる説明。,GANの識別器だけを削除すること はこの設問の中心概念とは異なる説明。,正解選択肢。,テストデータを訓練に混ぜること はこの設問の中心概念とは異なる説明。,プロンプトはモデルの重みそのものを必ず更新するわけではない。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,プロンプト;プロンプトエンジニアリング;指示;生成AI
RB06-028,Rebuild_Set06,rebuild,case,プロンプト,1,1,1,1,社内FAQボットで、回答形式を「結論、根拠、注意点」の順に固定したい。まず行うべき入力上の工夫として最も適切なものはどれか。,学習データを無断で全削除する,モデルの層数を手作業で推定する,検索結果を意図的に隠す,出力形式をプロンプトで明示し、必要なら例も与える,D,形式指定や例示はプロンプトによる制御として有効。,学習データを無断で全削除する はこの設問の中心概念とは異なる説明。,モデルの層数を手作業で推定する はこの設問の中心概念とは異なる説明。,検索結果を意図的に隠す はこの設問の中心概念とは異なる説明。,正解選択肢。,プロンプトでできる範囲と再学習が必要な範囲を分ける。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,プロンプト;出力形式;Few-shot;社内FAQ
RB06-029,Rebuild_Set06,rebuild,term,プロンプト,1,1,1,1,Few-shot promptingの説明として最も適切なものはどれか。,プロンプト内に少数の入出力例を示し、同じ形式で回答させる方法,ラベルなしデータだけをk個のクラスタへ分ける方法,報酬関数を人間が全て削除する方法,画像をノイズから復元する拡散過程,A,Few-shotは例示によってタスクや形式を伝えるプロンプト技法。,正解選択肢。,ラベルなしデータだけをk個のクラスタへ分ける方法 はこの設問の中心概念とは異なる説明。,報酬関数を人間が全て削除する方法 はこの設問の中心概念とは異なる説明。,画像をノイズから復元する拡散過程 はこの設問の中心概念とは異なる説明。,少数データで重みを必ず更新するファインチューニングとは別。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,Few-shot prompting;プロンプト;例示;LLM
RB06-030,Rebuild_Set06,rebuild,term,プロンプト,1,1,1,1,Zero-shot promptingの説明として最も適切なものはどれか。,多数の教師データでモデル重みを更新する方法,具体例を与えず、指示だけでタスクを解かせる方法,画像の各ピクセルを分類する方法,決定木を100本作る方法,B,Zero-shotは例なしの指示で回答させる使い方。,多数の教師データでモデル重みを更新する方法 はこの設問の中心概念とは異なる説明。,正解選択肢。,画像の各ピクセルを分類する方法 はこの設問の中心概念とは異なる説明。,決定木を100本作る方法 はこの設問の中心概念とは異なる説明。,学習データがゼロという意味ではなく、プロンプト内の例がない。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,Zero-shot prompting;プロンプト;LLM;例なし
RB06-031,Rebuild_Set06,rebuild,term,プロンプト,1,1,1,1,Chain-of-Thought promptingに関する試験用理解として最も安全なものはどれか。,必ず正解を保証する検証済みの法律制度である,モデルの重みを圧縮する軽量化手法である,中間的な推論手順を促すことで複雑な問題の性能向上を狙うプロンプト技法である,GANの識別器にだけ使う損失関数である,C,Chain-of-Thoughtは推論過程を促す技法だが、正しさを保証しない。,必ず正解を保証する検証済みの法律制度である はこの設問の中心概念とは異なる説明。,モデルの重みを圧縮する軽量化手法である はこの設問の中心概念とは異なる説明。,正解選択肢。,GANの識別器にだけ使う損失関数である はこの設問の中心概念とは異なる説明。,「推論を書かせれば常に正しい」がひっかけ。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,Chain-of-Thought;CoT;プロンプト;推論
RB06-032,Rebuild_Set06,rebuild,case,プロンプト,1,1,1,1,LLMに「専門家として答えて」とだけ入力したが、根拠が曖昧な回答が出た。改善として最も適切なものはどれか。,モデルが有名なら根拠確認を省略する,曖昧な質問ほど長くするだけでよい,個人情報を大量に入れれば正確になる,参照すべき資料、回答範囲、根拠提示、分からない場合の扱いを明示する,D,制約・根拠・禁止事項を明確にすると、実務上の出力制御に役立つ。,モデルが有名なら根拠確認を省略する はこの設問の中心概念とは異なる説明。,曖昧な質問ほど長くするだけでよい はこの設問の中心概念とは異なる説明。,個人情報を大量に入れれば正確になる はこの設問の中心概念とは異なる説明。,正解選択肢。,役割指定だけでは十分でない。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,プロンプト;根拠提示;制約条件;LLM
RB06-033,Rebuild_Set06,rebuild,term,RAG,1,1,1,1,RAG（Retrieval-Augmented Generation）の説明として最も適切なものはどれか。,外部知識を検索し、その検索結果を文脈として使って回答を生成する方法,モデルの重みを乱数で初期化するだけの方法,画像をノイズから生成する拡散モデルの別名,ラベルなしデータをクラスタリングする手法,A,RAGは検索と生成を組み合わせ、知識更新や根拠利用を補う。,正解選択肢。,モデルの重みを乱数で初期化するだけの方法 はこの設問の中心概念とは異なる説明。,画像をノイズから生成する拡散モデルの別名 はこの設問の中心概念とは異なる説明。,ラベルなしデータをクラスタリングする手法 はこの設問の中心概念とは異なる説明。,RAGはハルシネーションを減らしうるがゼロにはしない。,さいはての未来では、ミチの正しそうな文をユイが根拠確認する場面として覚える。四年五組なら、うっけの「それっぽい！」をセンセイが一度止める場面。,RAG;検索拡張生成;Retrieval-Augmented Generation;外部知識
