id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R44-011,Rebuild_Set44,横断複合・重複回避十段目,case,セキュリティ/学習データ抽出,G検定横断領域,安全判断,ケース判断,新しめ,高,公開チャットAIに、訓練データ中の個人情報を再現させようとする入力が繰り返されている。関連する攻撃として最も近いものはどれか。,学習データ抽出攻撃,主成分分析,データ拡張,バッチ正規化,A,モデルから訓練データに含まれる秘密情報や個人情報を引き出そうとする攻撃は、学習データ抽出攻撃に近い。,正解。,Bは不適切。主成分分析は、この問題で問われている条件を満たさない。,Cは不適切。データ拡張は、この問題で問われている条件を満たさない。,Dは不適切。バッチ正規化は、この問題で問われている条件を満たさない。,G検定では、用語暗記だけでなく、評価・運用・法務・安全の境界条件を読み分けさせる。,セキュリティ/学習データ抽出;安全判断;ケース判断;G検定,さいはての未来では、共鳴世界が先回りしても、最後は人が根拠と責任の線を引く。四年五組なら、便利な道具をそのまま信じず、センセイが『どこまで見た？』と聞く場面。
R44-012,Rebuild_Set44,横断複合・重複回避十段目,case,AI倫理/説明過多,G検定横断領域,倫理判断,複合読解,新しめ,中,医療相談AIが詳細な専門用語を大量に表示し、利用者が緊急受診の必要性を見落とした。設計上の問題として最も適切なものはどれか。,正確性だけでなく、利用者が理解し適切に行動できる説明設計が不足している,説明が長いほど常に安全性が高い,専門用語が多ければ人間中心AIに必ず適合する,利用者理解は医療AIの設計範囲外である,A,人間中心AIでは、専門的に正しいだけでなく、利用者が理解し安全に行動できることが重要である。,正解。,Bは不適切。説明が長いほど常に安全性が高いは、この問題で問われている条件を満たさない。,Cは不適切。専門用語が多ければ人間中心AIに必ず適合するは、この問題で問われている条件を満たさない。,Dは不適切。利用者理解は医療AIの設計範囲外であるは、この問題で問われている条件を満たさない。,G検定では、用語暗記だけでなく、評価・運用・法務・安全の境界条件を読み分けさせる。,AI倫理/説明過多;倫理判断;複合読解;G検定,さいはての未来では、共鳴世界が先回りしても、最後は人が根拠と責任の線を引く。四年五組なら、便利な道具をそのまま信じず、センセイが『どこまで見た？』と聞く場面。
R44-013,Rebuild_Set44,横断複合・重複回避十段目,case,画像認識/背景バイアス,G検定横断領域,評価判断,ケース判断,既存,高,動物分類AIが、動物そのものではなく背景の雪景色を手がかりに特定クラスを当てている疑いがある。確認として最も適切なものはどれか。,背景を変えたデータや可視化手法で、モデルが注目している領域を確認する,正解率が高ければ注目領域の確認は不要である,背景特徴を使うモデルは常に公平である,画像認識ではデータバイアスは発生しない,A,画像モデルは背景など本質でない特徴に依存することがある。可視化やデータ追加で確認する。,正解。,Bは不適切。正解率が高ければ注目領域の確認は不要であるは、この問題で問われている条件を満たさない。,Cは不適切。背景特徴を使うモデルは常に公平であるは、この問題で問われている条件を満たさない。,Dは不適切。画像認識ではデータバイアスは発生しないは、この問題で問われている条件を満たさない。,G検定では、用語暗記だけでなく、評価・運用・法務・安全の境界条件を読み分けさせる。,画像認識/背景バイアス;評価判断;ケース判断;G検定,さいはての未来では、共鳴世界が先回りしても、最後は人が根拠と責任の線を引く。四年五組なら、便利な道具をそのまま信じず、センセイが『どこまで見た？』と聞く場面。
R44-014,Rebuild_Set44,横断複合・重複回避十段目,case,LLM/回答評価,G検定横断領域,評価設計,複合読解,新しめ,高,カスタマーサポートAIの評価で、回答が丁寧でも解決率が低い。追加で見るべき指標として最も適切なものはどれか。,敬語の多さだけ,問い合わせ解決率、エスカレーション率、根拠整合性など,句読点の数だけ,モデルの名前の知名度だけ,B,サポートAIでは、自然さだけでなく、問題解決、根拠整合性、人間への引き継ぎも評価する必要がある。,Aは不適切。敬語の多さだけは、この問題で問われている条件を満たさない。,正解。,Cは不適切。句読点の数だけは、この問題で問われている条件を満たさない。,Dは不適切。モデルの名前の知名度だけは、この問題で問われている条件を満たさない。,G検定では、用語暗記だけでなく、評価・運用・法務・安全の境界条件を読み分けさせる。,LLM/回答評価;評価設計;複合読解;G検定,さいはての未来では、共鳴世界が先回りしても、最後は人が根拠と責任の線を引く。四年五組なら、便利な道具をそのまま信じず、センセイが『どこまで見た？』と聞く場面。
R44-015,Rebuild_Set44,横断複合・重複回避十段目,case,オートメーションバイアス,G検定横断領域,倫理判断,ケース判断,既存,高,担当者がAIの判定に違和感を持っても、AIだから正しいと考えて確認を省略している。該当する問題として最も適切なものはどれか。,データ正規化,オートメーションバイアス,特徴量スケーリング,ランダムフォレスト,B,自動化されたシステムの出力を過度に信頼し、人間の確認が弱くなる問題はオートメーションバイアスである。,Aは不適切。データ正規化は、この問題で問われている条件を満たさない。,正解。,Cは不適切。特徴量スケーリングは、この問題で問われている条件を満たさない。,Dは不適切。ランダムフォレストは、この問題で問われている条件を満たさない。,G検定では、用語暗記だけでなく、評価・運用・法務・安全の境界条件を読み分けさせる。,オートメーションバイアス;倫理判断;ケース判断;G検定,さいはての未来では、共鳴世界が先回りしても、最後は人が根拠と責任の線を引く。四年五組なら、便利な道具をそのまま信じず、センセイが『どこまで見た？』と聞く場面。
R44-016,Rebuild_Set44,横断複合・重複回避十段目,case,レコメンド/フィルターバブル,G検定横断領域,リスク判断,ケース判断,既存,中,ニュース推薦AIが、利用者の過去嗜好に近い記事だけを出し続け、多様な情報に触れにくくしている。関連する懸念として最も適切なものはどれか。,勾配消失だけ,フィルターバブルや情報の偏り,過学習が常に法律違反になること,データベース正規化の失敗だけ,B,推薦システムでは、利用者の興味に最適化しすぎることで情報の偏りやフィルターバブルが生じることがある。,Aは不適切。勾配消失だけは、この問題で問われている条件を満たさない。,正解。,Cは不適切。過学習が常に法律違反になることは、この問題で問われている条件を満たさない。,Dは不適切。データベース正規化の失敗だけは、この問題で問われている条件を満たさない。,G検定では、用語暗記だけでなく、評価・運用・法務・安全の境界条件を読み分けさせる。,レコメンド/フィルターバブル;リスク判断;ケース判断;G検定,さいはての未来では、共鳴世界が先回りしても、最後は人が根拠と責任の線を引く。四年五組なら、便利な道具をそのまま信じず、センセイが『どこまで見た？』と聞く場面。
R44-017,Rebuild_Set44,横断複合・重複回避十段目,case,データ品質/欠測,G検定横断領域,設計判断,ケース判断,既存,中,ローン審査データで、収入欄の欠測が特定申込経路に偏っていた。欠測処理として注意すべきことはどれか。,欠測値はすべて0にすれば常に公平になる,欠測がランダムでない可能性を考え、欠測理由や偏りを確認する,欠測がある列は理由を見ずに必ず削除する,欠測はモデル評価に影響しない,B,欠測にはランダムな欠測と偏った欠測があり、理由を確認せず機械的に処理するとバイアスにつながる。,Aは不適切。欠測値はすべて0にすれば常に公平になるは、この問題で問われている条件を満たさない。,正解。,Cは不適切。欠測がある列は理由を見ずに必ず削除するは、この問題で問われている条件を満たさない。,Dは不適切。欠測はモデル評価に影響しないは、この問題で問われている条件を満たさない。,G検定では、用語暗記だけでなく、評価・運用・法務・安全の境界条件を読み分けさせる。,データ品質/欠測;設計判断;ケース判断;G検定,さいはての未来では、共鳴世界が先回りしても、最後は人が根拠と責任の線を引く。四年五組なら、便利な道具をそのまま信じず、センセイが『どこまで見た？』と聞く場面。
R44-018,Rebuild_Set44,横断複合・重複回避十段目,case,エッジAI/モデル更新,G検定横断領域,運用判断,複合読解,新しめ,中,各店舗の端末で動く需要予測モデルを更新したいが、一部端末は長期間オフラインになる。運用で必要な観点はどれか。,オフライン端末はモデル版を管理しなくてよい,端末ごとのモデル版、更新失敗時の扱い、旧版との互換性を管理する,クラウドで学習したら端末側の更新確認は不要になる,端末ごとに異なるモデル版が混在しても監視は不要である,B,エッジAIでは、端末ごとのモデル版・更新状態・ロールバック・互換性の管理が重要である。,Aは不適切。オフライン端末はモデル版を管理しなくてよいは、この問題で問われている条件を満たさない。,正解。,Cは不適切。クラウドで学習したら端末側の更新確認は不要になるは、この問題で問われている条件を満たさない。,Dは不適切。端末ごとに異なるモデル版が混在しても監視は不要であるは、この問題で問われている条件を満たさない。,G検定では、用語暗記だけでなく、評価・運用・法務・安全の境界条件を読み分けさせる。,エッジAI/モデル更新;運用判断;複合読解;G検定,さいはての未来では、共鳴世界が先回りしても、最後は人が根拠と責任の線を引く。四年五組なら、便利な道具をそのまま信じず、センセイが『どこまで見た？』と聞く場面。
R44-019,Rebuild_Set44,横断複合・重複回避十段目,case,AI/アクセシビリティ,G検定横断領域,倫理判断,ケース判断,新しめ,中,公共窓口のAIチャットが、画面読み上げソフトで操作しにくい。人間中心AIの観点で不足しているものはどれか。,AIのモデルサイズを大きくすることだけ,多様な利用者が使えるアクセシビリティへの配慮,会話履歴を長く保存することだけ,回答速度だけを最適化すること,B,公共サービスにAIを用いる場合、多様な利用者がアクセスできる設計が重要である。,Aは不適切。AIのモデルサイズを大きくすることだけは、この問題で問われている条件を満たさない。,正解。,Cは不適切。会話履歴を長く保存することだけは、この問題で問われている条件を満たさない。,Dは不適切。回答速度だけを最適化することは、この問題で問われている条件を満たさない。,G検定では、用語暗記だけでなく、評価・運用・法務・安全の境界条件を読み分けさせる。,AI/アクセシビリティ;倫理判断;ケース判断;G検定,さいはての未来では、共鳴世界が先回りしても、最後は人が根拠と責任の線を引く。四年五組なら、便利な道具をそのまま信じず、センセイが『どこまで見た？』と聞く場面。
R44-020,Rebuild_Set44,横断複合・重複回避十段目,case,微調整/過適合,G検定横断領域,評価設計,ケース判断,新しめ,中,少数の社内FAQだけでLLMをファインチューニングしたところ、その範囲外の質問への応答が不自然になった。考えられる問題はどれか。,ファインチューニングでは評価が不要になること,狭いデータへの過適合や一般性能の低下,少数データほど必ず汎化性能が上がること,LLMでは過学習は絶対に起きないこと,B,ファインチューニングでもデータ量や分布によって過適合が起きるため、対象内外の評価が必要である。,Aは不適切。ファインチューニングでは評価が不要になることは、この問題で問われている条件を満たさない。,正解。,Cは不適切。少数データほど必ず汎化性能が上がることは、この問題で問われている条件を満たさない。,Dは不適切。LLMでは過学習は絶対に起きないことは、この問題で問われている条件を満たさない。,G検定では、用語暗記だけでなく、評価・運用・法務・安全の境界条件を読み分けさせる。,微調整/過適合;評価設計;ケース判断;G検定,さいはての未来では、共鳴世界が先回りしても、最後は人が根拠と責任の線を引く。四年五組なら、便利な道具をそのまま信じず、センセイが『どこまで見た？』と聞く場面。
R44-021,Rebuild_Set44,横断複合・重複回避十段目,case,データガバナンス/利用目的,G検定横断領域,法務判断,複合読解,新しめ,高,採用応募者のデータを、本人に説明していない営業分析に転用したいという案が出た。まず確認すべきことはどれか。,データが社内にあるなら目的外利用は常に自由である,取得時の利用目的、同意、法的根拠、社内ルールとの整合,AIで分析すれば取得目的の制限はなくなる,匿名化を検討せず、そのまま全項目を使えばよい,B,個人データの利用では、取得時の目的や同意、目的外利用の可否を確認する必要がある。,Aは不適切。データが社内にあるなら目的外利用は常に自由であるは、この問題で問われている条件を満たさない。,正解。,Cは不適切。AIで分析すれば取得目的の制限はなくなるは、この問題で問われている条件を満たさない。,Dは不適切。匿名化を検討せず、そのまま全項目を使えばよいは、この問題で問われている条件を満たさない。,G検定では、用語暗記だけでなく、評価・運用・法務・安全の境界条件を読み分けさせる。,データガバナンス/利用目的;法務判断;複合読解;G検定,さいはての未来では、共鳴世界が先回りしても、最後は人が根拠と責任の線を引く。四年五組なら、便利な道具をそのまま信じず、センセイが『どこまで見た？』と聞く場面。
R44-022,Rebuild_Set44,横断複合・重複回避十段目,case,探索/ヒューリスティック,G検定横断領域,概念適用,通常4択,既存,中,迷路探索で、ゴールまでの推定距離を手がかりに探索順序を決める。関連する考え方として最も適切なものはどれか。,教師データによる回帰分析だけ,ヒューリスティックを用いた探索,畳み込みによる画像特徴抽出だけ,個人情報の仮名加工だけ,B,探索問題では、ゴールに近そうかを推定するヒューリスティックを用いて探索を効率化することがある。,Aは不適切。教師データによる回帰分析だけは、この問題で問われている条件を満たさない。,正解。,Cは不適切。畳み込みによる画像特徴抽出だけは、この問題で問われている条件を満たさない。,Dは不適切。個人情報の仮名加工だけは、この問題で問われている条件を満たさない。,G検定では、用語暗記だけでなく、評価・運用・法務・安全の境界条件を読み分けさせる。,探索/ヒューリスティック;概念適用;通常4択;G検定,さいはての未来では、共鳴世界が先回りしても、最後は人が根拠と責任の線を引く。四年五組なら、便利な道具をそのまま信じず、センセイが『どこまで見た？』と聞く場面。
R44-023,Rebuild_Set44,横断複合・重複回避十段目,case,知識表現/オントロジー,G検定横断領域,概念適用,対応関係,既存,中,医療用語の上位下位関係や同義語を体系的に扱い、検索や推論に使いたい。最も近い考え方はどれか。,量子化,オントロジー,ドロップアウト,温度パラメータ,B,概念間の関係を体系化して知識を表現するものとして、オントロジーがある。,Aは不適切。量子化は、この問題で問われている条件を満たさない。,正解。,Cは不適切。ドロップアウトは、この問題で問われている条件を満たさない。,Dは不適切。温度パラメータは、この問題で問われている条件を満たさない。,G検定では、用語暗記だけでなく、評価・運用・法務・安全の境界条件を読み分けさせる。,知識表現/オントロジー;概念適用;対応関係;G検定,さいはての未来では、共鳴世界が先回りしても、最後は人が根拠と責任の線を引く。四年五組なら、便利な道具をそのまま信じず、センセイが『どこまで見た？』と聞く場面。
R44-024,Rebuild_Set44,横断複合・重複回避十段目,case,勾配消失/活性化,G検定横断領域,概念適用,通常4択,既存,中,深いニューラルネットワークで、前の層ほど勾配が小さくなり学習が進みにくい。関連する問題はどれか。,プロンプトインジェクション,勾配消失問題,匿名加工情報,フィルターバブル,B,深いネットワークでは誤差逆伝播の過程で勾配が小さくなり、初期層が学習しにくくなることがある。,Aは不適切。プロンプトインジェクションは、この問題で問われている条件を満たさない。,正解。,Cは不適切。匿名加工情報は、この問題で問われている条件を満たさない。,Dは不適切。フィルターバブルは、この問題で問われている条件を満たさない。,G検定では、用語暗記だけでなく、評価・運用・法務・安全の境界条件を読み分けさせる。,勾配消失/活性化;概念適用;通常4択;G検定,さいはての未来では、共鳴世界が先回りしても、最後は人が根拠と責任の線を引く。四年五組なら、便利な道具をそのまま信じず、センセイが『どこまで見た？』と聞く場面。
R44-025,Rebuild_Set44,横断複合・重複回避十段目,case,正則化/ドロップアウト,G検定横断領域,概念適用,通常4択,既存,中,学習時に一部のユニットをランダムに無効化し、特定経路への依存を下げる方法はどれか。,Bag of Words,ドロップアウト,強化学習の報酬,差分プライバシー,B,ドロップアウトは学習時に一部ユニットを無効化し、過学習を抑える正則化手法の一つである。,Aは不適切。Bag of Wordsは、この問題で問われている条件を満たさない。,正解。,Cは不適切。強化学習の報酬は、この問題で問われている条件を満たさない。,Dは不適切。差分プライバシーは、この問題で問われている条件を満たさない。,G検定では、用語暗記だけでなく、評価・運用・法務・安全の境界条件を読み分けさせる。,正則化/ドロップアウト;概念適用;通常4択;G検定,さいはての未来では、共鳴世界が先回りしても、最後は人が根拠と責任の線を引く。四年五組なら、便利な道具をそのまま信じず、センセイが『どこまで見た？』と聞く場面。
R44-026,Rebuild_Set44,横断複合・重複回避十段目,case,CNN/畳み込み,G検定横断領域,概念適用,通常4択,既存,中,画像の局所的な模様をフィルタで走査し、位置に依存した特徴を抽出するニューラルネットワークの基本操作はどれか。,トークン化のBPE,畳み込み,Q学習の報酬更新,k-meansの重心初期化,B,CNNでは畳み込みにより局所的な特徴を抽出する。,Aは不適切。トークン化のBPEは、この問題で問われている条件を満たさない。,正解。,Cは不適切。Q学習の報酬更新は、この問題で問われている条件を満たさない。,Dは不適切。k-meansの重心初期化は、この問題で問われている条件を満たさない。,G検定では、用語暗記だけでなく、評価・運用・法務・安全の境界条件を読み分けさせる。,CNN/畳み込み;概念適用;通常4択;G検定,さいはての未来では、共鳴世界が先回りしても、最後は人が根拠と責任の線を引く。四年五組なら、便利な道具をそのまま信じず、センセイが『どこまで見た？』と聞く場面。
R44-027,Rebuild_Set44,横断複合・重複回避十段目,case,Transformer/自己注意,G検定横断領域,概念適用,通常4択,既存,中,文中の各トークンが他のトークンとの関係を重み付けして表現を更新する仕組みに最も近いものはどれか。,プーリングだけ,ランダム探索だけ,自己注意機構,匿名化だけ,C,Transformerでは自己注意により、系列内のトークン間関係を重み付けして表現を作る。,Aは不適切。プーリングだけは、この問題で問われている条件を満たさない。,Bは不適切。ランダム探索だけは、この問題で問われている条件を満たさない。,正解。,Dは不適切。匿名化だけは、この問題で問われている条件を満たさない。,G検定では、用語暗記だけでなく、評価・運用・法務・安全の境界条件を読み分けさせる。,Transformer/自己注意;概念適用;通常4択;G検定,さいはての未来では、共鳴世界が先回りしても、最後は人が根拠と責任の線を引く。四年五組なら、便利な道具をそのまま信じず、センセイが『どこまで見た？』と聞く場面。
