id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R21-011,Rebuild_Set21,検索性重視・非重複50問,case,キャッシュ,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,同じ問い合わせへの埋め込み検索結果を一定時間保存して高速化したが、元文書更新後も古い結果が返るリスクを確認した。主な注意点はどれか。,活性化関数をReLUにすれば運用リスクはなくなる,モデルの精度だけを上げれば運用上の問題はすべて解決する,高速化と情報鮮度の両方を管理するキャッシュ設計,学習率を下げればセキュリティと可用性は自動的に保証される,C,キャッシュは高速化に有効だが、更新後の古い情報を返すリスクがあるため有効期限や失効設計が必要。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「キャッシュ」の説明としては適切でない。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「キャッシュ」の説明としては適切でない。,正しい。高速化と情報鮮度の両方を管理するキャッシュ設計。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「キャッシュ」の説明としては適切でない。,速くなるから常に正しい、ではない。鮮度管理が問われる。,キャッシュ;有効期限;情報鮮度;RAG,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-012,Rebuild_Set21,検索性重視・非重複50問,case,Feature Store,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,学習時に使った特徴量定義と、本番推論時に計算される特徴量定義がずれないよう、共通管理の仕組みを導入した。最も近いものはどれか。,モデルの精度だけを上げれば運用上の問題はすべて解決する,学習率を下げればセキュリティと可用性は自動的に保証される,テストデータを本番判断に混ぜれば信頼性が高まる,特徴量定義を一元管理するFeature Store,D,Feature Storeは特徴量を一元管理し、学習時と推論時の特徴量の不整合を減らす仕組み。オンライン特徴量とオフライン特徴量の一貫性が重要。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「Feature Store」の説明としては適切でない。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「Feature Store」の説明としては適切でない。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「Feature Store」の説明としては適切でない。,正しい。特徴量定義を一元管理するFeature Store。,特徴量はモデル内部だけの話ではなく、本番運用で定義ずれが起こる。,Feature Store;特徴量管理;オンライン特徴量;学習推論不一致,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-013,Rebuild_Set21,検索性重視・非重複50問,case,モデルレジストリ,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,本番投入するモデルについて、バージョン、学習データ、評価結果、承認状態を管理する仕組みを用意した。最も近いものはどれか。,モデルのバージョンや承認状態を管理するモデルレジストリ,学習率を下げればセキュリティと可用性は自動的に保証される,テストデータを本番判断に混ぜれば信頼性が高まる,GPU台数を増やすことがこの設計の主目的である,A,モデルレジストリはモデルのバージョンやメタデータ、評価結果、承認状態を管理する仕組み。MLOpsで本番リリース管理に関係する。,正しい。モデルのバージョンや承認状態を管理するモデルレジストリ。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「モデルレジストリ」の説明としては適切でない。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「モデルレジストリ」の説明としては適切でない。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「モデルレジストリ」の説明としては適切でない。,ファイル名だけでモデルを管理すると、再現性や監査性が弱くなる。,モデルレジストリ;MLOps;モデルバージョン;承認,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-014,Rebuild_Set21,検索性重視・非重複50問,case,カナリアリリース,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,新しい推薦モデルを全ユーザーに一斉適用せず、まず1%のユーザーにだけ適用して挙動を確認した。最も近いリリース方法はどれか。,テストデータを本番判断に混ぜれば信頼性が高まる,一部ユーザーから段階展開するカナリアリリース,GPU台数を増やすことがこの設計の主目的である,データを削除すればAIシステム設計は不要になる,B,カナリアリリースは新しい機能やモデルを一部ユーザーに限定して段階的に展開する方法。障害影響を小さくできる。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「カナリアリリース」の説明としては適切でない。,正しい。一部ユーザーから段階展開するカナリアリリース。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「カナリアリリース」の説明としては適切でない。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「カナリアリリース」の説明としては適切でない。,A/Bテストと似るが、主目的が安全な段階展開である点を押さえる。,カナリアリリース;段階展開;推薦モデル;本番リリース,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-015,Rebuild_Set21,検索性重視・非重複50問,case,Blue-Green Deployment,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,現行環境と新環境を並行して用意し、切り替え先を変更することで短時間で新モデルへ移行し、問題があれば戻せるようにした。最も近い方法はどれか。,GPU台数を増やすことがこの設計の主目的である,データを削除すればAIシステム設計は不要になる,旧環境と新環境を切り替えるBlue-Green Deployment,活性化関数をReLUにすれば運用リスクはなくなる,C,Blue-Green Deploymentは旧環境と新環境を並行して持ち、トラフィック切り替えでリリースやロールバックを行いやすくする方法。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「Blue-Green Deployment」の説明としては適切でない。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「Blue-Green Deployment」の説明としては適切でない。,正しい。旧環境と新環境を切り替えるBlue-Green Deployment。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「Blue-Green Deployment」の説明としては適切でない。,段階的に少数へ流すカナリアとは異なり、環境を二系統用意する点が特徴。,Blue-Green Deployment;ロールバック;本番環境;リリース,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-016,Rebuild_Set21,検索性重視・非重複50問,case,シャドーデプロイ,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,新しい不正検知モデルに本番と同じ入力を流すが、出力は実際の判定には使わず、旧モデルとの差を観察した。最も近い方法はどれか。,データを削除すればAIシステム設計は不要になる,活性化関数をReLUにすれば運用リスクはなくなる,モデルの精度だけを上げれば運用上の問題はすべて解決する,本番影響を与えず新モデルの挙動を見るシャドーデプロイ,D,シャドーデプロイは新モデルに本番データを裏で流し、実影響を与えずに挙動を観察する方法。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「シャドーデプロイ」の説明としては適切でない。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「シャドーデプロイ」の説明としては適切でない。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「シャドーデプロイ」の説明としては適切でない。,正しい。本番影響を与えず新モデルの挙動を見るシャドーデプロイ。,ユーザー影響なしで比較する点がポイント。新モデルの出力を本番判断に使うわけではない。,シャドーデプロイ;Shadow Deployment;不正検知;本番データ,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-017,Rebuild_Set21,検索性重視・非重複50問,case,A/Bテスト,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,UI上の推薦説明文を2種類用意し、ユーザーをランダムに分けてクリック率の差を検証した。最も近い方法はどれか。,利用者を分けて施策効果を比較するA/Bテスト,活性化関数をReLUにすれば運用リスクはなくなる,モデルの精度だけを上げれば運用上の問題はすべて解決する,学習率を下げればセキュリティと可用性は自動的に保証される,A,A/Bテストは利用者を分け、2つ以上の施策の効果差を実験的に比較する方法。推薦やUI改善で使われる。,正しい。利用者を分けて施策効果を比較するA/Bテスト。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「A/Bテスト」の説明としては適切でない。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「A/Bテスト」の説明としては適切でない。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「A/Bテスト」の説明としては適切でない。,単なる前後比較ではなく、条件を分けて比較する点が本質。,A/Bテスト;ランダム割付;クリック率;推薦UI,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-018,Rebuild_Set21,検索性重視・非重複50問,case,Champion/Challenger,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,現行モデルを基準として運用しながら、新候補モデルを同じ指標で継続比較し、勝ったら入れ替える運用を行った。最も近い考え方はどれか。,モデルの精度だけを上げれば運用上の問題はすべて解決する,現行モデルと候補モデルを比較するChampion/Challenger,学習率を下げればセキュリティと可用性は自動的に保証される,テストデータを本番判断に混ぜれば信頼性が高まる,B,Champion/Challengerは現行モデルをChampion、新候補をChallengerとして比較し、性能や運用品質を見て置き換える考え方。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「Champion/Challenger」の説明としては適切でない。,正しい。現行モデルと候補モデルを比較するChampion/Challenger。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「Champion/Challenger」の説明としては適切でない。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「Champion/Challenger」の説明としては適切でない。,一度の学習結果だけではなく、運用中に候補モデルと継続比較する点が問われる。,Champion/Challenger;モデル比較;本番運用;継続評価,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-019,Rebuild_Set21,検索性重視・非重複50問,case,ロールバック,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,新モデル投入後に誤判定が急増したため、直前の安定版モデルへ戻す手順を事前に用意していた。最も近い用語はどれか。,学習率を下げればセキュリティと可用性は自動的に保証される,テストデータを本番判断に混ぜれば信頼性が高まる,以前の安定版に戻すロールバック,GPU台数を増やすことがこの設計の主目的である,C,ロールバックは問題発生時に以前の安定状態へ戻すこと。AIモデルでもバージョン管理と復旧手順が重要。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「ロールバック」の説明としては適切でない。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「ロールバック」の説明としては適切でない。,正しい。以前の安定版に戻すロールバック。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「ロールバック」の説明としては適切でない。,「再学習すればよい」ではなく、即時に戻せる手順が本番運用では重要。,ロールバック;安定版;モデルバージョン;障害対応,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-020,Rebuild_Set21,検索性重視・非重複50問,compare,Observability,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,理解,比較・用語判断,中,中,AI APIの障害原因を追うため、ログ、メトリクス、トレースを組み合わせて状態を把握した。最も近い概念はどれか。,テストデータを本番判断に混ぜれば信頼性が高まる,GPU台数を増やすことがこの設計の主目的である,データを削除すればAIシステム設計は不要になる,ログ・メトリクス・トレースで状態を把握するObservability,D,Observabilityはシステム内部の状態を外部から観測できるようにする考え方。ログ・メトリクス・トレースが代表的。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「Observability」の説明としては適切でない。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「Observability」の説明としては適切でない。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「Observability」の説明としては適切でない。,正しい。ログ・メトリクス・トレースで状態を把握するObservability。,単なるログ保存だけでなく、状態を把握し原因分析できる設計がポイント。,Observability;ログ;メトリクス;トレース,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-021,Rebuild_Set21,検索性重視・非重複50問,case,メトリクス監視,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,推論APIについて、平均応答時間、エラー率、GPU使用率を時系列で監視した。最も近い運用活動はどれか。,数値指標を継続収集するメトリクス監視,GPU台数を増やすことがこの設計の主目的である,データを削除すればAIシステム設計は不要になる,活性化関数をReLUにすれば運用リスクはなくなる,A,メトリクス監視は数値指標を継続的に収集し、性能や異常を把握する運用。AIサービスでもレイテンシやエラー率が重要。,正しい。数値指標を継続収集するメトリクス監視。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「メトリクス監視」の説明としては適切でない。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「メトリクス監視」の説明としては適切でない。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「メトリクス監視」の説明としては適切でない。,モデル精度だけでなく、システム性能も監視対象になる。,メトリクス監視;エラー率;GPU使用率;推論API,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-022,Rebuild_Set21,検索性重視・非重複50問,case,データコントラクト,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,上流システムから渡される購買データの列名、型、欠損許容範囲を合意し、変更時は通知されるようにした。最も近い考え方はどれか。,データを削除すればAIシステム設計は不要になる,上流と下流でデータ仕様を合意するデータコントラクト,活性化関数をReLUにすれば運用リスクはなくなる,モデルの精度だけを上げれば運用上の問題はすべて解決する,B,データコントラクトはデータの形式・意味・品質条件などを提供側と利用側で合意する考え方。AIパイプラインの破壊的変更を防ぐ。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「データコントラクト」の説明としては適切でない。,正しい。上流と下流でデータ仕様を合意するデータコントラクト。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「データコントラクト」の説明としては適切でない。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「データコントラクト」の説明としては適切でない。,データは来ていればよいのではなく、列や型が変わるとモデルが壊れる。,データコントラクト;スキーマ;データ品質;上流変更,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-023,Rebuild_Set21,検索性重視・非重複50問,case,スキーマ検証,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,本番推論前に入力JSONの必須項目、型、値域を確認し、想定外なら処理を止めるようにした。最も近い対策はどれか。,活性化関数をReLUにすれば運用リスクはなくなる,モデルの精度だけを上げれば運用上の問題はすべて解決する,入力データの型や構造を確認するスキーマ検証,学習率を下げればセキュリティと可用性は自動的に保証される,C,スキーマ検証は入力データが期待する構造や型を満たすか確認する対策。推論前のデータ品質チェックとして重要。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「スキーマ検証」の説明としては適切でない。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「スキーマ検証」の説明としては適切でない。,正しい。入力データの型や構造を確認するスキーマ検証。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「スキーマ検証」の説明としては適切でない。,学習率やモデル層数ではなく、入力データの形式異常を防ぐ話。,スキーマ検証;JSON;入力チェック;値域,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
