id,set,phase,question_type,topic,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,story_hint,search_keywords
G3000-RS11-011,Rebuild_Set11,rebuild_50,term,ε-greedy,用語理解・比較,通常4択,標準,用語混同・役割混同,ε-greedy法の説明として最も適切なものはどれか。,一定確率εでランダム行動を選び、それ以外では現在最良の行動を選ぶ,誤差ε以下のデータを削除する前処理である,重みをε倍して正則化する,生成AIの温度を常に0にする,A,ε-greedyは探索と活用を調整する代表的方法である。,正解。ε-greedyは探索と活用を調整する代表的方法である。,誤答。誤差ε以下のデータを削除する前処理である は、この設問の対象概念とは異なる。,誤答。重みをε倍して正則化する は、この設問の対象概念とは異なる。,誤答。生成AIの温度を常に0にする は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,ε-greedy;探索;活用;ランダム行動;強化学習
G3000-RS11-012,Rebuild_Set11,rebuild_50,case,MDP,理解・ケース判断,ケース判断4択,標準,用語混同・役割混同,マルコフ決定過程MDPの説明として最も適切なものはどれか。,状態・行動・遷移確率・報酬などで逐次的意思決定を表す枠組み,単語をベクトル化する前処理,画像を小領域に分割する処理,データベースの正規化規則,A,MDPは強化学習で状態遷移と報酬を扱う数学的枠組みである。,正解。MDPは強化学習で状態遷移と報酬を扱う数学的枠組みである。,誤答。単語をベクトル化する前処理 は、この設問の対象概念とは異なる。,誤答。画像を小領域に分割する処理 は、この設問の対象概念とは異なる。,誤答。データベースの正規化規則 は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,MDP;マルコフ決定過程;状態;行動;報酬
G3000-RS11-013,Rebuild_Set11,rebuild_50,compare,ベルマン方程式,用語理解・比較,比較4択,標準,用語混同・役割混同,ベルマン方程式の役割として最も適切なものはどれか。,価値を即時報酬と次状態の価値に分解して再帰的に表す,入力画像を畳み込みで小さくする,説明変数間の相関を0にする,個人情報の同意取得を義務づける,A,ベルマン方程式は価値を現在の報酬と将来価値で表す強化学習の基本式である。,正解。ベルマン方程式は価値を現在の報酬と将来価値で表す強化学習の基本式である。,誤答。入力画像を畳み込みで小さくする は、この設問の対象概念とは異なる。,誤答。説明変数間の相関を0にする は、この設問の対象概念とは異なる。,誤答。個人情報の同意取得を義務づける は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,ベルマン方程式;価値関数;即時報酬;割引率;強化学習
G3000-RS11-014,Rebuild_Set11,rebuild_50,term,割引率,用語理解・比較,通常4択,標準,用語混同・役割混同,強化学習の割引率γの説明として最も適切なものはどれか。,訓練用と検証用に分ける比率である,将来得られる報酬を現在どの程度重視するかを表す,誤分類率を1から引いた値である,画像の解像度を下げる倍率である,B,割引率が大きいほど遠い将来の報酬を重く見る。,誤答。訓練用と検証用に分ける比率である は、この設問の対象概念とは異なる。,正解。割引率が大きいほど遠い将来の報酬を重く見る。,誤答。誤分類率を1から引いた値である は、この設問の対象概念とは異なる。,誤答。画像の解像度を下げる倍率である は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,割引率;γ;将来報酬;累積報酬;強化学習
G3000-RS11-015,Rebuild_Set11,rebuild_50,case,累積報酬,理解・ケース判断,ケース判断4択,標準,用語混同・役割混同,強化学習で最大化したい対象として最も適切なものはどれか。,訓練データに対する正解率だけ,一時点の報酬だけでなく、将来も含めた累積報酬の期待値,モデルのパラメータ数だけ,説明変数の個数だけ,B,強化学習は長期的な累積報酬の期待値を高めることを目指す。,誤答。訓練データに対する正解率だけ は、この設問の対象概念とは異なる。,正解。強化学習は長期的な累積報酬の期待値を高めることを目指す。,誤答。モデルのパラメータ数だけ は、この設問の対象概念とは異なる。,誤答。説明変数の個数だけ は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,累積報酬;期待報酬;長期報酬;強化学習;方策
G3000-RS11-016,Rebuild_Set11,rebuild_50,term,モデルベース強化学習,用語理解・比較,通常4択,標準,用語混同・役割混同,モデルベース強化学習の説明として最も適切なものはどれか。,必ず大規模言語モデルだけを使う,環境の遷移や報酬のモデルを学習または利用し、計画に活かす,モデルを一切使わず経験だけから価値を更新する,テストデータで何度も調整する,B,モデルベース強化学習は環境モデルを使って将来を予測し、計画に利用する。,誤答。必ず大規模言語モデルだけを使う は、この設問の対象概念とは異なる。,正解。モデルベース強化学習は環境モデルを使って将来を予測し、計画に利用する。,誤答。モデルを一切使わず経験だけから価値を更新する は、この設問の対象概念とは異なる。,誤答。テストデータで何度も調整する は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,モデルベース強化学習;環境モデル;遷移モデル;計画;強化学習
G3000-RS11-017,Rebuild_Set11,rebuild_50,case,モデルフリー強化学習,理解・ケース判断,ケース判断4択,標準,用語混同・役割混同,モデルフリー強化学習の説明として最も適切なものはどれか。,機械学習モデルを一切作らない,環境の遷移モデルを明示的に学ばず、経験から価値や方策を学ぶ,教師なしでクラスタリングだけを行う,モデルカードを公開しない運用である,B,モデルフリーとは環境モデルを明示的に使わないという意味で、学習モデル自体がないわけではない。,誤答。機械学習モデルを一切作らない は、この設問の対象概念とは異なる。,正解。モデルフリーとは環境モデルを明示的に使わないという意味で、学習モデル自体がないわけではない。,誤答。教師なしでクラスタリングだけを行う は、この設問の対象概念とは異なる。,誤答。モデルカードを公開しない運用である は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,モデルフリー強化学習;Q学習;方策勾配;環境モデル;強化学習
G3000-RS11-018,Rebuild_Set11,rebuild_50,compare,TD学習,用語理解・比較,比較4択,標準,用語混同・役割混同,TD学習の特徴として最も適切なものはどれか。,全データを一括で1回だけ学習する,エピソード終了を待たず、推定価値を使って段階的に更新する,入力データを教師なしで可視化する,生成AIの出力を人間が校正する作業である,B,TD学習は次状態の推定価値を使って逐次的に価値を更新する。,誤答。全データを一括で1回だけ学習する は、この設問の対象概念とは異なる。,正解。TD学習は次状態の推定価値を使って逐次的に価値を更新する。,誤答。入力データを教師なしで可視化する は、この設問の対象概念とは異なる。,誤答。生成AIの出力を人間が校正する作業である は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,TD学習;Temporal Difference;ブートストラップ;価値更新;強化学習
G3000-RS11-019,Rebuild_Set11,rebuild_50,term,ブートストラップ,用語理解・比較,通常4択,標準,用語混同・役割混同,強化学習の価値推定におけるブートストラップとはどれか。,訓練データを捨てて未知データだけで学習すること,現在の推定値を使って別の推定値を更新する考え方,Web画面を作るフレームワークだけを指す,音声をスペクトログラムに変換すること,B,TD学習などでは次状態の推定価値を使って現在の価値を更新する。,誤答。訓練データを捨てて未知データだけで学習すること は、この設問の対象概念とは異なる。,正解。TD学習などでは次状態の推定価値を使って現在の価値を更新する。,誤答。Web画面を作るフレームワークだけを指す は、この設問の対象概念とは異なる。,誤答。音声をスペクトログラムに変換すること は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,ブートストラップ;TD学習;価値推定;強化学習;推定値
G3000-RS11-020,Rebuild_Set11,rebuild_50,case,AlphaGo,理解・ケース判断,ケース判断4択,標準,用語混同・役割混同,AlphaGoで注目された技術の組み合わせとして最も適切なものはどれか。,単純パーセプトロンだけでXORを解いた囲碁AI,深層学習、強化学習、モンテカルロ木探索などを組み合わせた囲碁AI,ルールベースのみで棋譜を暗記した翻訳AI,GANだけで碁石画像を生成する画像AI,B,AlphaGoは深層ニューラルネットワーク、強化学習、MCTSなどを組み合わせて注目された。,誤答。単純パーセプトロンだけでXORを解いた囲碁AI は、この設問の対象概念とは異なる。,正解。AlphaGoは深層ニューラルネットワーク、強化学習、MCTSなどを組み合わせて注目された。,誤答。ルールベースのみで棋譜を暗記した翻訳AI は、この設問の対象概念とは異なる。,誤答。GANだけで碁石画像を生成する画像AI は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,AlphaGo;囲碁AI;MCTS;深層学習;強化学習
G3000-RS11-021,Rebuild_Set11,rebuild_50,term,MCTS,用語理解・比較,通常4択,標準,用語混同・役割混同,モンテカルロ木探索MCTSの説明として最も適切なものはどれか。,全局面を必ず完全列挙する探索である,有望な手を重点的に展開し、シミュレーション結果で探索木を評価する,各ピクセルを分類するセグメンテーションである,文書をTF-IDFだけで分類する手法である,B,MCTSは探索木をランダムシミュレーション等で評価し、有望な手を重点的に調べる。,誤答。全局面を必ず完全列挙する探索である は、この設問の対象概念とは異なる。,正解。MCTSは探索木をランダムシミュレーション等で評価し、有望な手を重点的に調べる。,誤答。各ピクセルを分類するセグメンテーションである は、この設問の対象概念とは異なる。,誤答。文書をTF-IDFだけで分類する手法である は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,モンテカルロ木探索;MCTS;探索木;シミュレーション;AlphaGo
G3000-RS11-022,Rebuild_Set11,rebuild_50,case,模倣学習,理解・ケース判断,ケース判断4択,標準,用語混同・役割混同,模倣学習の説明として最も適切なものはどれか。,報酬だけを削除してランダムに行動する,専門家や人間の行動例をもとに方策を学ぶ,画像を低解像度化して推論を速くする,LLMに検索結果を接続する,B,模倣学習は熟練者のデモンストレーションをもとに行動方策を学ぶ。,誤答。報酬だけを削除してランダムに行動する は、この設問の対象概念とは異なる。,正解。模倣学習は熟練者のデモンストレーションをもとに行動方策を学ぶ。,誤答。画像を低解像度化して推論を速くする は、この設問の対象概念とは異なる。,誤答。LLMに検索結果を接続する は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,模倣学習;Imitation Learning;デモンストレーション;方策;強化学習
G3000-RS11-023,Rebuild_Set11,rebuild_50,compare,逆強化学習,用語理解・比較,比較4択,標準,用語混同・役割混同,逆強化学習の説明として最も適切なものはどれか。,報酬関数から行動をランダムに消去する,観測された行動から、その背後にある報酬関数を推定する,教師ラベルからクラスタ数を決める,画像生成モデルのノイズを逆再生する,B,逆強化学習は専門家の行動を説明する報酬関数を推定する枠組みである。,誤答。報酬関数から行動をランダムに消去する は、この設問の対象概念とは異なる。,正解。逆強化学習は専門家の行動を説明する報酬関数を推定する枠組みである。,誤答。教師ラベルからクラスタ数を決める は、この設問の対象概念とは異なる。,誤答。画像生成モデルのノイズを逆再生する は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,逆強化学習;IRL;報酬関数;模倣学習;強化学習
G3000-RS11-024,Rebuild_Set11,rebuild_50,term,Sim-to-Real,用語理解・比較,通常4択,標準,用語混同・役割混同,Sim-to-Real問題の説明として最も適切なものはどれか。,現実データを使うと必ず性能が下がる法則,シミュレーションで学んだ方策が、現実環境との差異により通用しない問題,テストデータをシミュレーションに変換する前処理,画像生成AIで実写風画像を作ることだけを指す,B,Sim-to-Realは仮想環境と現実環境のギャップによる性能低下の問題である。,誤答。現実データを使うと必ず性能が下がる法則 は、この設問の対象概念とは異なる。,正解。Sim-to-Realは仮想環境と現実環境のギャップによる性能低下の問題である。,誤答。テストデータをシミュレーションに変換する前処理 は、この設問の対象概念とは異なる。,誤答。画像生成AIで実写風画像を作ることだけを指す は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,Sim-to-Real;シミュレーション;ロボット;ドメインギャップ;強化学習
G3000-RS11-025,Rebuild_Set11,rebuild_50,case,ドメインランダマイゼーション,理解・ケース判断,ケース判断4択,標準,用語混同・役割混同,ドメインランダマイゼーションの目的として最も適切なものはどれか。,訓練ラベルをすべてランダムに変える,シミュレーション条件を多様化し、現実への汎化を高める,本番ログを削除してプライバシーを守る,モデル出力を常にランダムにする,B,ドメインランダマイゼーションは光、摩擦、形状などを変えて、現実差に強い方策を学ばせる。,誤答。訓練ラベルをすべてランダムに変える は、この設問の対象概念とは異なる。,正解。ドメインランダマイゼーションは光、摩擦、形状などを変えて、現実差に強い方策を学ばせる。,誤答。本番ログを削除してプライバシーを守る は、この設問の対象概念とは異なる。,誤答。モデル出力を常にランダムにする は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,ドメインランダマイゼーション;Sim-to-Real;ロボット;汎化;シミュレーション
G3000-RS11-026,Rebuild_Set11,rebuild_50,term,カリキュラム学習,用語理解・比較,通常4択,標準,用語混同・役割混同,強化学習におけるカリキュラム学習として最も適切なものはどれか。,常に最難問だけを与える,簡単な課題から難しい課題へ段階的に学習させる,試験シラバスを暗記するだけである,過去データを必ず削除する,B,カリキュラム学習はタスク難度を段階的に上げて学習を進める方法である。,誤答。常に最難問だけを与える は、この設問の対象概念とは異なる。,正解。カリキュラム学習はタスク難度を段階的に上げて学習を進める方法である。,誤答。試験シラバスを暗記するだけである は、この設問の対象概念とは異なる。,誤答。過去データを必ず削除する は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,カリキュラム学習;強化学習;段階学習;タスク難度;ロボット
G3000-RS11-027,Rebuild_Set11,rebuild_50,case,階層型強化学習,理解・ケース判断,ケース判断4択,標準,用語混同・役割混同,階層型強化学習の説明として最も適切なものはどれか。,ニューラルネットワークの層を1つに減らす,クラスタを必ず2階層に固定する,複雑なタスクを上位方策と下位方策などに分けて扱う,法律文書を上位法と下位法に分類する,C,階層型強化学習は長期目標と短期行動、サブタスクなどを階層化する。,誤答。ニューラルネットワークの層を1つに減らす は、この設問の対象概念とは異なる。,誤答。クラスタを必ず2階層に固定する は、この設問の対象概念とは異なる。,正解。階層型強化学習は長期目標と短期行動、サブタスクなどを階層化する。,誤答。法律文書を上位法と下位法に分類する は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,階層型強化学習;サブタスク;上位方策;下位方策;強化学習
G3000-RS11-028,Rebuild_Set11,rebuild_50,compare,POMDP,用語理解・比較,比較4択,標準,用語混同・役割混同,POMDPの説明として最も適切なものはどれか。,全状態を完全に観測できる場合だけを扱う,個人情報を部分的に伏せる匿名加工だけを指す,エージェントが真の状態を完全には観測できない逐次意思決定問題を扱う,画像の一部を切り出すデータ拡張である,C,POMDPは部分観測のもとで意思決定する枠組みである。,誤答。全状態を完全に観測できる場合だけを扱う は、この設問の対象概念とは異なる。,誤答。個人情報を部分的に伏せる匿名加工だけを指す は、この設問の対象概念とは異なる。,正解。POMDPは部分観測のもとで意思決定する枠組みである。,誤答。画像の一部を切り出すデータ拡張である は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,POMDP;部分観測;MDP;信念状態;強化学習
G3000-RS11-029,Rebuild_Set11,rebuild_50,term,多腕バンディット,用語理解・比較,通常4択,標準,用語混同・役割混同,多腕バンディット問題の説明として最も適切なものはどれか。,複数の画像クラスを同時分類するCNNの総称,複数の個人情報を連結する名寄せ処理,複数の選択肢から報酬が高いものを探索と活用のバランスで選ぶ問題,複数LLMを同時実行するプロンプト手法である,C,多腕バンディットは未知の報酬分布の中で選択肢を試しながら良い選択を行う問題である。,誤答。複数の画像クラスを同時分類するCNNの総称 は、この設問の対象概念とは異なる。,誤答。複数の個人情報を連結する名寄せ処理 は、この設問の対象概念とは異なる。,正解。多腕バンディットは未知の報酬分布の中で選択肢を試しながら良い選択を行う問題である。,誤答。複数LLMを同時実行するプロンプト手法である は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,多腕バンディット;探索と活用;報酬;オンライン学習;強化学習
