id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R22-011,Rebuild_Set22,検索性重視・非重複50問,case,経路計画,ロボティクス・身体性・センサーフュージョン,適用,ケース判断,低,中,倉庫ロボットが棚や壁にぶつからず目的地へ向かう経路を求めたい。このタスクに最も近いものはどれか。,文字起こし,感情分析,経路計画,モデル蒸留,C,経路計画は、障害物や制約を考慮してスタート地点から目的地までの経路を求めるタスクである。,文字起こしはこの設問の中心ではない。,感情分析はこの設問の中心ではない。,正解。,モデル蒸留はこの設問の中心ではない。,目的地へ進む問題をNLPやモデル圧縮と混同しない。,経路計画;Path planning;障害物回避;倉庫ロボット;移動計画,四年五組で岩や川を避けて進む道を決めるイメージ。試験では経路計画。
R22-012,Rebuild_Set22,検索性重視・非重複50問,compare,動作計画,ロボティクス・身体性・センサーフュージョン,理解,比較,低,中,経路計画と動作計画の違いとして最も適切なものはどれか。,経路計画は著作権処理、動作計画は個人情報処理である,経路計画は文章生成、動作計画は画像生成である,経路計画は学習率探索、動作計画はエポック数決定である,経路計画は移動経路、動作計画はロボットアームなどの具体的な動きや姿勢遷移を扱う,D,経路計画は主にどの道を通るか、動作計画はロボットの関節や姿勢をどう動かすかまで扱う。両者は関連するが焦点が異なる。,経路計画は著作権処理、動作計画は個人情報処理であるはこの設問の中心ではない。,経路計画は文章生成、動作計画は画像生成であるはこの設問の中心ではない。,経路計画は学習率探索、動作計画はエポック数決定であるはこの設問の中心ではない。,正解。,pathとmotionを同じ意味で処理しない。,経路計画;動作計画;Path planning;Motion planning;ロボットアーム,地図上の道と、手足の動かし方は別。試験では経路と動作を分ける。
R22-013,Rebuild_Set22,検索性重視・非重複50問,case,反応型制御,ロボティクス・身体性・センサーフュージョン,適用,ケース判断,低,中,障害物を検知したら即座に停止・回避するなど、詳細な未来計画より現在のセンサー入力に素早く反応する制御に最も近いものはどれか。,反応型制御,転移学習,交差検証,トピックモデル,A,反応型制御は、センサー入力に対して即時的に行動を決める考え方である。複雑な長期計画よりリアルタイム反応を重視する場面で使われる。,正解。,転移学習はこの設問の中心ではない。,交差検証はこの設問の中心ではない。,トピックモデルはこの設問の中心ではない。,「制御」と聞いてすべて強化学習にしない。,反応型制御;リアクティブ制御;障害物回避;センサー入力;即時反応,床が揺れたらすぐ止まる。物語なら反射、試験では反応型制御。
R22-014,Rebuild_Set22,検索性重視・非重複50問,term,PID制御,ロボティクス・身体性・センサーフュージョン,知識,用語説明,低,中,PID制御の説明として最も適切なものはどれか。,Transformerの自己注意を高速化する制御,目標値との差に対し、比例・積分・微分の要素を用いて制御量を決める方法,画像のピクセルを確率的に拡散させる生成モデル,個人情報を匿名加工する法律上の制度,B,PID制御は、目標値との偏差に対して比例・積分・微分の3要素を用いて制御する古典的な制御方法である。,Transformerの自己注意を高速化する制御はこの設問の中心ではない。,正解。,画像のピクセルを確率的に拡散させる生成モデルはこの設問の中心ではない。,個人情報を匿名加工する法律上の制度はこの設問の中心ではない。,PIDをAIモデル名と誤解しない。,PID制御;比例;積分;微分;制御工学,目標とのズレを見て戻す。試験では比例・積分・微分。
R22-015,Rebuild_Set22,検索性重視・非重複50問,term,モデル予測制御,ロボティクス・身体性・センサーフュージョン,理解,用語説明,中,中,モデル予測制御（MPC）の説明として最も適切なものはどれか。,事前学習済みLLMを少量データで微調整する方法,複数モデルを多数決で統合する分類手法,将来の挙動をモデルで予測し、制約を考慮して最適な制御入力を逐次決める方法,テストデータを使ってモデルを何度も調整する評価方法,C,モデル予測制御は、システムモデルに基づいて将来挙動を予測し、制約下で最適な制御を逐次計算する考え方である。,事前学習済みLLMを少量データで微調整する方法はこの設問の中心ではない。,複数モデルを多数決で統合する分類手法はこの設問の中心ではない。,正解。,テストデータを使ってモデルを何度も調整する評価方法はこの設問の中心ではない。,MPCを機械学習モデルのアンサンブルと混同しない。,モデル予測制御;MPC;制約;最適制御;将来予測,少し先を読みながら今の一手を決める。試験では予測＋制約＋逐次最適化。
R22-016,Rebuild_Set22,検索性重視・非重複50問,case,強化学習ロボット,ロボティクス・身体性・センサーフュージョン,適用,ケース判断,中,中,ロボットに歩行動作を学習させる際、転倒には負の報酬、前進には正の報酬を与えて試行錯誤させる。最も近い学習枠組みはどれか。,教師なし学習,自己教師あり学習,主成分分析,強化学習,D,行動に対する報酬をもとに方策を改善するため、強化学習に該当する。ロボット制御でも代表的に使われる考え方である。,教師なし学習はこの設問の中心ではない。,自己教師あり学習はこの設問の中心ではない。,主成分分析はこの設問の中心ではない。,正解。,「ラベルがない」だけで教師なし学習にしない。報酬が鍵。,強化学習;報酬;方策;ロボット制御;歩行学習,転んだら痛い、進めたらよい。試験では報酬にもとづく方策学習。
R22-017,Rebuild_Set22,検索性重視・非重複50問,term,Sim2Real,ロボティクス・身体性・センサーフュージョン,理解,用語説明,中,中,Sim2Realの説明として最も適切なものはどれか。,シミュレーションで学習・検証した方策やモデルを実世界へ移す際のギャップを扱う考え方,実世界データをすべて削除してシミュレーションだけで評価する規則,LLMの回答を必ず実世界の事実に変換するプロンプト手法,画像を文章に変換するマルチモーダル処理,A,Sim2Realは、シミュレーション環境と実環境の差を踏まえて、学習したモデルや方策を現実へ適用する問題を扱う。,正解。,実世界データをすべて削除してシミュレーションだけで評価する規則はこの設問の中心ではない。,LLMの回答を必ず実世界の事実に変換するプロンプト手法はこの設問の中心ではない。,画像を文章に変換するマルチモーダル処理はこの設問の中心ではない。,シミュレーションで良ければ現実でも必ず良い、というひっかけに注意。,Sim2Real;シミュレーション;実環境;ロボット学習;現実ギャップ,さいはての観測と現実の差。試験ではシミュレーションと実機のギャップ。
R22-018,Rebuild_Set22,検索性重視・非重複50問,term,ドメインランダム化,ロボティクス・身体性・センサーフュージョン,理解,用語説明,中,中,ドメインランダム化の説明として最も適切なものはどれか。,訓練データのラベルをすべてランダムに入れ替えること,シミュレーション環境の照明・摩擦・形状などをランダムに変え、実環境への頑健性を高める方法,モデルの出力をランダムにして公平性を保証する方法,検索拡張生成でランダムな文書だけを参照させる方法,B,ドメインランダム化は、シミュレーション上の環境条件を変動させて学習し、実環境のばらつきに強くする考え方である。,訓練データのラベルをすべてランダムに入れ替えることはこの設問の中心ではない。,正解。,モデルの出力をランダムにして公平性を保証する方法はこの設問の中心ではない。,検索拡張生成でランダムな文書だけを参照させる方法はこの設問の中心ではない。,ランダム化＝ラベル破壊ではない。,ドメインランダム化;Sim2Real;シミュレーション;頑健性;環境変動,いろんな天気や床で練習しておく。試験では環境条件のランダム化。
R22-019,Rebuild_Set22,検索性重視・非重複50問,case,デジタルツイン,ロボティクス・身体性・センサーフュージョン,適用,ケース判断,中,中,工場のロボットラインを仮想空間上に再現し、稼働状況や故障影響を試算してから現場へ反映したい。この考え方に最も近いものはどれか。,ワンホットエンコーディング,敵対的学習,デジタルツイン,強化学習の報酬クリッピング,C,デジタルツインは、現実の設備や環境をデジタル空間に再現し、監視・シミュレーション・最適化などに活用する考え方である。,ワンホットエンコーディングはこの設問の中心ではない。,敵対的学習はこの設問の中心ではない。,正解。,強化学習の報酬クリッピングはこの設問の中心ではない。,単なる3D画像やデータ前処理ではなく、現実と対応する仮想モデル。,デジタルツイン;工場;ロボットライン;シミュレーション;現実対応,現実の町をもう一つ作って試すイメージ。試験では現実対応の仮想モデル。
R22-020,Rebuild_Set22,検索性重視・非重複50問,term,ROS,ロボティクス・身体性・センサーフュージョン,知識,用語説明,中,中,ROS（Robot Operating System）の説明として最も適切なものはどれか。,法律上の個人情報保護制度そのもの,自然言語処理専用の大規模言語モデル,画像分類の評価指標,ロボット開発で使われる通信・部品連携などのためのミドルウェア／フレームワーク,D,ROSはロボット開発で広く使われるソフトウェア基盤で、センサー、制御、可視化などのコンポーネント連携を支援する。,法律上の個人情報保護制度そのものはこの設問の中心ではない。,自然言語処理専用の大規模言語モデルはこの設問の中心ではない。,画像分類の評価指標はこの設問の中心ではない。,正解。,OSという名前だが、一般的なPC OSそのものとだけ考えない。,ROS;Robot Operating System;ロボット開発;ミドルウェア;ノード,四年五組の役割分担をつなぐ連絡網のようなもの。試験ではロボット開発基盤。
R22-021,Rebuild_Set22,検索性重視・非重複50問,case,HRI,ロボティクス・身体性・センサーフュージョン,適用,ケース判断,低,中,介護施設で使うロボットについて、利用者が安心して指示できる会話、距離感、動作速度、表情提示を設計したい。この領域に最も近いものはどれか。,Human-Robot Interaction,Bag-of-Words,主成分分析,量子化,A,Human-Robot Interaction（HRI）は、人間とロボットの相互作用、使いやすさ、安心感、社会的受容などを扱う領域である。,正解。,Bag-of-Wordsはこの設問の中心ではない。,主成分分析はこの設問の中心ではない。,量子化はこの設問の中心ではない。,ロボットの性能だけでなく、人間との関係設計が問われている。,HRI;Human-Robot Interaction;介護ロボット;ユーザビリティ;社会受容,センセイとの距離感が大事なように、ロボットも人との関係設計が重要。
R22-022,Rebuild_Set22,検索性重視・非重複50問,term,不気味の谷,ロボティクス・身体性・センサーフュージョン,理解,用語説明,低,中,不気味の谷の説明として最も適切なものはどれか。,画像の谷状ノイズを除去するフィルタ,人間に近い外見や動作が一定水準まで近づくと、かえって強い違和感や不快感を与える現象,損失関数が局所最小値に落ち込むことだけを指す用語,勾配が谷底でゼロになり学習不能になる現象,B,不気味の谷は、ロボットやCGキャラクターが人間に近づく過程で、ある領域で不快感が増す現象として知られる。,画像の谷状ノイズを除去するフィルタはこの設問の中心ではない。,正解。,損失関数が局所最小値に落ち込むことだけを指す用語はこの設問の中心ではない。,勾配が谷底でゼロになり学習不能になる現象はこの設問の中心ではない。,谷という言葉から最適化の谷と混同しない。,不気味の谷;ロボット;人間らしさ;違和感;HRI,似ているのに少し違うから怖い。試験では人間類似性と違和感の関係。
R22-023,Rebuild_Set22,検索性重視・非重複50問,case,共有自律,ロボティクス・身体性・センサーフュージョン,適用,ケース判断,中,中,車椅子ロボットで、人間の操作意図を尊重しつつ、衝突しそうな場合だけ自動で補正する仕組みを考える。最も近い概念はどれか。,完全教師あり学習,ゼロショット推論,共有自律,静的量子化,C,共有自律は、人間とシステムが制御を分担し、人間の意図を保ちながら安全性や操作性を補助する考え方である。,完全教師あり学習はこの設問の中心ではない。,ゼロショット推論はこの設問の中心ではない。,正解。,静的量子化はこの設問の中心ではない。,人間を完全に排除する自律化ではない。,共有自律;Shared autonomy;支援ロボット;人間の意図;安全補正,うっけが進む方向を決め、センセイが危険だけ止める感じ。ただし試験では人間と機械の制御分担。
R22-024,Rebuild_Set22,検索性重視・非重複50問,term,遠隔操作,ロボティクス・身体性・センサーフュージョン,知識,用語説明,低,低,遠隔操作ロボットの説明として最も適切なものはどれか。,ロボットが環境から報酬を受け取らず完全に停止する方式,ロボットが自己教師ありで文章を生成する方式,センサーを使わず常にランダムに移動する方式,人間が離れた場所から通信を通じてロボットを操作する方式,D,遠隔操作は、人間が離れた場所から通信を介してロボットを操作する方式で、災害対応や危険環境作業などで使われる。,ロボットが環境から報酬を受け取らず完全に停止する方式はこの設問の中心ではない。,ロボットが自己教師ありで文章を生成する方式はこの設問の中心ではない。,センサーを使わず常にランダムに移動する方式はこの設問の中心ではない。,正解。,自律ロボットと遠隔操作の違いに注意。,遠隔操作;テレオペレーション;災害対応;危険環境;通信,届かない場所へ手を伸ばすための機械。試験では人間が離れて操作する方式。
R22-025,Rebuild_Set22,検索性重視・非重複50問,case,安全停止,ロボティクス・身体性・センサーフュージョン,適用,ケース判断,低,中,人の接近を検知した産業ロボットが、作業継続より安全を優先して停止する。最も近い考え方はどれか。,安全停止,データリーケージ,プロンプト圧縮,クラス不均衡,A,人との接触など危険がある場合に停止する設計は、安全停止の考え方である。ロボットでは性能より安全優先が重要になる。,正解。,データリーケージはこの設問の中心ではない。,プロンプト圧縮はこの設問の中心ではない。,クラス不均衡はこの設問の中心ではない。,精度や効率より安全が優先される場面。,安全停止;産業ロボット;人検知;安全設計;停止,危ないときは止まる。物語でも試験でも、ここは安全優先。
R22-026,Rebuild_Set22,検索性重視・非重複50問,compare,フェイルセーフ,ロボティクス・身体性・センサーフュージョン,理解,比較,低,中,フェイルセーフの説明として最も適切なものはどれか。,故障しても性能が上がるようにする設計,故障や異常が起きた場合に安全側へ移行する設計,すべての故障をAIが予測して絶対に発生させない設計,人間の確認を禁止して完全自動化する設計,B,フェイルセーフは、異常時に危険側ではなく安全側に倒れるよう設計する考え方である。ロボットやAI運用で重要である。,故障しても性能が上がるようにする設計はこの設問の中心ではない。,正解。,すべての故障をAIが予測して絶対に発生させない設計はこの設問の中心ではない。,人間の確認を禁止して完全自動化する設計はこの設問の中心ではない。,「故障しない」ではなく「故障時に安全側」。,フェイルセーフ;安全側;異常時;ロボット安全;リスク低減,壊れない約束ではなく、壊れた時に危なくしない約束。
R22-027,Rebuild_Set22,検索性重視・非重複50問,compare,フェイルオペレーショナル,ロボティクス・身体性・センサーフュージョン,理解,比較,中,中,フェイルオペレーショナルの説明として最も適切なものはどれか。,異常時には即座に全機能を破棄し、以後の動作を禁止する考え方,故障時に説明文だけを生成し続けるLLMの性質,一部故障が起きても、必要な機能を限定的に継続できるようにする設計,モデルを軽量化するために重みをゼロにする方法,C,フェイルオペレーショナルは、一部の障害が起きてもシステムが必要最低限の機能を継続する設計思想である。自動運転などで重要になる。,異常時には即座に全機能を破棄し、以後の動作を禁止する考え方はこの設問の中心ではない。,故障時に説明文だけを生成し続けるLLMの性質はこの設問の中心ではない。,正解。,モデルを軽量化するために重みをゼロにする方法はこの設問の中心ではない。,フェイルセーフが安全側停止、フェイルオペレーショナルは継続性を含む点を分ける。,フェイルオペレーショナル;冗長化;継続運転;自動運転;安全設計,止まるだけが安全でない場面もある。試験では故障時の限定継続。
R22-028,Rebuild_Set22,検索性重視・非重複50問,term,協働ロボット,ロボティクス・身体性・センサーフュージョン,知識,用語説明,低,中,協働ロボットの説明として最も適切なものはどれか。,人間の労働を法律上すべて禁止するロボット,自然言語の文脈を長く保持するLLM,画像を自動生成する拡散モデル,人間と同じ作業空間で安全に協働することを想定したロボット,D,協働ロボットは、人間と同じ空間で作業することを前提に、安全機能や操作性を考慮して設計されるロボットである。,人間の労働を法律上すべて禁止するロボットはこの設問の中心ではない。,自然言語の文脈を長く保持するLLMはこの設問の中心ではない。,画像を自動生成する拡散モデルはこの設問の中心ではない。,正解。,産業ロボット全般ではなく、人と同じ空間での協働が焦点。,協働ロボット;コボット;人協働;安全機能;産業ロボット,四年五組で一緒に作業する仲間のように、距離と安全が大事。
R22-029,Rebuild_Set22,検索性重視・非重複50問,term,知覚-行動ループ,ロボティクス・身体性・センサーフュージョン,理解,用語説明,低,中,知覚-行動ループの説明として最も適切なものはどれか。,環境を知覚し、その情報にもとづいて行動し、行動結果を再び知覚する循環,学習データを訓練・検証・テストに一度だけ分割する手順,著作物の類似性を判定する法的手続き,重みをランダムに初期化して以後更新しない設計,A,知覚-行動ループは、ロボットやエージェントが環境を観測し、行動し、その結果を再度観測して次の行動を決める循環である。,正解。,学習データを訓練・検証・テストに一度だけ分割する手順はこの設問の中心ではない。,著作物の類似性を判定する法的手続きはこの設問の中心ではない。,重みをランダムに初期化して以後更新しない設計はこの設問の中心ではない。,単なる入力処理ではなく、行動によって環境が変わり次の知覚に戻る点。,知覚-行動ループ;Perception-action loop;ロボット;環境;行動,イオが世界の反応を見て動き、世界も変わる。試験では知覚と行動の循環。
R22-030,Rebuild_Set22,検索性重視・非重複50問,term,アフォーダンス,ロボティクス・身体性・センサーフュージョン,理解,用語説明,低,中,アフォーダンスの説明として最も適切なものはどれか。,ラベルなしデータからクラスタ数を自動決定する指標,物や環境が、行為者に対して可能な行動を示唆する性質,LLMの出力を短く圧縮するプロンプト技法,画像の畳み込み演算に使うカーネルサイズ,B,アフォーダンスは、環境や物体が行為者に対して「押せる」「掴める」「座れる」などの可能な行動を示唆する性質を指す。,ラベルなしデータからクラスタ数を自動決定する指標はこの設問の中心ではない。,正解。,LLMの出力を短く圧縮するプロンプト技法はこの設問の中心ではない。,画像の畳み込み演算に使うカーネルサイズはこの設問の中心ではない。,UIやロボット認識で出るが、単なる分類名ではない。,アフォーダンス;行為可能性;環境;身体性;ロボット認識,椅子は座れる、取っ手は引ける。試験では行為可能性。
R22-031,Rebuild_Set22,検索性重視・非重複50問,compare,グラウンディング,ロボティクス・身体性・センサーフュージョン,理解,比較,低,中,ロボットにおけるグラウンディングの説明として最も適切なものはどれか。,単語をサブワードに分割することだけを指す,著作権法上の権利制限規定を適用すること,言葉や記号を、センサー入力・行動・環境内の対象と結びつけること,精度指標をAUCからF値へ変更すること,C,グラウンディングは、記号や言葉を現実の対象、感覚、行動と結びつけることを意味する。ロボットでは「赤い箱」などを環境内の対象と対応させる必要がある。,単語をサブワードに分割することだけを指すはこの設問の中心ではない。,著作権法上の権利制限規定を適用することはこの設問の中心ではない。,正解。,精度指標をAUCからF値へ変更することはこの設問の中心ではない。,NLPのトークン化と現実接地を混同しない。,グラウンディング;記号接地;センサー;行動;環境,言葉だけでなく、実際のものに触れる。試験では記号と現実の結びつき。
R22-032,Rebuild_Set22,検索性重視・非重複50問,term,フレーム問題とロボット,ロボティクス・身体性・センサーフュージョン,理解,用語説明,低,中,ロボット行動におけるフレーム問題の説明として最も適切なものはどれか。,ロボットの外枠フレームが重すぎて移動できない問題,動画のフレームレートが低いと画像認識できない問題,学習率のフレームを大きくしすぎる問題,行動に関係する事柄と無関係な事柄を適切に切り分けるのが難しい問題,D,フレーム問題は、ある行動を考える際に何が変化し、何が変化しないか、何を考慮すべきかを限定することの難しさを指す。,ロボットの外枠フレームが重すぎて移動できない問題はこの設問の中心ではない。,動画のフレームレートが低いと画像認識できない問題はこの設問の中心ではない。,学習率のフレームを大きくしすぎる問題はこの設問の中心ではない。,正解。,物理フレームや動画フレームの問題ではない。,フレーム問題;関係する事柄;無関係;ロボット行動;古典AI,行くべきか全部考えると動けない。試験では考慮範囲の限定問題。
