id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R19-011,Rebuild_Set19,検索性重視・非重複50問,term,スケーリング則,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,理解,用語説明,中,中,基盤モデル・LLM運用の文脈で「スケーリング則」について問う。最も適切な説明はどれか。,モデルサイズ・データ量・計算量と性能の関係に関する経験的傾向,小さいほど常に高性能という法則,法律条文数と精度の関係,学習率無限大の定理,A,スケーリング則は、モデルサイズ・データ量・計算量と性能の関係に関する経験的傾向として押さえる。G検定では似た用語との棲み分けで問われやすい。,正しい。モデルサイズ・データ量・計算量と性能の関係に関する経験的傾向。,誤り。小さいほど常に高性能という法則は「スケーリング則」の説明としては適切でない。,誤り。法律条文数と精度の関係は「スケーリング則」の説明としては適切でない。,誤り。学習率無限大の定理は「スケーリング則」の説明としては適切でない。,スケーリング則を、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,スケーリング則;モデルサイズ;データ量;計算量,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
R19-012,Rebuild_Set19,検索性重視・非重複50問,case,Instruction Tuning,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,応用,ケース判断,中,中,基盤モデル・LLM運用の文脈で「Instruction Tuning」について問う。最も適切な説明はどれか。,指示文と望ましい応答例で、人間の指示に従いやすくする調整,GPU周波数低下,語順並べ替え,数値データ削除,A,Instruction Tuningは、指示文と望ましい応答例で、人間の指示に従いやすくする調整として押さえる。G検定では似た用語との棲み分けで問われやすい。,正しい。指示文と望ましい応答例で、人間の指示に従いやすくする調整。,誤り。GPU周波数低下は「Instruction Tuning」の説明としては適切でない。,誤り。語順並べ替えは「Instruction Tuning」の説明としては適切でない。,誤り。数値データ削除は「Instruction Tuning」の説明としては適切でない。,Instruction Tuningを、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,Instruction Tuning;SFT;指示追従;LLM,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
R19-013,Rebuild_Set19,検索性重視・非重複50問,term,SFT,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,理解,用語説明,中,中,基盤モデル・LLM運用の文脈で「SFT」について問う。最も適切な説明はどれか。,教師ありの応答例を使い、望ましい出力形式や指示追従を学ばせる調整,画像専用圧縮,交差検証の別名,法律条文名,A,SFTは、教師ありの応答例を使い、望ましい出力形式や指示追従を学ばせる調整として押さえる。G検定では似た用語との棲み分けで問われやすい。,正しい。教師ありの応答例を使い、望ましい出力形式や指示追従を学ばせる調整。,誤り。画像専用圧縮は「SFT」の説明としては適切でない。,誤り。交差検証の別名は「SFT」の説明としては適切でない。,誤り。法律条文名は「SFT」の説明としては適切でない。,SFTを、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,SFT;教師ありファインチューニング;指示チューニング,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
R19-014,Rebuild_Set19,検索性重視・非重複50問,compare,RLHF,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,理解,比較,中,中,基盤モデル・LLM運用の文脈で「RLHF」について問う。最も適切な説明はどれか。,音声認識専用前処理,人間の選好などを使い、応答が好ましくなるよう強化学習的に調整する方法,k-meansの別名,著作権表示方法,B,RLHFは、人間の選好などを使い、応答が好ましくなるよう強化学習的に調整する方法として押さえる。G検定では似た用語との棲み分けで問われやすい。,誤り。音声認識専用前処理は「RLHF」の説明としては適切でない。,正しい。人間の選好などを使い、応答が好ましくなるよう強化学習的に調整する方法。,誤り。k-meansの別名は「RLHF」の説明としては適切でない。,誤り。著作権表示方法は「RLHF」の説明としては適切でない。,RLHFを、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,RLHF;人間フィードバック;選好学習;報酬モデル,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
R19-015,Rebuild_Set19,検索性重視・非重複50問,case,選好データ,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,応用,ケース判断,中,中,基盤モデル・LLM運用の文脈で「選好データ」について問う。最も適切な説明はどれか。,文字数だけの表,複数応答候補のうち人間がどちらを好むかを記録した比較データ,GPUファンログ,重み手書き説明,B,選好データは、複数応答候補のうち人間がどちらを好むかを記録した比較データとして押さえる。G検定では似た用語との棲み分けで問われやすい。,誤り。文字数だけの表は「選好データ」の説明としては適切でない。,正しい。複数応答候補のうち人間がどちらを好むかを記録した比較データ。,誤り。GPUファンログは「選好データ」の説明としては適切でない。,誤り。重み手書き説明は「選好データ」の説明としては適切でない。,選好データを、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,選好データ;RLHF;人間評価;アラインメント,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
R19-016,Rebuild_Set19,検索性重視・非重複50問,term,報酬モデル,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,理解,用語説明,中,中,基盤モデル・LLM運用の文脈で「報酬モデル」について問う。最も適切な説明はどれか。,画像変換器,人間の選好データをもとに応答の望ましさをスコア化するモデル,主キー採番器,学習禁止装置,B,報酬モデルは、人間の選好データをもとに応答の望ましさをスコア化するモデルとして押さえる。G検定では似た用語との棲み分けで問われやすい。,誤り。画像変換器は「報酬モデル」の説明としては適切でない。,正しい。人間の選好データをもとに応答の望ましさをスコア化するモデル。,誤り。主キー採番器は「報酬モデル」の説明としては適切でない。,誤り。学習禁止装置は「報酬モデル」の説明としては適切でない。,報酬モデルを、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,報酬モデル;RLHF;選好データ;スコア化,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
R19-017,Rebuild_Set19,検索性重視・非重複50問,case,LoRA,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,応用,ケース判断,中,中,基盤モデル・LLM運用の文脈で「LoRA」について問う。最も適切な説明はどれか。,A*探索,少ない追加パラメータで大規模モデルを用途適応させる低ランク適応手法,ROC描画,色相反転,B,LoRAは、少ない追加パラメータで大規模モデルを用途適応させる低ランク適応手法として押さえる。G検定では似た用語との棲み分けで問われやすい。,誤り。A*探索は「LoRA」の説明としては適切でない。,正しい。少ない追加パラメータで大規模モデルを用途適応させる低ランク適応手法。,誤り。ROC描画は「LoRA」の説明としては適切でない。,誤り。色相反転は「LoRA」の説明としては適切でない。,LoRAを、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,LoRA;PEFT;低ランク適応;ファインチューニング,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
R19-018,Rebuild_Set19,検索性重視・非重複50問,term,PEFT,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,理解,用語説明,中,中,基盤モデル・LLM運用の文脈で「PEFT」について問う。最も適切な説明はどれか。,全重み初期化,更新するパラメータ数を抑え、大規模モデルを効率よく特定用途に適応させる手法群,テスト混入,命名変更,B,PEFTは、更新するパラメータ数を抑え、大規模モデルを効率よく特定用途に適応させる手法群として押さえる。G検定では似た用語との棲み分けで問われやすい。,誤り。全重み初期化は「PEFT」の説明としては適切でない。,正しい。更新するパラメータ数を抑え、大規模モデルを効率よく特定用途に適応させる手法群。,誤り。テスト混入は「PEFT」の説明としては適切でない。,誤り。命名変更は「PEFT」の説明としては適切でない。,PEFTを、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,PEFT;LoRA;Adapter;効率的ファインチューニング,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
R19-019,Rebuild_Set19,検索性重視・非重複50問,term,Adapter,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,理解,用語説明,中,中,基盤モデル・LLM運用の文脈で「Adapter」について問う。最も適切な説明はどれか。,検索DB置換,既存モデルに小さな追加モジュールを挿入し、その部分を中心に学習する方法,未知語化,テストデータ学習,B,Adapterは、既存モデルに小さな追加モジュールを挿入し、その部分を中心に学習する方法として押さえる。G検定では似た用語との棲み分けで問われやすい。,誤り。検索DB置換は「Adapter」の説明としては適切でない。,正しい。既存モデルに小さな追加モジュールを挿入し、その部分を中心に学習する方法。,誤り。未知語化は「Adapter」の説明としては適切でない。,誤り。テストデータ学習は「Adapter」の説明としては適切でない。,Adapterを、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,Adapter;PEFT;追加モジュール;LLM,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
R19-020,Rebuild_Set19,検索性重視・非重複50問,case,Prompt Tuning,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,応用,ケース判断,中,中,基盤モデル・LLM運用の文脈で「Prompt Tuning」について問う。最も適切な説明はどれか。,手作業長文化,学習可能な仮想トークンなどで、少ないパラメータでタスク適応する方法,推論削除監査,時系列分割評価,B,Prompt Tuningは、学習可能な仮想トークンなどで、少ないパラメータでタスク適応する方法として押さえる。G検定では似た用語との棲み分けで問われやすい。,誤り。手作業長文化は「Prompt Tuning」の説明としては適切でない。,正しい。学習可能な仮想トークンなどで、少ないパラメータでタスク適応する方法。,誤り。推論削除監査は「Prompt Tuning」の説明としては適切でない。,誤り。時系列分割評価は「Prompt Tuning」の説明としては適切でない。,Prompt Tuningを、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,Prompt Tuning;Soft Prompt;仮想トークン;PEFT,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
R19-021,Rebuild_Set19,検索性重視・非重複50問,compare,ゼロショット,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,理解,比較,中,中,基盤モデル・LLM運用の文脈で「ゼロショット」について問う。最も適切な説明はどれか。,学習率ゼロ固定,例を示さず、指示だけでタスクを解かせる使い方,入力ゼロベクトル化,正解率ゼロ評価,B,ゼロショットは、例を示さず、指示だけでタスクを解かせる使い方として押さえる。G検定では似た用語との棲み分けで問われやすい。,誤り。学習率ゼロ固定は「ゼロショット」の説明としては適切でない。,正しい。例を示さず、指示だけでタスクを解かせる使い方。,誤り。入力ゼロベクトル化は「ゼロショット」の説明としては適切でない。,誤り。正解率ゼロ評価は「ゼロショット」の説明としては適切でない。,ゼロショットを、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,ゼロショット;Few-shot;プロンプト;LLM,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
R19-022,Rebuild_Set19,検索性重視・非重複50問,case,Few-shot,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,応用,ケース判断,中,中,基盤モデル・LLM運用の文脈で「Few-shot」について問う。最も適切な説明はどれか。,GPU台数制御,少数の入出力例をプロンプト内に示し、同じ形式で解かせる使い方,重み削除,損失関数追加,B,Few-shotは、少数の入出力例をプロンプト内に示し、同じ形式で解かせる使い方として押さえる。G検定では似た用語との棲み分けで問われやすい。,誤り。GPU台数制御は「Few-shot」の説明としては適切でない。,正しい。少数の入出力例をプロンプト内に示し、同じ形式で解かせる使い方。,誤り。重み削除は「Few-shot」の説明としては適切でない。,誤り。損失関数追加は「Few-shot」の説明としては適切でない。,Few-shotを、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,Few-shot;In-context Learning;例示;プロンプト,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
R19-023,Rebuild_Set19,検索性重視・非重複50問,term,In-context Learning,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,理解,用語説明,中,中,基盤モデル・LLM運用の文脈で「In-context Learning」について問う。最も適切な説明はどれか。,全重み初期化,文脈内の指示や例を使い、重み更新なしに適応したように振る舞う現象,索引削除,解像度低下,B,In-context Learningは、文脈内の指示や例を使い、重み更新なしに適応したように振る舞う現象として押さえる。G検定では似た用語との棲み分けで問われやすい。,誤り。全重み初期化は「In-context Learning」の説明としては適切でない。,正しい。文脈内の指示や例を使い、重み更新なしに適応したように振る舞う現象。,誤り。索引削除は「In-context Learning」の説明としては適切でない。,誤り。解像度低下は「In-context Learning」の説明としては適切でない。,In-context Learningを、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,In-context Learning;重み更新なし;Few-shot;LLM,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
R19-024,Rebuild_Set19,検索性重視・非重複50問,term,継続事前学習,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,理解,用語説明,中,中,基盤モデル・LLM運用の文脈で「継続事前学習」について問う。最も適切な説明はどれか。,プロンプト短縮だけ,既存モデルに特定領域テキストで事前学習目的を続け、ドメイン適応させる方法,評価データ混入,輪郭抽出,B,継続事前学習は、既存モデルに特定領域テキストで事前学習目的を続け、ドメイン適応させる方法として押さえる。G検定では似た用語との棲み分けで問われやすい。,誤り。プロンプト短縮だけは「継続事前学習」の説明としては適切でない。,正しい。既存モデルに特定領域テキストで事前学習目的を続け、ドメイン適応させる方法。,誤り。評価データ混入は「継続事前学習」の説明としては適切でない。,誤り。輪郭抽出は「継続事前学習」の説明としては適切でない。,継続事前学習を、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,継続事前学習;ドメイン適応;基盤モデル;LLM,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
R19-025,Rebuild_Set19,検索性重視・非重複50問,case,破滅的忘却,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,応用,ケース判断,中,中,基盤モデル・LLM運用の文脈で「破滅的忘却」について問う。最も適切な説明はどれか。,必ず法律違反する現象,新しいタスクを学習する過程で、以前の能力が大きく失われる現象,文字整形機能,GPUメモリ蒸発,B,破滅的忘却は、新しいタスクを学習する過程で、以前の能力が大きく失われる現象として押さえる。G検定では似た用語との棲み分けで問われやすい。,誤り。必ず法律違反する現象は「破滅的忘却」の説明としては適切でない。,正しい。新しいタスクを学習する過程で、以前の能力が大きく失われる現象。,誤り。文字整形機能は「破滅的忘却」の説明としては適切でない。,誤り。GPUメモリ蒸発は「破滅的忘却」の説明としては適切でない。,破滅的忘却を、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,破滅的忘却;継続学習;ファインチューニング;旧タスク性能,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
R19-026,Rebuild_Set19,検索性重視・非重複50問,term,データ混合比,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,理解,用語説明,中,中,基盤モデル・LLM運用の文脈で「データ混合比」について問う。最も適切な説明はどれか。,同一ファイル名条件,どの種類のデータをどれだけ学習に含めるかが能力や偏りに影響するため設計する比率,重み暗号化不可条件,学習率ゼロ条件,B,データ混合比は、どの種類のデータをどれだけ学習に含めるかが能力や偏りに影響するため設計する比率として押さえる。G検定では似た用語との棲み分けで問われやすい。,誤り。同一ファイル名条件は「データ混合比」の説明としては適切でない。,正しい。どの種類のデータをどれだけ学習に含めるかが能力や偏りに影響するため設計する比率。,誤り。重み暗号化不可条件は「データ混合比」の説明としては適切でない。,誤り。学習率ゼロ条件は「データ混合比」の説明としては適切でない。,データ混合比を、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,データ混合比;事前学習データ;バイアス;データ品質,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
R19-027,Rebuild_Set19,検索性重視・非重複50問,case,重複除去,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,応用,ケース判断,中,中,基盤モデル・LLM運用の文脈で「重複除去」について問う。最も適切な説明はどれか。,全知識削除,GPU物理増設,同じ文書の過剰反復による暗記・偏り・評価汚染のリスクを下げる処理,著作権完全解決,C,重複除去は、同じ文書の過剰反復による暗記・偏り・評価汚染のリスクを下げる処理として押さえる。G検定では似た用語との棲み分けで問われやすい。,誤り。全知識削除は「重複除去」の説明としては適切でない。,誤り。GPU物理増設は「重複除去」の説明としては適切でない。,正しい。同じ文書の過剰反復による暗記・偏り・評価汚染のリスクを下げる処理。,誤り。著作権完全解決は「重複除去」の説明としては適切でない。,重複除去を、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,重複除去;暗記;評価汚染;データ品質,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
R19-028,Rebuild_Set19,検索性重視・非重複50問,compare,評価汚染,基盤モデル学習・LLM効率化・事前学習/ファインチューニング,理解,比較,中,中,基盤モデル・LLM運用の文脈で「評価汚染」について問う。最も適切な説明はどれか。,褒め言葉評価,GPU温度異常,評価問題や解答が学習データに含まれ、性能が実力以上に見えること,モデル名統一,C,評価汚染は、評価問題や解答が学習データに含まれ、性能が実力以上に見えることとして押さえる。G検定では似た用語との棲み分けで問われやすい。,誤り。褒め言葉評価は「評価汚染」の説明としては適切でない。,誤り。GPU温度異常は「評価汚染」の説明としては適切でない。,正しい。評価問題や解答が学習データに含まれ、性能が実力以上に見えること。,誤り。モデル名統一は「評価汚染」の説明としては適切でない。,評価汚染を、推論効率化・学習方法・評価不正・法的保証など別カテゴリの用語と混同しない。,評価汚染;ベンチマーク;データリーケージ;LLM評価,ミチを学ばせるのか、軽くするのか、外部資料を見に行かせるのかを分けて覚える。
