id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R33-011,Rebuild_Set33,横断複合・重複回避六段目,reading,RAG評価,G検定横断領域,評価設計,複合読解,新しめ,高,RAGの回答品質が悪い。回答生成モデルだけでなく検索側も評価したい。適切な確認はどれか。,質問に対して関連文書が上位に取得できているか、回答が取得文書に根拠づいているかを見る,LLMのパラメータ数だけを増やせば検索評価は不要である,回答文が長ければ検索は成功しているとみなす,検索結果を見ず、最終回答の語尾だけを評価する,A,RAGは検索と生成の連鎖なので、検索の再現率・適合性、根拠性を分けて確認する。,Aは正解。検索側と生成側を切り分ける。,Bは検索失敗を解決しない。,Cは長さと根拠性は別。,Dは評価対象がずれている。,RAGはLLM単体の評価では足りない。,RAG評価;検索品質;根拠性;retrieval;groundedness,探し物を間違えた通知魚に、きれいな返事を書かせても正しくならない。
R33-012,Rebuild_Set33,横断複合・重複回避六段目,case,モデルドリフト,G検定横断領域,運用監視,ケース判断,既存,中,導入時は高精度だった不良品検知モデルが、半年後から急に誤判定を増やした。まず疑うべきものはどれか。,製造条件や入力画像の分布が変化したデータドリフト,AIブームの歴史が変わったこと,交差エントロピーという用語の表記ゆれ,GPUの名前が新しくなったことだけ,A,運用後はデータ分布や現場条件の変化により性能劣化が起きる。,Aは正解。分布変化を確認する。,Bは性能劣化の直接要因ではない。,Cは用語の問題であり現場性能ではない。,Dも可能性ゼロではないが、問題文の症状からまず分布変化を疑う。,モデルは作って終わりではない。,データドリフト;モデル監視;不良品検知;運用;性能劣化,さいはての世界が変われば、昨日の観測器だけでは測れない。
R33-013,Rebuild_Set33,横断複合・重複回避六段目,case,説明可能性と利用者説明,G検定横断領域,説明責任,ケース判断,既存,中,与信AIの結果について利用者から理由説明を求められた。最も適切な対応はどれか。,重要特徴量や判断プロセスの概要、限界、人間の問い合わせ窓口を説明できるようにする,ニューラルネットワークなので一切説明不要とする,高精度なら理由説明は不要である,説明を避けるため、判断ログを削除する,A,高影響領域では説明可能性、問い合わせ対応、監査ログが重要。,Aは正解。利用者への説明と異議申立て可能性につながる。,Bはブラックボックスを理由に説明責任を放棄している。,Cは精度と説明責任を混同。,Dは監査性を損なう。,説明可能性はモデル内部の可視化だけでなく運用説明も含む。,説明可能性;与信AI;アカウンタビリティ;監査ログ;XAI,センセイが「そう決まった」だけでは、子どもたちは納得できない。
R33-014,Rebuild_Set33,横断複合・重複回避六段目,case,生成AIと著作権リスク,G検定横断領域,法務判断,ケース判断,新しめ,高,生成AIで作った広告画像を商用利用する前に、最も現実的に確認すべきことはどれか。,生成物なら必ず著作権リスクはゼロである,入力素材、出力物の類似性、利用規約、権利処理の必要性を確認する,AIが作ったので出典確認は不要である,画像が高解像度なら法的問題は起きない,B,生成AIの商用利用では、入力・出力・規約・既存著作物との類似性などを確認する必要がある。,Aは過剰な断定。,Bは正解。権利と規約の確認が現実的。,CはAI生成でも確認不要にはならない。,Dは画質と権利問題は別。,生成AIだから安全、とはならない。,生成AI;著作権;商用利用;利用規約;類似性,ミチが描いた絵でも、誰かの祈りに似すぎていないかを見る。
R33-015,Rebuild_Set33,横断複合・重複回避六段目,compare,自己教師あり学習,G検定横断領域,概念識別,比較問題,既存,中,ラベルなし文章を大量に使い、文の一部を隠して当てる事前学習を行う。この発想に最も近いものはどれか。,人間がすべての正解ラベルを手入力する学習だけを指す,データ自身から擬似的な教師信号を作り、表現学習に利用する,報酬だけで行動方策を更新する方法だけを指す,テストデータを訓練に混ぜる手法である,B,自己教師あり学習は、入力データの一部予測などを通じてラベルなしデータから表現を学ぶ方法。,Aは教師あり学習の説明に近い。,Bは正解。データ自体から教師信号を構成する。,Cは強化学習の説明。,Dはリーケージ。,教師なしと近いが、予測課題を作る点が重要。,自己教師あり学習;表現学習;擬似ラベル;事前学習,さいはてで、欠けた記録を自分で隠して当てる練習をする。
R33-016,Rebuild_Set33,横断複合・重複回避六段目,case,A/Bテストとオフライン評価,G検定横断領域,実験設計,ケース判断,既存,高,推薦モデルのオフライン評価は高いが、実際の売上効果は不明である。次に検討すべきこととして適切なのはどれか。,オフライン指標が高ければオンライン効果は必ず保証される,ユーザー影響に配慮しながらA/Bテストなどで実環境の効果を測る,テストデータを訓練に戻して精度を上げる,推薦理由を隠せば売上は必ず上がる,B,オフライン評価と実ビジネス効果は一致しないことがあり、オンライン実験が必要になる。,Aは過剰な断定。,Bは正解。実環境で効果検証する。,Cは評価の信頼性を壊す。,Dは根拠がない。,オフライン指標と事業KPIは別物。,A/Bテスト;推薦システム;オフライン評価;オンライン評価;KPI,教室の地図で近道でも、実際に歩いてみないとわからない。
R33-017,Rebuild_Set33,横断複合・重複回避六段目,reading,AI契約とデータ利用,G検定横断領域,契約判断,複合読解,既存,高,外部ベンダーにモデル開発を委託する。契約上、特に明確にすべきものはどれか。,モデル名を格好よくする権利だけ,データの利用範囲、成果物の権利、再利用可否、秘密保持、責任分担,学習率の値だけを契約に書けば十分,AIなので納品後の責任は誰にも発生しない,B,AI開発委託ではデータ利用、知財、再利用、秘密保持、責任範囲の明確化が重要。,Aは本質ではない。,Bは正解。後の紛争を防ぐ要点。,Cは技術パラメータだけでは契約上不十分。,Dは責任を消せない。,AI契約ではデータと成果物の扱いが要点。,AI契約;委託開発;データ利用;知的財産;秘密保持,ミチに材料を渡すなら、何に使ってよいかを先に決める。
R33-018,Rebuild_Set33,横断複合・重複回避六段目,case,公平性評価,G検定横断領域,倫理判断,ケース判断,既存,中,採用支援AIで全体精度は高いが、特定属性の候補者だけ誤って低評価されやすい。次に行うべきことはどれか。,全体精度が高いので属性別評価は不要,属性別の誤差やデータ偏りを確認し、必要ならモデルや運用を見直す,属性情報をすべて削除すれば公平性は必ず保証される,誤判定を隠せば社会的リスクは下がる,B,公平性では全体性能だけでなく、属性グループごとの影響や誤差を確認する。,Aは全体指標だけを過信。,Bは正解。グループ別評価が必要。,Cは代理変数が残る場合もあり、必ず保証とはいえない。,Dはリスクを高める。,属性情報を消すだけで公平になるとは限らない。,公平性;バイアス;採用AI;属性別評価;代理変数,見えている名前を消しても、足跡で誰かを当ててしまうことがある。
R33-019,Rebuild_Set33,横断複合・重複回避六段目,case,ゼロショットとファインチューニング,G検定横断領域,方式選択,ケース判断,新しめ,中,少量の社内独自分類ラベルに合わせて、LLMの出力傾向を継続的に調整したい。候補として最も近いのはどれか。,ゼロショットだけで、学習や例示は一切使わない,ファインチューニングや少数例プロンプトなど、目的に応じた適応手段を検討する,画像のプーリング層を増やせば分類基準が合う,RNNに戻せば必ず最新LLMより高性能になる,B,独自タスクへ適応させるには、データ量や運用条件に応じてプロンプト、RAG、ファインチューニング等を検討する。,Aは適応しない方針。,Bは正解。目的に応じた調整。,CはNLP分類基準の話からずれる。,Dは根拠のない断定。,ゼロショットは便利だが、独自基準への適応には限界がある。,ゼロショット;ファインチューニング;少数例学習;LLM適応;プロンプト,ミチに社内の言い回しを覚えさせるなら、何を基準にするかを見せる。
R33-020,Rebuild_Set33,横断複合・重複回避六段目,case,監査ログ,G検定横断領域,運用設計,ケース判断,既存,中,生成AIが顧客向け回答を作成する業務で、後から問題発生時に原因を追えるようにしたい。重要な設計はどれか。,ログを保存しない方が責任を問われにくい,入力、参照文書、モデル版、出力、承認者などを適切に記録する,最終回答だけ紙に印刷すれば十分,プロンプトを毎回ランダムにして追跡不能にする,B,監査可能性には、入力・参照情報・モデル・出力・人間承認の記録が重要。,Aは監査性を失う。,Bは正解。原因追跡が可能になる。,Cは工程が追えない。,Dは再現性を落とす。,ログは責任追及だけでなく改善と説明のためにも必要。,監査ログ;生成AI運用;モデル版管理;承認履歴;トレーサビリティ,さいはての観測記録は、誰が何を見たかを残すから意味がある。
R33-021,Rebuild_Set33,横断複合・重複回避六段目,case,ベクトル検索とキーワード検索,G検定横断領域,設計判断,ケース判断,新しめ,中,社内規程検索で、条文番号の完全一致も意味的に近い質問も扱いたい。適切な方針はどれか。,ベクトル検索だけにして条文番号検索を捨てる,キーワード検索とベクトル検索の併用や再ランキングを検討する,検索を使わずLLMの記憶だけで答える,検索結果は常に1件だけに固定する,B,厳密な語句一致と意味的類似は得意領域が違うため、ハイブリッド検索が有効な場合がある。,Aは厳密一致を弱める恐れ。,Bは正解。用途に合わせて組み合わせる。,Cはハルシネーションリスクが高い。,Dは根拠不足になりやすい。,ベクトル検索は万能な検索置換ではない。,ベクトル検索;キーワード検索;ハイブリッド検索;再ランキング;RAG,名前で探すときと気配で探すときは、探し方が違う。
R33-022,Rebuild_Set33,横断複合・重複回避六段目,case,人間参加型AI,G検定横断領域,運用判断,ケース判断,既存,中,AIが候補を提示し、人間が最終判断する仕組みにする主な意義はどれか。,人間が入ればAIの誤りは必ずゼロになる,高リスク判断で人間の確認・文脈判断・責任ある承認を組み込める,人間が確認するならログは不要になる,AIを使っていない扱いにできる,B,Human-in-the-loopはAIの補助と人間判断を組み合わせる運用設計であり、誤りゼロを保証するものではない。,Aは過剰な保証。,Bは正解。人間確認と責任ある判断を組み込む。,Cは確認履歴も重要。,DはAI利用であることは変わらない。,人間が入ることは免罪符ではなく統制設計。,Human-in-the-loop;人間参加型AI;承認;高リスクAI;運用設計,センセイが最後に見る。でも、それでも記録は残す。
R33-023,Rebuild_Set33,横断複合・重複回避六段目,case,異常検知,G検定横断領域,評価判断,ケース判断,既存,高,異常データが非常に少ない設備故障検知で、単純な正解率だけを見る危険はどれか。,正解率は異常の見逃しを常に過大評価する指標である,正常が大多数のため、異常を全く検出しなくても高い正解率に見える場合がある,正解率は画像分類にしか使えない,異常検知では評価指標を使ってはいけない,B,不均衡データでは多数派を当てるだけで高正解率になり、異常検出性能を見誤る。,Aは表現が不正確。,Bは正解。不均衡データの典型的な罠。,Cは誤り。,Dも誤り。適切な指標を選ぶべき。,正解率が高い＝異常を拾えている、とは限らない。,異常検知;不均衡データ;正解率;再現率;設備故障,町がほとんど静かなら、全部「静か」と言うだけで当たりそうに見える。
R33-024,Rebuild_Set33,横断複合・重複回避六段目,case,データシート,G検定横断領域,透明性,ケース判断,既存,中,データセット公開時にデータシートを用意する主な目的はどれか。,データの弱点を隠して利用を促進するため,収集方法、構成、用途、制限、倫理的配慮を利用者が理解できるようにするため,モデルのパラメータ数だけを記録するため,データを公開すれば説明は不要だから,B,データシートはデータセットの背景や制限を明示し、適切な利用判断を助ける。,Aは透明性に反する。,Bは正解。データ利用判断を助ける。,Cはモデル情報でありデータシートの中心ではない。,Dは説明責任を放棄している。,データにも説明書が必要。,データシート;データセット;透明性;倫理的配慮;利用制限,誰の記録か、どう集めたかを知らずに未来へ渡せない。
R33-025,Rebuild_Set33,横断複合・重複回避六段目,case,不確実性と保留,G検定横断領域,運用判断,ケース判断,既存,中,AIが確信度の低い判断を出したとき、業務設計として適切なのはどれか。,確信度が低くても必ず自動処理する,閾値未満なら保留し、人間確認や追加情報取得へ回す,低確信度のログだけ削除する,確信度を画面に表示しなければ問題は消える,B,不確実性を運用に組み込み、保留・人間確認・追加情報取得へつなげる設計が重要。,Aは危険。,Bは正解。判断を安全側に切り替える。,Cは改善機会を失う。,Dは見えなくするだけ。,不確実性は隠すものではなく扱うもの。,不確実性;確信度;人間確認;保留;AI運用,イオがまだ名づけない反応を、無理に確定しない。
R33-026,Rebuild_Set33,横断複合・重複回避六段目,case,マルチモーダルAI,G検定横断領域,入力設計,ケース判断,新しめ,中,画像とテキストの両方を使って商品説明の誤りを検出したい。適切な考え方はどれか。,画像だけを使えば文章の矛盾は必ず検出できる,視覚情報とテキスト情報を対応づけて、矛盾や不足を判定する,テキストを削除すればマルチモーダルになる,音声データを入れなければAIではない,B,マルチモーダルAIは複数種類の情報を組み合わせて理解・生成する。,Aは画像だけに限定しており不十分。,Bは正解。画像と文の対応を見る。,Cは逆。,DはAIの定義を誤っている。,複数モードを入れるだけでなく、対応関係を見る。,マルチモーダルAI;画像テキスト;CLIP;矛盾検出;商品説明,絵と説明文が同じ岩を指しているかを見る。
R33-027,Rebuild_Set33,横断複合・重複回避六段目,case,データ拡張,G検定横断領域,画像認識,ケース判断,既存,中,画像分類でデータ拡張を行う際、避けるべきものはどれか。,対象の意味が変わらない範囲で明るさを少し変える,左右反転してもラベルが変わらない対象に反転を使う,ラベルの意味が変わる変換を確認せず大量に加える,訓練データにだけ拡張を適用する,C,データ拡張はラベルを保つ変換であることが前提。意味が変わる変換はノイズになる。,Aは適切な場合がある。,Bは対象によって適切。,Cは正解。不適切な拡張。,Dは一般的な運用として自然。,データ拡張は何でも増やせばよいわけではない。,データ拡張;画像分類;ラベル保存;過学習対策;訓練データ,まるみの絵を逆さにしても同じ場所とは限らない。
R33-028,Rebuild_Set33,横断複合・重複回避六段目,case,RAGと出典表示,G検定横断領域,信頼性,ケース判断,新しめ,中,社内FAQボットで、回答の信頼性を高めるために有効な設計はどれか。,出典を表示すると利用者が迷うので常に隠す,LLMの内部知識だけで回答し、社内文書は使わない,回答に参照文書名や該当箇所を付け、利用者が根拠を確認できるようにする,回答が間違っていても自然な日本語なら十分とする,C,RAGでは根拠文書や引用箇所を示すことで、利用者が確認しやすくなる。,Aは透明性を下げる。,Bは社内FAQでは根拠不足になりやすい。,Cは正解。根拠確認を可能にする。,Dは流暢さと正確性を混同。,もっともらしさではなく根拠を見せる。,RAG;出典表示;根拠;FAQボット;透明性,通知魚が答えるなら、どの記録から持ってきたかも示す。
R33-029,Rebuild_Set33,横断複合・重複回避六段目,case,転移学習,G検定横断領域,学習戦略,ケース判断,既存,中,少量の医療画像で分類器を作る。一般画像で事前学習したCNNを利用する理由として適切なのはどれか。,医療画像では特徴抽出は不要になるから,事前学習モデルを使えば検証データは不要になるから,低層の特徴抽出能力などを活用し、少量データで学習しやすくするため,転移学習では過学習が絶対に起きないから,C,転移学習は事前学習済みモデルの表現を活用し、少量データでの学習を助ける。,Aは特徴抽出不要ではない。,Bは評価は必要。,Cは正解。既存表現を活用する。,Dは過剰な断定。,転移学習は万能保証ではない。,転移学習;事前学習;CNN;少量データ;医療画像,前に歩いた道の感覚を、新しい町で少し使う。
R33-030,Rebuild_Set33,横断複合・重複回避六段目,case,量子化,G検定横断領域,モデル軽量化,ケース判断,新しめ,中,エッジ端末でLLMを動かすため、メモリ使用量と推論速度を改善したい。候補として適切なのはどれか。,訓練データをすべて公開する,モデルカードを削除する,重みのビット幅を下げる量子化を検討する,回答文字数を無制限にする,C,量子化は重みや演算精度を下げて、メモリや計算コストを下げる手法。,Aは軽量化ではない。,Bは透明性低下。,Cは正解。軽量化手法。,Dは推論コスト増につながる。,軽量化と情報公開は別問題。,量子化;モデル軽量化;エッジAI;推論コスト;LLM,大きな荷物を小さく畳んで、遠い端末に持たせる。
R33-031,Rebuild_Set33,横断複合・重複回避六段目,case,蒸留,G検定横断領域,モデル圧縮,ケース判断,既存,中,大規模モデルの振る舞いを小型モデルに移したい。該当する手法はどれか。,k-meansでラベルを隠すこと,テストデータを増やすこと,知識蒸留により教師モデルの出力を生徒モデルの学習に使うこと,ドロップアウトを本番時だけ強めること,C,知識蒸留は大きな教師モデルの知識を小さな生徒モデルへ移す圧縮手法。,Aはクラスタリング。,Bは圧縮手法ではない。,Cは正解。,Dは通常の推論安定性を損なう。,蒸留はデータ削減ではなく振る舞いの移転。,知識蒸留;モデル圧縮;教師モデル;生徒モデル;軽量化,センセイの考え方を、子どもにも扱える形に写す。
R33-032,Rebuild_Set33,横断複合・重複回避六段目,case,外れ値処理,G検定横断領域,前処理,ケース判断,既存,中,センサー値に極端な値がある。外れ値処理で最も避けるべき判断はどれか。,計測エラーか実際の異常兆候かを業務知識で確認する,処理前後でモデル性能や検知目的への影響を確認する,理由を確認せず、極端な値をすべて自動削除する,外れ値の発生条件をログと照合する,C,外れ値はノイズのことも異常の兆候のこともある。目的を見ずに削除すると重要情報を失う。,Aは適切。,Bは適切。,Cは正解。不適切な一律削除。,Dは適切。,異常検知では外れ値こそ重要な場合がある。,外れ値;前処理;異常検知;センサーデータ;データ品質,黒の端を「変な点」として消したら、現象そのものを失う。
R33-033,Rebuild_Set33,横断複合・重複回避六段目,case,オンライン学習,G検定横断領域,運用方式,ケース判断,既存,中,環境が少しずつ変化する広告配信で、新しいデータを反映し続けたい。考え方として近いものはどれか。,一度学習したら永久に更新しない,本番データは評価にも学習にも一切使えない,オンライン学習や継続的な再学習で分布変化に対応する,訓練データを古い順に削除すれば必ず改善する,C,オンライン学習や継続的再学習は、新しいデータを反映して変化に適応する発想。,Aは変化に弱い。,Bは極端。適切な管理下で活用可能。,Cは正解。,Dは必ず改善とはいえない。,更新すればよいだけでなく評価と監視も必要。,オンライン学習;継続学習;広告配信;データドリフト;再学習,町が変わるなら、地図も少しずつ描き直す。
R33-034,Rebuild_Set33,横断複合・重複回避六段目,case,温度パラメータ,G検定横断領域,生成制御,ケース判断,新しめ,中,LLMの回答をより安定・定型的にしたい。調整候補として適切なのはどれか。,温度を上げてランダム性を強める,検索結果を毎回削除する,温度を下げるなど、出力のランダム性を抑える設定を検討する,プロンプトを曖昧にする,C,温度を下げると一般に出力のランダム性が抑えられ、定型的な回答になりやすい。,Aは逆方向。,Bは根拠性を下げる。,Cは正解。,Dは不安定化しやすい。,生成制御は創造性と安定性のトレードオフ。,温度パラメータ;LLM;生成制御;ランダム性;定型回答,ミチの声を自由に踊らせるか、まっすぐ歩かせるか。
R33-035,Rebuild_Set33,横断複合・重複回避六段目,case,ガードレール,G検定横断領域,LLM安全設計,ケース判断,新しめ,中,社外向けLLMサービスで、禁止領域の回答や機密漏えいを抑えたい。設計として適切なのはどれか。,安全対策は利用者の善意に任せる,モデルを大きくすれば安全対策は不要になる,入力・検索・生成・出力後処理に安全ガードや監視を組み込む,不適切回答が出てもログを残さない,C,LLM安全性は入力検査、権限制御、出力フィルタ、人間確認、監視など多層的に設計する。,Aは不十分。,Bは大規模化で安全が保証されるわけではない。,Cは正解。多層防御。,Dは改善と監査を妨げる。,安全性は一つのプロンプトで完結しない。,ガードレール;LLM安全性;出力フィルタ;多層防御;監視,未来都市の橋には、落ちないための欄干が何重にもある。
R33-036,Rebuild_Set33,横断複合・重複回避六段目,reading,ランキング評価,G検定横断領域,評価指標,複合読解,既存,高,検索システムで「上位に関連文書が出るか」を特に見たい。適した評価の考え方はどれか。,MSEだけを見る,エポック数だけを見る,Precision@kやnDCGなど、順位を考慮する指標を使う,正解率だけで順位は無視する,C,検索・推薦では上位順位の質が重要なため、Precision@kやnDCGなどが使われる。,Aは回帰誤差中心。,Bは訓練回数。,Cは正解。ランキング評価。,Dは順位の重要性を捨てている。,検索は当たったかだけでなく、何番目に出たかも重要。,Precision@k;nDCG;ランキング評価;検索評価;推薦,探し物が100番目に出ても、見つけたとは言いにくい。
R33-037,Rebuild_Set33,横断複合・重複回避六段目,case,合成データ,G検定横断領域,データ活用,ケース判断,新しめ,高,実データを外部へ出しにくいため合成データを作った。AI開発に使う前の確認として最も適切なのはどれか。,合成データなら元データの性質や偏りは一切引き継がない,合成データを使えば評価は不要になる,有用性、プライバシーリスク、偏り、元データへの近すぎる再現を確認する,合成した時点でどんな用途にも自由に使える,C,合成データにも有用性・プライバシー・偏りの確認が必要。元データに近すぎると漏えいリスクもある。,Aは過剰な断定。,Bは評価不要ではない。,Cは正解。,Dは用途や契約・法的配慮が必要。,合成データは魔法の匿名化ではない。,合成データ;プライバシー;データバイアス;匿名化;評価,偽物の記録でも、本物に似すぎれば秘密になる。
