id,分野,難易度,問題,A,B,C,D,正解,解説,出題済み
G6-011,深層学習,難しめ,G検定のひっかけ対策として、勾配消失問題について正しく理解している選択肢はどれか。,誤差逆伝播で勾配が極端に小さくなり、前段の層が学習しにくくなる現象,学習データが必ず消去される現象,GPUのファンが停止する現象,正解ラベルが過剰に増える現象,A,深いネットワークやRNNで、勾配が小さくなり学習が進みにくくなる問題。活性化関数やLSTMなどと関連する。,未
G6-012,統計・数理,標準,G検定のひっかけ対策として、標準偏差について正しく理解している選択肢はどれか。,データが平均の周りにどれだけ散らばっているかを示す指標,データ数を必ず2倍にする処理,分類モデルの閾値だけを表す値,文章の語順を固定する規則,A,標準偏差はばらつきの大きさを表す。分散の平方根として扱われる。,未
G6-013,AI活用,標準,AIプロジェクトでPoCを行う主な目的として最も適切なものはどれか。,本格導入前に技術的・業務的な実現可能性を検証する,必ず全社システムを即時置換する,法律確認を一切不要にする,モデルを公開しないための暗号化だけを行う,A,PoCは概念実証。小さく試して、効果・制約・データ品質などを確認する。,未
G6-014,画像認識,標準,G検定のひっかけ対策として、物体検出について正しく理解している選択肢はどれか。,画像内の物体の種類と位置を推定するタスク,画像全体に1つのラベルだけを付けるタスク,文章の感情だけを判定するタスク,音声を文字に変換するタスク,A,物体検出は分類だけでなく、バウンディングボックスなどで位置も推定する。,未
G6-015,生成AI,難しめ,G検定のひっかけ対策として、プロンプトインジェクションについて正しく理解している選択肢はどれか。,悪意ある入力で、本来の指示や制約を無視させようとする攻撃,学習率を自動で下げる最適化手法,画像の解像度を上げる超解像技術,個人情報を完全に匿名化する制度,A,プロンプトインジェクションは、外部入力やユーザー入力でシステム指示を破らせるリスクとして問われる。,未
G6-016,機械学習,難しめ,G検定のひっかけ対策として、交差検証について正しく理解している選択肢はどれか。,データを複数の分割で学習・評価し、性能推定の偏りを減らす方法,特徴量を必ずすべて削除する方法,報酬を使って行動を学習する方法,生成AIに人格を与える方法,A,k分割交差検証では分割を入れ替えて複数回評価し、評価の安定性を高める。,未
G6-017,強化学習,標準,強化学習における報酬の役割として最も適切なものはどれか。,行動の良し悪しをエージェントに伝える信号,正解ラベルそのものを人間が全件入力する表,モデルのパラメータ数を固定する値,入力文を単語に分割する辞書,A,強化学習では、環境から得られる報酬を手がかりに方策を改善していく。,未
G6-018,NLP,難しめ,G検定のひっかけ対策として、Word2Vecについて正しく理解している選択肢はどれか。,単語を意味的な近さが反映されるベクトルとして表現する手法,画像を畳み込みで縮小する手法,報酬を最大化するロボット制御手法,個人情報を削除する法律上の手続き,A,Word2Vecは分散表現の代表例。単語の意味的関係をベクトル空間で扱う。,未
G6-019,AIガバナンス,標準,G検定のひっかけ対策として、AIガバナンスについて正しく理解している選択肢はどれか。,AIの開発・利用を組織として適切に管理する仕組み,AIに人間の感情を必ず与える技術,GPUを国が一括購入する制度,すべてのAI利用を禁止する規則,A,AIガバナンスはリスク管理、責任体制、監査、運用ルールなどを含む。,未
G6-020,データ処理,標準,G検定のひっかけ対策として、欠損値処理について正しく理解している選択肢はどれか。,データの抜けや未記入に対して削除・補完などを行う処理,データを必ず画像化する処理,正解ラベルを法律上無効にする処理,モデルの重みを暗号資産に変換する処理,A,欠損値は分析や学習に影響するため、削除・平均補完・モデル補完などの処理を検討する。,未
G6-021,生成AI,標準,G検定のひっかけ対策として、温度パラメータについて正しく理解している選択肢はどれか。,生成時の出力のランダム性や多様性に影響する値,学習データの物理的な温度を示す値,GPUの消費電力だけを決める値,個人情報かどうかを判定する法律用語,A,Temperatureは生成の多様性に関わる。高すぎると不安定、低いと決定的になりやすい。,未
G6-022,モデル軽量化,難しめ,量子化の説明として最も適切なものはどれか。,重みや計算の数値精度を下げ、モデルを軽量化・高速化する手法,量子コンピュータでしかAIを動かせないという制度,正解ラベルを自動生成する手法,検索結果を生成文に混ぜる手法,A,量子化はFP32からINT8などへ精度を下げ、メモリ削減や高速化を狙う。,未
G6-023,AI倫理,標準,G検定のひっかけ対策として、ヒューマン・イン・ザ・ループについて正しく理解している選択肢はどれか。,AIの判断過程や結果に人間の確認・介入を組み込む考え方,人間を学習データから完全に排除する考え方,AIが人間を必ず置き換える考え方,モデルをネットワークから切断する設定,A,重要判断では人間の監督や介入を組み込むことで、安全性や責任を確保しやすくする。,未
G6-024,機械学習,標準,特徴量エンジニアリングの説明として最も適切なものはどれか。,モデルが学習しやすいように入力データの特徴を作成・変換すること,ニューラルネットの層数を必ず100層にすること,AIに著作権を移転する手続き,文章の回答を必ず長くする設定,A,特徴量の作成や変換は従来型機械学習で特に重要。深層学習では自動抽出との対比も問われる。,未
G6-025,法律倫理,難しめ,著作物をAI学習や生成で扱う際の注意として最も適切なものはどれか。,利用目的・権利制限規定・生成物の類似性などを確認する必要がある,AIが出力した時点で常に著作権侵害ではないと断定できる,学習データに入っていれば必ず自由に再配布できる,著作権はAI分野には一切関係しない,A,著作権は学習段階と生成・利用段階で論点が異なる。断定しすぎる選択肢に注意。,未
G6-026,AI史,標準,エキスパートシステムの説明として最も適切なものはどれか。,大量の画像から特徴を自動生成する深層モデル,専門家の知識をルールとして蓄え、推論に利用するシステム,報酬だけで行動を学ぶロボット,文章を確率的に生成するLLM専用技術,B,エキスパートシステムは第二次AIブームと関係が深く、知識ベースと推論エンジンが重要。,未
G6-027,深層学習,標準,G検定のひっかけ対策として、ドロップアウトについて正しく理解している選択肢はどれか。,正解ラベルを消して教師なし学習にすること,学習時に一部のユニットを無効化して過学習を抑える手法,推論時に必ず全データを捨てる処理,モデルの出力を法律文書に変換する処理,B,ドロップアウトは学習時にランダムにユニットを無効化し、過学習を防ぎやすくする。,未
G6-028,機械学習,標準,G検定で分類問題の例として最も適切なものはどれか。,来月の売上金額を数値で予測する,メールが迷惑メールか通常メールかを判定する,株価を連続値として予測する,気温を小数で予測する,B,分類はカテゴリを予測する問題。迷惑メール判定や画像ラベル分類が典型例。,未
G6-029,生成AI,難しめ,G検定のひっかけ対策として、ファインチューニングについて正しく理解している選択肢はどれか。,検索エンジンから文書を取って回答に添えるだけの仕組み,事前学習済みモデルを特定用途のデータで追加学習すること,生成時のランダム性だけを変更すること,プロンプトを短くすることだけを指す,B,ファインチューニングはモデルの重みを追加学習で調整する。RAGやプロンプト改善と混同しない。,未
G6-030,評価指標,標準,G検定のひっかけ対策として、適合率について正しく理解している選択肢はどれか。,実際の陽性のうち、陽性と予測できた割合,陽性と予測したもののうち、実際に陽性だった割合,全データのうち正解した割合,陰性だけを正解した割合,B,適合率は Precision。陽性と予測した中でどれだけ当たりかを見る。,未
G6-031,NLP,標準,Bag-of-Wordsの説明として最も適切なものはどれか。,文の感情を人間が必ず読む方法,単語の出現頻度などで文書を表現し、語順は基本的に考慮しない方法,画像の局所特徴を畳み込む方法,行動価値関数を更新する方法,B,BoWは単語の出現情報で文書を表現する古典的手法。語順を失いやすい点が弱点。,未
G6-032,法律倫理,標準,G検定のひっかけ対策として、匿名加工情報について正しく理解している選択肢はどれか。,本人の同意があれば何でも公開できる情報,特定の個人を識別できないように加工し、復元できないようにした情報,氏名だけを削除すれば必ず該当する情報,AIが生成した架空人物の名前だけを指す情報,B,匿名加工情報は、個人を識別できず復元できないように加工した情報。単なる氏名削除とは限らない。,未
G6-033,強化学習,難しめ,探索と活用のトレードオフに関する説明として最も適切なものはどれか。,学習データとテストデータを同じにする問題,未知の行動を試すことと、既に良いと分かる行動を選ぶことのバランス,画像の解像度と明るさのバランス,著作権と商標権の完全な同義関係,B,強化学習では新しい行動を試す探索と、既知の良い行動を選ぶ活用のバランスが重要。,未
G6-034,画像認識,難しめ,G検定のひっかけ対策として、セマンティックセグメンテーションについて正しく理解している選択肢はどれか。,画像全体を1カテゴリに分類する,画像の各画素にクラスラベルを付与する,文章から品詞を取り出す,行動の報酬を最大化する,B,セマンティックセグメンテーションは画素単位でクラス分類するタスク。物体検出との違いに注意。,未
G6-035,AI倫理,標準,バイアスのあるデータを使ったAIのリスクとして最も適切なものはどれか。,モデルの推論速度が必ず速くなる,特定集団に不利な判断など不公平な結果につながる可能性がある,学習が法律上必ず禁止される,正解率が常に100%になる,B,データの偏りは不公平・差別的な出力や判断につながるため、AI倫理で重要。,未
G6-036,生成AI,難しめ,G検定のひっかけ対策として、Few-shotプロンプティングについて正しく理解している選択肢はどれか。,例を一切示さず質問だけをする方法,少数の入出力例を示して、望ましい回答形式やタスクを誘導する方法,モデルの重みを必ず追加学習する方法,検索DBを必ず作成する方法,B,Few-shotはプロンプト内に少数例を示す。ファインチューニングではなく、入力上の工夫。,未
G6-037,機械学習,難しめ,ラッソ回帰の特徴として最も適切なものはどれか。,L2正則化で係数をなだらかに小さくする,L1正則化により一部の係数が0になり、特徴選択に働くことがある,クラスタ数を自動で無限に増やす,画像の畳み込みだけを行う,B,ラッソはL1正則化。係数が0になりやすく、特徴選択効果がある。,未
G6-038,統計・数理,標準,G検定のひっかけ対策として、中央値について正しく理解している選択肢はどれか。,全データを足してデータ数で割った値,データを小さい順に並べたとき中央に位置する値,最も頻繁に出現する値,ばらつきの二乗平均,B,中央値は外れ値の影響を受けにくい代表値として平均値と比較される。,未
G6-039,AI活用,標準,G検定のひっかけ対策として、MLOpsについて正しく理解している選択肢はどれか。,AIの歴史だけを暗記する学習法,機械学習モデルの開発・運用・監視を継続的に管理する考え方や仕組み,画像だけを手作業で分類する作業,AIを法律上すべて禁止する制度,B,MLOpsは機械学習システムを実運用で継続的に改善・監視するための仕組み。,未
G6-040,生成AI,標準,G検定のひっかけ対策として、ハルシネーションについて正しく理解している選択肢はどれか。,AIが学習を完全停止する現象,事実と異なる内容を、もっともらしく生成してしまう現象,画像の画素が必ず壊れる現象,正解ラベルを自動で増やす処理,B,生成AIは根拠のない内容を自然に出すことがある。もっともらしさと正しさは別。,未
G6-041,深層学習,難しめ,G検定でバッチ正規化の主な効果として最も適切なものはどれか。,学習データを法律上匿名にする,各層の入力分布を整え、学習を安定・高速化しやすくする,出力を必ず日本語にする,モデルをルールベースに変換する,B,Batch Normalizationは層の入力を正規化し、学習を安定化させる代表的手法。,未
G6-042,データ処理,標準,G検定のひっかけ対策として、標準化について正しく理解している選択肢はどれか。,カテゴリ値を文章に戻すこと,平均0、標準偏差1になるように値を変換すること,欠損値を必ず削除すること,画像を必ず白黒にすること,B,標準化は特徴量のスケール調整。正規化との違いも問われやすい。,未
G6-043,NLP,難しめ,TF-IDFの考え方として最も適切なものはどれか。,文書に頻出する単語をすべて無視する,文書内で多く出るが、全体では珍しい単語を重視する,語順だけで単語の重要度を決める,文章を音声に変換する,B,TF-IDFは文書内頻度と逆文書頻度を組み合わせ、特徴的な単語を重視する。,未
G6-044,法律倫理,難しめ,要配慮個人情報に関する説明として最も適切なものはどれか。,企業の売上予測だけを指す,差別や偏見につながり得る人種・信条・病歴など特に配慮が必要な個人情報,匿名加工された統計表だけを指す,AIモデルの重みそのものを指す,B,要配慮個人情報は本人への不当な差別や偏見につながらないよう、取り扱いに注意が必要な情報。,未
G6-045,AI史,標準,第五世代コンピュータプロジェクトに関する説明として最も適切なものはどれか。,Transformerを商用化した米国企業の名称,日本で推進された、知識情報処理などを目指した国家プロジェクト,画像認識だけを目的としたスマートフォン機能,量子暗号だけを扱う国際条約,B,第五世代コンピュータプロジェクトは日本のAI史・コンピュータ史で問われることがある。,未
G6-046,生成AI,難しめ,G検定のひっかけ対策として、RLHFについて正しく理解している選択肢はどれか。,画像の局所特徴を畳み込む処理,人間のフィードバックを用いて、望ましい出力に近づける強化学習的な調整,検索文書をそのまま全文コピーする処理,個人情報を匿名加工する法律手続き,B,RLHFは人間の評価・フィードバックを利用してLLMの応答を調整する代表的手法。,未
G6-047,モデル軽量化,難しめ,知識蒸留の説明として最も適切なものはどれか。,大きなモデルを必ずさらに大きくする手法,大きな教師モデルの知識を小さな生徒モデルに移す手法,学習データを削除してモデルを空にする手法,著作物から著作者名だけを削除する手法,B,知識蒸留は教師モデルの出力を利用し、小型モデルを高性能化しやすくする。,未
G6-048,評価指標,標準,G検定のひっかけ対策として、再現率について正しく理解している選択肢はどれか。,陽性と予測した中で実際に陽性だった割合,実際に陽性のもののうち、陽性と予測できた割合,全体の中で正解した割合,予測確率の平均値,B,再現率はRecall。本当に陽性のものをどれだけ取りこぼさなかったかを見る。,未
G6-049,AIガバナンス,標準,AI利用時のリスクアセスメントの説明として最も適切なものはどれか。,AIの名前を決める作業,AI利用による影響・危険性・対策を事前に評価すること,モデルの出力を必ず詩にすること,すべてのデータを無条件で公開すること,B,AIリスクアセスメントでは、誤判定、差別、情報漏えい、説明責任などを評価する。,未
G6-050,機械学習,難しめ,決定木の特徴として最も適切なものはどれか。,重み行列の積だけで構成される深層モデル,条件分岐を木構造で表し、分類や回帰に使えるモデル,文章を必ずトークン化する辞書,報酬を最大化する環境そのもの,B,決定木は条件分岐の木で予測する。解釈しやすいが過学習しやすい点にも注意。,未
G6-051,機械学習,標準,教師なし学習の例として最も適切なものはどれか。,正解ラベル付き画像で犬猫分類を学ぶ,報酬を得ながらゲームを攻略する,顧客データを似た傾向ごとにクラスタリングする,人間がif文をすべて記述する,C,教師なし学習は正解ラベルなしで構造を見つける。クラスタリングが代表例。,未
G6-052,深層学習,標準,CNNが画像認識で有効な理由として最も適切なものはどれか。,文章の語順を完全に無視できるから,報酬を直接最大化するから,畳み込みにより局所的な特徴を捉えやすいから,個人情報を自動で匿名加工するから,C,CNNは畳み込み層によりエッジや模様など局所特徴を階層的に抽出する。,未
G6-053,生成AI,難しめ,ベクトルデータベースがRAGで使われる主な理由として最も適切なものはどれか。,LLMの重みを直接編集するため,画像の色だけを保存するため,文書などを埋め込みベクトルとして保存し、類似検索しやすくするため,著作権を自動で消滅させるため,C,RAGでは文書をベクトル化し、質問に近い文書を検索して回答生成に使う。,未
G6-054,AI倫理,標準,公平性の観点からAIモデルを評価する際に重要なものとして最も適切なものはどれか。,モデル名が長いかどうか,開発者のPC性能だけ,属性グループ間で不利な扱いが生じていないか,出力文が必ず敬語かどうか,C,AI公平性では、特定属性の集団に不利益や差別がないかを確認する。,未
G6-055,AI史,標準,ディープラーニングが第三次AIブームを支えた要因として最も適切なものはどれか。,紙の辞書の増加だけ,手書きルールの義務化,計算資源の向上、大量データ、アルゴリズムの発展,AI利用の全面禁止,C,第三次AIブームは深層学習の進展に加え、GPU・ビッグデータなどが背景にある。,未
G6-056,評価指標,難しめ,混同行列で偽陰性（FN）に該当するものはどれか。,実際は陰性で、陰性と予測したもの,実際は陰性で、陽性と予測したもの,実際は陽性だが、陰性と予測したもの,実際は陽性で、陽性と予測したもの,C,FNは本当は陽性なのに見逃して陰性と予測したケース。医療検査などで重要。,未
G6-057,NLP,標準,感情分析の説明として最も適切なものはどれか。,文章を画像に変換する処理,データの欠損を平均で埋める処理,文章が肯定的・否定的などどの感情傾向かを判定する処理,ロボットの行動価値を更新する処理,C,感情分析はレビューやSNS文のポジティブ・ネガティブ判定などで使われる。,未
G6-058,法律倫理,難しめ,G検定のひっかけ対策として、仮名加工情報について正しく理解している選択肢はどれか。,誰でも自由に再識別してよい情報,氏名をローマ字に変えただけの情報,他の情報と照合しない限り特定個人を識別できないよう加工した個人に関する情報,AIが作った完全な架空情報,C,仮名加工情報は匿名加工情報と異なる。照合可能性や利用目的の制限に注意。,未
G6-059,機械学習,標準,G検定のひっかけ対策として、k-means法について正しく理解している選択肢はどれか。,正解ラベル付きデータで分類境界を学ぶ,報酬をもとに行動を選ぶ,データをk個のクラスタに分ける代表的なクラスタリング手法,文章を単語に分ける形態素解析手法,C,k-meansは教師なし学習のクラスタリング手法。kの指定や初期値依存もポイント。,未
G6-060,生成AI,難しめ,Chain-of-Thoughtプロンプティングに関する説明として最も適切なものはどれか。,モデルのパラメータ数を必ず減らす,検索結果を暗号化する,段階的な推論過程を促し、複雑な問題を解きやすくする工夫,画像を必ず白黒にする,C,CoTは段階的に考えさせるプロンプト技法として知られる。ただし出力管理や安全性にも注意。,未
G6-061,統計・数理,標準,相関係数に関する説明として最も適切なものはどれか。,必ず因果関係を証明する値,データ数を2倍にする値,2つの変数の線形関係の強さと向きを表す値,分類の正解率だけを表す値,C,相関は因果を意味しない。G検定でもひっかけやすい基本事項。,未
G6-062,AI活用,標準,G検定のひっかけ対策として、データドリフトについて正しく理解している選択肢はどれか。,GPUが物理的に移動すること,モデルの名称が変わること,運用中に入力データの分布が学習時から変化すること,学習データを必ず全削除すること,C,データドリフトが起こるとモデル性能が低下するため、監視や再学習が必要になる。,未
G6-063,深層学習,難しめ,LSTMがRNNの改良として使われる理由として最も適切なものはどれか。,画像だけを扱うため,個人情報を匿名化するため,ゲート構造により長期依存を扱いやすくするため,分類の閾値を固定するため,C,LSTMはゲート機構で長期依存や勾配消失に対処しやすくしたRNN系モデル。,未
G6-064,画像認識,標準,画像分類の説明として最も適切なものはどれか。,画像内の各画素にラベルを付ける,画像内の物体の位置を矩形で示す,画像全体がどのカテゴリに属するかを判定する,文章の主語述語を解析する,C,画像分類は画像全体にラベルを付けるタスク。物体検出やセグメンテーションと区別する。,未
G6-065,生成AI,標準,システムプロンプトの役割として最も適切なものはどれか。,ユーザーの端末の温度を設定する,モデルの学習データを全削除する,AIの振る舞いや制約など上位の指示を与える,画像の画素数だけを指定する,C,システムプロンプトはAIの役割・制約・応答方針を設定する上位指示として使われる。,未
G6-066,法律倫理,標準,プライバシー・バイ・デザインの説明として最も適切なものはどれか。,問題発生後だけ個人情報を考慮する考え方,個人情報をすべて公開する考え方,企画・設計段階からプライバシー保護を組み込む考え方,AIにはプライバシーが関係ないという考え方,C,Privacy by Designは、後付けではなく設計段階から保護を組み込む考え方。,未
G6-067,AIガバナンス,難しめ,モデルカードの説明として最も適切なものはどれか。,GPUの保証書,学習データそのものをすべて公開する義務文書,モデルの用途・性能・制約・注意点などを記述する文書,モデルを暗号化するカード型装置,C,モデルカードはモデルの透明性や適切な利用を支援する情報提供文書。,未
G6-068,機械学習,難しめ,G検定のひっかけ対策として、ランダムフォレストについて正しく理解している選択肢はどれか。,1本の線形回帰だけを使う手法,単語をベクトル化する手法,複数の決定木を組み合わせて予測するアンサンブル手法,報酬関数を手書きする作業,C,ランダムフォレストは複数の決定木を使うアンサンブル学習の代表例。,未
G6-069,生成AI,難しめ,トップpサンプリングの説明として最も適切なものはどれか。,確率最大の単語だけを常に選ぶ方法,p個のGPUを使う方法,累積確率がpになる候補集合から次トークンを選ぶ方法,文章をp個に必ず分割する方法,C,Top-pはnucleus samplingとも呼ばれ、累積確率に基づいて候補を絞る生成手法。,未
G6-070,評価指標,標準,G検定のひっかけ対策として、F1スコアについて正しく理解している選択肢はどれか。,正答率だけをそのまま表す指標,回帰の誤差二乗平均だけを表す指標,適合率と再現率の調和平均で、両者のバランスを見る指標,生成文の長さだけを測る指標,C,F1スコアはPrecisionとRecallのバランスを取る指標。クラス不均衡時に重要。,未
G6-071,データ処理,難しめ,G検定のひっかけ対策として、ワンホットエンコーディングについて正しく理解している選択肢はどれか。,連続値を平均0にすること,文章を要約すること,カテゴリを0/1の複数列で表現すること,画像を回転させること,C,カテゴリ変数を機械学習で扱いやすくするため、該当カテゴリのみ1にする表現。,未
G6-072,強化学習,難しめ,方策（policy）の説明として最も適切なものはどれか。,学習データを分割する比率,モデルの重みの初期値,状態に応じてどの行動を選ぶかを定める規則・戦略,文章の単語頻度表,C,方策はエージェントの行動選択ルール。価値関数や報酬と区別する。,未
G6-073,NLP,難しめ,G検定でBERTの特徴として最も適切なものはどれか。,必ず左から右だけに単語を生成するモデル,画像の物体検出専用モデル,Transformerのエンコーダを用い、双方向の文脈を扱える事前学習モデル,強化学習専用の報酬関数,C,BERTは双方向文脈を扱う事前学習済み言語モデル。GPT系との違いが問われやすい。,未
G6-074,AI倫理,難しめ,AIの透明性を高める取り組みとして最も適切なものはどれか。,利用者にAI利用を隠す,データや評価結果を一切記録しない,AIの利用目的・限界・判断根拠などを説明できるようにする,エラーが出てもログを残さない,C,透明性では、利用者がAI利用や判断の根拠・限界を理解できることが重要。,未
G6-075,生成AI,標準,G検定のひっかけ対策として、マルチモーダルAIについて正しく理解している選択肢はどれか。,表計算だけを扱うAI,文章生成だけに限定されたAI,テキスト・画像・音声など複数種類の情報を扱えるAI,法律文書だけを保存するAI,C,マルチモーダルAIは複数モダリティを統合的に扱うAI。生成AIでも重要な範囲。,未
G6-076,機械学習,標準,G検定のひっかけ対策として、過学習について正しく理解している選択肢はどれか。,学習がまったく進まない状態,データを一切使わない状態,正解率が常に0%になる状態,学習データに適合しすぎて未知データに弱くなる状態,D,過学習は訓練データには強いが汎化性能が低い状態。正則化やデータ拡張などが対策になる。,未
G6-077,深層学習,難しめ,G検定のひっかけ対策として、誤差逆伝播法について正しく理解している選択肢はどれか。,データを法的に匿名化する方法,画像を圧縮する方法,文章を単語に分割する方法,出力誤差をもとに各層の重み更新に必要な勾配を計算する方法,D,バックプロパゲーションはニューラルネットワーク学習の基本。勾配降下法とセットで理解する。,未
G6-078,生成AI,標準,ゼロショットプロンプティングの説明として最も適切なものはどれか。,大量の例を入力してから回答させる方法,モデルの重みを追加学習する方法,検索文書を必ず添付する方法,具体例を示さず、指示だけでタスクを実行させる方法,D,Zero-shotは例示なしでタスクを解かせる方法。Few-shotとの違いを押さえる。,未
G6-079,法律倫理,難しめ,AIが個人データを扱う際のデータ最小化の考え方として最も適切なものはどれか。,集められるだけ無制限に集める,利用目的を決めずに保管する,不要になっても永久保存する,目的達成に必要な範囲のデータだけを扱う,D,データ最小化はプライバシー保護の基本。目的に照らして必要なデータだけを扱う。,未
G6-080,評価指標,難しめ,RMSEの説明として最も適切なものはどれか。,分類の適合率を表す指標,実際の陽性の取りこぼし率,生成文の自然さだけの指標,予測値と実測値の誤差の二乗平均平方根,D,RMSEは回帰問題で使う誤差指標。誤差が大きいほど値も大きくなる。,未
G6-081,AI史,標準,AI冬の時代が生じた理由として最も適切なものはどれか。,AIが完全に人間を超えたため,法律でAI研究が世界的に禁止されたため,GPUが増えすぎたため,期待に対して実用成果が追いつかず、研究資金や関心が低下したため,D,AIブーム後に期待と現実のギャップから資金や関心が減った時期をAI冬の時代という。,未
G6-082,NLP,難しめ,GPT系モデルの基本的な特徴として最も適切なものはどれか。,畳み込みだけで画像認識するモデル,双方向エンコーダ専用モデル,決定木を多数組み合わせたモデル,自己回帰的に次のトークンを予測して文章を生成するモデル,D,GPT系はTransformerのデコーダ系で、次トークン予測により文章を生成する。,未
G6-083,機械学習,難しめ,リッジ回帰の特徴として最も適切なものはどれか。,L1正則化だけを使う,クラスタリング専用である,報酬関数を必ず使う,L2正則化により係数の大きさを抑える,D,リッジ回帰はL2正則化。ラッソのL1との違いを押さえる。,未
G6-084,生成AI,難しめ,埋め込み（embedding）の説明として最も適切なものはどれか。,個人情報を削除する法律手続き,文章を紙に印刷する作業,画像を必ず白黒にする処理,テキストなどを意味的特徴を持つ数値ベクトルに変換すること,D,埋め込みは意味的近さをベクトル空間で扱うために使われ、検索や推薦にも利用される。,未
G6-085,AI倫理,標準,AIの利用を明示することが重要な場面として最も適切なものはどれか。,常に隠した方が利用者の信頼が高まる,AI利用の表示は法律倫理上まったく無関係である,AIが使われていることを開発者だけが知っていれば十分,利用者の判断に影響するサービスでAIが関与している場合,D,AI利用の透明性は利用者の理解と信頼に関わる。重要判断では特に明示が必要になりやすい。,未
G6-086,画像認識,難しめ,G検定でデータ拡張の例として最も適切なものはどれか。,学習データをすべて削除する,モデルの名前を変更する,正解ラベルを無関係なものに変える,画像を回転・反転・明るさ変更して学習データの多様性を増やす,D,データ拡張は既存データに変換を加え、汎化性能向上や過学習抑制を狙う。,未
G6-087,法律倫理,難しめ,AI生成物の利用で注意すべき点として最も適切なものはどれか。,AI生成物は常に事実である,AI生成物は必ず著作権侵害である,AIが作ったので責任者は存在しない,事実確認、権利侵害、個人情報、差別表現などを確認する,D,生成AI出力は誤りや権利・倫理上の問題を含む可能性があるため、人間の確認が必要。,未
G6-088,強化学習,標準,G検定のひっかけ対策として、Q学習について正しく理解している選択肢はどれか。,教師あり分類だけを行う手法,画像の畳み込みを高速化する手法,文章の形態素解析手法,状態と行動の価値を更新し、最適行動を学ぶ強化学習手法,D,Q学習は行動価値関数Qを学習し、最適方策を得る代表的な強化学習手法。,未
