id,分野,難易度,問題,A,B,C,D,正解,解説,出題済み
G10-026,評価指標,やや難,ROC曲線に関する説明として、最も適切なものはどれか。,画像の解像度だけを上げる処理,閾値を変えたときの真陽性率と偽陽性率の関係を見る曲線,文章を必ず五十音順に並べる方法,モデルを物理的に透明にすること,B,分類器の性能を比較する。,未
G10-027,評価指標,やや難,AUCに関する説明として、最も適切なものはどれか。,GPUの温度を下げる方法,報酬だけで法律判断を行う制度,ROC曲線の下の面積で分類性能比較に使われる指標,著作権を自動的に消滅させる処理,C,1に近いほど良いことが多い。,未
G10-028,評価指標,標準,平均二乗誤差に関する説明として、最も適切なものはどれか。,正解ラベルを手作業で消す処理,テストデータを学習に混入させること,単語を必ず1文字に分解する方法,予測値と実測値の差を二乗して平均する回帰の評価指標,D,大きな誤差を強く罰する。,未
G10-029,深層学習,標準,パーセプトロンに関する説明として、最も適切なものはどれか。,入力に重みを掛けて足し合わせ活性化関数で出力を決める単純なモデル,文章を必ず五十音順に並べる方法,モデルを物理的に透明にすること,すべての分類問題を回帰に変えること,A,ニューラルネットの基本単位として扱われる。,未
G10-030,深層学習,標準,活性化関数に関する説明として、最も適切なものはどれか。,報酬だけで法律判断を行う制度,ニューラルネットワークに非線形性を導入する関数,著作権を自動的に消滅させる処理,モデルの重みをすべて0にする仕組み,B,表現力を高めるために重要。,未
G10-031,深層学習,標準,ReLUに関する説明として、最も適切なものはどれか。,テストデータを学習に混入させること,単語を必ず1文字に分解する方法,入力が正ならそのまま負なら0を返す活性化関数,個人情報を必ず匿名加工する制度,C,"max(0,x)で表される。",未
G10-032,深層学習,標準,ソフトマックス関数に関する説明として、最も適切なものはどれか。,モデルを物理的に透明にすること,すべての分類問題を回帰に変えること,画像の解像度だけを上げる処理,複数クラスのスコアを合計1の確率のように変換する関数,D,多クラス分類で使われる。,未
G10-033,深層学習,標準,誤差逆伝播法に関する説明として、最も適切なものはどれか。,出力側の誤差を前の層へ伝え重み更新量を求める方法,著作権を自動的に消滅させる処理,モデルの重みをすべて0にする仕組み,GPUの温度を下げる方法,A,ニューラルネット学習の重要手法。,未
G10-034,深層学習,標準,勾配降下法に関する説明として、最も適切なものはどれか。,単語を必ず1文字に分解する方法,損失関数が小さくなる方向へパラメータを更新する方法,個人情報を必ず匿名加工する制度,正解ラベルを手作業で消す処理,B,最適化の基本。,未
G10-035,深層学習,やや難,学習率に関する説明として、最も適切なものはどれか。,すべての分類問題を回帰に変えること,画像の解像度だけを上げる処理,パラメータ更新の大きさを決める値,文章を必ず五十音順に並べる方法,C,大きすぎると不安定、小さすぎると遅い。,未
G10-036,深層学習,やや難,バッチサイズに関する説明として、最も適切なものはどれか。,モデルの重みをすべて0にする仕組み,GPUの温度を下げる方法,報酬だけで法律判断を行う制度,1回の更新でまとめて処理するデータ数,D,メモリ使用量や学習安定性に関係する。,未
G10-037,深層学習,やや難,エポックに関する説明として、最も適切なものはどれか。,学習データ全体を一通り使って学習する回数の単位,個人情報を必ず匿名加工する制度,正解ラベルを手作業で消す処理,テストデータを学習に混入させること,A,何周学習したかを表す。,未
G10-038,深層学習,標準,ドロップアウトに関する説明として、最も適切なものはどれか。,画像の解像度だけを上げる処理,学習中に一部ユニットを無効化して過学習を抑える方法,文章を必ず五十音順に並べる方法,モデルを物理的に透明にすること,B,正則化の一種。,未
G10-039,深層学習,標準,バッチ正規化に関する説明として、最も適切なものはどれか。,GPUの温度を下げる方法,報酬だけで法律判断を行う制度,各層の入力分布を整え学習を安定させやすくする方法,著作権を自動的に消滅させる処理,C,学習の安定化・高速化に役立つ。,未
G10-040,画像認識,標準,畳み込み層に関する説明として、最も適切なものはどれか。,正解ラベルを手作業で消す処理,テストデータを学習に混入させること,単語を必ず1文字に分解する方法,局所的なパターンをフィルタで抽出する層,D,CNNの中心的構成要素。,未
G10-041,画像認識,標準,プーリング層に関する説明として、最も適切なものはどれか。,特徴マップを縮約し位置ずれへの頑健性を高めることがある層,文章を必ず五十音順に並べる方法,モデルを物理的に透明にすること,すべての分類問題を回帰に変えること,A,計算量削減にも関係する。,未
G10-042,画像認識,標準,データ拡張に関する説明として、最も適切なものはどれか。,報酬だけで法律判断を行う制度,画像の回転や反転などで訓練データのバリエーションを増やす方法,著作権を自動的に消滅させる処理,モデルの重みをすべて0にする仕組み,B,過学習抑制に役立つことがある。,未
G10-043,画像認識,やや難,物体検出に関する説明として、最も適切なものはどれか。,テストデータを学習に混入させること,単語を必ず1文字に分解する方法,画像中の物体の種類と位置を推定するタスク,個人情報を必ず匿名加工する制度,C,分類に加えて位置も扱う。,未
G10-044,画像認識,やや難,セマンティックセグメンテーションに関する説明として、最も適切なものはどれか。,モデルを物理的に透明にすること,すべての分類問題を回帰に変えること,画像の解像度だけを上げる処理,画像の各画素にクラスラベルを割り当てるタスク,D,ピクセル単位の分類。,未
G10-045,自然言語処理,標準,形態素解析に関する説明として、最も適切なものはどれか。,文を意味を持つ最小単位に分け品詞などを判定する処理,著作権を自動的に消滅させる処理,モデルの重みをすべて0にする仕組み,GPUの温度を下げる方法,A,日本語NLPの基礎。,未
G10-046,自然言語処理,標準,Bag of Wordsに関する説明として、最も適切なものはどれか。,単語を必ず1文字に分解する方法,単語の出現を数え語順情報は基本的に失われる表現,個人情報を必ず匿名加工する制度,正解ラベルを手作業で消す処理,B,文書分類などで使われる。,未
G10-047,自然言語処理,やや難,TF-IDFに関する説明として、最も適切なものはどれか。,すべての分類問題を回帰に変えること,画像の解像度だけを上げる処理,文書内で多く出て文書集合全体では珍しい語を重視する指標,文章を必ず五十音順に並べる方法,C,検索や文書特徴量に使われる。,未
G10-048,自然言語処理,標準,単語分散表現に関する説明として、最も適切なものはどれか。,モデルの重みをすべて0にする仕組み,GPUの温度を下げる方法,報酬だけで法律判断を行う制度,単語を意味的な近さを反映しやすいベクトルで表す方法,D,Word2Vecなどが代表例。,未
G10-049,自然言語処理,標準,RNNに関する説明として、最も適切なものはどれか。,過去の情報を隠れ状態として次へ渡せる系列データ向けモデル,個人情報を必ず匿名加工する制度,正解ラベルを手作業で消す処理,テストデータを学習に混入させること,A,時系列や文章を扱う。,未
G10-050,自然言語処理,やや難,LSTMに関する説明として、最も適切なものはどれか。,画像の解像度だけを上げる処理,ゲート機構により長期依存を学習しやすくしたRNNの一種,文章を必ず五十音順に並べる方法,モデルを物理的に透明にすること,B,勾配消失問題への対策として重要。,未
G10-051,自然言語処理,やや難,Seq2Seqに関する説明として、最も適切なものはどれか。,GPUの温度を下げる方法,報酬だけで法律判断を行う制度,入力系列を別の出力系列へ変換するモデル,著作権を自動的に消滅させる処理,C,機械翻訳などで使われる。,未
G10-052,Transformer,標準,Transformerに関する説明として、最も適切なものはどれか。,正解ラベルを手作業で消す処理,テストデータを学習に混入させること,単語を必ず1文字に分解する方法,自己注意機構を中心に構成されるモデル,D,現代のLLMの基盤。,未
G10-053,Transformer,標準,Attentionに関する説明として、最も適切なものはどれか。,入力中のどの部分に注目するかを重みづけする仕組み,文章を必ず五十音順に並べる方法,モデルを物理的に透明にすること,すべての分類問題を回帰に変えること,A,重要なトークンへ注意を向ける。,未
G10-054,Transformer,やや難,位置エンコーディングに関する説明として、最も適切なものはどれか。,報酬だけで法律判断を行う制度,自己注意だけでは扱いにくい単語順序情報を加える仕組み,著作権を自動的に消滅させる処理,モデルの重みをすべて0にする仕組み,B,Transformerで順序を表すために使う。,未
G10-055,Transformer,やや難,BERTに関する説明として、最も適切なものはどれか。,テストデータを学習に混入させること,単語を必ず1文字に分解する方法,文脈を双方向に考慮する事前学習済み言語モデル,個人情報を必ず匿名加工する制度,C,Transformerエンコーダに基づく。,未
G10-056,生成AI,標準,生成AIに関する説明として、最も適切なものはどれか。,モデルを物理的に透明にすること,すべての分類問題を回帰に変えること,画像の解像度だけを上げる処理,学習した分布をもとに文章や画像など新しいコンテンツを生成するAI,D,判別だけでなく生成を行う。,未
G10-057,生成AI,標準,大規模言語モデルに関する説明として、最も適切なものはどれか。,大量テキストから次の語などを予測するよう事前学習された大規模モデル,著作権を自動的に消滅させる処理,モデルの重みをすべて0にする仕組み,GPUの温度を下げる方法,A,自己教師あり学習が多い。,未
G10-058,生成AI,標準,ファインチューニングに関する説明として、最も適切なものはどれか。,単語を必ず1文字に分解する方法,事前学習済みモデルを特定目的のデータで追加学習すること,個人情報を必ず匿名加工する制度,正解ラベルを手作業で消す処理,B,RAGとは異なる。,未
G10-059,生成AI,やや難,プロンプトエンジニアリングに関する説明として、最も適切なものはどれか。,すべての分類問題を回帰に変えること,画像の解像度だけを上げる処理,モデルへの指示文を工夫して望む出力を得やすくすること,文章を必ず五十音順に並べる方法,C,重み更新を伴うとは限らない。,未
G10-060,生成AI,やや難,Few-shotプロンプティングに関する説明として、最も適切なものはどれか。,モデルの重みをすべて0にする仕組み,GPUの温度を下げる方法,報酬だけで法律判断を行う制度,少数の例をプロンプトに含めて回答形式や解き方を示す方法,D,例示でモデルを誘導する。,未
G10-061,生成AI,やや難,Zero-shotプロンプティングに関する説明として、最も適切なものはどれか。,具体例を示さず指示だけでタスクを解かせる方法,個人情報を必ず匿名加工する制度,正解ラベルを手作業で消す処理,テストデータを学習に混入させること,A,例なしで依頼する。,未
G10-062,生成AI,やや難,Chain-of-Thoughtに関する説明として、最も適切なものはどれか。,画像の解像度だけを上げる処理,段階的な推論を促して複雑な問題を解きやすくする手法,文章を必ず五十音順に並べる方法,モデルを物理的に透明にすること,B,推論過程を使う発想。,未
G10-063,生成AI,標準,ハルシネーションに関する説明として、最も適切なものはどれか。,GPUの温度を下げる方法,報酬だけで法律判断を行う制度,もっともらしいが事実と異なる内容を生成すること,著作権を自動的に消滅させる処理,C,出力確認が重要。,未
G10-064,生成AI,やや難,温度パラメータに関する説明として、最も適切なものはどれか。,正解ラベルを手作業で消す処理,テストデータを学習に混入させること,単語を必ず1文字に分解する方法,高くすると出力のランダム性や多様性が増しやすい値,D,生成のばらつきに関係する。,未
G10-065,生成AI,やや難,Top-pサンプリングに関する説明として、最も適切なものはどれか。,累積確率が一定値に達する候補集合から次トークンを選ぶ方法,文章を必ず五十音順に並べる方法,モデルを物理的に透明にすること,すべての分類問題を回帰に変えること,A,nucleus samplingとも呼ばれる。,未
G10-066,RAG,標準,RAGに関する説明として、最も適切なものはどれか。,報酬だけで法律判断を行う制度,外部文書を検索しその内容を参照して生成する仕組み,著作権を自動的に消滅させる処理,モデルの重みをすべて0にする仕組み,B,検索拡張生成。,未
G10-067,RAG,やや難,RAGとファインチューニングの違いに関する説明として、最も適切なものはどれか。,テストデータを学習に混入させること,単語を必ず1文字に分解する方法,RAGは検索情報を使い通常モデル重みを直接変更しない点,個人情報を必ず匿名加工する制度,C,ファインチューニングは追加学習で重みを調整する。,未
G10-068,RAG,やや難,ベクトル検索に関する説明として、最も適切なものはどれか。,モデルを物理的に透明にすること,すべての分類問題を回帰に変えること,画像の解像度だけを上げる処理,意味的に近い文書を検索しやすくするための検索方法,D,埋め込み表現を使う。,未
G10-069,RAG,やや難,チャンク分割に関する説明として、最も適切なものはどれか。,検索しやすい単位に文書を小分けすること,著作権を自動的に消滅させる処理,モデルの重みをすべて0にする仕組み,GPUの温度を下げる方法,A,検索精度に影響する。,未
G10-070,RAG,やや難,リランキングに関する説明として、最も適切なものはどれか。,単語を必ず1文字に分解する方法,初期検索結果を再評価し関連性の高い文書を上位にする処理,個人情報を必ず匿名加工する制度,正解ラベルを手作業で消す処理,B,RAGの検索品質改善に使う。,未
G10-071,AI倫理,標準,公平性に関する説明として、最も適切なものはどれか。,すべての分類問題を回帰に変えること,画像の解像度だけを上げる処理,学習データの社会的偏りなどで損なわれる可能性がある性質,文章を必ず五十音順に並べる方法,C,差別的結果に注意する。,未
G10-072,AI倫理,標準,説明可能性に関する説明として、最も適切なものはどれか。,モデルの重みをすべて0にする仕組み,GPUの温度を下げる方法,報酬だけで法律判断を行う制度,判断理由を理解し検証や責任ある利用につなげる性質,D,XAIに関連する。,未
G10-073,AI倫理,標準,透明性に関する説明として、最も適切なものはどれか。,AIの利用目的や仕組み限界を関係者に分かるようにすること,個人情報を必ず匿名加工する制度,正解ラベルを手作業で消す処理,テストデータを学習に混入させること,A,信頼性に関係する。,未
G10-074,AI倫理,標準,人間中心のAIに関する説明として、最も適切なものはどれか。,画像の解像度だけを上げる処理,人間の尊厳や権利を尊重し人間を支援するAIの考え方,文章を必ず五十音順に並べる方法,モデルを物理的に透明にすること,B,AIを無条件に優先しない。,未
G10-075,AI倫理,やや難,アカウンタビリティに関する説明として、最も適切なものはどれか。,GPUの温度を下げる方法,報酬だけで法律判断を行う制度,AIの利用や結果について説明し責任を果たせる状態,著作権を自動的に消滅させる処理,C,説明責任に関わる。,未
G10-076,AI倫理,やや難,ヒューマン・イン・ザ・ループに関する説明として、最も適切なものはどれか。,正解ラベルを手作業で消す処理,テストデータを学習に混入させること,単語を必ず1文字に分解する方法,AIの判断過程や結果に人間が関与・監督する仕組み,D,高リスク判断で重要。,未
G10-077,法律倫理,標準,個人情報に関する説明として、最も適切なものはどれか。,生存する個人に関する情報で特定個人を識別できるものなど,文章を必ず五十音順に並べる方法,モデルを物理的に透明にすること,すべての分類問題を回帰に変えること,A,公開情報でも該当し得る。,未
G10-078,法律倫理,標準,要配慮個人情報に関する説明として、最も適切なものはどれか。,報酬だけで法律判断を行う制度,病歴や信条など不当な差別や偏見が生じないよう特に配慮が必要な情報,著作権を自動的に消滅させる処理,モデルの重みをすべて0にする仕組み,B,取り扱いに注意。,未
G10-079,法律倫理,標準,匿名加工情報に関する説明として、最も適切なものはどれか。,テストデータを学習に混入させること,単語を必ず1文字に分解する方法,特定個人を識別できず復元できないよう個人情報を加工した情報,個人情報を必ず匿名加工する制度,C,単なる氏名削除だけでは不十分な場合がある。,未
G10-080,法律倫理,やや難,仮名加工情報に関する説明として、最も適切なものはどれか。,モデルを物理的に透明にすること,すべての分類問題を回帰に変えること,画像の解像度だけを上げる処理,他の情報と照合しない限り特定個人を識別できないよう加工した情報,D,匿名加工情報とは異なる。,未
G10-081,法律倫理,標準,著作物に関する説明として、最も適切なものはどれか。,思想又は感情を創作的に表現したもの,著作権を自動的に消滅させる処理,モデルの重みをすべて0にする仕組み,GPUの温度を下げる方法,A,アイデアや事実そのものは保護対象ではない。,未
G10-082,法律倫理,やや難,AI生成物の著作権リスクに関する説明として、最も適切なものはどれか。,単語を必ず1文字に分解する方法,既存著作物に類似し依拠性が認められる場合などに問題となり得ること,個人情報を必ず匿名加工する制度,正解ラベルを手作業で消す処理,B,AI生成なら常に安全ではない。,未
G10-083,法律倫理,標準,営業秘密に関する説明として、最も適切なものはどれか。,すべての分類問題を回帰に変えること,画像の解像度だけを上げる処理,秘密管理性・有用性・非公知性を満たす情報,文章を必ず五十音順に並べる方法,C,不正競争防止法上の要件。,未
G10-084,AIガバナンス,標準,AIガバナンスに関する説明として、最も適切なものはどれか。,モデルの重みをすべて0にする仕組み,GPUの温度を下げる方法,報酬だけで法律判断を行う制度,AIリスクを管理し適切に開発・運用するための体制やルール,D,組織的な管理が重要。,未
G10-085,AIガバナンス,やや難,AIリスクマネジメントに関する説明として、最も適切なものはどれか。,リスクを特定・評価し低減策を講じ継続的に監視すること,個人情報を必ず匿名加工する制度,正解ラベルを手作業で消す処理,テストデータを学習に混入させること,A,開発後も継続する。,未
G10-086,AIガバナンス,標準,モデルカードに関する説明として、最も適切なものはどれか。,画像の解像度だけを上げる処理,モデルの用途・性能・限界・注意点などを文書化するもの,文章を必ず五十音順に並べる方法,モデルを物理的に透明にすること,B,透明性ある利用判断を助ける。,未
G10-087,AIガバナンス,やや難,データシート・フォー・データセットに関する説明として、最も適切なものはどれか。,GPUの温度を下げる方法,報酬だけで法律判断を行う制度,データセットの作成目的・収集方法・構成・注意点などを記録する文書,著作権を自動的に消滅させる処理,C,データの透明性に役立つ。,未
G10-088,セキュリティ,やや難,敵対的サンプルに関する説明として、最も適切なものはどれか。,正解ラベルを手作業で消す処理,テストデータを学習に混入させること,単語を必ず1文字に分解する方法,人には分かりにくい微小変化でAIの誤分類を誘う入力,D,AIモデルの脆弱性。,未
G10-089,セキュリティ,やや難,データポイズニングに関する説明として、最も適切なものはどれか。,学習データに悪意あるデータを混ぜてモデルを歪める攻撃,文章を必ず五十音順に並べる方法,モデルを物理的に透明にすること,すべての分類問題を回帰に変えること,A,学習段階への攻撃。,未
G10-090,セキュリティ,やや難,モデル抽出攻撃に関する説明として、最も適切なものはどれか。,報酬だけで法律判断を行う制度,API問い合わせなどでモデルの挙動を模倣・推定する攻撃,著作権を自動的に消滅させる処理,モデルの重みをすべて0にする仕組み,B,公開モデルのリスク。,未
G10-091,セキュリティ,やや難,プロンプトインジェクションに関する説明として、最も適切なものはどれか。,テストデータを学習に混入させること,単語を必ず1文字に分解する方法,悪意ある指示でモデルに本来の指示を無視させようとする攻撃,個人情報を必ず匿名加工する制度,C,LLM利用時の重要リスク。,未
G10-092,強化学習,標準,エージェントに関する説明として、最も適切なものはどれか。,モデルを物理的に透明にすること,すべての分類問題を回帰に変えること,画像の解像度だけを上げる処理,環境の状態を観測し行動を選択する主体,D,環境と相互作用する。,未
G10-093,強化学習,標準,報酬に関する説明として、最も適切なものはどれか。,行動の良し悪しを学習するためのフィードバック,著作権を自動的に消滅させる処理,モデルの重みをすべて0にする仕組み,GPUの温度を下げる方法,A,方策学習の信号。,未
G10-094,強化学習,やや難,探索と活用のトレードオフに関する説明として、最も適切なものはどれか。,単語を必ず1文字に分解する方法,未知行動を試すことと既に良い行動を選ぶことのバランス,個人情報を必ず匿名加工する制度,正解ラベルを手作業で消す処理,B,強化学習の基本課題。,未
G10-095,強化学習,やや難,Q学習に関する説明として、最も適切なものはどれか。,すべての分類問題を回帰に変えること,画像の解像度だけを上げる処理,状態と行動の価値を学習し良い行動選択に利用する手法,文章を必ず五十音順に並べる方法,C,代表的な強化学習手法。,未
G10-096,数理統計,標準,平均値に関する説明として、最も適切なものはどれか。,モデルの重みをすべて0にする仕組み,GPUの温度を下げる方法,報酬だけで法律判断を行う制度,データの合計をデータ数で割った値,D,外れ値の影響を受ける。,未
G10-097,数理統計,標準,中央値に関する説明として、最も適切なものはどれか。,データを順に並べたとき中央に位置する値,個人情報を必ず匿名加工する制度,正解ラベルを手作業で消す処理,テストデータを学習に混入させること,A,外れ値に比較的強い。,未
G10-098,数理統計,標準,分散に関する説明として、最も適切なものはどれか。,画像の解像度だけを上げる処理,データが平均からどの程度ばらついているかを表す量,文章を必ず五十音順に並べる方法,モデルを物理的に透明にすること,B,ばらつきの指標。,未
G10-099,数理統計,標準,標準偏差に関する説明として、最も適切なものはどれか。,GPUの温度を下げる方法,報酬だけで法律判断を行う制度,分散の平方根でデータのばらつきを表す指標,著作権を自動的に消滅させる処理,C,元データと同じ単位で見られる。,未
G10-100,数理統計,標準,相関係数に関する説明として、最も適切なものはどれか。,正解ラベルを手作業で消す処理,テストデータを学習に混入させること,単語を必ず1文字に分解する方法,2変数の線形な関係の強さと向きを表す値,D,因果関係を証明するものではない。,未
