id,分野,難易度,問題,A,B,C,D,正解,解説,出題済み
G7-023,CNN,標準,畳み込み層の説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,全単語の品詞を辞書で置換する層,報酬を最大化する行動だけを保存する層,フィルタを用いて局所的な特徴を抽出する層,個人情報を法的に同意取得する層,C,CNNの畳み込み層はフィルタで画像などの局所パターンを抽出する。,未
G7-024,CNN,標準,プーリング層の主な役割として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,文章をトークンに分割する,人間の評価で報酬モデルを作る,モデルの著作権を登録する,特徴マップを縮小し、位置ずれへの頑健性を高める,D,プーリングは特徴マップのサイズを小さくし、重要な特徴を残しやすくする。,未
G7-025,CNN,やや難,CNNでパディングを使う目的として最も適切なものはどれか。,畳み込み後のサイズ調整や端の情報の扱いを改善する,過去の文脈を長期記憶として保存する,学習済みモデルを低ランク近似する,法令遵守の監査ログを作る,A,パディングは入力の周囲に値を加え、出力サイズや端の特徴の扱いを調整する。,未
G7-026,NLP,標準,形態素解析の説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,画像のエッジを抽出する処理,文を意味を持つ最小単位に分け、品詞などを解析する処理,報酬に基づき行動を更新する処理,生成文の温度を上げる処理,B,形態素解析は日本語NLPなどで単語分割や品詞推定に用いられる。,未
G7-027,NLP,標準,Bag-of-Wordsの特徴として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,語順と文脈を完全に保持する,画像のピクセル配置だけを表す,単語の出現回数などで文書を表すが語順情報は失われやすい,報酬関数を自動設計する,C,Bag-of-Wordsは文書を単語の頻度で表現するため、語順は基本的に扱わない。,未
G7-028,NLP,やや難,TF-IDFの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,文書を必ずTransformerで生成する手法,文書の著作権を消滅させる制度,音声波形を画像に変換する処理,文書内で多く出るが他文書では珍しい語を重視する指標,D,TF-IDFは語の文書内頻度と逆文書頻度を組み合わせ、特徴的な語を評価する。,未
G7-029,NLP,標準,単語分散表現の説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,単語を意味的関係を反映したベクトルで表す方法,単語を必ず五十音順に並べる方法,単語をすべて画像化する方法,単語の著作権を登録する方法,A,word2vecなどの分散表現は単語をベクトル空間上で扱う。,未
G7-030,Transformer,標準,Transformerの大きな特徴として最も適切なものはどれか。,畳み込み層だけで時系列を処理する,Attention機構を中心に系列内の関係を扱う,ルールベースだけで推論する,報酬信号だけで文法を学ぶ,B,TransformerはAttentionにより系列中の要素間の関係を捉える。,未
G7-031,Transformer,やや難,Self-Attentionの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,画像を必ず白黒化する仕組み,人間の専門家がルールを追加する仕組み,同じ系列内の各要素が他の要素との関係を重み付けして参照する仕組み,学習データを法的に匿名化する仕組み,C,Self-Attentionは系列内のトークン同士の関連度を計算して情報を集約する。,未
G7-032,Transformer,やや難,Positional Encodingが必要になる主な理由はどれか。,GPUを使わないと計算できないため,著作権法上の表示義務があるため,強化学習の報酬を割り引くため,Attentionだけでは語順情報を直接持たないため位置情報を補う必要がある,D,Transformerは並列処理しやすい一方で、位置情報を別途与える必要がある。,未
G7-033,Transformer,標準,BERTの特徴として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,双方向の文脈理解に強いエンコーダ型モデル,次トークン生成に特化したデコーダ型モデルだけである,画像生成専用の拡散モデルである,ルールベースの専門家システムである,A,BERTはTransformerのエンコーダを用い、文脈理解系タスクで使われる。,未
G7-034,Transformer,標準,GPT系モデルの特徴として最も適切なものはどれか。,クラスタリング専用の教師なしモデルである,文脈から次のトークンを予測するデコーダ型モデルとして扱われる,画像の局所特徴だけを抽出するモデルである,法律上の人格を持つモデルである,B,GPTは自己回帰的に次トークンを予測する言語モデルとして説明される。,未
G7-035,生成AI,標準,生成AIの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,人間が書いたルールだけを実行するAI,正解ラベル付き表データの平均だけを出すAI,学習データの特徴をもとに文章・画像など新しいコンテンツを生成するAI,個人情報を必ず削除するAI,C,生成AIはテキスト、画像、音声などのコンテンツを生成できる。,未
G7-036,生成AI,標準,基盤モデルの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,単一企業の会計処理だけに固定されたルール集,学習データを持たないランダムな関数,法令の条文そのもの,大規模データで事前学習され、多様な下流タスクに利用できるモデル,D,基盤モデルは大規模な事前学習を経て、多様な用途へ適用されるモデル。,未
G7-037,生成AI,やや難,コンテキストウィンドウの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,モデルが一度に参照できる入力・出力文脈の範囲,モデルの学習率を決める窓関数,GPUの画面表示領域,個人情報保護法の適用範囲,A,コンテキストウィンドウを超える情報は、そのままではモデルが参照できない。,未
G7-038,生成AI,やや難,温度パラメータを高くした場合の一般的な傾向として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,常に事実性が上がる,出力のランダム性が増し、多様だが不安定になりやすい,必ず同じ回答になる,入力できるトークン数が増える,B,温度を上げると確率の低い候補も選ばれやすくなり、多様性が増す。,未
G7-039,生成AI,やや難,Top-pサンプリングの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,上位p個の固定数候補だけを選ぶ,出力をp文字以内に制限する,累積確率が一定値に達する候補集合から次トークンを選ぶ,個人情報をp段階で匿名化する,C,Top-pは核サンプリングとも呼ばれ、確率質量で候補集合を決める。,未
G7-040,生成AI,標準,ハルシネーションの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,モデルが画像だけを生成する現象,学習率が0になる現象,個人情報が必ず暗号化される現象,もっともらしいが事実と異なる内容を生成する現象,D,生成AIは事実に見える誤情報を出すことがあり、確認が必要。,未
G7-041,生成AI,標準,プロンプトエンジニアリングの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,モデルから望ましい出力を得るため入力文や指示を工夫すること,モデルの重みを必ず再学習すること,著作権者へ利用料を支払う制度,推論用GPUを製造すること,A,プロンプトの設計により出力品質や形式を調整できる。,未
G7-042,生成AI,やや難,Few-shot promptingの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,大量のラベルデータでモデル全体を再学習する,少数の例をプロンプト内に示して出力形式や解き方を誘導する,検索エンジンのインデックスを削除する,報酬モデルだけで画像を生成する,B,Few-shotは例示によりモデルにタスクのパターンを伝える手法。,未
G7-043,生成AI,標準,Zero-shot promptingの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,必ず0点の回答を出す方法,学習データを0件にする方法,具体例を示さず、指示だけでタスクを解かせる方法,推論時の温度を0に固定する方法,C,Zero-shotは例示なしで指示のみから回答を生成させる。,未
G7-044,生成AI,やや難,Chain-of-Thought promptingの目的として最も近いものはどれかについて、G検定対策として最も適切なものはどれか。,著作権侵害を自動的に免除すること,画像の解像度を上げること,モデルサイズを物理的に小さくすること,推論過程を段階的に考えさせ、複雑な問題の解答精度を高めること,D,CoTは中間推論を促すプロンプト技法として知られる。,未
G7-045,RAG,標準,RAGの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,外部文書検索と生成を組み合わせ、回答の根拠を補う仕組み,モデルの全重みを低ランクで更新する手法,画像をノイズから復元する生成モデル,報酬だけでロボットを制御する手法,A,RAGはRetrieval-Augmented Generationで、検索した情報を生成に利用する。,未
G7-046,RAG,やや難,RAGにおけるベクトル検索の役割として最も適切なものはどれか。,モデルの重みを量子化する,質問と意味的に近い文書チャンクを探す,著作物の保護期間を計算する,画像のピクセルを畳み込む,B,埋め込みベクトルを用いることで、単なるキーワード一致ではない意味的検索ができる。,未
G7-047,RAG,やや難,RAGの注意点として最も適切なものはどれか。,検索を使えば必ず正確になる,プロンプトインジェクションの影響を完全に受けない,検索文書が古い・誤っている場合、回答も誤る可能性がある,著作権上の問題が常に消える,C,RAGでも検索対象やプロンプト汚染への対策、根拠確認が必要。,未
G7-048,生成AI,やや難,ファインチューニングとRAGの違いとして最も適切なものはどれか。,どちらも必ずモデルの重みを更新する,RAGは画像専用でファインチューニングは音声専用,どちらも法律用語でAI技術ではない,ファインチューニングは重み更新、RAGは主に外部情報検索を組み合わせる,D,ファインチューニングは追加学習、RAGは検索結果を文脈として使う点が大きく異なる。,未
G7-049,生成AI,やや難,LoRAの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,大規模モデルの一部を低ランク行列で効率よく追加学習する手法,検索文書をランキングする法律制度,出力の温度をランダムに変える方法,強化学習の報酬を手作業で削除する方法,A,LoRAはPEFTの一種で、全パラメータ更新より効率的に適応できる。,未
G7-050,生成AI,やや難,Instruction Tuningの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,画像の縦横比を調整する,指示と応答のデータでモデルを調整し、指示追従能力を高める,検索エンジンのキャッシュを削除する,モデルの出力を法的に承認する,B,Instruction Tuningは人間の指示に沿った応答を学習させる調整。,未
G7-051,生成AI,やや難,RLHFの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,正解ラベルなしにクラスタを作る手法,画像の輪郭を抽出するCNNの層,人間のフィードバックを用いて望ましい出力に近づける強化学習的手法,個人情報の開示請求制度,C,RLHFは人間の選好評価を報酬モデルなどに反映してモデルを調整する。,未
G7-052,生成AI,やや難,RLAIFの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,人間の専門家だけが全評価を行う手法,データを必ず削除する法制度,畳み込みフィルタを初期化する方法,AIによるフィードバックを利用してモデルを調整する手法,D,RLAIFはAI Feedbackを用いる点がRLHFと区別される。,未
G7-053,画像生成,標準,GANの基本構造として最も適切なものはどれか。,生成器と識別器を競わせて生成性能を高める,検索器と翻訳器だけで文書を要約する,報酬器と方策器だけで法令を作る,暗号器と復号器で個人情報を匿名化する,A,GANはGeneratorとDiscriminatorが敵対的に学習する。,未
G7-054,画像生成,やや難,拡散モデルの基本的な考え方として最も適切なものはどれか。,決定木の分岐だけで画像を分類する,ノイズを加える過程とノイズを取り除く過程を学習して生成する,文書検索だけで画像を生成する,人間が全ピクセルをルールで指定する,B,拡散モデルはノイズ除去の過程を学習して高品質な生成に使われる。,未
G7-055,画像生成,やや難,VAEの特徴として最も適切なものはどれか。,識別器だけを使う敵対的生成モデル,報酬最大化だけで文書を生成するモデル,潜在変数を用いてデータを確率的に生成・再構成するモデル,法令遵守を自動保証する監査モデル,C,VAEはエンコーダとデコーダを用い、潜在空間を介して生成する。,未
G7-056,音声処理,標準,音声認識の説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,テキストを画像に変換する技術,画像をクラスタに分ける技術,モデルの重みを暗号化する技術,音声信号をテキストなどの記号列に変換する技術,D,音声認識は話し言葉を文字列に変換する処理。,未
G7-057,音声処理,標準,音声合成の説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,テキストなどから人工的な音声を生成する技術,音声を必ず削除する技術,画像から物体を検出する技術,報酬を最大化する制御技術,A,音声合成はTTSなど、テキストから音声を生成する技術。,未
G7-058,強化学習,標準,強化学習におけるエージェントの説明として最も適切なものはどれか。,学習データの正解ラベルそのもの,環境に対して行動を選択し、報酬を受け取る主体,画像の畳み込みフィルタ,文書検索のインデックス,B,エージェントは状態を観測し、行動を取り、報酬を受けて方策を改善する。,未
G7-059,強化学習,標準,強化学習における報酬の説明として最も適切なものはどれか。,学習データに必ず付く正解ラベル,著作権者へ支払う金銭,行動の良し悪しを評価する信号,画像の画素値の平均,C,報酬はエージェントの行動選択を改善するための評価信号。,未
G7-060,強化学習,やや難,探索と活用のトレードオフの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,教師データとテストデータを同一にすること,生成文を短くすることと長くすることの法的区別,画像のRGB値を平均すること,未知の行動を試すことと既知の良い行動を選ぶことのバランス,D,強化学習では新しい行動を試す探索と、既に良いと分かった行動を使う活用のバランスが重要。,未
G7-061,強化学習,やや難,Q学習の説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,状態と行動の価値を学習し、価値の高い行動を選ぶ手法,全データを教師なしでクラスタリングする手法,LLMの入力文字数を増やす手法,著作権の保護期間を延長する制度,A,Q学習は行動価値関数Qを更新する代表的な強化学習手法。,未
G7-062,マルチモーダル,標準,マルチモーダルAIの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,必ず1種類の数値データだけを扱うAI,テキスト・画像・音声など複数種類の情報を扱うAI,法律文書だけを扱うAI,強化学習だけを行うAI,B,マルチモーダルAIは複数のモダリティを統合的に処理する。,未
G7-063,モデル軽量化,標準,量子化の説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,量子コンピュータだけで学習する手法,著作権を量で測る制度,重みや計算の精度を下げてモデルを軽量・高速化する手法,検索文書を増やす手法,C,量子化は精度を低ビット化して推論効率を上げるモデル圧縮手法。,未
G7-064,モデル軽量化,やや難,蒸留の説明として最も適切なものはどれか。,学習データから水分を取り除く処理,出力文を必ず短文化する手法,検索結果をランダムに削除する方法,大きな教師モデルの知識を小さな生徒モデルに移す手法,D,知識蒸留は教師モデルの出力を使い、小さなモデルに知識を移す。,未
G7-065,モデル軽量化,やや難,プルーニングの説明として最も適切なものはどれか。,重要度の低い重みや接続を削除してモデルを軽量化する,入力文を句読点で分割する,報酬を人間が採点する,画像にノイズを加えて生成する,A,プルーニングは不要なパラメータを削るモデル圧縮手法。,未
G7-066,AI倫理,標準,AI倫理で「公平性」が問題になる例として最も適切なものはどれか。,推論速度が速すぎる,特定の属性を持つ人に不利な判断が偏って出る,学習率が小さすぎる,画像サイズが大きすぎる,B,公平性ではデータやモデルによる差別的・不公正な結果が問題になる。,未
G7-067,AI倫理,標準,AIの説明責任に関する説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,AIが必ず人間と同じ感情を持つこと,AIの計算をすべて非公開にすること,AIの判断や利用結果について関係者に説明できるようにすること,AIに著作権を必ず与えること,C,説明責任はAIの判断根拠や運用について説明可能にする考え方。,未
G7-068,AI倫理,標準,透明性が重視される理由として最も適切なものはどれか。,AIの計算速度が必ず低下するため,AIが画像を生成できなくなるため,AIの学習データが必ず無料になるため,AIの判断過程や利用目的が不明だと信頼や監査が難しくなるため,D,透明性は利用者や社会がAIの仕組みや影響を理解・確認するうえで重要。,未
G7-069,AI倫理,やや難,ブラックボックス問題の説明として最も適切なものはどれか。,モデルがなぜその判断をしたか人間に分かりにくい問題,出力が黒色だけになる問題,学習データが暗号化される問題,GPUケースが黒い問題,A,深層学習などでは内部の判断過程が複雑で説明しづらいことがある。,未
G7-070,AI倫理,標準,ヒューマン・イン・ザ・ループの考え方として最も適切なものはどれか。,AIから人間を完全に排除する,AIの判断や運用に人間の確認・介入を組み込む,AIに人間の戸籍を与える,AIの学習を必ず停止する,B,人間の監督を組み込むことで、誤判断や倫理的問題への対応を図る。,未
G7-071,AIガバナンス,標準,AIガバナンスの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,AIに政治的権限を与える制度,GPUの冷却装置の管理,AIの開発・利用を適切に管理するための方針・体制・プロセス,画像生成プロンプトだけを保存すること,C,AIガバナンスはリスク管理、説明責任、監査、運用ルールなどを含む。,未
G7-072,AIガバナンス,やや難,AIリスクアセスメントの目的として最も適切なものはどれか。,モデルの名前を決める,学習データを全て公開する,AIに人格を付与する,AIの利用に伴うリスクを特定・評価し、対策を検討する,D,AI導入時にはリスクを洗い出し、影響度や発生可能性に応じた対策が必要。,未
G7-073,AIガバナンス,やや難,モデルカードの役割として最も適切なものはどれか。,モデルの用途、性能、制約、評価条件などを記録・共有する文書,モデルの重みを保存するICカード,個人番号カードのAI版,GPU購入時の保証書,A,モデルカードはモデルの透明性や適切な利用に役立つ情報を整理する。,未
G7-074,AIガバナンス,やや難,データシート for データセットの考え方として最も適切なものはどれか。,データを表計算ソフトだけで保存する,データセットの収集方法、用途、制約、偏りなどを文書化する,モデルの出力をCSVに限定する,著作物の登録番号を一覧化する,B,データセットの背景情報を記録することで、利用時のリスク把握に役立つ。,未
G7-075,法律倫理,標準,個人情報保護法上、個人情報に該当し得るものとして最も適切なものはどれか。,完全にランダムなノイズだけ,モデルの学習率だけ,氏名や顔画像など特定の個人を識別できる情報,企業の公開株価だけ,C,個人を識別できる情報は個人情報として取り扱いに注意が必要。,未
G7-076,法律倫理,やや難,要配慮個人情報の扱いで注意すべき点として最も適切なものはどれか。,通常の数値データと常に同じ扱いでよい,公開すれば自動的に自由利用できる,AIが扱えば法律の対象外になる,不当な差別や偏見につながり得るため取得・利用に特に慎重さが求められる,D,要配慮個人情報は人種、信条、病歴など慎重な扱いが求められる情報を含む。,未
G7-077,法律倫理,標準,著作権法で保護される対象として最も適切なものはどれか。,思想又は感情を創作的に表現した著作物,単なる事実やアイデアそのものすべて,自然法則そのもの,ランダムな数値列だけ,A,著作権は表現を保護し、アイデアや事実そのものは原則として保護対象ではない。,未
G7-078,法律倫理,やや難,生成AI利用時の著作権リスクとして最も適切なものはどれか。,AI出力は常に著作権侵害にならない,既存著作物に依拠し類似した出力を利用すると侵害が問題になり得る,プロンプトを書けば必ず著作権が消える,引用表示をすればどんな利用も自由になる,B,依拠性や類似性などが問題になるため、出力利用時にも確認が必要。,未
G7-079,法律倫理,標準,営業秘密として保護されるための要件に含まれるものとして最も適切なものはどれか。,公開性・無料性・娯楽性,高速性・低価格性・画像性,秘密管理性・有用性・非公知性,匿名性・偶然性・無関係性,C,不正競争防止法上の営業秘密は秘密管理性、有用性、非公知性が要件。,未
G7-080,法律倫理,やや難,AI開発委託契約で確認すべき点として最も適切なものはどれか。,モデル名の語感だけ,GPUの色だけ,出力フォントだけ,成果物・学習データ・知的財産・責任分担の取り決め,D,AI開発では成果物の権利、データ利用、性能保証、責任範囲などの合意が重要。,未
G7-081,法律倫理,標準,プライバシー・バイ・デザインの考え方として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,設計段階からプライバシー保護を組み込む,問題が起きてからだけ削除対応する,個人情報を必ず全公開する,AIの出力を必ず長文化する,A,プライバシー保護は後付けでなく設計時から考えることが重要。,未
G7-082,法律倫理,やや難,データ最小化の原則として最も適切なものはどれか。,使う予定がなくても全データを集める,目的達成に必要な範囲のデータだけを収集・利用する,個人情報を必ず永久保存する,モデルのパラメータを最小値にする,B,データ最小化はプライバシーリスク低減の基本的考え方。,未
G7-083,社会実装,標準,PoCの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,本番運用を永久に保証する契約,著作権侵害の判定手続き,新技術やアイデアが実現可能かを小規模に検証すること,モデルの最終納品物そのもの,C,PoCはProof of Conceptで、概念実証を意味する。,未
G7-084,社会実装,やや難,AI導入でPoC止まりになる典型的な理由として最も適切なものはどれか。,モデル名が短すぎる,GPUの色が統一されていない,プロンプトが日本語で書かれている,業務課題・データ品質・運用体制・費用対効果が整理されていない,D,AIは精度だけでなく、業務フローや運用体制、ROIが伴わないと本番化しにくい。,未
G7-085,社会実装,標準,MLOpsの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,機械学習モデルの開発・デプロイ・監視・再学習を継続的に管理する考え方,AIに道徳を教える哲学だけ,画像を手作業でラベル付けする作業だけ,著作権を管理する法律制度,A,MLOpsは機械学習システムを安定運用するためのプロセスや基盤を指す。,未
G7-086,社会実装,やや難,データドリフトの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,モデルのファイルが別フォルダに移動すること,運用中に入力データの分布が学習時から変化すること,著作権者が変わること,GPUのクロックが上がること,B,データ分布が変わると、学習時の性能が維持できない可能性がある。,未
G7-087,社会実装,やや難,コンセプトドリフトの説明として最も適切なものはどれか。,入力データの保存場所が変わること,文書のフォントが変わること,入力と正解の関係そのものが時間とともに変化すること,モデルカードの様式が変わること,C,コンセプトドリフトは予測対象の意味関係が変わるため、再学習などが必要になる。,未
G7-088,セキュリティ,やや難,プロンプトインジェクションの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,画像に塗料を注入する処理,学習率を急に上げる最適化手法,著作権者に通知を送る制度,悪意ある指示を入力や外部文書に混ぜ、モデルの振る舞いを乗っ取ろうとする攻撃,D,LLM利用では、ユーザー入力やRAG文書に含まれる指示の扱いに注意が必要。,未
G7-089,セキュリティ,やや難,データポイズニングの説明として最も適切なものはどれか。,学習データに悪意あるデータを混入し、モデルを誤動作させる攻撃,推論時にGPUを冷却する処理,出力文を丁寧語にする技法,著作物を引用する方式,A,データポイズニングは学習段階を狙う攻撃で、データ品質管理が重要。,未
