id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R39-011,Rebuild_Set39,横断複合・重複回避十八段目,case,合成データの注意,データ生成,分析,case,mid,high,個人情報を含む学習データの代わりに合成データを使う計画がある。注意点として最も適切なのはどれか。,合成データでも元データの特徴や個人情報が漏れる可能性を評価する,合成データなら品質確認もプライバシー確認も不要である,合成データは常に現実データより公平である,合成データを使えばモデル評価は不要になる,A,合成データは有用だが、再識別リスク、分布の歪み、品質を確認する必要がある。,,Bは合成データなら品質確認もプライバシー確認も不要であるを述べているが、この設問の条件では主因または最優先対応ではない。,Cは合成データは常に現実データより公平であるを述べているが、この設問の条件では主因または最優先対応ではない。,Dは合成データを使えばモデル評価は不要になるを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,合成データ;再識別リスク;プライバシー;データ品質,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-012,Rebuild_Set39,横断複合・重複回避十八段目,case,A/Bテストの落とし穴,AI社会実装,分析,case,low,medium,推薦AIのA/Bテストで売上は上がったが、特定カテゴリだけ表示機会が極端に減った。追加で見るべき観点はどれか。,売上以外に多様性、公平性、長期的影響を確認する,売上が上がれば他の指標は一切不要である,カテゴリをすべて削除して評価する,A/Bテストでは副作用を見てはいけない,A,単一KPIだけでは副作用を見落とす。推薦では多様性や偏りも重要。,,Bは売上が上がれば他の指標は一切不要であるを述べているが、この設問の条件では主因または最優先対応ではない。,Cはカテゴリをすべて削除して評価するを述べているが、この設問の条件では主因または最優先対応ではない。,DはA/Bテストでは副作用を見てはいけないを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,A/Bテスト;推薦;多様性;副作用,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-013,Rebuild_Set39,横断複合・重複回避十八段目,case,時系列リーク,モデル評価,分析,case,low,high,翌月解約予測で、解約後に記録される「解約手続き完了日」を特徴量に入れて高精度になった。問題はどれか。,未来情報が混入したデータリーケージである,強化学習の探索不足である,クラスタリングの初期値問題である,CNNの畳み込み幅が狭い問題である,A,予測時点で利用できない未来情報を使うと、評価性能が不自然に高くなる。,,Bは強化学習の探索不足であるを述べているが、この設問の条件では主因または最優先対応ではない。,Cはクラスタリングの初期値問題であるを述べているが、この設問の条件では主因または最優先対応ではない。,DはCNNの畳み込み幅が狭い問題であるを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,データリーケージ;未来情報;解約予測;時系列分割,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-014,Rebuild_Set39,横断複合・重複回避十八段目,case,RAGの権限継承,生成AI運用,応用,case,high,high,社内RAGで、利用者が本来見られない人事文書を回答に含める事故が起きた。最も重要な対策はどれか。,生成モデルを大型化する,検索段階で利用者権限を継承し、参照可能文書だけを取得する,回答文の語尾を丁寧にする,FAQ文書をすべて同じフォルダに置く,B,RAGでは生成前の検索でアクセス権限を反映しないと、権限外情報が回答に混入する。,Aは生成モデルを大型化するを述べているが、この設問の条件では主因または最優先対応ではない。,,Cは回答文の語尾を丁寧にするを述べているが、この設問の条件では主因または最優先対応ではない。,DはFAQ文書をすべて同じフォルダに置くを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,RAG;権限継承;アクセス制御;情報漏えい,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-015,Rebuild_Set39,横断複合・重複回避十八段目,compare,精度と校正,モデル評価,分析,compare,low,high,二つの分類モデルの正解率は同じだが、一方は予測確率0.9でも実際の正解率が0.6程度だった。確認すべき概念はどれか。,FLOPS,確率校正,チャンクサイズ,エポック数,B,予測確率が実際の確率と対応しているかは校正の問題。正解率だけでは分からない。,AはFLOPSを述べているが、この設問の条件では主因または最優先対応ではない。,,Cはチャンクサイズを述べているが、この設問の条件では主因または最優先対応ではない。,Dはエポック数を述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,確率校正;信頼度;分類モデル;予測確率,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-016,Rebuild_Set39,横断複合・重複回避十八段目,case,モデル更新の切り戻し,MLOps,応用,case,mid,medium,新モデルを本番投入後、特定地域だけエラー率が上がった。運用上まず重要なのはどれか。,全ログを削除する,旧モデルへ切り戻せるリリース手順と地域別監視を用意する,モデル名を変更して継続する,評価指標を見ないようにする,B,本番運用ではロールバック、段階的リリース、セグメント別監視が必要。,Aは全ログを削除するを述べているが、この設問の条件では主因または最優先対応ではない。,,Cはモデル名を変更して継続するを述べているが、この設問の条件では主因または最優先対応ではない。,Dは評価指標を見ないようにするを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,ロールバック;段階的リリース;MLOps;地域別監視,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-017,Rebuild_Set39,横断複合・重複回避十八段目,case,説明可能性と利用者説明,XAI,応用,case,mid,high,医療画像AIの判断を医師が確認する。説明可能性の使い方として最も適切なのはどれか。,説明ヒートマップだけで診断を確定する,注目領域を参考情報として示し、医師の判断と合わせて確認する,説明があれば検証データは不要である,説明可能性は患者安全と無関係である,B,XAIは判断補助であり、説明だけで正解を保証しない。医師の判断や検証と組み合わせる。,Aは説明ヒートマップだけで診断を確定するを述べているが、この設問の条件では主因または最優先対応ではない。,,Cは説明があれば検証データは不要であるを述べているが、この設問の条件では主因または最優先対応ではない。,Dは説明可能性は患者安全と無関係であるを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,XAI;Grad-CAM;医療AI;人間確認,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-018,Rebuild_Set39,横断複合・重複回避十八段目,case,外部API利用,AIシステム設計,応用,case,high,high,外部LLM APIに顧客情報を送る設計を検討している。最初に確認すべき事項はどれか。,APIのロゴの色,送信データ、利用規約、保存・学習利用、越境移転、契約条件,モデル名の語感,出力文字数の美しさ,B,外部API利用では、送信データの扱い、保存、学習利用、契約、法務・セキュリティ確認が重要。,AはAPIのロゴの色を述べているが、この設問の条件では主因または最優先対応ではない。,,Cはモデル名の語感を述べているが、この設問の条件では主因または最優先対応ではない。,Dは出力文字数の美しさを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,外部API;LLM;利用規約;顧客情報,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-019,Rebuild_Set39,横断複合・重複回避十八段目,case,基盤モデルの適用範囲,基盤モデル,理解,case,high,medium,基盤モデルを業務に使う際、「多目的に使える」ことから直ちに言えることはどれか。,どの業務でも追加検証なしに使える,多様なタスクに転用できる可能性はあるが、用途ごとの評価が必要である,個人情報保護の検討は不要になる,ハルシネーションは原理的に起きない,B,基盤モデルは汎用性が高いが、用途ごとの性能・安全性・法務確認が必要。,Aはどの業務でも追加検証なしに使えるを述べているが、この設問の条件では主因または最優先対応ではない。,,Cは個人情報保護の検討は不要になるを述べているが、この設問の条件では主因または最優先対応ではない。,Dはハルシネーションは原理的に起きないを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,基盤モデル;用途別評価;汎用性;安全性,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-020,Rebuild_Set39,横断複合・重複回避十八段目,case,異常検知の評価,モデル評価,分析,case,low,high,工場の異常検知で、異常データが非常に少ない。正解率99%をそのまま信用しにくい理由はどれか。,異常検知ではデータを使わないから,正常が大半なら全て正常と予測しても高い正解率になりうるから,正解率は回帰専用指標だから,異常データが少ないほど必ず検出性能が高いから,B,不均衡データでは正解率が高くても異常を見逃している可能性がある。再現率などを見る。,Aは異常検知ではデータを使わないからを述べているが、この設問の条件では主因または最優先対応ではない。,,Cは正解率は回帰専用指標だからを述べているが、この設問の条件では主因または最優先対応ではない。,Dは異常データが少ないほど必ず検出性能が高いからを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,異常検知;不均衡データ;正解率;再現率,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-021,Rebuild_Set39,横断複合・重複回避十八段目,case,チャットボットの責任分界,AIガバナンス,応用,case,mid,high,顧客向けAIチャットボットが誤った契約条件を案内した。設計上必要な仕組みとして最も適切なのはどれか。,AIにすべての法的責任を移す,重要事項では公式文書への誘導、人間確認、免責ではなく誤案内防止の運用を置く,会話履歴を残さない,回答を断定調にすれば信頼性が上がる,B,重要事項はAI単独で断定させず、公式根拠、人間エスカレーション、ログ、更新管理が必要。,AはAIにすべての法的責任を移すを述べているが、この設問の条件では主因または最優先対応ではない。,,Cは会話履歴を残さないを述べているが、この設問の条件では主因または最優先対応ではない。,Dは回答を断定調にすれば信頼性が上がるを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,チャットボット;責任分界;人間確認;公式根拠,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-022,Rebuild_Set39,横断複合・重複回避十八段目,case,特徴量ストア,MLOps,理解,case,mid,medium,学習時と推論時で特徴量の計算ロジックがずれ、性能が落ちた。対策として関連が深いものはどれか。,GAN,特徴量ストアや共通パイプライン,プーリング層,ミニマックス法,B,特徴量ストアは学習・推論で一貫した特徴量を使うための管理に役立つ。,AはGANを述べているが、この設問の条件では主因または最優先対応ではない。,,Cはプーリング層を述べているが、この設問の条件では主因または最優先対応ではない。,Dはミニマックス法を述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,特徴量ストア;学習推論不一致;MLOps;特徴量管理,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-023,Rebuild_Set39,横断複合・重複回避十八段目,case,RAG評価の分解,生成AI評価,分析,case,high,high,RAGの回答が不正確だった。改善のため、検索と生成のどちらに問題があるか切り分けたい。適切な評価はどれか。,出力の文字数だけを見る,検索された文書の適合性と、根拠に基づく回答忠実性を別々に見る,GPU温度だけを見る,利用者の年齢だけを見る,B,RAG評価では検索品質と生成品質を分けると、改善対象が分かりやすい。,Aは出力の文字数だけを見るを述べているが、この設問の条件では主因または最優先対応ではない。,,CはGPU温度だけを見るを述べているが、この設問の条件では主因または最優先対応ではない。,Dは利用者の年齢だけを見るを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,RAG評価;検索品質;忠実性;根拠性,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-024,Rebuild_Set39,横断複合・重複回避十八段目,case,プライバシー攻撃,AIセキュリティ,理解,case,high,medium,学習済みモデルが、特定個人のデータが学習に含まれていたか推測されるリスクに関連する攻撃はどれか。,αβ法,メンバーシップ推論攻撃,k-means,ソフトマックス回帰,B,メンバーシップ推論は、あるデータが学習に使われたかを推測する攻撃。,Aはαβ法を述べているが、この設問の条件では主因または最優先対応ではない。,,Cはk-meansを述べているが、この設問の条件では主因または最優先対応ではない。,Dはソフトマックス回帰を述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,メンバーシップ推論攻撃;プライバシー;学習データ;AIセキュリティ,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-025,Rebuild_Set39,横断複合・重複回避十八段目,case,オンライン学習の監視,モデル運用,応用,case,mid,high,オンライン学習で新しいデータを継続反映する。安全上特に必要な観点はどれか。,更新を誰も確認できないようにする,汚染データや偏ったフィードバックでモデルが劣化しないよう監視・停止条件を設ける,古いモデルを即時削除する,評価指標を固定せず毎日変える,B,オンライン学習は最新データを反映できる一方、データ汚染やフィードバックループに注意が必要。,Aは更新を誰も確認できないようにするを述べているが、この設問の条件では主因または最優先対応ではない。,,Cは古いモデルを即時削除するを述べているが、この設問の条件では主因または最優先対応ではない。,Dは評価指標を固定せず毎日変えるを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,オンライン学習;データ汚染;停止条件;フィードバックループ,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-026,Rebuild_Set39,横断複合・重複回避十八段目,case,データシート,データガバナンス,理解,case,mid,medium,データセットの収集方法、対象範囲、偏り、利用上の注意を共有したい。適切な文書はどれか。,モデルの重みファイルだけ,データシートやデータセットカード,GPUの請求書,乱数シードだけ,B,データシートはデータセットの来歴、構成、偏り、用途制限などを記録する資料。,Aはモデルの重みファイルだけを述べているが、この設問の条件では主因または最優先対応ではない。,,CはGPUの請求書を述べているが、この設問の条件では主因または最優先対応ではない。,Dは乱数シードだけを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,データシート;データセットカード;データ来歴;バイアス,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-027,Rebuild_Set39,横断複合・重複回避十八段目,case,プロンプトインジェクション対策,LLM安全性,応用,case,high,high,外部WebページをRAGで読み込むと、ページ内の「前の指示を無視せよ」という文に従う危険がある。対策として最も適切なのはどれか。,モデルの出力を必ず英語にする,Webページを長くする,外部文書を命令ではなくデータとして扱い、システム指示と権限を分離する,検索件数を0件に固定する,C,外部文書内の命令に従うとプロンプトインジェクションになる。命令階層とデータ扱いを分離する。,Aはモデルの出力を必ず英語にするを述べているが、この設問の条件では主因または最優先対応ではない。,BはWebページを長くするを述べているが、この設問の条件では主因または最優先対応ではない。,,Dは検索件数を0件に固定するを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,プロンプトインジェクション;RAG安全性;命令階層;外部文書,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-028,Rebuild_Set39,横断複合・重複回避十八段目,case,コンセプトドリフト,モデル監視,分析,case,mid,medium,季節や顧客行動の変化で、入力と目的変数の関係が変わりモデル性能が低下した。この現象に最も近いのはどれか。,過学習だけ,量子化誤差だけ,コンセプトドリフト,データベース正規化,C,コンセプトドリフトは、時間とともにデータと正解の関係が変化すること。,Aは過学習だけを述べているが、この設問の条件では主因または最優先対応ではない。,Bは量子化誤差だけを述べているが、この設問の条件では主因または最優先対応ではない。,,Dはデータベース正規化を述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,コンセプトドリフト;モデル監視;性能劣化;時系列,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-029,Rebuild_Set39,横断複合・重複回避十八段目,case,著作物と生成AI利用,法律倫理,応用,case,high,high,生成AIで作った広告画像を商用利用する前に確認すべき事項として最も適切なのはどれか。,画像サイズだけ,プロンプトの文字数だけ,権利侵害リスク、利用規約、類似性、商用利用条件,乱数シードの偶奇だけ,C,商用利用では著作権・商標・肖像・利用規約などの確認が必要。,Aは画像サイズだけを述べているが、この設問の条件では主因または最優先対応ではない。,Bはプロンプトの文字数だけを述べているが、この設問の条件では主因または最優先対応ではない。,,Dは乱数シードの偶奇だけを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,生成AI;著作権;商用利用;利用規約,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-030,Rebuild_Set39,横断複合・重複回避十八段目,case,フェイルセーフ,AI安全性,応用,case,mid,medium,AIが異常な入力を受けたとき、危険な動作を続けず安全側に倒す設計を何という観点で説明できるか。,正則化,カーネルトリック,フェイルセーフ,事前学習,C,フェイルセーフは故障・異常時に安全な状態へ移行する考え方。,Aは正則化を述べているが、この設問の条件では主因または最優先対応ではない。,Bはカーネルトリックを述べているが、この設問の条件では主因または最優先対応ではない。,,Dは事前学習を述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,フェイルセーフ;安全設計;異常入力;AI安全性,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
