id,分野,難易度,問題,A,B,C,D,正解,解説,出題済み
G9-014,機械学習,標準,標準化について、G9確認として最も正しい説明はどれか。,画像を必ず白黒にする処理,平均0・分散1など、特徴量の尺度をそろえる処理,正解ラベルを削除する処理,AI倫理原則を法律に変える処理,B,尺度の違う特徴量を扱いやすくする前処理。,未
G9-015,機械学習,標準,正規化の説明として最も近いものはどれか。,重みを完全に0に固定する処理,すべてのデータを文字列に変換する処理,値の範囲を0から1など一定範囲にそろえる処理,学習を禁止する契約処理,C,正規化は特徴量スケールをそろえる代表的処理。,未
G9-016,評価指標,標準,混同行列でTPが表すものはどれが最も適切か。,実際に負で、モデルが正と予測した件数,実際に正で、モデルが負と予測した件数,実際に負で、モデルも負と予測した件数,実際に正で、モデルも正と予測した件数,D,TPはTrue Positive、正例を正しく正と判定した数。,未
G9-017,評価指標,標準,偽陽性（FP）について、G9確認として最も正しい説明はどれか。,本当は負例なのに正例と予測すること,本当は正例なのに負例と予測すること,正例を正しく正例と予測すること,負例を正しく負例と予測すること,A,FPはFalse Positive、誤って陽性とすること。,未
G9-018,評価指標,標準,偽陰性（FN）について、G9確認として最も正しい説明はどれか。,本当は負例なのに正例と予測すること,本当は正例なのに負例と予測すること,正例を正しく正例と予測すること,負例を正しく負例と予測すること,B,FNはFalse Negative、見逃しに相当する。,未
G9-019,評価指標,標準,適合率が特に重視する観点として、試験で最も選ぶべきものはどれか。,実際の正例をどれだけ拾えたか,すべての予測が何秒で終わるか,正と予測したものの中にどれだけ本当の正が含まれるか,学習データの件数が何件か,C,適合率は「予測した正の正しさ」を見る。,未
G9-020,評価指標,標準,再現率が特に重視する観点として、試験で最も選ぶべきものはどれか。,正と予測したものがどれだけ正しいか,モデルのファイルサイズがどれだけ小さいか,生成文がどれだけ長いか,実際の正例をどれだけ取りこぼさず拾えたか,D,再現率は「実際の正例を拾えた割合」を見る。,未
G9-021,評価指標,やや難,ROC曲線について、G9確認として最も正しい説明はどれか。,閾値を変えたときの真陽性率と偽陽性率の関係を見る曲線,損失関数を必ず直線にする手法,文章の語順だけを可視化する図,GPU使用率を時間で示すだけのグラフ,A,ROC曲線は分類器の閾値と性能の関係を評価する。,未
G9-022,評価指標,やや難,AUCについて、G9確認として最も正しい説明はどれか。,画像を圧縮する符号化方式,ROC曲線の下側面積で、分類性能の比較に用いられる指標,生成AIの利用規約の略称,損失を必ず0にする学習率,B,AUCはROC曲線下面積で、1に近いほど分離性能が高い。,未
G9-023,深層学習,標準,活性化関数の役割として最も適切なものはどれが最も適切か。,著作権侵害を自動で免責する,学習データを必ず匿名化する,ニューラルネットワークに非線形性を導入する,GPUを起動する電源スイッチ,C,活性化関数により複雑な関数を表現しやすくなる。,未
G9-024,深層学習,標準,ReLU関数の特徴として、試験で最も選ぶべきものはどれか。,すべての入力を必ず1に変換する,確率分布を合計2にする,文章を単語に分割する,入力が正ならそのまま、負なら0を出力する,D,ReLUは代表的な活性化関数。,未
G9-025,深層学習,やや難,勾配消失問題について、G9確認として最も正しい説明はどれか。,深いネットワークで誤差の勾配が小さくなり、前の層が学習しにくくなる,学習データが物理的に消える問題,出力層のクラス数が0になる問題,著作権表示が消える問題,A,勾配消失は深層学習の学習困難の代表例。,未
G9-026,深層学習,標準,ドロップアウトについて、G9確認として最も正しい説明はどれか。,重要データを削除して精度を下げる手法,学習時に一部のユニットを無効化して過学習を抑える手法,出力をすべて0にする推論手法,個人情報を外部提供する手法,B,ドロップアウトは正則化の一種。,未
G9-027,深層学習,標準,バッチ正規化の目的として最も適切なものはどれが最も適切か。,すべてのデータを一件ずつ手作業で分類する,出力結果を法律文に変換する,各層の入力分布を整え、学習を安定させやすくする,モデルを必ず説明可能にする,C,バッチ正規化は学習安定化に使われる。,未
G9-028,深層学習,標準,誤差逆伝播法について、G9確認として最も正しい説明はどれか。,正解ラベルを人間が逆順に並べる方法,検索結果を新しい順に並べる方法,文章を後ろから読む自然言語処理,出力の誤差を後ろから前へ伝えて各重みの更新量を計算する方法,D,バックプロパゲーションはニューラルネットワーク学習の基本。,未
G9-029,深層学習,標準,エポックについて、G9確認として最も正しい説明はどれか。,学習データ全体を1回学習に使う単位,1つのニューロンの重みの数,モデルの著作権保護期間,推論時の回答文字数の上限,A,エポックは全学習データを何周したかを表す。,未
G9-030,深層学習,標準,ミニバッチ学習について、G9確認として最も正しい説明はどれか。,必ず1件だけで最後まで学習する方法,データを小さなまとまりに分けて重みを更新する学習方法,全データを一度も使わない方法,正解ラベルを小さく表示する方法,B,ミニバッチは効率と安定性のバランスを取る。,未
G9-031,CNN,標準,畳み込み層の役割として最も適切なものはどれが最も適切か。,文章を必ず英語に翻訳する,報酬を最大化する行動を選ぶ,局所的なパターンをフィルタで抽出する,個人情報を仮名加工する,C,CNNの畳み込み層は画像などの局所特徴抽出に強い。,未
G9-032,CNN,標準,プーリング層について、G9確認として最も正しい説明はどれか。,重みをランダムに初期化するだけ,トークンを文書に戻す処理,契約書から個人名を削除する制度,特徴マップを縮小し、位置ずれへの頑健性を高めることがある,D,プーリングは特徴量の圧縮や頑健性に関係する。,未
G9-033,CNN,やや難,ストライドについて、G9確認として最も正しい説明はどれか。,フィルタを入力上で何マスずつ動かすかを表す値,活性化関数の出力を必ず0にする値,正解ラベルの信頼度を人間が決める値,LLMの温度を固定する値,A,ストライドは畳み込み演算時の移動幅。,未
G9-034,CNN,やや難,パディングについて、G9確認として最も正しい説明はどれか。,データをすべて削除する処理,入力の周囲に値を追加し、出力サイズなどを調整する処理,モデルに契約条項を追加する処理,推論結果を人間が承認する処理,B,パディングは畳み込みで端の情報やサイズ調整に関係する。,未
G9-035,RNN,標準,RNNが扱いやすいデータとして最も適切なものはどれが最も適切か。,完全に順序のない表データだけ,画像の縦横サイズだけ,時系列データや系列データ,法律の条番号だけ,C,RNNは系列情報を扱うニューラルネットワーク。,未
G9-036,RNN,やや難,LSTMが導入された主な背景として最も適切なものはどれが最も適切か。,画像の解像度だけを上げるため,個人情報を削除するため,検索結果を引用形式にするため,長期依存関係を扱いやすくするため,D,LSTMはRNNの長期依存・勾配問題に対応する構造。,未
G9-037,NLP,標準,形態素解析について、G9確認として最も正しい説明はどれか。,文を意味を持つ最小単位に分割し品詞などを解析する,画像の輪郭だけを抽出する,報酬関数を設計する,モデルの重みを量子化する,A,日本語NLPで重要な前処理。,未
G9-038,NLP,標準,分かち書きについて、G9確認として最も正しい説明はどれか。,画像をRGBに分けること,日本語文などを単語単位に区切って表記すること,学習データを法律上の主体ごとに分けること,モデルを複数GPUに分けること,B,単語境界が明示されない日本語で重要。,未
G9-039,NLP,標準,Bag-of-Wordsについて、G9確認として最も正しい説明はどれか。,単語の語順を完全に保持する翻訳モデル,画像の局所特徴を抽出するCNN層,単語の出現回数などで文書を表す方法,人間の価値観を報酬に変換する手法,C,BoWは語順を捨てて単語出現に注目する。,未
G9-040,NLP,標準,TF-IDFについて、G9確認として最も正しい説明はどれか。,すべての単語を同じ重みにする手法,画像生成の拡散過程,個人情報保護法の例外規定,文書内で多く、他文書では少ない語を重く評価する手法,D,TF-IDFは文書特徴量として使われる。,未
G9-041,NLP,標準,Word2Vecについて、G9確認として最も正しい説明はどれか。,単語を意味的な関係を反映したベクトルとして表現する手法,画像をピクセル単位で二値化する手法,AI契約書を自動締結する制度,出力文を必ず短くする設定,A,Word2Vecは単語分散表現の代表例。,未
G9-042,Transformer,標準,TransformerがRNNと比べて得意とされる点として最も適切なものはどれが最も適切か。,必ず少量データだけで高精度になる,Self-Attentionにより系列内の関係を並列的に扱いやすい,個人情報を完全に消去できる,著作権侵害を常に回避できる,B,TransformerはAttentionを核とし並列化しやすい。,未
G9-043,Transformer,標準,Self-Attentionについて、G9確認として最も正しい説明はどれか。,教師データを自分で作る制度,すべての単語を同じ重みで平均するだけの処理,同じ系列内の各要素が互いにどれだけ関連するかを重み付けする仕組み,画像の明度だけを変える処理,C,Self-Attentionは系列内の関係把握に使われる。,未
G9-044,Transformer,やや難,位置エンコーディングが必要な理由として、G9確認で最も正しいものはどれか。,GPUに物理的な位置を知らせるため,個人情報の所在国を記録するため,出力の文字数をランダム化するため,Attentionだけでは語順情報を直接持ちにくいため、位置情報を加える,D,Transformerでは順序情報を補う仕組みが必要。,未
G9-045,Transformer,標準,BERTの特徴として、試験で最も選ぶべきものはどれか。,文脈を双方向に考慮するエンコーダ型モデルとして知られる,次トークン生成だけに特化したデコーダ型モデル,画像分類専用の畳み込み層,強化学習の報酬関数,A,BERTは双方向文脈理解に強い。,未
G9-046,Transformer,標準,GPT系モデルの特徴として、試験で最も選ぶべきものはどれか。,エンコーダだけで画像圧縮するモデル,次のトークンを予測するデコーダ型モデルとして発展した,個人情報を匿名化する法律名,勾配を使わない決定木モデル,B,GPTは生成に強いデコーダ型モデル。,未
G9-047,生成AI,標準,基盤モデルについて、G9確認として最も正しい説明はどれか。,特定企業の勤怠管理だけを行う固定ルール,少数の表計算関数だけからなるモデル,大規模データで事前学習され、多様なタスクに応用できるモデル,人間がすべての回答を手書き登録するシステム,C,基盤モデルは多用途に転用される大規模モデル。,未
G9-048,生成AI,標準,LLMの「トークン」に関する説明として、G9確認で最も正しいものはどれか。,必ず日本語の一文全体を表す,個人認証用の物理カードだけを意味する,GPUの演算コアの別名,モデルが処理する文字列の単位で、単語や文字の一部になることがある,D,LLMは入力・出力をトークン単位で扱う。,未
G9-049,生成AI,標準,コンテキストウィンドウについて、G9確認として最も正しい説明はどれか。,モデルが一度に参照できる入力・出力の範囲,学習データの著作権保護期間,GPUケースの窓部分,AI倫理委員会の議事録,A,長い文脈を扱う際に重要な制約。,未
G9-050,生成AI,標準,温度パラメータを高くした場合に起こりやすいことはどれが最も適切か。,常に正確性が100%になる,出力のランダム性が増し、多様な回答になりやすい,モデルのパラメータ数が物理的に増える,個人情報が自動で匿名化される,B,温度は生成の多様性に関係する。,未
G9-051,生成AI,やや難,Top-pサンプリングについて、G9確認として最も正しい説明はどれか。,上位p個のGPUを選ぶ方法,p件の個人情報を削除する制度,累積確率が一定値に達する候補集合から次トークンを選ぶ方法,損失がp以下になるまで法律上免責される方法,C,Top-pは確率質量に基づくサンプリング。,未
G9-052,生成AI,標準,プロンプトエンジニアリングについて、G9確認として最も正しい説明はどれか。,モデルの重みを必ず再学習すること,GPUを交換すること,個人情報保護委員会へ届け出ること,モデルに望ましい出力をさせるため入力指示を工夫すること,D,プロンプトは生成AI利用時の重要な入力設計。,未
G9-053,生成AI,やや難,ゼロショットプロンプティングについて、G9確認として最も正しい説明はどれか。,例示なしでタスクを指示し回答させる方法,大量の例をすべて重みに追加する方法,報酬モデルだけで画像分類する方法,データを0件にして学習する方法,A,ゼロショットは例なしでの指示。,未
G9-054,生成AI,やや難,Few-shotプロンプティングについて、G9確認として最も正しい説明はどれか。,学習率を少数に制限する正則化,少数の入出力例をプロンプトに含めて回答させる方法,GPUを数台に増やすだけの運用,個人情報を少数だけ保存する制度,B,Few-shotは少数例を示して出力形式や解き方を誘導する。,未
G9-055,生成AI,やや難,Chain-of-Thoughtに関するG検定対策上の理解として、G9確認で最も正しいものはどれか。,著作権を自動的に消滅させる制度,画像を連続フレームに分割するだけの処理,段階的な推論を促すことで複雑な問題の性能向上が期待される手法,モデルを必ず小型化する圧縮手法,C,CoTは推論過程を段階化するプロンプト技法として知られる。,未
G9-056,生成AI,標準,ハルシネーションについて、G9確認として最も正しい説明はどれか。,モデルが必ず正しい引用だけを出す性質,画像の色を鮮やかにする処理,学習データから個人名を削除する制度,事実と異なる内容をもっともらしく生成する現象,D,生成AIではもっともらしい誤情報に注意が必要。,未
G9-057,RAG,標準,RAGの基本的な目的として最も適切なものはどれが最も適切か。,外部知識を検索して生成に利用し、回答の根拠性や最新性を補う,モデルの全重みを毎回ゼロから学習する,画像の解像度を上げる,個人情報を自由に公開する,A,RAGは検索拡張生成。検索と生成を組み合わせる。,未
G9-058,RAG,標準,RAGにおけるリトリーバの役割として最も適切なものはどれが最も適切か。,最終回答を自然文で生成するだけ,質問に関連する文書やチャンクを検索する,GPUの温度を下げる,著作権契約を締結する,B,リトリーバは関連情報の検索を担う。,未
G9-059,RAG,標準,RAGにおけるジェネレータの役割として最も適切なものはどれが最も適切か。,文書を保管する倉庫だけを指す,個人情報を必ず削除する法律,検索された情報を踏まえて回答文を生成する,検索インデックスの物理ディスク,C,ジェネレータはLLMなどが回答を生成する部分。,未
G9-060,RAG,やや難,チャンク設計で注意すべきこととして最も適切なものはどれが最も適切か。,小さいほど常に完全な回答になる,大きいほど常に検索が速くなる,著作権法上の保護が必ず消える,大きすぎても小さすぎても検索精度や文脈保持に影響する,D,チャンクサイズはRAG品質に影響する。,未
G9-061,RAG,やや難,リランキングの目的として最も適切なものはどれが最も適切か。,検索候補を再評価し、より関連度の高い順に並べ直す,生成文をすべて英語に翻訳する,モデルの層数を減らす,個人情報を国外移転する,A,リランキングは検索結果の精度向上に使われる。,未
G9-062,Embedding,標準,Embeddingについて、G9確認として最も正しい説明はどれか。,モデルを物理的に箱に埋め込むこと,単語や文などを意味を反映した数値ベクトルに変換すること,画像を紙に印刷すること,個人情報を契約書へ添付すること,B,Embeddingは意味的類似度検索などで使われる。,未
G9-063,Embedding,標準,ベクトル検索について、G9確認として最も正しい説明はどれか。,完全一致した文字列だけを探す方法,GPUのベクトル演算を禁止する方法,意味的に近いベクトルを探す検索方法,法律条文を番号順に読む方法,C,ベクトル検索はRAGでも重要。,未
G9-064,Embedding,標準,コサイン類似度について、G9確認として最も正しい説明はどれか。,画像の明るさだけを測る指標,モデルの著作権保護期間,学習率の別名,ベクトル同士の向きの近さを測る指標,D,コサイン類似度は意味ベクトルの類似度評価に使われる。,未
G9-065,ファインチューニング,標準,ファインチューニングについて、G9確認として最も正しい説明はどれか。,事前学習済みモデルを特定タスクやデータに合わせて追加学習すること,検索だけで外部文書を参照すること,入力指示だけを工夫し重みを変えないこと,個人情報を匿名加工すること,A,ファインチューニングではモデル重みが更新される。,未
G9-066,ファインチューニング,やや難,LoRAについて、G9確認として最も正しい説明はどれか。,検索文書をチャンク化する手法,大規模モデルの一部に低ランク行列を追加し効率的に調整する手法,文章を形態素に分割する辞書,AI倫理原則の国際条約,B,LoRAはPEFTの代表的手法。,未
G9-067,ファインチューニング,やや難,PEFTについて、G9確認として最も正しい説明はどれか。,全データを削除して学習する方法,モデルの説明可能性だけを評価する法律,全パラメータを更新せず一部の追加パラメータなどで効率的に調整する考え方,画像分類専用の損失関数,C,PEFTはParameter-Efficient Fine-Tuning。,未
G9-068,生成AI,やや難,RLHFについて、G9確認として最も正しい説明はどれか。,RAGで検索文書を大きくする方法,画像の畳み込み幅を固定する方法,個人情報を暗号化する法律名,人間のフィードバックを用いてモデルの出力を好ましい方向へ調整する方法,D,RLHFは人間の選好を使う調整手法。,未
G9-069,生成AI,やや難,RLAIFについて、G9確認として最も正しい説明はどれか。,AIからのフィードバックを用いて出力を調整する方法,人間だけがすべてのラベルを付ける方法,CNNのプーリング層を増やす方法,契約書を紙で保存する制度,A,RLAIFはAIフィードバックを活用する。,未
G9-070,強化学習,標準,強化学習における報酬の役割として最も適切なものはどれが最も適切か。,正解ラベル付きデータそのもの,行動の良し悪しを評価し、学習の手がかりになる信号,検索された文書の長さ,著作物の利用料だけ,B,報酬はエージェントの方策改善に使われる。,未
G9-071,強化学習,標準,強化学習におけるエージェントについて、G9確認として最も正しい説明はどれか。,正解ラベルを付けるだけの人間,学習データを保存する表計算シート,環境の中で行動を選び、報酬を受け取る主体,著作権を管理する行政機関,C,エージェントは行動選択主体。,未
G9-072,強化学習,標準,探索と活用のトレードオフについて、G9確認として最も正しい説明はどれか。,画像を拡大することと縮小することのバランス,個人情報を取得することと公開することのバランス,モデルを保存することと削除することだけ,未知の行動を試すことと、既に良いと分かる行動を選ぶことのバランス,D,強化学習では探索と活用のバランスが重要。,未
G9-073,数理統計,標準,平均値について、G9確認として最も正しい説明はどれか。,値の合計をデータ数で割った代表値,データを小さい順に並べた中央の値,最も頻繁に現れる値,ばらつきの平方根,A,平均は代表値の一つ。,未
G9-074,数理統計,標準,中央値について、G9確認として最も正しい説明はどれか。,値の合計をデータ数で割った値,データを順に並べたとき中央に位置する値,最も大きい値だけ,分散の平方根,B,中央値は外れ値の影響を平均より受けにくい。,未
G9-075,数理統計,標準,分散について、G9確認として最も正しい説明はどれか。,データの最大値だけを表す量,正解率そのもの,データが平均からどれくらいばらつくかを表す量,文章の長さの上限,C,分散はばらつきの指標。,未
G9-076,数理統計,標準,標準偏差について、G9確認として最も正しい説明はどれか。,平均値をデータ数で割った指標,正解ラベルの数だけを示す指標,GPUの温度単位,分散の平方根で、データのばらつきを元の単位で捉えやすくする指標,D,標準偏差はばらつきの基本指標。,未
G9-077,数理統計,標準,相関係数について、G9確認として最も正しい説明はどれか。,2つの変数の線形な関係の強さと向きを表す指標,一方が必ず他方の原因であることを示す指標,分類問題の正解率そのもの,著作権の保護期間,A,相関は因果を直接示すものではない点が重要。,未
G9-078,数理統計,やや難,相関と因果の関係について最も適切なものはどれが最も適切か。,相関があれば必ず因果関係がある,相関があっても因果関係があるとは限らない,因果関係は統計では一切扱えない,相関係数は常に1になる,B,疑似相関などに注意する。,未
G9-079,数理統計,標準,正規分布について、G9確認として最も正しい説明はどれか。,必ず0と1だけを取る分布,文章生成だけに使う法律用語,平均を中心に左右対称の釣鐘型をした代表的な確率分布,画像の色を表す形式,C,正規分布は統計の基礎概念。,未
G9-080,情報理論,標準,エントロピーについて、G9確認として最も正しい説明はどれか。,画像の横幅だけを表す量,学習データの件数そのもの,個人情報の保護期間,情報の不確実性や乱雑さを表す量,D,エントロピーは情報理論の基本概念。,未
G9-081,情報理論,やや難,交差エントロピー損失がよく使われる場面として最も適切なものはどれが最も適切か。,分類問題で予測確率と正解分布のずれを測る場面,画像を物理的に切り取る場面,検索結果を契約書に貼る場面,GPU温度を測る場面,A,分類タスクの損失関数として頻出。,未
G9-082,最適化,標準,勾配降下法について、G9確認として最も正しい説明はどれか。,正解ラベルをランダムに削除する方法,損失が小さくなる方向へパラメータを更新する最適化手法,文書を新しい順に並べる方法,個人情報を第三者提供する制度,B,勾配降下法は学習の基本的な最適化手法。,未
G9-083,最適化,標準,学習率が大きすぎる場合に起こりやすいことはどれが最も適切か。,必ず最短で最適解に到達する,過学習が絶対に起こらない,最適値付近を飛び越え、学習が不安定になる,モデルが法律上安全になる,C,学習率は更新幅を決める重要なハイパーパラメータ。,未
G9-084,最適化,標準,Adamについて、G9確認として最も正しい説明はどれか。,初期AI対話システムの名前,日本語の形態素解析辞書,個人情報保護法の条項,勾配の一次・二次モーメントを利用する代表的な最適化手法,D,Adamは深層学習でよく使われるオプティマイザ。,未
G9-085,モデル軽量化,標準,量子化について、G9確認として最も正しい説明はどれか。,重みや演算の数値精度を下げてモデルを軽量化・高速化する手法,モデルの層をすべて削除する手法,検索文書を増やす手法,著作権を消す手法,A,量子化は推論効率化に使われる。,未
G9-086,モデル軽量化,標準,蒸留について、G9確認として最も正しい説明はどれか。,データを水で薄める処理,大きな教師モデルの知識を小さな生徒モデルへ移す手法,著作物を要約して権利を消す方法,検索結果を上位順に並べるだけ,B,知識蒸留はモデル圧縮の代表。,未
G9-087,モデル軽量化,やや難,プルーニングについて、G9確認として最も正しい説明はどれか。,文章を品詞分解する手法,RAGでチャンクを大きくする手法,重要度の低い重みや接続を削減して軽量化する手法,個人情報を国外移転する手続,C,プルーニングは枝刈りに相当する圧縮手法。,未
G9-088,AI倫理,標準,公平性の観点で注意すべきこととして最も適切なものはどれが最も適切か。,モデルを必ず最大サイズにする,生成文を必ず長くする,GPU使用率だけを確認する,学習データや評価で特定集団に不利な偏りが生じていないか確認する,D,公平性はAI倫理の重要論点。,未
G9-089,AI倫理,標準,説明可能性が重要となる理由として、G9確認で最も正しいものはどれか。,判断根拠を理解し、利用者や関係者が納得・検証しやすくするため,モデルのパラメータ数を増やすため,生成文を必ず詩にするため,著作権保護期間を短くするため,A,XAIは信頼性や監査にも関わる。,未
G9-090,AI倫理,標準,透明性について、G9確認として最も正しい説明はどれか。,モデルを物理的に透明な箱へ入れること,AIの利用目的・仕組み・限界などを関係者が把握できるようにすること,データを無断で公開すること,正解率だけを隠すこと,B,透明性は説明責任の基盤になる。,未
G9-091,AI倫理,標準,アカウンタビリティについて、G9確認として最も正しい説明はどれか。,AIが銀行口座を持つこと,モデルが自動で法律を制定すること,AIの設計・運用・結果について説明責任を果たすこと,GPUが計算回数を増やすこと,C,AIガバナンスでは責任体制が重要。,未
G9-092,AIガバナンス,標準,人間中心のAI社会原則の方向性として最も適切なものはどれが最も適切か。,AIにすべての意思決定を無条件に委ねる,人間の関与を法律で全面禁止する,学習データの品質確認を不要にする,AIを人間の尊厳・多様性・持続可能性に資する形で活用する,D,人間中心はAI倫理・ガバナンスの基本姿勢。,未
G9-093,AIガバナンス,やや難,AIシステム導入時のリスク管理として最も適切なものはどれが最も適切か。,用途・影響範囲・失敗時被害を踏まえて評価と監視を行う,導入後は一切監視しない,精度が高ければ説明や記録は不要,個人情報をすべて学習させる,A,AIは運用後のモニタリングも重要。,未
G9-094,AIガバナンス,標準,ヒューマン・イン・ザ・ループについて、G9確認として最も正しい説明はどれか。,人間を学習データから完全に除外する仕組み,AIの判断過程や結果に人間が適切に関与する仕組み,AIが人間を物理的な輪に入れる仕組み,モデルの重みをループ状に保存する仕組み,B,高リスク用途では人間の関与が重要。,未
G9-095,法律倫理,標準,個人情報保護法における個人情報の扱いとして最も適切なものはどれが最も適切か。,企業データなら個人名があっても常に自由利用できる,AI学習目的なら本人同意などの検討は一切不要,生存する個人を識別できる情報は適切な取得・利用・管理が求められる,匿名化せず公開しても問題ない,C,個人情報は利用目的や安全管理などへの配慮が必要。,未
G9-096,法律倫理,やや難,仮名加工情報について、G9確認として最も正しい説明はどれか。,完全に誰にも復元不可能な匿名情報,著作物を要約した情報,モデルの重みを圧縮した情報,他の情報と照合しない限り特定個人を識別できないよう加工した情報,D,仮名加工情報と匿名加工情報の違いは混同注意。,未
G9-097,法律倫理,やや難,匿名加工情報について、G9確認として最も正しい説明はどれか。,特定の個人を識別できず、復元できないよう加工された情報,氏名だけを別名に変えた情報,パスワード付きExcelに保存した情報,AIが生成した架空の文章すべて,A,匿名加工情報には一定の加工基準がある。,未
G9-098,法律倫理,標準,要配慮個人情報の扱いとして最も適切なものはどれが最も適切か。,メールアドレスだけを必ず要配慮個人情報という,人種・信条・病歴など不当な差別等につながり得る情報として慎重な扱いが必要,企業名は常に要配慮個人情報である,AIモデルの重みだけを指す,B,要配慮個人情報は取得等で特に注意が必要。,未
G9-099,著作権,標準,著作権法上の著作物に関する説明として、G9確認で最も正しいものはどれか。,単なる事実やデータそのものが常に著作物になる,AIが使えば著作権は必ず消える,思想または感情を創作的に表現したものが対象となる,短い単語はすべて著作物になる,C,創作的表現が著作物性のポイント。,未
G9-100,著作権,やや難,AI学習と著作権に関してG検定対策上注意すべき理解はどれが最も適切か。,AI学習に使えば生成物は必ず自由利用できる,著作物を入力した時点で常に違法である,出力が似ていても著作権侵害は絶対に成立しない,学習利用が許容される場合でも、生成物の利用や権利侵害リスクは別途検討が必要,D,学習段階と生成・利用段階を分けて考える。,未
