id,set,phase,question_type,topic,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,story_hint,search_keywords
G3000-R10-014,Rebuild_Set10,rebuild_50,case,自動運転認識,application,case,stable,medium,自動運転車が前方の歩行者、車線、信号、周囲車両を認識する際、単一の技術だけでなく複数の認識技術を組み合わせる理由として最も適切なものはどれか。,すべてのセンサーは常に同じ誤差を出すため,天候・遮蔽・距離などで各センサーやモデルの得意不得意が異なるため,複数技術を使うと説明責任が必ず不要になるため,自動運転では機械学習は使ってはいけないため,B,実環境では天候、夜間、遮蔽、距離など条件が変わるため、複数センサーや認識技術を組み合わせる。,同じ誤差ではなく、異なる弱点を補うことが狙い。,説明責任や安全確認は依然として必要。,自動運転では機械学習が多く使われる。,正しい。条件変化に対する頑健性を高める。,複数化＝責任不要ではない。,さいはてで、ひとつの兆候だけで断定せず複数の観測を合わせる。,自動運転;センサーフュージョン;物体認識;安全性
G3000-R10-015,Rebuild_Set10,rebuild_50,term,SLAM,understanding,normal,stable,medium,掃除ロボットが未知の部屋を走行しながら、自分の位置を推定しつつ部屋の地図も作りたい。この用途に最も近い技術はどれか。,単語を品詞ごとに分解する自然言語処理,異なるユーザーの購買履歴から商品を推薦する方法,自己位置推定と地図作成を同時に行う技術,文章の続きを確率的に生成する大規模言語モデル,C,SLAMはSimultaneous Localization and Mappingで、ロボットなどが自己位置推定と地図作成を同時に行う技術である。,形態素解析の説明である。,協調フィルタリングの説明である。,正しい。位置推定と地図作成を同時に行う。,LLMの説明でありSLAMではない。,SLAMは画像分類ではなく、移動体の位置と地図の問題。,四年五組で、歩きながら町の地形と自分たちの位置を同時に知る。,SLAM;自己位置推定;地図作成;ロボティクス
G3000-R10-016,Rebuild_Set10,rebuild_50,case,ロボット制御,application,case,stable,medium,倉庫ロボットが障害物を避けながら荷物を運ぶ。AI技術の説明として最も適切なものはどれか。,著作権法30条の4だけで制御する,文章の感情分析だけで移動経路を決める,テストデータを訓練データに混ぜて衝突率を下げる,認識、経路計画、制御を組み合わせて安全に移動する,D,移動ロボットでは環境認識、自己位置推定、経路計画、制御などを組み合わせる。,法律条文だけではロボット制御はできない。,感情分析は移動制御の中心技術ではない。,データリーケージであり正しい評価にならない。,正しい。複数機能の統合が必要。,ロボットAIは単一モデル名だけで語らない。,うっけが走る方向を決めるには、見えるもの・位置・目的地を全部使う。,ロボット制御;経路計画;自己位置推定;環境認識
G3000-R10-017,Rebuild_Set10,rebuild_50,case,医療AI,application,case,stable,high,医療画像AIが病変候補を高感度に拾うが偽陽性も多い。運用上の説明として最も適切なものはどれか。,見逃しを減らすため再現率を重視する設計はあり得るが、医師確認や偽陽性対応も必要である,再現率が高ければ偽陽性は必ずゼロになる,AIが候補を出した時点で医師の判断は不要になる,医療画像ではデータ分割や外部検証を考えなくてよい,A,医療では見逃し低減のため再現率を重視することがあるが、偽陽性対応、医師確認、外部検証も重要である。,再現率は見逃しの少なさで、偽陽性ゼロを保証しない。,医療AIは支援であり、医師の確認や責任設計が重要。,医療データでは施設差などもあり、適切な検証が重要。,正しい。指標と運用を分けて考える。,再現率と適合率を混同しない。,ミチが危険な兆候を多めに拾っても、ユイが確認して判断する。,医療AI;再現率;偽陽性;医師確認;外部検証
G3000-R10-018,Rebuild_Set10,rebuild_50,term,トリアージAI,understanding,normal,stable,medium,医療や災害対応で使われる「トリアージAI」の説明として最も適切なものはどれか。,患者の氏名を匿名化せず公開するAI,緊急度や重症度の判断支援を行い、対応優先度を決める補助をするAI,画像を芸術風に変換するAI,商品の類似度だけで映画を推薦するAI,B,トリアージは緊急度や重症度に応じて対応優先度を判断することで、AIはその支援に使われうる。,個人情報の不適切公開であり、トリアージではない。,正しい。優先度判断の支援が核。,画像生成・スタイル変換であり医療優先度判断ではない。,推薦システムの説明である。,AIが最終責任を自動的に負うわけではない。,さいはてで、共鳴世界が助ける順番を決めるが、人の確認も必要。,トリアージAI;医療AI;重症度;優先度判断
G3000-R10-019,Rebuild_Set10,rebuild_50,case,医療データ,application,case,stable,high,病院Aのデータだけで高精度だった診断AIを、病院Bに導入すると性能が落ちた。原因として最も考えやすいものはどれか。,AI効果が起きたのでAIではなくなった,探索木を使っていなかった,撮影装置、患者層、運用手順などデータ分布が異なった,正解ラベルがあると汎化性能は必ず低下する,C,施設差や患者層、装置、運用の違いによりデータ分布が変わると、外部施設で性能が落ちることがある。,AI効果は普及した技術がAIと呼ばれにくくなる現象で、性能低下の説明ではない。,探索木の有無は医療画像AIの一般的な原因ではない。,正しい。分布シフトや外部妥当性の問題。,ラベルの有無だけで必ず低下するわけではない。,一施設の高精度をそのまま全施設に広げない。,ユイの会社でうまくいった文面が、別部署では通じないことがある。,医療AI;外部検証;分布シフト;施設差;汎化性能
G3000-R10-020,Rebuild_Set10,rebuild_50,term,匿名加工情報と個人情報,understanding,normal,stable,high,AI開発で個人に関するデータを扱う場合の基本姿勢として最も適切なものはどれか。,AI開発なら個人情報保護法を考えなくてよい,氏名を消せば、どんなデータも必ず自由利用できる,モデル精度が高ければ本人同意や利用目的は不要になる,利用目的、必要性、安全管理、再識別リスクなどを確認する,D,個人データ利用では、利用目的、安全管理、同意や法的根拠、再識別リスクなどを確認する必要がある。,AI開発でも個人情報保護の検討は必要。,氏名削除だけでは再識別可能な場合がある。,精度が高くても法的・倫理的配慮は不要にならない。,正しい。技術だけでなくデータガバナンスが重要。,匿名化＝何でも自由、という罠に注意。,ミチに日記を渡すとき、名前を消しても内容で分かることがある。,個人情報;匿名加工情報;再識別リスク;利用目的;安全管理
G3000-R10-021,Rebuild_Set10,rebuild_50,case,金融AI,application,case,stable,high,融資審査AIで、特定の属性を持つ人だけ不利な判定が多いことが分かった。まず確認すべき観点として最も適切なものはどれか。,学習データや特徴量、評価指標にバイアスや差別的影響がないかを検証する,判定が高速なら公平性は確認しなくてよい,AIが出した判定なので説明可能性は不要である,すべての特徴量を増やせば差別は必ず消える,A,金融など高リスク領域では、データや特徴量、モデル出力が不当な偏りを生んでいないか検証する必要がある。,高速性と公平性は別問題である。,説明可能性や監査可能性は重要。,特徴量追加が偏りを悪化させることもある。,正しい。バイアス・公平性の検証が必要。,精度や速度だけで公平性を判断しない。,さいはての未来で、透明な仕組みほど見えない偏りに気づきにくい。,金融AI;公平性;バイアス;差別的影響;説明可能性
G3000-R10-022,Rebuild_Set10,rebuild_50,term,クレジットスコアリング,understanding,normal,stable,medium,クレジットスコアリングAIの説明として最も適切なものはどれか。,画像中の信号機を検出するAI,返済履歴や属性などから信用リスクを推定するAI,文章から次の単語だけを生成するAI,ロボットの関節角度だけを制御するAI,B,クレジットスコアリングは、金融で信用リスクや返済可能性を推定する用途で使われる。,自動運転の物体検出に近い説明である。,正しい。信用リスク推定が核。,言語モデルの説明であり、信用リスク推定ではない。,ロボット制御の説明である。,金融AIは精度だけでなく公平性・説明性も問われる。,ユイの信用を一つの数字にされるなら、理由が分かることも大切。,クレジットスコアリング;金融AI;信用リスク;説明可能性
G3000-R10-023,Rebuild_Set10,rebuild_50,case,不正検知,application,case,stable,medium,クレジットカード不正検知では、不正取引が全体のごく一部であることが多い。このとき注意すべき評価の観点はどれか。,正解率だけで十分であり、適合率や再現率は不要,不正が少ないので学習データをすべて捨てる,不均衡データであるため、適合率・再現率・F値なども確認する,教師なし学習を使うと誤検知は必ずゼロになる,C,不正検知は不均衡データになりやすく、正解率だけでは見逃しや誤検知の実態が分かりにくい。,多数派を当てるだけで高正解率に見える危険がある。,データを捨てるのではなく、評価やサンプリングを工夫する。,正しい。適合率・再現率などが重要。,教師なしでも誤検知は起きうる。,不均衡データで正解率だけを見る罠。,四年五組で黒が少ないからといって、全部白と言えば高得点に見える罠。,不正検知;不均衡データ;適合率;再現率;F値
G3000-R10-024,Rebuild_Set10,rebuild_50,case,農業AI,application,case,stable,medium,農業でドローン画像から作物の病害を見つけたい。AI活用として最も自然なものはどれか。,文章生成だけで葉の病変位置を直接検出する,利用者の購買履歴から作物の病気を推定する,過去の天気を一切使わず、未来の収穫量を正解として特徴量に入れる,画像分類や物体検出、セグメンテーションで病害の有無や位置を推定する,D,作物病害の画像診断では、画像分類・物体検出・セグメンテーションなどが用途に応じて使われる。,文章生成だけでは画像上の病変検出にならない。,推薦データでは作物画像の病害検出にならない。,未来の収穫量を特徴量に入れるのはリーケージ。,正しい。画像認識系タスクを使う。,分類・検出・セグメンテーションの違いを押さえる。,葉のどこが悪いかを、ミチが写真上で示す場面。,農業AI;ドローン画像;画像分類;物体検出;セグメンテーション
G3000-R10-025,Rebuild_Set10,rebuild_50,term,スマート農業,understanding,normal,stable,low,スマート農業におけるAI活用例として最も適切なものはどれか。,センサーや画像データから生育状態や収穫時期を推定する,AIなら土壌や気象データを取得せずに必ず収量を正確に当てる,農業ではデータが少ないため機械学習は一切使えない,強化学習は農業分野では法律上禁止されている,A,スマート農業では、画像、センサー、気象、土壌などのデータを使って生育管理や収量予測にAIを活用する。,データなしに正確な予測はできない。,データ制約はあるが、一切使えないわけではない。,そのような一般的禁止ではない。,正しい。データに基づく生育・収量支援。,AIを魔法の予言装置にしない。,さいはての世界でも、水や光の状態を見て育ちを判断する。,スマート農業;生育予測;収量予測;センサーデータ
G3000-R10-026,Rebuild_Set10,rebuild_50,case,人流解析,application,case,stable,high,商業施設でカメラ映像から混雑度を推定したい。プライバシー面で特に重要な対応はどれか。,個人が特定できる顔画像を目的外に保存し続ける,目的を明確にし、必要最小限のデータ利用や匿名化・ぼかし等を検討する,混雑度推定なら個人情報の可能性は常にゼロである,精度向上のため利用者に一切知らせず無制限に再利用する,B,映像データは個人識別につながる可能性があり、目的明確化、最小限利用、匿名化や安全管理が重要である。,目的外の保存はリスクが高い。,正しい。プライバシー配慮が必要。,映像には個人情報が含まれる可能性がある。,無制限再利用は不適切。,混雑度だけを見るつもりでも、顔や行動履歴が残る罠。,ユイの通った場所を数えるだけでも、誰かが分かることがある。,人流解析;プライバシー;匿名化;映像データ;個人情報
G3000-R10-027,Rebuild_Set10,rebuild_50,term,エッジAI,understanding,normal,stable,medium,エッジAIの利点として最も適切なものはどれか。,すべての学習データを必ず中央サーバーに送る点,モデルの説明可能性を必ずゼロにする点,端末側で推論することで遅延低減や通信量削減、プライバシー面の利点が期待できる点,法律や倫理の検討が不要になる点,C,エッジAIは端末や現場デバイス側で推論を行い、低遅延、通信量削減、プライバシー配慮に役立つ場合がある。,中央送信を減らすことが利点になりうる。,説明可能性をなくすことが目的ではない。,正しい。端末側推論の利点。,エッジでも安全性や倫理は必要。,エッジAI＝クラウド禁止ではなく、役割分担の話。,さいはてで、遠い中枢に聞く前に部屋がその場で反応する感じ。,エッジAI;端末推論;低遅延;通信量削減;プライバシー
G3000-R10-028,Rebuild_Set10,rebuild_50,case,スマートシティ,application,case,stable,high,スマートシティで交通、エネルギー、防災データをAI活用する際の注意点として最も適切なものはどれか。,都市データは公共目的なので、説明や合意形成は常に不要,AIが最適化すれば住民への影響は必ず公平になる,データを多く集めるほど利用目的の限定は不要になる,利便性だけでなくプライバシー、公平性、説明責任、住民への影響を考える,D,スマートシティでは公共性が高く、利便性だけでなくプライバシー、公平性、説明責任、合意形成が重要である。,公共目的でも説明や合意形成が重要になる。,最適化が不公平を生む場合もある。,データ量が多いほど目的や管理が重要になる。,正しい。社会実装の観点が必要。,公共目的なら何でも許される、という罠。,共鳴世界の便利さが、イオの自分で気づきたい気持ちを奪う危うさ。,スマートシティ;AIガバナンス;プライバシー;公平性;説明責任
G3000-R10-029,Rebuild_Set10,rebuild_50,case,防災AI,application,case,stable,medium,災害時の被害予測AIを自治体が使う場合、最も適切な運用上の考え方はどれか。,AI予測を参考にしつつ、不確実性や更新情報、人間の判断体制も含めて運用する,AIの予測値は常に確定した未来なので、避難判断を完全自動化する,過去災害データがあれば地域差や地形差は考えなくてよい,説明できない方が住民の混乱を必ず防げる,A,災害対応ではAI予測の不確実性、更新情報、人間の判断、説明責任を含めた運用が重要である。,災害予測には不確実性があり、完全自動化は慎重に考える必要がある。,地域差、地形、人口構成などは重要。,説明不足は信頼低下や混乱につながりうる。,正しい。予測を支援として使う。,AI予測＝未来確定ではない。,さいはてで観測できても、届かない声には不確実性が残る。,防災AI;災害予測;不確実性;自治体;説明責任
G3000-R10-030,Rebuild_Set10,rebuild_50,term,デジタルツイン,understanding,normal,stable,medium,デジタルツインの説明として最も適切なものはどれか。,AIが必ず人間の意識を持つこと,現実の設備や都市などをデータ上に再現し、シミュレーションや分析に使うこと,画像の背景だけを自動で消すこと,文章を短く要約することだけ,B,デジタルツインは現実の対象をデジタル空間に再現し、シミュレーションや監視、最適化に活用する考え方である。,強いAIや意識の話ではない。,正しい。現実対象のデジタル再現。,画像編集の一機能でありデジタルツインではない。,要約はNLPのタスクである。,双子は「現実の写し」であり、人格コピーとは限らない。,さいはての未来で、町の状態をもう一つの空間に映して見る感じ。,デジタルツイン;シミュレーション;スマートシティ;設備管理
G3000-R10-031,Rebuild_Set10,rebuild_50,case,物流最適化,application,case,stable,medium,配送ルート最適化で、交通量、時間指定、積載量、ドライバーの勤務制約を考えたい。AI・最適化の観点として最も適切なものはどれか。,画像生成AIで配送車の写真を作ればルートは自動で最適化される,正解率が高い分類器を作れば制約条件は不要になる,予測と数理最適化を組み合わせ、制約条件を満たすルートを探索する,すべての荷物をランダムに配送すれば公平性が保証される,C,物流では需要や所要時間の予測に加え、時間窓・積載量・勤務時間など制約を考える最適化が重要である。,画像生成はルート最適化の本質ではない。,分類器だけでは制約付きルート問題は解けない。,正しい。予測と制約付き最適化を組み合わせる。,ランダム配送では効率や制約を満たせない。,AI活用を分類問題だけに押し込めない。,うっけが全員を温泉に連れて行くには、道順と時間と荷物を考える。,物流最適化;ルート最適化;制約条件;数理最適化;需要予測
G3000-R10-032,Rebuild_Set10,rebuild_50,term,A/Bテスト,understanding,normal,stable,medium,AI推薦の画面変更を評価するA/Bテストの説明として最も適切なものはどれか。,過去データだけを眺め、利用者には一切出さない評価,AIが選んだ方を必ず正解として固定する評価,テストデータを訓練に混ぜて精度を上げる評価,利用者を群に分け、異なる施策の効果を比較する評価,D,A/Bテストはユーザー群を分けて異なる施策を提示し、クリック率や購入率などの差を比較する実験である。,オフライン評価だけではA/Bテストではない。,AIの選択を正解扱いするものではない。,データリーケージであり不適切。,正しい。施策比較の実験。,オフライン精度とオンライン効果を混同しない。,ユイが二つの文面を実際に出して反応を見る。,A/Bテスト;オンライン評価;推薦システム;施策比較
G3000-R10-033,Rebuild_Set10,rebuild_50,case,オンライン評価,application,case,stable,medium,推薦モデルのオフライン評価は高いが、実サービスでクリック率が下がった。考えられる理由として最も適切なものはどれか。,過去ログ上の評価指標と、実利用時の表示位置・多様性・新規性・ユーザー反応が一致しないことがある,オフライン評価が高ければオンライン評価は必ず高い,クリック率は推薦システムでは一切使えない,検索キーワードを入れると必ずクリック率は下がる,A,オフライン評価は重要だが、実サービスではUI、表示位置、多様性、探索、新規性などが影響する。,過去ログ評価と実サービス効果は一致しないことがある。,クリック率は推薦や広告で使われる代表的指標の一つ。,検索キーワードの有無だけで必ず決まるわけではない。,正しい。評価環境の違いがある。,オフライン高評価＝本番成功とは限らない。,ミチの模試答案が高得点でも、ユイの現場で役立つとは限らない。,オンライン評価;オフライン評価;推薦システム;クリック率;A/Bテスト
G3000-R10-034,Rebuild_Set10,rebuild_50,term,ドリフト検知,understanding,normal,stable,medium,モデル運用におけるデータドリフトの説明として最も適切なものはどれか。,モデルの重みが法律上の著作物になること,運用中に入力データの分布が学習時と変わること,画像の一部を別画像で置き換えること,全結合層を畳み込み層へ変えること,B,データドリフトは、運用中に入力データの分布が学習時から変化し、性能低下につながる現象である。,法的論点でありドリフトではない。,正しい。入力分布の変化。,画像編集・生成の説明である。,モデル構造変更の話でありドリフトではない。,ドリフトは「重みが勝手に漂う」ではなくデータ分布の変化。,ユイの仕事の文面が時期で変わると、昔のミチの判断がずれる。,データドリフト;モデル運用;分布変化;MLOps
G3000-R10-035,Rebuild_Set10,rebuild_50,case,モデル監視,application,case,stable,medium,本番運用中のAIモデルで、入力分布は変化しているが正解ラベルがすぐ得られない。まず監視しやすいものはどれか。,未来の正解率だけを即時に監視する,テストデータの答えを特徴量に入れる,入力特徴量の分布や欠損率、予測スコアの分布変化,モデルの名前の長さ,C,ラベル取得が遅い場合でも、入力分布、欠損率、予測スコア分布などは監視でき、ドリフト兆候を見られる。,正解ラベルがすぐないなら未来の正解率は即時に分からない。,リーケージであり不適切。,正しい。ラベルなしでも監視可能な指標がある。,名前の長さは性能監視にならない。,正解がすぐない運用でも、何も見られないわけではない。,さいはてで、声は届かなくても水面の揺れは観測できる。,モデル監視;データドリフト;予測スコア;欠損率;MLOps
G3000-R10-036,Rebuild_Set10,rebuild_50,term,ヒューマンインザループ,understanding,normal,stable,medium,ヒューマンインザループの説明として最も適切なものはどれか。,AIの判断を人間に一切見せない運用,AIが人間の感情を完全に再現すること,人間を学習データから必ず削除すること,AIの出力や学習プロセスに人間の確認・修正・判断を組み込むこと,D,ヒューマンインザループは、人間の確認や修正をAIの判断・運用・学習に組み込む考え方である。,人間を排除する運用ではない。,感情再現の話ではない。,人間データ削除の話ではない。,正しい。人間の関与を仕組みに入れる。,AI任せか人間任せかの二択ではない。,ミチが候補を出し、ユイが最後に残すか消すか決める。,ヒューマンインザループ;人間参加型AI;確認;修正;AI運用
