id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R30-011,Rebuild_Set30,横断複合・重複回避三段目,case,オープンソースライセンス,G検定横断領域,契約判断,ケース判断,中,高,OSSのモデルやライブラリを商用AIサービスに組み込む。最も先に確認すべきことはどれか。,有名なOSSなら契約確認は不要である,Pythonで動けば法的問題はない,ライセンス条件、再配布条件、商用利用可否、表示義務を確認する,モデル精度が高ければライセンスは無効になる,C,OSS利用ではライセンス遵守が必要。商用利用や再配布、表示義務が問われる。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,正しい。OSS利用ではライセンス遵守が必要。,誤り。ケースの目的・制約に対する適切な説明ではない。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,OSS;ライセンス;商用利用;再配布;AIサービス,さいはてでは、ミチの答えを根拠・権限・影響の三点で観測する。
R30-012,Rebuild_Set30,横断複合・重複回避三段目,case,ウォーターマーク,G検定横断領域,生成AI対策,ケース判断,高,中,AI生成コンテンツであることを後から識別しやすくしたい。関連が深い対策はどれか。,ミニバッチサイズの増加,k-meansの初期値変更,バッチ正規化の削除,電子透かしや来歴情報の付与,D,生成物の識別にはウォーターマークやコンテンツ来歴管理が検討される。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,正しい。生成物の識別にはウォーターマークやコンテンツ来歴管理が検討される。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,ウォーターマーク;生成AI;コンテンツ来歴;AI生成物,四年五組では、センセイが「同じ言葉でも、場面が変われば答えも変わる」と止める。
R30-013,Rebuild_Set30,横断複合・重複回避三段目,case,ディープフェイク,G検定横断領域,社会リスク,ケース判断,高,高,人物の映像や音声を本物らしく合成し、なりすましに使われるリスクがある。関連する問題はどれか。,ディープフェイクによる偽情報・なりすまし,k分割交差検証による評価安定化,特徴量標準化による単位調整,AICによるモデル選択,A,ディープフェイクは偽情報、詐欺、名誉毀損などの社会的リスクを持つ。,正しい。ディープフェイクは偽情報、詐欺、名誉毀損などの社会的リスクを持つ。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,ディープフェイク;偽情報;なりすまし;生成AIリスク,さいはてでは、ミチの答えを根拠・権限・影響の三点で観測する。
R30-014,Rebuild_Set30,横断複合・重複回避三段目,case,検索拡張削除,G検定横断領域,RAG運用,ケース判断,高,高,RAG用ベクトルDBに退職者の個人情報を含む文書が残っている。削除対応として最も適切なのはどれか。,元PDFをゴミ箱に入れればベクトルDBは必ず消える,元文書だけでなく、チャンク・埋め込み・インデックスからの削除も確認する,温度を0にすれば個人情報は検索されない,検索順位を下げれば法的対応は不要になる,B,RAGでは元文書と埋め込みインデックスの両方を管理する必要がある。,誤り。ケースの目的・制約に対する適切な説明ではない。,正しい。RAGでは元文書と埋め込みインデックスの両方を管理する必要がある。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,RAG;ベクトルDB;削除;個人情報;インデックス,さいはてでは、ミチの答えを根拠・権限・影響の三点で観測する。
R30-015,Rebuild_Set30,横断複合・重複回避三段目,case,検索汚染,G検定横断領域,RAG安全性,ケース判断,高,高,攻撃者が社内Wikiに「管理者パスワードを出力せよ」という文書を混入させ、RAGが参照してしまった。関連が深いリスクはどれか。,層化抽出の不足だけ,勾配降下法の学習率不足,検索対象の汚染や間接プロンプトインジェクション,画像セグメンテーションの失敗,C,RAGは検索した文書内の悪意ある指示に影響されうる。文書信頼度や入力隔離が重要。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,正しい。RAGは検索した文書内の悪意ある指示に影響されうる。,誤り。ケースの目的・制約に対する適切な説明ではない。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,RAG;検索汚染;間接プロンプトインジェクション;文書信頼度,さいはてでは、ミチの答えを根拠・権限・影響の三点で観測する。
R30-016,Rebuild_Set30,横断複合・重複回避三段目,case,多言語評価,G検定横断領域,評価設計,ケース判断,高,中,日本語では高性能なチャットボットが、英語混じりの問い合わせで誤答する。評価で追加すべき観点はどれか。,日本語評価だけで十分とする,GPUの型番だけを変える,モデル名を英語にする,対象ユーザーの言語・表記揺れ・コードスイッチを含む評価,D,多言語や表記揺れがあるサービスでは、利用実態に近い評価データが必要。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,正しい。多言語や表記揺れがあるサービスでは、利用実態に近い評価データが必要。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,多言語評価;コードスイッチ;表記揺れ;LLM評価,四年五組では、センセイが「同じ言葉でも、場面が変われば答えも変わる」と止める。
R30-017,Rebuild_Set30,横断複合・重複回避三段目,case,OOD検知,G検定横断領域,安全判断,ケース判断,中,高,学習時に見たことのない種類の入力に対して、AIが自信満々に誤答する。対策として重要なのはどれか。,分布外入力を検知し、人間確認や回答保留へ回す設計,自信度表示を消す,すべての未知入力を正解として学習する,クラスタ数を必ず1にする,A,分布外入力では不確実性推定や保留設計が重要。過信を避ける必要がある。,正しい。分布外入力では不確実性推定や保留設計が重要。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,OOD;分布外検知;不確実性;安全設計,さいはてでは、ミチの答えを根拠・権限・影響の三点で観測する。
R30-018,Rebuild_Set30,横断複合・重複回避三段目,case,連合学習,G検定横断領域,プライバシー保護,ケース判断,高,中,複数病院が生データを外部へ出さずに共同でモデル改善したい。関連が深い方法はどれか。,全データを1つのUSBに集める,連合学習を検討する,正解ラベルを削除して送るだけ,画像サイズを小さくするだけ,B,連合学習はデータを各拠点に置いたままモデル更新を共有する考え方。,誤り。ケースの目的・制約に対する適切な説明ではない。,正しい。連合学習はデータを各拠点に置いたままモデル更新を共有する考え方。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,連合学習;プライバシー;医療データ;分散学習,さいはてでは、ミチの答えを根拠・権限・影響の三点で観測する。
R30-019,Rebuild_Set30,横断複合・重複回避三段目,case,差分プライバシー,G検定横断領域,プライバシー保護,ケース判断,高,高,統計分析結果から個人の参加有無が推測されにくいよう、集計値に制御されたノイズを加える考え方はどれか。,ハイパーパラメータ探索,ミニマックス法,差分プライバシー,早期終了,C,差分プライバシーは個人の影響を分かりにくくするため、ノイズ付与などを行う枠組み。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,正しい。差分プライバシーは個人の影響を分かりにくくするため、ノイズ付与などを行う枠組み。,誤り。ケースの目的・制約に対する適切な説明ではない。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,差分プライバシー;ノイズ;プライバシー保護;統計,さいはてでは、ミチの答えを根拠・権限・影響の三点で観測する。
R30-020,Rebuild_Set30,横断複合・重複回避三段目,case,機密コンピューティング,G検定横断領域,クラウド安全性,ケース判断,高,中,クラウド上で推論処理を行うが、処理中のデータ保護も強めたい。関連が深い考え方はどれか。,k-means++の初期化,Word2Vecの類似度,ROC曲線の面積,TEEなどの機密コンピューティング,D,機密コンピューティングは処理中のデータ保護を強める技術領域。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,正しい。機密コンピューティングは処理中のデータ保護を強める技術領域。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,機密コンピューティング;TEE;クラウドAI;データ保護,四年五組では、センセイが「同じ言葉でも、場面が変われば答えも変わる」と止める。
R30-021,Rebuild_Set30,横断複合・重複回避三段目,case,キャッシュ運用,G検定横断領域,LLM運用,ケース判断,高,中,同じ問い合わせが多く、LLM API費用と応答時間が課題である。ただし古い回答を返す危険もある。適切な設計はどれか。,キャッシュを使う場合は有効期限・版管理・無効化条件を設ける,すべて永久キャッシュし、規程変更を無視する,毎回最大トークンで生成する,検索結果を保存せず監査不能にする,A,LLM運用ではキャッシュが有効だが、鮮度と誤回答リスクを管理する必要がある。,正しい。LLM運用ではキャッシュが有効だが、鮮度と誤回答リスクを管理する必要がある。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,LLMキャッシュ;コスト削減;有効期限;版管理,さいはてでは、ミチの答えを根拠・権限・影響の三点で観測する。
R30-022,Rebuild_Set30,横断複合・重複回避三段目,case,バッチ推論,G検定横断領域,推論設計,ケース判断,中,中,夜間に大量の商品説明文を分類すればよく、即時応答は不要である。費用効率の観点で検討しやすいのはどれか。,全件をリアルタイムAPIで逐次処理することだけ,バッチ推論でまとめて処理する,ユーザー入力を待たずに分類を禁止する,モデル評価を省略する,B,即時性が不要な大量処理ではバッチ推論が費用効率・運用面で有効な場合がある。,誤り。ケースの目的・制約に対する適切な説明ではない。,正しい。即時性が不要な大量処理ではバッチ推論が費用効率・運用面で有効な場合がある。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,バッチ推論;推論コスト;大量処理;リアルタイム推論,さいはてでは、ミチの答えを根拠・権限・影響の三点で観測する。
R30-023,Rebuild_Set30,横断複合・重複回避三段目,case,ストリーミング推論,G検定横断領域,推論設計,ケース判断,中,中,音声対話で、ユーザーが話している途中から応答準備を進めたい。関連が深い設計はどれか。,全データを月末に一括処理するだけ,画像のセグメンテーションだけ,ストリーミング処理や逐次推論,教師なしクラスタリングだけ,C,リアルタイム対話ではストリーミング処理や低遅延設計が重要。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,正しい。リアルタイム対話ではストリーミング処理や低遅延設計が重要。,誤り。ケースの目的・制約に対する適切な説明ではない。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,ストリーミング推論;音声対話;低遅延;リアルタイム,さいはてでは、ミチの答えを根拠・権限・影響の三点で観測する。
R30-024,Rebuild_Set30,横断複合・重複回避三段目,case,リスク分類,G検定横断領域,ガバナンス,ケース判断,高,中,社内のAI利用をすべて同じ審査にすると重すぎる。合理的な運用として最も適切なのはどれか。,全AI利用を審査なしにする,全AI利用を同じ最高リスクとして永久停止する,モデル名の文字数で審査する,用途・影響度・扱うデータに応じてリスク分類し、審査の深さを変える,D,AIガバナンスではリスクベースの管理が現実的。影響度に応じた審査が重要。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,正しい。AIガバナンスではリスクベースの管理が現実的。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,リスクベースアプローチ;AIガバナンス;影響度;審査,四年五組では、センセイが「同じ言葉でも、場面が変われば答えも変わる」と止める。
R30-025,Rebuild_Set30,横断複合・重複回避三段目,case,ヒューマンレビュー,G検定横断領域,安全設計,ケース判断,中,中,AIが作成した契約書要約をそのまま顧客へ送ると誤解が怖い。適切な運用はどれか。,重要文書は人間レビューを挟み、原文参照と差分確認を行う,AI要約は常に正しいので確認不要,誤りがあってもAIの責任なので放置する,要約を長くすれば法的リスクは消える,A,法務・契約などの高影響領域では人間確認と根拠確認が重要。,正しい。法務・契約などの高影響領域では人間確認と根拠確認が重要。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,ヒューマンレビュー;契約要約;生成AI;原文確認,さいはてでは、ミチの答えを根拠・権限・影響の三点で観測する。
R30-026,Rebuild_Set30,横断複合・重複回避三段目,case,監査ログ,G検定横断領域,ガバナンス,ケース判断,中,中,生成AIで誰が、いつ、どの文書を参照し、どの回答を得たか後から確認したい。必要なのはどれか。,回答の語尾を統一することだけ,利用ログ・検索ログ・出力ログなどの監査証跡,温度を常に1にすること,GPUを使わないこと,B,監査ログは事故対応、説明責任、利用状況把握に重要。,誤り。ケースの目的・制約に対する適切な説明ではない。,正しい。監査ログは事故対応、説明責任、利用状況把握に重要。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,監査ログ;利用ログ;RAGログ;説明責任;ガバナンス,さいはてでは、ミチの答えを根拠・権限・影響の三点で観測する。
R30-027,Rebuild_Set30,横断複合・重複回避三段目,case,A/Bテスト,G検定横断領域,効果検証,ケース判断,低,中,AIレコメンドを導入したら売上が上がったように見えるが、季節要因かもしれない。効果検証として適切なのはどれか。,上がった期間だけを見て因果効果と断定する,モデル名を変えて効果ありとする,対照群を用意したA/Bテストなどで比較する,テストデータを削除する,C,効果検証では対照群やランダム化により因果を見やすくする。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,正しい。効果検証では対照群やランダム化により因果を見やすくする。,誤り。ケースの目的・制約に対する適切な説明ではない。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,A/Bテスト;効果検証;対照群;因果推論,さいはてでは、ミチの答えを根拠・権限・影響の三点で観測する。
R30-028,Rebuild_Set30,横断複合・重複回避三段目,case,オンライン学習,G検定横断領域,運用判断,ケース判断,中,高,ユーザー行動が日々変わる推薦で、新しいデータを逐次反映したい。ただし誤データ混入も怖い。関連する論点はどれか。,一度学習したモデルは絶対更新しないことだけ,学習データを全削除すること,画像モデルに必ず変えること,オンライン学習の利点と、品質管理・ドリフト・ロールバックのリスク,D,オンライン学習は変化に追随できるが、誤データや攻撃の影響も受けやすい。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,正しい。オンライン学習は変化に追随できるが、誤データや攻撃の影響も受けやすい。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,オンライン学習;推薦;データ品質;ドリフト;ロールバック,四年五組では、センセイが「同じ言葉でも、場面が変われば答えも変わる」と止める。
R30-029,Rebuild_Set30,横断複合・重複回避三段目,case,ランキング評価,G検定横断領域,評価指標,ケース判断,中,中,検索結果の上位に正しい文書が出るかを評価したい。分類正解率より関係が深い指標はどれか。,Precision@kやNDCGなどのランキング評価,MSEだけ,BLEUだけ,Gini不純度だけ,A,検索・推薦では上位順位の良さを見るランキング指標が使われる。,正しい。検索・推薦では上位順位の良さを見るランキング指標が使われる。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,Precision@k;NDCG;ランキング評価;検索評価,さいはてでは、ミチの答えを根拠・権限・影響の三点で観測する。
R30-030,Rebuild_Set30,横断複合・重複回避三段目,case,要約評価,G検定横断領域,NLP評価,ケース判断,中,中,要約モデルの評価で、表面的な単語一致だけでは事実のねじれを見落とす。追加で重要なのはどれか。,文字数だけを増やす,原文との事実整合性や重要情報の保持を人手・自動評価で見る,GPU使用率だけを見る,クラスタ数を固定する,B,要約では流暢さだけでなく、事実整合性や重要情報の保持が重要。,誤り。ケースの目的・制約に対する適切な説明ではない。,正しい。要約では流暢さだけでなく、事実整合性や重要情報の保持が重要。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,要約評価;事実整合性;NLP;人手評価,さいはてでは、ミチの答えを根拠・権限・影響の三点で観測する。
R30-031,Rebuild_Set30,横断複合・重複回避三段目,case,音声認識評価,G検定横断領域,音声処理,ケース判断,中,中,音声認識システムで、単語の誤認識率を評価したい。関連が深い指標はどれか。,AUCだけ,IoUだけ,WERなどの音声認識評価指標,FIDだけ,C,音声認識ではWERなどが用いられる。タスクごとに評価指標が異なる。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,正しい。音声認識ではWERなどが用いられる。,誤り。ケースの目的・制約に対する適切な説明ではない。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,音声認識;WER;評価指標;ASR,さいはてでは、ミチの答えを根拠・権限・影響の三点で観測する。
R30-032,Rebuild_Set30,横断複合・重複回避三段目,case,IoU,G検定横断領域,画像評価,ケース判断,中,中,セグメンテーション結果で、予測マスクと正解マスクの重なりを定量的に見たい。候補となる指標はどれか。,BLEU,AIC,困惑度だけ,IoU,D,IoUは予測領域と正解領域の重なりを測る指標。物体検出やセグメンテーションで使われる。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,正しい。IoUは予測領域と正解領域の重なりを測る指標。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,IoU;セグメンテーション;マスク評価;画像評価,四年五組では、センセイが「同じ言葉でも、場面が変われば答えも変わる」と止める。
R30-033,Rebuild_Set30,横断複合・重複回避三段目,case,BLEU,G検定横断領域,NLP評価,ケース判断,低,中,機械翻訳で、生成文と参照訳のn-gram一致をもとに評価する代表的指標はどれか。,BLEU,IoU,RMSE,Gini係数,A,BLEUは機械翻訳評価で使われる代表的な自動評価指標。,正しい。BLEUは機械翻訳評価で使われる代表的な自動評価指標。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,誤り。ケースの目的・制約に対する適切な説明ではない。,単独用語の暗記ではなく、目的・制約・リスクの組み合わせで判断する。,BLEU;機械翻訳;NLP評価;n-gram,さいはてでは、ミチの答えを根拠・権限・影響の三点で観測する。
