id,set,phase,question_type,topic,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,story_hint,search_keywords
RB05-020,Rebuild_Set05,rebuild,term,RNN,0,0,0,0,RNNの説明として最も適切なものはどれか。,画像の局所特徴を畳み込みで抽出する手法。,入力と出力を同じにして圧縮表現を学習するネットワーク。,生成器と識別器を競わせる生成モデル。,過去の中間状態を次の時刻の処理に利用し、系列データを扱うネットワーク。,D,RNNは時系列や文章など順序を持つデータを扱う。,誤り。画像の局所特徴を畳み込みで抽出する手法。 は、この設問の中心論点とは異なる。,誤り。入力と出力を同じにして圧縮表現を学習するネットワーク。 は、この設問の中心論点とは異なる。,誤り。生成器と識別器を競わせる生成モデル。 は、この設問の中心論点とは異なる。,正解選択肢です。,CNNやGANとの混同。,,RNN;リカレントニューラルネットワーク;時系列
RB05-021,Rebuild_Set05,rebuild,compare,RNN,1,0,0,1,エルマンネットワークとジョルダンネットワークの違いとして最も適切なものはどれか。,エルマンネットワークは中間状態を、ジョルダンネットワークは出力を次時刻へ利用する。,エルマンはCNNで、ジョルダンはGANである。,エルマンは教師なし、ジョルダンは強化学習だけを指す。,エルマンはBERT、ジョルダンはGPTである。,A,RNNの基本構造として次時刻に渡す情報が異なる。,正解選択肢です。,誤り。エルマンはCNNで、ジョルダンはGANである。 は、この設問の中心論点とは異なる。,誤り。エルマンは教師なし、ジョルダンは強化学習だけを指す。 は、この設問の中心論点とは異なる。,誤り。エルマンはBERT、ジョルダンはGPTである。 は、この設問の中心論点とは異なる。,人名っぽい名前なので丸暗記が崩れやすい。,,エルマンネットワーク;ジョルダンネットワーク;RNN
RB05-022,Rebuild_Set05,rebuild,term,LSTM,0,0,0,0,LSTMの説明として最も適切なものはどれか。,畳み込みフィルタを分離して計算量を削減するCNNの一種。,セルとゲート機構により長期依存や勾配消失に対処しやすくしたRNNの一種。,語順なしの単語集合として文書を扱う表現。,生成器と識別器を競わせる生成モデル。,B,LSTMは長期依存や勾配消失への対策として重要。,誤り。畳み込みフィルタを分離して計算量を削減するCNNの一種。 は、この設問の中心論点とは異なる。,正解選択肢です。,誤り。語順なしの単語集合として文書を扱う表現。 は、この設問の中心論点とは異なる。,誤り。生成器と識別器を競わせる生成モデル。 は、この設問の中心論点とは異なる。,長い文章＝必ずTransformerだけ、と考えない。,,LSTM;ゲート;長期依存;RNN
RB05-023,Rebuild_Set05,rebuild,term,LSTM,0,0,0,0,LSTMのゲートとして最も適切な組み合わせはどれか。,畳み込みゲート・プーリングゲート・全結合ゲート,クエリゲート・キーゲート・バリューゲート,入力ゲート・出力ゲート・忘却ゲート,正例ゲート・負例ゲート・閾値ゲート,C,LSTMは情報の保持・消去をゲートで制御する。,誤り。畳み込みゲート・プーリングゲート・全結合ゲート は、この設問の中心論点とは異なる。,誤り。クエリゲート・キーゲート・バリューゲート は、この設問の中心論点とは異なる。,正解選択肢です。,誤り。正例ゲート・負例ゲート・閾値ゲート は、この設問の中心論点とは異なる。,TransformerのQ/K/Vと混ぜない。,,LSTM;入力ゲート;出力ゲート;忘却ゲート
RB05-024,Rebuild_Set05,rebuild,term,GRU,0,0,0,0,GRUの説明として最も適切なものはどれか。,単語を部分文字列から埋め込むNLP手法。,画像の判断根拠を可視化する手法。,個人情報や著作権を扱う法律上の制度。,LSTMを簡略化したRNN系手法で、更新ゲートやリセットゲートを用いる。,D,GRUはLSTMより構造を簡略化したゲート付きRNN。,誤り。単語を部分文字列から埋め込むNLP手法。 は、この設問の中心論点とは異なる。,誤り。画像の判断根拠を可視化する手法。 は、この設問の中心論点とは異なる。,誤り。個人情報や著作権を扱う法律上の制度。 は、この設問の中心論点とは異なる。,正解選択肢です。,ゲートがあるからLSTMと完全同一ではない。,,GRU;更新ゲート;リセットゲート
RB05-025,Rebuild_Set05,rebuild,term,RNN,0,0,0,0,BPTTの説明として最も適切なものはどれか。,RNNを時間方向に展開し、誤差を過去の時刻へさかのぼって伝播させる学習方法。,CNNのフィルタサイズを自動で決める探索方法。,生成器と識別器を競わせる生成モデル。,個人情報や著作権を扱う法律上の制度。,A,BPTTはRNNの時間軸に沿った誤差逆伝播。,正解選択肢です。,誤り。CNNのフィルタサイズを自動で決める探索方法。 は、この設問の中心論点とは異なる。,誤り。生成器と識別器を競わせる生成モデル。 は、この設問の中心論点とは異なる。,誤り。個人情報や著作権を扱う法律上の制度。 は、この設問の中心論点とは異なる。,通常の誤差逆伝播と完全に別物ではなく時間展開したもの。,,BPTT;RNN;誤差逆伝播
RB05-026,Rebuild_Set05,rebuild,case,RNN,1,1,0,1,系列生成の学習で、モデルが直前に生成した単語ではなく、正解の単語を次時刻の入力にした。この手法はどれか。,経験再生,教師強制（Teacher Forcing）,ドロップアウト,敵対的学習,B,教師強制は系列生成の学習で正解データを次の入力として使う。,誤り。経験再生 は、この設問の中心論点とは異なる。,正解選択肢です。,誤り。ドロップアウト は、この設問の中心論点とは異なる。,誤り。敵対的学習 は、この設問の中心論点とは異なる。,教師あり学習一般と混同しやすい。,,Teacher Forcing;教師強制;RNN
RB05-027,Rebuild_Set05,rebuild,term,Attention,0,0,0,0,Attention機構の基本的な役割として最も適切なものはどれか。,画像の解像度を必ず2倍にする。,訓練用とテスト用にデータを分割する。,系列中のどの要素にどれだけ注目するかを重みとして扱う。,個人情報や著作権を扱う法律上の制度。,C,Attentionは入力系列の各部分への重みづけを学習する。,誤り。画像の解像度を必ず2倍にする。 は、この設問の中心論点とは異なる。,誤り。訓練用とテスト用にデータを分割する。 は、この設問の中心論点とは異なる。,正解選択肢です。,誤り。個人情報や著作権を扱う法律上の制度。 は、この設問の中心論点とは異なる。,人間の意識そのものではない。,,Attention;注意機構;系列データ
RB05-028,Rebuild_Set05,rebuild,case,Attention,1,1,0,1,画像説明文生成で、モデルが「犬」と出力する際に画像中の犬の領域を強く参照していることを示したい。関係が深い考え方はどれか。,k-means,AIC,リッジ回帰,Attention,D,Attentionはどの部分を重視したかの可視化にも使われる。,誤り。k-means は、この設問の中心論点とは異なる。,誤り。AIC は、この設問の中心論点とは異なる。,誤り。リッジ回帰 は、この設問の中心論点とは異なる。,正解選択肢です。,画像だからCNNだけ、と反射しない。,,Attention;Image Captioning;画像説明文生成
RB05-029,Rebuild_Set05,rebuild,term,Transformer,0,0,0,0,Transformerの最大の特徴として最も適切なものはどれか。,RNNを使わずSelf-Attentionを中心に構成し、系列内の関係を並列に扱いやすい。,過去の隠れ状態を次時刻へ渡す系列モデル。,畳み込み層とプーリング層だけで構成される。,生成器と識別器を競わせる生成モデル。,A,TransformerはRNNを排除しSelf-Attentionを用いた点が重要。,正解選択肢です。,誤り。過去の隠れ状態を次時刻へ渡す系列モデル。 は、この設問の中心論点とは異なる。,誤り。畳み込み層とプーリング層だけで構成される。 は、この設問の中心論点とは異なる。,誤り。生成器と識別器を競わせる生成モデル。 は、この設問の中心論点とは異なる。,AttentionがあるRNNとTransformerを同一視しない。,,Transformer;Self-Attention;RNN;並列計算
RB05-030,Rebuild_Set05,rebuild,term,Transformer,0,0,0,0,Self-Attentionの説明として最も適切なものはどれか。,入力文と出力文を必ずCNNで対応づける仕組み。,同じ系列内の要素同士の関連度を計算し、各要素の表現を更新する仕組み。,単語の出現回数だけで文書を表す仕組み。,物体候補領域だけを抽出する仕組み。,B,Self-Attentionは系列内の要素間関係を見る。,誤り。入力文と出力文を必ずCNNで対応づける仕組み。 は、この設問の中心論点とは異なる。,正解選択肢です。,誤り。単語の出現回数だけで文書を表す仕組み。 は、この設問の中心論点とは異なる。,誤り。物体候補領域だけを抽出する仕組み。 は、この設問の中心論点とは異なる。,Source-Target Attentionとの区別。,,Self-Attention;自己注意機構;Transformer
RB05-031,Rebuild_Set05,rebuild,term,Transformer,0,0,0,1,Transformerで位置エンコーディングが必要な主な理由はどれか。,RNNでは並列計算ができすぎるため。,単語を必ず画像パッチに変換するため。,Self-Attentionだけでは語順や位置情報が失われやすいため。,出力層をReLUに固定するため。,C,Self-Attentionは位置情報を別途与える必要がある。,誤り。RNNでは並列計算ができすぎるため。 は、この設問の中心論点とは異なる。,誤り。単語を必ず画像パッチに変換するため。 は、この設問の中心論点とは異なる。,正解選択肢です。,誤り。出力層をReLUに固定するため。 は、この設問の中心論点とは異なる。,Transformerが語順を自然に完全保持すると思う罠。,,位置エンコーディング;Transformer;語順
RB05-032,Rebuild_Set05,rebuild,term,Transformer,0,0,0,1,Query・Key・Valueを用いたAttentionの説明として最も適切なものはどれか。,Keyで画像サイズを縮小し、Queryで画素を復元する。,Valueを正解ラベルとしてKeyを損失関数にする。,Queryは報酬、Keyは方策、Valueは割引率である。,QueryとKeyの類似度から重要度を計算し、その重みに基づいてValueを集約する。,D,AttentionではQとKから重みを求め、Vを重みづけして集約する。,誤り。Keyで画像サイズを縮小し、Queryで画素を復元する。 は、この設問の中心論点とは異なる。,誤り。Valueを正解ラベルとしてKeyを損失関数にする。 は、この設問の中心論点とは異なる。,誤り。Queryは報酬、Keyは方策、Valueは割引率である。 は、この設問の中心論点とは異なる。,正解選択肢です。,Q/K/Vを言葉だけで覚えると役割を外しやすい。,,Query;Key;Value;Attention
RB05-033,Rebuild_Set05,rebuild,term,Transformer,0,0,0,0,Multi-Head Attentionの説明として最も適切なものはどれか。,複数のAttentionを並列に行い、異なる観点から関係を捉える仕組み。,複数の教師データを手作業でアノテーションする仕組み。,複数の決定木を多数決で統合する手法。,複数GPUでモデルを量子化する仕組み。,A,Multi-Head Attentionは複数ヘッドで異なる関係性を学習する。,正解選択肢です。,誤り。複数の教師データを手作業でアノテーションする仕組み。 は、この設問の中心論点とは異なる。,誤り。複数の決定木を多数決で統合する手法。 は、この設問の中心論点とは異なる。,誤り。複数GPUでモデルを量子化する仕組み。 は、この設問の中心論点とは異なる。,アンサンブル学習一般との混同。,,Multi-Head Attention;Attention Head;Transformer
RB05-034,Rebuild_Set05,rebuild,compare,Transformer,1,0,0,1,Source-Target Attentionとして最も適切な説明はどれか。,入力文内の単語だけを相互参照するAttention。,デコーダ側の状態をQueryとし、エンコーダ側の出力をKey・Valueとして参照するAttention。,画像の畳み込みフィルタを複数サイズで並列適用するAttention。,報酬が少ない状態に追加報酬を与えるAttention。,B,翻訳などで出力側が入力側のどこを見るかを決める。,誤り。入力文内の単語だけを相互参照するAttention。 は、この設問の中心論点とは異なる。,正解選択肢です。,誤り。画像の畳み込みフィルタを複数サイズで並列適用するAttention。 は、この設問の中心論点とは異なる。,誤り。報酬が少ない状態に追加報酬を与えるAttention。 は、この設問の中心論点とは異なる。,Self-Attentionとの区別。,,Source-Target Attention;Encoder-Decoder Attention;Transformer
RB05-035,Rebuild_Set05,rebuild,case,Transformer,1,1,0,1,RNNのような逐次処理ではなく、系列内の関係を並列に扱いやすくして翻訳性能を高めた構造はどれか。,k-means,線形回帰,Transformer,MYCIN,C,TransformerはSelf-Attentionにより並列処理しやすい。,誤り。k-means は、この設問の中心論点とは異なる。,誤り。線形回帰 は、この設問の中心論点とは異なる。,正解選択肢です。,誤り。MYCIN は、この設問の中心論点とは異なる。,長文処理＝LSTMだけ、としない。,,Transformer;並列計算;RNN
RB05-036,Rebuild_Set05,rebuild,term,seq2seq,0,0,0,0,seq2seqの説明として最も適切なものはどれか。,入力画像を固定クラスに分類するだけの構成。,複数の決定木を多数決で統合する手法。,個人情報や著作権を扱う法律上の制度。,入力系列を受け取り、別の出力系列を生成するモデル構成。,D,機械翻訳や要約などで入力系列から出力系列を作る。,誤り。入力画像を固定クラスに分類するだけの構成。 は、この設問の中心論点とは異なる。,誤り。複数の決定木を多数決で統合する手法。 は、この設問の中心論点とは異なる。,誤り。個人情報や著作権を扱う法律上の制度。 は、この設問の中心論点とは異なる。,正解選択肢です。,系列を扱うからRNN専用と限定しない。,,seq2seq;Encoder-Decoder;機械翻訳
RB05-037,Rebuild_Set05,rebuild,case,seq2seq,1,1,0,1,日本語文を入力し、英語文を出力する機械翻訳モデルを構築したい。この問題設定を表す用語として最も適切なものはどれか。,sequence-to-sequence,semantic segmentation,one-shot learning,bootstrap sampling,A,機械翻訳は入力系列から出力系列を生成するseq2seqの代表例。,正解選択肢です。,誤り。semantic segmentation は、この設問の中心論点とは異なる。,誤り。one-shot learning は、この設問の中心論点とは異なる。,誤り。bootstrap sampling は、この設問の中心論点とは異なる。,入出力が系列であることに注目する。,,seq2seq;機械翻訳;Encoder-Decoder
RB05-038,Rebuild_Set05,rebuild,term,BERT,0,0,0,0,BERTの基本的な特徴として最も適切なものはどれか。,Transformerのデコーダだけを使い、次単語生成だけを行うモデル。,Transformerのエンコーダを利用し、双方向の文脈を考慮する事前学習モデル。,画像の局所特徴を畳み込みで抽出する手法。,生成器と識別器を競わせる生成モデル。,B,BERTはTransformerエンコーダ系の代表的事前学習モデル。,誤り。Transformerのデコーダだけを使い、次単語生成だけを行うモデル。 は、この設問の中心論点とは異なる。,正解選択肢です。,誤り。画像の局所特徴を畳み込みで抽出する手法。 は、この設問の中心論点とは異なる。,誤り。生成器と識別器を競わせる生成モデル。 は、この設問の中心論点とは異なる。,GPTとの違い。,,BERT;Transformer Encoder;双方向
RB05-039,Rebuild_Set05,rebuild,term,BERT,0,0,0,0,BERTのMLMの説明として最も適切なものはどれか。,次の単語だけを左から右へ常に予測する。,画像の一部を別画像で置き換える。,文中の一部単語をマスクし、そのマスクされた単語を予測する。,人間の好みに基づいて報酬モデルを学習する。,C,MLMはMasked Language Modelの略。,誤り。次の単語だけを左から右へ常に予測する。 は、この設問の中心論点とは異なる。,誤り。画像の一部を別画像で置き換える。 は、この設問の中心論点とは異なる。,正解選択肢です。,誤り。人間の好みに基づいて報酬モデルを学習する。 は、この設問の中心論点とは異なる。,GPTの自己回帰的な次単語予測との違い。,,BERT;MLM;Masked Language Model
RB05-040,Rebuild_Set05,rebuild,term,BERT,0,0,0,0,BERTのNSPの説明として最も適切なものはどれか。,文中の単語をマスクして予測するBERTの事前学習タスク。,画像の画素や物体領域を扱うコンピュータビジョンタスク。,人間の評価を報酬として方策を学習するタスク。,2つの文が連続する文かどうかを判定するタスク。,D,NSPは2文の連続関係を判定する事前学習タスク。,誤り。文中の単語をマスクして予測するBERTの事前学習タスク。 は、この設問の中心論点とは異なる。,誤り。画像の画素や物体領域を扱うコンピュータビジョンタスク。 は、この設問の中心論点とは異なる。,誤り。人間の評価を報酬として方策を学習するタスク。 は、この設問の中心論点とは異なる。,正解選択肢です。,MLMとの混同。,,BERT;NSP;Next Sentence Prediction
