id,分野,難易度,問題,A,B,C,D,正解,解説,出題済み
G8-011,機械学習,標準,強化学習について、G検定対策上もっとも適切な理解はどれか。,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,報酬を手がかりに試行錯誤で行動を学ぶ方法,文章を必ず英語に翻訳する機能,C,エージェントが環境と相互作用し、報酬最大化を目指す。,未
G8-012,機械学習,標準,ホールドアウト法について、G検定対策上もっとも適切な理解はどれか。,GPUの温度を測定する指標,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,データを学習用と評価用に分けて性能を確認する方法,D,単純な評価分割法。,未
G8-013,機械学習,標準,交差検証について、G検定対策上もっとも適切な理解はどれか。,分割を入れ替えながら複数回評価して性能を見積もる方法,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,学習データを評価データへ混入させる方法,A,データ分割による偏りを軽減できる。,未
G8-014,機械学習,やや難,特徴量エンジニアリングについて、G検定対策上もっとも適切な理解はどれか。,法律上AIに人格を与える制度,予測に役立つ入力変数を設計・加工すること,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,B,古典的機械学習で特に重要。,未
G8-015,前処理,標準,標準化について、G検定対策上もっとも適切な理解はどれか。,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,平均0・分散1になるようにスケールをそろえる処理,個人情報を無条件に外部公開する制度,C,尺度の異なる特徴量を扱いやすくする。,未
G8-016,前処理,標準,正規化について、G検定対策上もっとも適切な理解はどれか。,モデルの重みを必ずゼロに固定する手続き,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,値の範囲を0から1など一定範囲にそろえる処理,D,スケール調整の代表的な前処理。,未
G8-017,前処理,標準,欠損値処理について、G検定対策上もっとも適切な理解はどれか。,欠損の理由を確認し、補完や除外などを検討する処理,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,正解ラベルをすべて削除するだけの作業,A,欠損には意味がある場合もある。,未
G8-018,前処理,標準,外れ値処理について、G検定対策上もっとも適切な理解はどれか。,画像の解像度だけを上げる処理,異常値か重要な値かを確認して扱いを決める処理,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,B,外れ値を機械的に全削除するのは危険。,未
G8-019,機械学習,標準,ロジスティック回帰について、G検定対策上もっとも適切な理解はどれか。,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,分類問題、とくに二値分類で使われる手法,文章を必ず英語に翻訳する機能,C,名前に回帰があるが分類で頻出。,未
G8-020,機械学習,標準,決定木について、G検定対策上もっとも適切な理解はどれか。,GPUの温度を測定する指標,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,条件分岐を木構造で表し、比較的解釈しやすいモデル,D,説明しやすいが過学習に注意。,未
G8-021,機械学習,やや難,ランダムフォレストについて、G検定対策上もっとも適切な理解はどれか。,複数の決定木を組み合わせるアンサンブル手法,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,学習データを評価データへ混入させる方法,A,多数の木で予測の安定性を高める。,未
G8-022,機械学習,標準,サポートベクターマシンについて、G検定対策上もっとも適切な理解はどれか。,法律上AIに人格を与える制度,マージンが最大になる分類境界を探す手法,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,B,分類境界とマージン最大化がポイント。,未
G8-023,機械学習,標準,k近傍法について、G検定対策上もっとも適切な理解はどれか。,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,近いデータ点の多数決などで予測する手法,個人情報を無条件に外部公開する制度,C,距離に基づくシンプルな手法。,未
G8-024,教師なし学習,標準,主成分分析について、G検定対策上もっとも適切な理解はどれか。,モデルの重みを必ずゼロに固定する手続き,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,情報をなるべく保ちつつ次元を削減する手法,D,PCAは次元削減の代表例。,未
G8-025,教師なし学習,標準,クラスタリングについて、G検定対策上もっとも適切な理解はどれか。,似た特徴を持つデータをグループに分ける方法,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,正解ラベルをすべて削除するだけの作業,A,正解ラベルなしで構造を探る。,未
G8-026,教師なし学習,標準,k-means法について、G検定対策上もっとも適切な理解はどれか。,画像の解像度だけを上げる処理,事前に決めたクラスタ数にデータを分ける手法,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,B,クラスタ数kの指定が必要。,未
G8-027,評価指標,標準,混同行列について、G検定対策上もっとも適切な理解はどれか。,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,分類結果を真陽性・偽陽性・偽陰性・真陰性で整理する表,文章を必ず英語に翻訳する機能,C,分類評価の基礎。,未
G8-028,評価指標,やや難,偽陽性について、G検定対策上もっとも適切な理解はどれか。,GPUの温度を測定する指標,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,本当は陰性なのに陽性と予測すること,D,false positive。,未
G8-029,評価指標,標準,偽陰性について、G検定対策上もっとも適切な理解はどれか。,本当は陽性なのに陰性と予測すること,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,学習データを評価データへ混入させる方法,A,false negative、見逃し。,未
G8-030,評価指標,標準,適合率について、G検定対策上もっとも適切な理解はどれか。,法律上AIに人格を与える制度,陽性と予測したもののうち実際に陽性だった割合,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,B,陽性予測の正しさを見る。,未
G8-031,評価指標,標準,再現率について、G検定対策上もっとも適切な理解はどれか。,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,実際の陽性のうち陽性と予測できた割合,個人情報を無条件に外部公開する制度,C,見逃しの少なさを見る。,未
G8-032,評価指標,標準,F1スコアについて、G検定対策上もっとも適切な理解はどれか。,モデルの重みを必ずゼロに固定する手続き,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,適合率と再現率の調和平均,D,適合率と再現率のバランスを見る。,未
G8-033,評価指標,標準,ROC曲線について、G検定対策上もっとも適切な理解はどれか。,閾値を変えたときの真陽性率と偽陽性率の関係を示す曲線,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,正解ラベルをすべて削除するだけの作業,A,分類器の性能評価に使う。,未
G8-034,評価指標,標準,AUCについて、G検定対策上もっとも適切な理解はどれか。,画像の解像度だけを上げる処理,ROC曲線の下側の面積で分類性能を表す指標,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,B,大きいほど性能が高いと解釈されることが多い。,未
G8-035,深層学習,やや難,活性化関数について、G検定対策上もっとも適切な理解はどれか。,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,ニューラルネットワークに非線形性を導入する関数,文章を必ず英語に翻訳する機能,C,複雑な関係を表現できるようにする。,未
G8-036,深層学習,標準,ReLUについて、G検定対策上もっとも適切な理解はどれか。,GPUの温度を測定する指標,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,入力が0以下なら0、正ならそのまま出力する関数,D,深層学習で頻出の活性化関数。,未
G8-037,深層学習,標準,シグモイド関数について、G検定対策上もっとも適切な理解はどれか。,0から1の範囲の値を出力する関数,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,学習データを評価データへ混入させる方法,A,二値分類などで確率的に扱われる。,未
G8-038,深層学習,標準,ソフトマックス関数について、G検定対策上もっとも適切な理解はどれか。,法律上AIに人格を与える制度,多クラス分類で各クラスの確率のような値に変換する関数,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,B,出力の合計が1になる。,未
G8-039,深層学習,標準,誤差逆伝播法について、G検定対策上もっとも適切な理解はどれか。,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,出力側の誤差を各層へ伝えて重み更新に使う方法,個人情報を無条件に外部公開する制度,C,ニューラルネット学習の基本。,未
G8-040,深層学習,標準,勾配降下法について、G検定対策上もっとも適切な理解はどれか。,モデルの重みを必ずゼロに固定する手続き,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,損失が小さくなる方向へパラメータを更新する方法,D,勾配を使う最適化手法。,未
G8-041,深層学習,標準,学習率について、G検定対策上もっとも適切な理解はどれか。,一回の更新でパラメータをどれだけ動かすかを決める値,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,正解ラベルをすべて削除するだけの作業,A,大きすぎても小さすぎても学習に問題が出る。,未
G8-042,深層学習,やや難,ドロップアウトについて、G検定対策上もっとも適切な理解はどれか。,画像の解像度だけを上げる処理,学習時に一部ニューロンを無効化して過学習を抑える手法,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,B,正則化の一種。,未
G8-043,深層学習,標準,バッチ正規化について、G検定対策上もっとも適切な理解はどれか。,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,各層の入力分布を整えて学習を安定させやすくする手法,文章を必ず英語に翻訳する機能,C,学習の安定化に役立つ。,未
G8-044,深層学習,標準,早期終了について、G検定対策上もっとも適切な理解はどれか。,GPUの温度を測定する指標,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,検証性能が悪化し始めたら学習を止める方法,D,過学習対策。,未
G8-045,画像認識,標準,CNNについて、G検定対策上もっとも適切な理解はどれか。,畳み込み層などで画像の局所特徴を捉えるニューラルネットワーク,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,学習データを評価データへ混入させる方法,A,画像認識で重要。,未
G8-046,画像認識,標準,畳み込み層について、G検定対策上もっとも適切な理解はどれか。,法律上AIに人格を与える制度,画像のエッジや模様など局所的特徴を抽出する層,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,B,CNNの中心的構成要素。,未
G8-047,画像認識,標準,プーリング層について、G検定対策上もっとも適切な理解はどれか。,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,特徴マップを縮小し重要な特徴を残す層,個人情報を無条件に外部公開する制度,C,計算量削減や位置ずれへの頑健性に寄与。,未
G8-048,画像認識,標準,データ拡張について、G検定対策上もっとも適切な理解はどれか。,モデルの重みを必ずゼロに固定する手続き,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,画像の回転や反転などで学習データのバリエーションを増やすこと,D,過学習対策や汎化向上に使う。,未
G8-049,画像認識,やや難,物体検出について、G検定対策上もっとも適切な理解はどれか。,画像内の物体の種類と位置を推定するタスク,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,正解ラベルをすべて削除するだけの作業,A,何がどこにあるかを扱う。,未
G8-050,画像認識,標準,セマンティックセグメンテーションについて、G検定対策上もっとも適切な理解はどれか。,画像の解像度だけを上げる処理,画像の各画素にクラスラベルを割り当てるタスク,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,B,ピクセル単位の分類。,未
G8-051,自然言語処理,標準,形態素解析について、G検定対策上もっとも適切な理解はどれか。,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,文章を意味を持つ単位に分け、品詞などを解析する処理,文章を必ず英語に翻訳する機能,C,日本語NLPの基本。,未
G8-052,自然言語処理,標準,Bag-of-Wordsについて、G検定対策上もっとも適切な理解はどれか。,GPUの温度を測定する指標,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,単語の出現頻度を使うが語順情報は失われやすい表現,D,単純だが文脈を扱いにくい。,未
G8-053,自然言語処理,標準,TF-IDFについて、G検定対策上もっとも適切な理解はどれか。,文書内頻度と文書間での希少性から単語を重み付けする方法,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,学習データを評価データへ混入させる方法,A,特徴的な単語を重くする。,未
G8-054,自然言語処理,標準,Word2Vecについて、G検定対策上もっとも適切な理解はどれか。,法律上AIに人格を与える制度,単語を意味的な近さを反映したベクトルで表す手法,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,B,単語分散表現の代表例。,未
G8-055,自然言語処理,標準,RNNについて、G検定対策上もっとも適切な理解はどれか。,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,時系列や文章のような順序を持つデータを扱うニューラルネットワーク,個人情報を無条件に外部公開する制度,C,系列データに使われてきた。,未
G8-056,自然言語処理,やや難,LSTMについて、G検定対策上もっとも適切な理解はどれか。,モデルの重みを必ずゼロに固定する手続き,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,ゲート構造でRNNの長期依存問題を緩和するモデル,D,長い文脈を扱いやすくする。,未
G8-057,Transformer,標準,Attentionについて、G検定対策上もっとも適切な理解はどれか。,入力中の重要な部分に重みを置く仕組み,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,正解ラベルをすべて削除するだけの作業,A,TransformerやLLMの重要要素。,未
G8-058,Transformer,標準,Self-Attentionについて、G検定対策上もっとも適切な理解はどれか。,画像の解像度だけを上げる処理,同じ系列内の要素同士の関係を計算する仕組み,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,B,各トークン間の関係を捉える。,未
G8-059,Transformer,標準,位置エンコーディングについて、G検定対策上もっとも適切な理解はどれか。,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,語順などの位置情報をモデルに与える工夫,文章を必ず英語に翻訳する機能,C,Attentionだけでは位置情報が直接入りにくい。,未
G8-060,Transformer,標準,Transformerについて、G検定対策上もっとも適切な理解はどれか。,GPUの温度を測定する指標,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,Attentionを中心に文脈内の関係を効率的に扱うモデル構造,D,LLMの基盤として重要。,未
G8-061,生成AI,標準,大規模言語モデルについて、G検定対策上もっとも適切な理解はどれか。,大量テキストから言語パターンを学び文章生成などを行うモデル,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,学習データを評価データへ混入させる方法,A,LLMは生成AIの中心技術。,未
G8-062,生成AI,標準,事前学習について、G検定対策上もっとも適切な理解はどれか。,法律上AIに人格を与える制度,大量データから一般的なパターンをあらかじめ学ぶ段階,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,B,その後の追加調整の土台になる。,未
G8-063,生成AI,やや難,ファインチューニングについて、G検定対策上もっとも適切な理解はどれか。,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,学習済みモデルを特定目的のデータで追加学習すること,個人情報を無条件に外部公開する制度,C,RAGとは異なり重みを調整する。,未
G8-064,生成AI,標準,RAGについて、G検定対策上もっとも適切な理解はどれか。,モデルの重みを必ずゼロに固定する手続き,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,外部情報を検索し、その結果を文脈に入れて生成する仕組み,D,検索拡張生成。,未
G8-065,生成AI,標準,プロンプトエンジニアリングについて、G検定対策上もっとも適切な理解はどれか。,望む出力を得るために入力指示を設計すること,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,正解ラベルをすべて削除するだけの作業,A,モデル学習そのものとは区別。,未
G8-066,生成AI,標準,ハルシネーションについて、G検定対策上もっとも適切な理解はどれか。,画像の解像度だけを上げる処理,もっともらしいが事実と異なる内容を生成すること,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,B,生成AI出力は事実確認が必要。,未
G8-067,生成AI,標準,温度パラメータについて、G検定対策上もっとも適切な理解はどれか。,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,生成のランダム性や多様性に関わる設定,文章を必ず英語に翻訳する機能,C,高いほど多様になりやすい。,未
G8-068,生成AI,標準,トークンについて、G検定対策上もっとも適切な理解はどれか。,GPUの温度を測定する指標,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,モデルが処理する文字列の単位,D,LLMはテキストをトークン単位で扱う。,未
G8-069,生成AI,標準,コンテキストウィンドウについて、G検定対策上もっとも適切な理解はどれか。,一度に扱える入力・出力を含む文脈量の上限,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,学習データを評価データへ混入させる方法,A,長文処理では上限に注意。,未
G8-070,生成AI,やや難,埋め込みベクトルについて、G検定対策上もっとも適切な理解はどれか。,法律上AIに人格を与える制度,意味的な近さを数値ベクトルで表したもの,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,B,RAGの検索などで使う。,未
G8-071,生成AI,標準,ベクトルデータベースについて、G検定対策上もっとも適切な理解はどれか。,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,埋め込みベクトルを保存し近傍検索に使うデータベース,個人情報を無条件に外部公開する制度,C,RAGで関連文書検索に使われる。,未
G8-072,生成AI,標準,プロンプトインジェクションについて、G検定対策上もっとも適切な理解はどれか。,モデルの重みを必ずゼロに固定する手続き,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,悪意ある指示で本来の制約を無視させようとする攻撃,D,生成AI特有のセキュリティリスク。,未
G8-073,生成AI,標準,RLHFについて、G検定対策上もっとも適切な理解はどれか。,人間のフィードバックを使って出力を好ましい方向に調整する学習,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,正解ラベルをすべて削除するだけの作業,A,人間の評価を利用する。,未
G8-074,生成AI,標準,ゼロショットについて、G検定対策上もっとも適切な理解はどれか。,画像の解像度だけを上げる処理,具体例をほとんど示さずにタスクを実行させること,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,B,例示なしで解かせる文脈で使う。,未
G8-075,生成AI,標準,Few-shotプロンプティングについて、G検定対策上もっとも適切な理解はどれか。,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,少数の例を示して望む形式で回答させる方法,文章を必ず英語に翻訳する機能,C,例を示すことで形式を合わせやすくする。,未
G8-076,生成AI,標準,Chain-of-Thoughtについて、G検定対策上もっとも適切な理解はどれか。,GPUの温度を測定する指標,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,段階的な推論を促すプロンプト技法,D,複雑な推論で使われる。,未
G8-077,強化学習,やや難,エージェントについて、G検定対策上もっとも適切な理解はどれか。,環境に対して行動を選ぶ主体,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,学習データを評価データへ混入させる方法,A,強化学習の行動主体。,未
G8-078,強化学習,標準,報酬について、G検定対策上もっとも適切な理解はどれか。,法律上AIに人格を与える制度,行動の良し悪しを学習するための信号,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,B,報酬設計が重要。,未
G8-079,強化学習,標準,方策について、G検定対策上もっとも適切な理解はどれか。,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,状態に応じて行動を選ぶルールや戦略,個人情報を無条件に外部公開する制度,C,policy。,未
G8-080,強化学習,標準,探索と活用について、G検定対策上もっとも適切な理解はどれか。,モデルの重みを必ずゼロに固定する手続き,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,新しい行動を試すことと既知の良い行動を選ぶことのバランス,D,強化学習の重要なトレードオフ。,未
G8-081,強化学習,標準,Q学習について、G検定対策上もっとも適切な理解はどれか。,状態と行動の価値を更新しながら学ぶ強化学習手法,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,正解ラベルをすべて削除するだけの作業,A,行動価値関数Qを学ぶ。,未
G8-082,AI倫理,標準,公平性について、G検定対策上もっとも適切な理解はどれか。,画像の解像度だけを上げる処理,特定集団に不利益な偏りがないかを考慮すること,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,B,差別的影響を防ぐために重要。,未
G8-083,AI倫理,標準,透明性について、G検定対策上もっとも適切な理解はどれか。,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,AIの目的や判断過程を関係者が理解しやすくすること,文章を必ず英語に翻訳する機能,C,信頼や説明責任に関わる。,未
G8-084,AI倫理,やや難,説明可能性について、G検定対策上もっとも適切な理解はどれか。,GPUの温度を測定する指標,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,AIがなぜその判断をしたか説明できる性質,D,重要判断で特に大切。,未
G8-085,AI倫理,標準,アカウンタビリティについて、G検定対策上もっとも適切な理解はどれか。,AI利用の結果について説明し責任を果たす考え方,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,学習データを評価データへ混入させる方法,A,説明責任。,未
G8-086,AI倫理,標準,人間中心AIについて、G検定対策上もっとも適切な理解はどれか。,法律上AIに人格を与える制度,人間の権利・尊厳・安全を重視してAIを使う考え方,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,B,AIを人のために設計・運用する。,未
G8-087,AI倫理,標準,AIガバナンスについて、G検定対策上もっとも適切な理解はどれか。,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,AI開発・利用を管理するルールや体制,個人情報を無条件に外部公開する制度,C,リスク管理や運用体制を含む。,未
G8-088,法律倫理,標準,個人情報について、G検定対策上もっとも適切な理解はどれか。,モデルの重みを必ずゼロに固定する手続き,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,特定の個人を識別できる情報,D,照合で個人識別できる場合も含む。,未
G8-089,法律倫理,標準,要配慮個人情報について、G検定対策上もっとも適切な理解はどれか。,病歴や信条など差別につながり得るため特に配慮が必要な情報,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,正解ラベルをすべて削除するだけの作業,A,取り扱いに注意が必要。,未
G8-090,法律倫理,標準,第三者提供について、G検定対策上もっとも適切な理解はどれか。,画像の解像度だけを上げる処理,個人データを外部へ提供する際に本人同意などを確認する必要がある行為,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,B,例外要件などの確認も重要。,未
G8-091,法律倫理,やや難,匿名加工情報について、G検定対策上もっとも適切な理解はどれか。,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,特定個人を識別できず復元できないよう加工した情報,文章を必ず英語に翻訳する機能,C,単なる氏名削除だけでは不十分な場合がある。,未
G8-092,法律倫理,標準,仮名加工情報について、G検定対策上もっとも適切な理解はどれか。,GPUの温度を測定する指標,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,他情報と照合しない限り個人を識別できないよう加工した情報,D,匿名加工情報との違いに注意。,未
G8-093,法律倫理,標準,生成AIと著作権について、G検定対策上もっとも適切な理解はどれか。,既存著作物との類似性や依拠性に注意が必要な論点,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,学習データを評価データへ混入させる方法,A,AI出力なら常に自由とは限らない。,未
G8-094,法律倫理,標準,営業秘密について、G検定対策上もっとも適切な理解はどれか。,法律上AIに人格を与える制度,秘密管理性・有用性・非公知性などが要件となる情報,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,B,社外秘情報の扱いに注意。,未
G8-095,法律倫理,標準,社外秘情報のAI入力について、G検定対策上もっとも適切な理解はどれか。,学習データを評価データへ混入させる方法,モデルの重みを必ずゼロに固定する手続き,社内ルールや利用規約、保存・学習利用の扱いを確認すべき行為,個人情報を無条件に外部公開する制度,C,機密情報漏えいリスクがある。,未
G8-096,セキュリティ,標準,敵対的サンプルについて、G検定対策上もっとも適切な理解はどれか。,モデルの重みを必ずゼロに固定する手続き,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,小さな変化でモデルの誤認識を誘発する入力,D,AIセキュリティの代表的リスク。,未
G8-097,セキュリティ,標準,データポイズニングについて、G検定対策上もっとも適切な理解はどれか。,学習データに悪意あるデータを混ぜてモデルを歪める攻撃,個人情報を無条件に外部公開する制度,画像の解像度だけを上げる処理,正解ラベルをすべて削除するだけの作業,A,学習段階への攻撃。,未
G8-098,セキュリティ,やや難,モデル抽出攻撃について、G検定対策上もっとも適切な理解はどれか。,画像の解像度だけを上げる処理,問い合わせ結果などからモデルの振る舞いを再現しようとする攻撃,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,B,モデルそのものの漏えいに関わる。,未
G8-099,セキュリティ,標準,メンバーシップ推論攻撃について、G検定対策上もっとも適切な理解はどれか。,正解ラベルをすべて削除するだけの作業,GPUの温度を測定する指標,あるデータが学習に使われたかを推測する攻撃,文章を必ず英語に翻訳する機能,C,学習データのプライバシーリスク。,未
G8-100,データ,標準,ラベル品質について、G検定対策上もっとも適切な理解はどれか。,GPUの温度を測定する指標,文章を必ず英語に翻訳する機能,法律上AIに人格を与える制度,教師データの正解ラベルの正確さや一貫性,D,教師あり学習の性能に影響する。,未
