id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R32-011,Rebuild_Set32,横断複合・重複回避五段目,case,ターゲットエンコーディング,G検定横断領域,リーケージ,ケース判断,中,高,カテゴリごとの目的変数平均を特徴量にしたところ、検証精度が異常に高い。全データで平均を計算してから分割していた。疑うべき問題はどれか。,画像の回転不足,探索アルゴリズムの分岐数不足,目的変数情報が検証側に漏れるデータリーケージ,モデルサイズが小さいための過小学習のみ,C,目的変数を使った特徴量を分割前に作ると、検証データの情報が学習側へ漏れる可能性がある。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,正しい。 目的変数を使った特徴量を分割前に作ると、検証データの情報が学習側へ漏れる可能性がある。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,便利な特徴量ほど、作るタイミングで漏れが起きないか見る。,ターゲットエンコーディング;データリーケージ;目的変数平均;交差検証,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
R32-012,Rebuild_Set32,横断複合・重複回避五段目,case,SMOTE,G検定横断領域,不均衡データ,ケース判断,中,高,少数クラスを増やすためSMOTEを使ったが、分割前に全データへ適用していた。問題として最も適切なのはどれか。,少数クラスを増やす処理では評価は不要になる,SMOTEを使うと必ず不公平が解消する,多数クラスが自動で消滅する,検証データに近い合成サンプルが訓練側に入り、評価が甘くなる可能性がある,D,データ拡張やリサンプリングも、訓練データ内で行わないと評価データの情報が漏れることがある。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,正しい。 データ拡張やリサンプリングも、訓練データ内で行わないと評価データの情報が漏れることがある。,不均衡対策も前処理の一種として、分割の順番を確認する。,SMOTE;不均衡データ;データ分割;評価漏洩,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
R32-013,Rebuild_Set32,横断複合・重複回避五段目,case,外部妥当性,G検定横断領域,評価設計,ケース判断,中,中,ある病院内では高精度だった診断支援AIが、別地域の病院では性能低下した。主に確認すべき観点はどれか。,外部データでの妥当性やデータ分布の違い,訓練データのファイル名の長さだけ,モデル名に英語が含まれるかだけ,GPUメーカーが同じかだけ,A,別施設や別地域で性能が変わることがあるため、外部検証や分布差の確認が重要である。,正しい。 別施設や別地域で性能が変わることがあるため、外部検証や分布差の確認が重要である。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,高精度の場所を問う。どこでも同じとは限らない。,外部妥当性;外部検証;医療AI;分布差,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
R32-014,Rebuild_Set32,横断複合・重複回避五段目,case,校正曲線,G検定横断領域,確率評価,ケース判断,中,中,モデルが「陽性確率80%」と出した集団の実際の陽性率が50%程度だった。性能評価として追加すべき観点はどれか。,トップ1精度だけ,確率出力のキャリブレーション,画像サイズの縦横比だけ,プロンプトの敬語表現だけ,B,確率値として使うなら、予測確率と実際の発生率が対応しているかを評価する必要がある。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,正しい。 確率値として使うなら、予測確率と実際の発生率が対応しているかを評価する必要がある。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,分類の正誤だけでなく、確率を意思決定に使うかを見る。,キャリブレーション;校正曲線;確率予測;信頼度,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
R32-015,Rebuild_Set32,横断複合・重複回避五段目,case,ベースライン,G検定横断領域,実験設計,ケース判断,低,低,新しい深層学習モデルを提案する際、まず単純なルールや既存手法と比較する理由として適切なものはどれか。,比較を避ければ必ず新規性が高まる,深層学習ならベースラインは不要である,複雑なモデルの効果が本当にあるかを判断しやすくするため,既存手法と比較すると評価できなくなるため,C,ベースラインと比べることで、新しい手法の改善が意味のあるものか判断しやすい。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,正しい。 ベースラインと比べることで、新しい手法の改善が意味のあるものか判断しやすい。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,高度なモデルほど、単純な基準との比較が必要。,ベースライン;実験設計;既存手法比較;モデル評価,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
R32-016,Rebuild_Set32,横断複合・重複回避五段目,case,アブレーション,G検定横断領域,実験分析,ケース判断,中,中,モデルに複数の工夫を入れたところ性能が上がった。どの工夫が効いたかを確かめたい。近い実験はどれか。,全工夫を入れた結果だけを報告する,評価データを訓練に混ぜる,失敗結果をすべて削除する,一部の構成要素を外して性能差を見るアブレーションスタディ,D,アブレーションスタディは、構成要素を取り除き、その寄与を確認する実験である。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,正しい。 アブレーションスタディは、構成要素を取り除き、その寄与を確認する実験である。,全体性能だけでなく、部品ごとの効き方を確認する。,アブレーションスタディ;実験分析;構成要素;性能差,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
R32-017,Rebuild_Set32,横断複合・重複回避五段目,case,統計的有意性,G検定横断領域,評価比較,ケース判断,中,中,2つのモデルの正解率が0.2ポイントだけ違う。テストデータが少ない場合に注意すべきことはどれか。,差が偶然のばらつきかもしれず、信頼区間や統計的検定を検討する,0.2ポイントでも必ず本質的な差である,テストデータが少ないほど差は常に信頼できる,評価指標は小数点以下を見てはいけない,A,評価差が小さくデータ数も少ない場合、偶然のばらつきの可能性を考える必要がある。,正しい。 評価差が小さくデータ数も少ない場合、偶然のばらつきの可能性を考える必要がある。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,数字の大小だけでなく、測定の不確かさを見る。,統計的有意性;信頼区間;モデル比較;評価データ数,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
R32-018,Rebuild_Set32,横断複合・重複回避五段目,case,リークなし特徴量生成,G検定横断領域,パイプライン,ケース判断,中,高,交差検証を行う際、標準化や特徴量選択を全データで済ませてから分割していた。最も適切な修正はどれか。,前処理は全データで先に行うほど公平になる,各訓練foldで前処理を学習し、対応する検証foldへ適用する,交差検証では前処理を禁止する,検証foldの統計量で訓練foldを標準化する,B,前処理の学習も訓練データ内で行わないと、検証データの情報が漏れる場合がある。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,正しい。 前処理の学習も訓練データ内で行わないと、検証データの情報が漏れる場合がある。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,モデル学習だけでなく、前処理も学習過程として扱う。,交差検証;標準化;特徴量選択;パイプライン,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
R32-019,Rebuild_Set32,横断複合・重複回避五段目,case,分布外検知,G検定横断領域,信頼性,ケース判断,高,中,画像分類AIが、訓練にない医療器具の画像にも自信満々で既知クラスを出す。検討すべき対策はどれか。,未知入力は必ず正しく分類できると考える,自信度が高ければ常に正解とみなす,分布外検知や拒否オプション、人間確認を検討する,訓練データを削除して運用する,C,訓練分布から外れた入力では誤分類する可能性があるため、検知や拒否、人間確認が重要になる。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,正しい。 訓練分布から外れた入力では誤分類する可能性があるため、検知や拒否、人間確認が重要になる。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,自信満々の出力と正しさを混同しない。,分布外検知;OOD;拒否オプション;医療画像,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
R32-020,Rebuild_Set32,横断複合・重複回避五段目,case,敵対的パッチ,G検定横断領域,画像セキュリティ,ケース判断,高,高,道路標識認識AIが、小さなシールで誤認識する可能性を評価したい。近い攻撃・評価対象はどれか。,k-meansクラスタリング,単純移動平均,ワンホットエンコーディング,敵対的サンプルや敵対的パッチ,D,画像認識では、人間には小さな変化でもモデルの判断を大きく変える敵対的攻撃が問題になる。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,正しい。 画像認識では、人間には小さな変化でもモデルの判断を大きく変える敵対的攻撃が問題になる。,画像の汚れやシールが単なるノイズではなく攻撃になりうる点を見る。,敵対的サンプル;敵対的パッチ;画像認識;道路標識,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
R32-021,Rebuild_Set32,横断複合・重複回避五段目,case,モデル抽出攻撃,G検定横断領域,APIセキュリティ,ケース判断,高,高,外部に予測APIを公開したところ、大量問い合わせから似たモデルを再現される懸念がある。近いリスクはどれか。,モデル抽出攻撃,勾配消失,平均二乗誤差,プーリング,A,モデル抽出攻撃では、APIへの入出力を利用してモデルの振る舞いを模倣される可能性がある。,正しい。 モデル抽出攻撃では、APIへの入出力を利用してモデルの振る舞いを模倣される可能性がある。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,API公開では入力データだけでなくモデル自体の流出リスクも見る。,モデル抽出攻撃;予測API;セキュリティ;モデル盗用,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
R32-022,Rebuild_Set32,横断複合・重複回避五段目,case,メンバーシップ推論,G検定横断領域,プライバシー攻撃,ケース判断,高,高,ある個人のデータが学習データに含まれていたかを、モデルの応答傾向から推測される懸念がある。近い攻撃はどれか。,バッチ正規化,メンバーシップ推論攻撃,主成分分析,データ拡張,B,メンバーシップ推論攻撃は、特定データが学習に含まれていたかを推測する攻撃である。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,正しい。 メンバーシップ推論攻撃は、特定データが学習に含まれていたかを推測する攻撃である。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,個人情報の生データを出さなくても、学習参加の推測が問題になりうる。,メンバーシップ推論;プライバシー攻撃;学習データ;モデル応答,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
R32-023,Rebuild_Set32,横断複合・重複回避五段目,case,モデル反転,G検定横断領域,プライバシー攻撃,ケース判断,高,高,モデル出力や内部情報から、学習データに近い顔画像や特徴を復元される懸念がある。近いリスクはどれか。,早期終了,エポック数の増加,モデル反転攻撃,ミニバッチ化,C,モデル反転攻撃では、モデルから学習データの特徴や入力を推定される可能性がある。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,正しい。 モデル反転攻撃では、モデルから学習データの特徴や入力を推定される可能性がある。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,学習データを直接渡していなくても、モデル経由で情報が漏れる場合がある。,モデル反転攻撃;プライバシー;顔画像;情報漏えい,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
R32-024,Rebuild_Set32,横断複合・重複回避五段目,case,ロバスト性評価,G検定横断領域,信頼性評価,ケース判断,中,中,画像認識AIを屋外で使うため、明るさ、雨、ぼけ、カメラ角度の変化に耐えられるか確認したい。評価観点として最も適切なのはどれか。,訓練時のファイル名だけ,データベースの列順だけ,開発者の人数だけ,環境変化に対するロバスト性,D,実環境では入力条件が変わるため、ノイズや環境変化に対するロバスト性評価が重要である。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,正しい。 実環境では入力条件が変わるため、ノイズや環境変化に対するロバスト性評価が重要である。,ベンチマークの静止画像だけでなく、実環境のゆらぎを見る。,ロバスト性;画像認識;環境変化;ノイズ評価,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
R32-025,Rebuild_Set32,横断複合・重複回避五段目,case,フェアネス指標,G検定横断領域,公平性評価,ケース判断,高,高,採用AIで、全体精度は高いが属性グループごとに再現率が大きく異なる。見るべき観点はどれか。,グループ別の性能差や公平性指標,全体精度だけ,モデルファイルの拡張子だけ,学習時間の長さだけ,A,公平性では全体平均だけでなく、属性グループごとの性能差を見る必要がある。,正しい。 公平性では全体平均だけでなく、属性グループごとの性能差を見る必要がある。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,平均値で隠れる不利益を見る。,フェアネス指標;グループ別再現率;採用AI;公平性,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
R32-026,Rebuild_Set32,横断複合・重複回避五段目,case,代理変数,G検定横断領域,公平性,ケース判断,高,高,差別につながる属性を削除したのに、郵便番号や学校名から似た情報が推測され、判断に影響する可能性がある。注意すべき概念はどれか。,勾配爆発,代理変数による間接的な偏り,プーリングサイズ,シグモイド関数,B,保護属性を直接使わなくても、それに強く関連する代理変数から偏りが生じることがある。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,正しい。 保護属性を直接使わなくても、それに強く関連する代理変数から偏りが生じることがある。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,属性を消しただけで公平になるとは限らない。,代理変数;公平性;郵便番号;間接差別,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
R32-027,Rebuild_Set32,横断複合・重複回避五段目,case,ヒューマンオーバーサイト,G検定横断領域,高リスクAI,ケース判断,高,中,AIが高リスク判断を支援するが、人間が形式的に承認ボタンを押すだけになっている。問題として最も適切なのはどれか。,人間が関与しているため、実質確認は不要である,AI判断を人間が見ないほど安全になる,人間による実質的な監督や介入可能性が不足している,高リスク判断ではログを残してはいけない,C,人間関与は形式だけでなく、理解し、疑い、介入できる実質的な監督である必要がある。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,正しい。 人間関与は形式だけでなく、理解し、疑い、介入できる実質的な監督である必要がある。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,人間がいるかではなく、止められるかを見る。,ヒューマンオーバーサイト;Human-in-the-loop;高リスクAI;監督,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
R32-028,Rebuild_Set32,横断複合・重複回避五段目,case,安全側停止,G検定横断領域,フェイルセーフ,ケース判断,中,中,AI制御システムがセンサー異常を検知した。安全設計として望ましい挙動はどれか。,異常値を無視して通常運転を続ける,異常時ほど速度を上げる,ログを削除して復旧を早める,安全側へ遷移し、停止や人間確認へ切り替える,D,センサー異常時は安全側に倒すフェイルセーフ設計が重要である。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,誤り。選択肢は目的、評価単位、データ利用条件、または運用上の責任を取り違えている。,正しい。 センサー異常時は安全側に倒すフェイルセーフ設計が重要である。,異常時に便利さを優先しない。安全側への退避を見る。,フェイルセーフ;センサー異常;安全側停止;制御AI,さいはてでは、出力の便利さではなく、根拠・境界・責任・失敗時の戻り道を観測する。
