id,分野,難易度,問題,A,B,C,D,正解,解説,出題済み
G2-035,深層学習,標準,活性化関数の説明として最も適切なものはどれか。,個人情報を保護する法律制度,正解ラベルを人手で付ける作業,ニューラルネットワークに非線形性を導入する関数,モデルの出典を保証する仕組み,C,正解は「ニューラルネットワークに非線形性を導入する関数」。活性化関数は似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-036,深層学習,標準,ReLUの説明として最も適切なものはどれか。,個人情報を保護する法律制度,正解ラベルを人手で付ける作業,モデルの出典を保証する仕組み,0以下なら0、正ならそのまま出力する活性化関数,D,正解は「0以下なら0、正ならそのまま出力する活性化関数」。ReLUは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-037,深層学習,難,シグモイド関数の説明として最も適切なものはどれか。,0から1の範囲の値を出す関数,個人情報を保護する法律制度,正解ラベルを人手で付ける作業,モデルの出典を保証する仕組み,A,正解は「0から1の範囲の値を出す関数」。シグモイド関数は似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-038,深層学習,標準,誤差逆伝播法の説明として最も適切なものはどれか。,個人情報を保護する法律制度,出力側の誤差を入力側へ伝え重み更新に必要な勾配を計算する方法,正解ラベルを人手で付ける作業,モデルの出典を保証する仕組み,B,正解は「出力側の誤差を入力側へ伝え重み更新に必要な勾配を計算する方法」。誤差逆伝播法は似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-039,深層学習,難,勾配消失問題の説明として最も適切なものはどれか。,個人情報を保護する法律制度,正解ラベルを人手で付ける作業,深い層で勾配が小さくなり学習が進みにくくなる問題,モデルの出典を保証する仕組み,C,正解は「深い層で勾配が小さくなり学習が進みにくくなる問題」。勾配消失問題は似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-040,深層学習,難,ドロップアウトの説明として最も適切なものはどれか。,個人情報を保護する法律制度,正解ラベルを人手で付ける作業,モデルの出典を保証する仕組み,学習時に一部ユニットを無効化して過学習を抑える手法,D,正解は「学習時に一部ユニットを無効化して過学習を抑える手法」。ドロップアウトは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-041,深層学習,標準,バッチ正規化の説明として最も適切なものはどれか。,各層の入力分布を整えて学習を安定させる手法,個人情報を保護する法律制度,正解ラベルを人手で付ける作業,モデルの出典を保証する仕組み,A,正解は「各層の入力分布を整えて学習を安定させる手法」。バッチ正規化は似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-042,深層学習,難,エポックの説明として最も適切なものはどれか。,個人情報を保護する法律制度,学習データ全体を1回学習に使う単位,正解ラベルを人手で付ける作業,モデルの出典を保証する仕組み,B,正解は「学習データ全体を1回学習に使う単位」。エポックは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-043,深層学習,標準,ミニバッチ学習の説明として最も適切なものはどれか。,個人情報を保護する法律制度,正解ラベルを人手で付ける作業,データを小さなまとまりに分けて重み更新する方法,モデルの出典を保証する仕組み,C,正解は「データを小さなまとまりに分けて重み更新する方法」。ミニバッチ学習は似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-044,深層学習,難,学習率が大きすぎる場合の説明として最も適切なものはどれか。,個人情報を保護する法律制度,正解ラベルを人手で付ける作業,モデルの出典を保証する仕組み,最適値を飛び越えて損失が安定しにくい,D,正解は「最適値を飛び越えて損失が安定しにくい」。学習率が大きすぎる場合は似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-045,深層学習,難,学習率が小さすぎる場合の説明として最も適切なものはどれか。,更新幅が小さく学習が非常に遅くなりやすい,個人情報を保護する法律制度,正解ラベルを人手で付ける作業,モデルの出典を保証する仕組み,A,正解は「更新幅が小さく学習が非常に遅くなりやすい」。学習率が小さすぎる場合は似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-046,CNN,標準,畳み込み層の説明として最も適切なものはどれか。,文章の語順を表すAttention機構,局所的な特徴をフィルタで抽出する層,報酬を最大化する方策,個人情報を匿名化する処理,B,正解は「局所的な特徴をフィルタで抽出する層」。畳み込み層は似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-047,CNN,標準,プーリング層の説明として最も適切なものはどれか。,文章の語順を表すAttention機構,報酬を最大化する方策,特徴マップのサイズを縮小し位置ずれにある程度頑健にする層,個人情報を匿名化する処理,C,正解は「特徴マップのサイズを縮小し位置ずれにある程度頑健にする層」。プーリング層は似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-048,CNN,難,フィルタ（カーネル）の説明として最も適切なものはどれか。,文章の語順を表すAttention機構,報酬を最大化する方策,個人情報を匿名化する処理,入力上を移動しながら局所特徴を検出する小さな重み行列,D,正解は「入力上を移動しながら局所特徴を検出する小さな重み行列」。フィルタ（カーネル）は似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-049,CNN,難,パディングの説明として最も適切なものはどれか。,入力の周囲を埋めて出力サイズや端の情報を調整する処理,文章の語順を表すAttention機構,報酬を最大化する方策,個人情報を匿名化する処理,A,正解は「入力の周囲を埋めて出力サイズや端の情報を調整する処理」。パディングは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-050,CNN,難,ストライドの説明として最も適切なものはどれか。,文章の語順を表すAttention機構,畳み込みフィルタを動かす間隔,報酬を最大化する方策,個人情報を匿名化する処理,B,正解は「畳み込みフィルタを動かす間隔」。ストライドは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-051,RNN,標準,RNNの説明として最も適切なものはどれか。,画像の局所特徴だけを抽出する層,外部文書を検索して生成する仕組み,時系列データや系列データを扱いやすいニューラルネットワーク,著作権の許諾手続き,C,正解は「時系列データや系列データを扱いやすいニューラルネットワーク」。RNNは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-052,RNN,難,LSTMの説明として最も適切なものはどれか。,画像の局所特徴だけを抽出する層,外部文書を検索して生成する仕組み,著作権の許諾手続き,ゲート機構で長期依存を扱いやすくしたRNNの一種,D,正解は「ゲート機構で長期依存を扱いやすくしたRNNの一種」。LSTMは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-053,RNN,難,GRUの説明として最も適切なものはどれか。,LSTMを簡略化したようなゲート付きRNN,画像の局所特徴だけを抽出する層,外部文書を検索して生成する仕組み,著作権の許諾手続き,A,正解は「LSTMを簡略化したようなゲート付きRNN」。GRUは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-054,自然言語処理,標準,形態素解析の説明として最も適切なものはどれか。,画像のノイズ除去モデル,文を意味を持つ最小単位に分け品詞などを判定する処理,強化学習の報酬設計,GPUの冷却方式,B,正解は「文を意味を持つ最小単位に分け品詞などを判定する処理」。形態素解析は似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-055,自然言語処理,標準,構文解析の説明として最も適切なものはどれか。,画像のノイズ除去モデル,強化学習の報酬設計,文の係り受けや文法構造を解析する処理,GPUの冷却方式,C,正解は「文の係り受けや文法構造を解析する処理」。構文解析は似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-056,自然言語処理,難,TF-IDFの説明として最も適切なものはどれか。,画像のノイズ除去モデル,強化学習の報酬設計,GPUの冷却方式,文書内頻度と文書集合での希少性から単語の重みを求める手法,D,正解は「文書内頻度と文書集合での希少性から単語の重みを求める手法」。TF-IDFは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-057,自然言語処理,標準,Word2Vecの説明として最も適切なものはどれか。,単語を意味的な近さを反映したベクトルで表す手法,画像のノイズ除去モデル,強化学習の報酬設計,GPUの冷却方式,A,正解は「単語を意味的な近さを反映したベクトルで表す手法」。Word2Vecは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-058,自然言語処理,難,分散表現の説明として最も適切なものはどれか。,画像のノイズ除去モデル,意味の近さをベクトル空間上で扱える表現,強化学習の報酬設計,GPUの冷却方式,B,正解は「意味の近さをベクトル空間上で扱える表現」。分散表現は似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-059,自然言語処理,難,BERTの説明として最も適切なものはどれか。,画像のノイズ除去モデル,強化学習の報酬設計,双方向の文脈を利用するTransformer系言語モデル,GPUの冷却方式,C,正解は「双方向の文脈を利用するTransformer系言語モデル」。BERTは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-060,自然言語処理,難,GPT系モデルの説明として最も適切なものはどれか。,画像のノイズ除去モデル,強化学習の報酬設計,GPUの冷却方式,自己回帰的に次のトークンを予測する言語モデル,D,正解は「自己回帰的に次のトークンを予測する言語モデル」。GPT系モデルは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-061,Transformer,標準,Attentionの説明として最も適切なものはどれか。,入力のどの部分に注目するかを重み付けする仕組み,正解ラベルの手作業付与,個人情報の匿名加工,画像サイズの圧縮だけ,A,正解は「入力のどの部分に注目するかを重み付けする仕組み」。Attentionは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-062,Transformer,難,Self-Attentionの説明として最も適切なものはどれか。,正解ラベルの手作業付与,同じ系列内の要素同士の関係を計算するAttention,個人情報の匿名加工,画像サイズの圧縮だけ,B,正解は「同じ系列内の要素同士の関係を計算するAttention」。Self-Attentionは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-063,Transformer,難,Transformerの並列計算しやすさの説明として最も適切なものはどれか。,正解ラベルの手作業付与,個人情報の匿名加工,系列を逐次処理する再帰構造に依存しにくいこと,画像サイズの圧縮だけ,C,正解は「系列を逐次処理する再帰構造に依存しにくいこと」。Transformerの並列計算しやすさは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-064,Transformer,難,位置エンコーディングの説明として最も適切なものはどれか。,正解ラベルの手作業付与,個人情報の匿名加工,画像サイズの圧縮だけ,Attentionだけでは持ちにくい語順情報を補う仕組み,D,正解は「Attentionだけでは持ちにくい語順情報を補う仕組み」。位置エンコーディングは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-065,生成AI,標準,基盤モデルの説明として最も適切なものはどれか。,大量データで事前学習され多様な下流タスクに応用できるモデル,正解ラベルを人手で付与する作業,画像の局所特徴だけを抽出する層,統計的仮説検定の帰無仮説,A,正解は「大量データで事前学習され多様な下流タスクに応用できるモデル」。基盤モデルは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-066,生成AI,標準,事前学習の説明として最も適切なものはどれか。,正解ラベルを人手で付与する作業,大規模データで汎用的な特徴や知識を学ばせる段階,画像の局所特徴だけを抽出する層,統計的仮説検定の帰無仮説,B,正解は「大規模データで汎用的な特徴や知識を学ばせる段階」。事前学習は似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-067,生成AI,難,ファインチューニングに関する記述として最も適切なものはどれか。,正解ラベルを人手で付与する作業,画像の局所特徴だけを抽出する層,事前学習済みモデルを特定タスク向けに追加学習すること,統計的仮説検定の帰無仮説,C,正解は「事前学習済みモデルを特定タスク向けに追加学習すること」。ファインチューニングは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-068,生成AI,難,RAGに関する記述として最も適切なものはどれか。,正解ラベルを人手で付与する作業,画像の局所特徴だけを抽出する層,統計的仮説検定の帰無仮説,外部情報を検索・参照して生成に利用する仕組み,D,正解は「外部情報を検索・参照して生成に利用する仕組み」。RAGは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-069,生成AI,難,RAGとファインチューニングの違いに関する記述として最も適切なものはどれか。,RAGは外部情報を検索利用し、ファインチューニングは追加学習で重みを調整する,正解ラベルを人手で付与する作業,画像の局所特徴だけを抽出する層,統計的仮説検定の帰無仮説,A,正解は「RAGは外部情報を検索利用し、ファインチューニングは追加学習で重みを調整する」。RAGとファインチューニングの違いは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-070,生成AI,標準,プロンプトエンジニアリングの説明として最も適切なものはどれか。,正解ラベルを人手で付与する作業,生成AIから望ましい出力を得るため入力指示を工夫すること,画像の局所特徴だけを抽出する層,統計的仮説検定の帰無仮説,B,正解は「生成AIから望ましい出力を得るため入力指示を工夫すること」。プロンプトエンジニアリングは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-071,生成AI,標準,ハルシネーションの説明として最も適切なものはどれか。,正解ラベルを人手で付与する作業,画像の局所特徴だけを抽出する層,AIが事実と異なる内容をもっともらしく生成すること,統計的仮説検定の帰無仮説,C,正解は「AIが事実と異なる内容をもっともらしく生成すること」。ハルシネーションは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-072,生成AI,難,Embeddingに関する記述として最も適切なものはどれか。,正解ラベルを人手で付与する作業,画像の局所特徴だけを抽出する層,統計的仮説検定の帰無仮説,意味の近さを扱うためテキストなどをベクトル化した表現,D,正解は「意味の近さを扱うためテキストなどをベクトル化した表現」。Embeddingは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-073,生成AI,標準,マルチモーダルAIの説明として最も適切なものはどれか。,テキスト・画像・音声など複数種類の情報を扱うAI,正解ラベルを人手で付与する作業,画像の局所特徴だけを抽出する層,統計的仮説検定の帰無仮説,A,正解は「テキスト・画像・音声など複数種類の情報を扱うAI」。マルチモーダルAIは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-074,生成AI,難,ゼロショットに関する記述として最も適切なものはどれか。,正解ラベルを人手で付与する作業,そのタスクの具体例なしに指示だけで対応する設定,画像の局所特徴だけを抽出する層,統計的仮説検定の帰無仮説,B,正解は「そのタスクの具体例なしに指示だけで対応する設定」。ゼロショットは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-075,生成AI,難,Few-shotプロンプティングに関する記述として最も適切なものはどれか。,正解ラベルを人手で付与する作業,画像の局所特徴だけを抽出する層,少数の例をプロンプトに入れて出力を誘導する方法,統計的仮説検定の帰無仮説,C,正解は「少数の例をプロンプトに入れて出力を誘導する方法」。Few-shotプロンプティングは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-076,生成AI,難,Chain-of-Thoughtに関する記述として最も適切なものはどれか。,正解ラベルを人手で付与する作業,画像の局所特徴だけを抽出する層,統計的仮説検定の帰無仮説,段階的な推論を促し複雑な問題に対応しやすくする考え方,D,正解は「段階的な推論を促し複雑な問題に対応しやすくする考え方」。Chain-of-Thoughtは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-077,生成AI,難,RLHFに関する記述として最も適切なものはどれか。,人間のフィードバックを用いた強化学習で出力を調整する手法,正解ラベルを人手で付与する作業,画像の局所特徴だけを抽出する層,統計的仮説検定の帰無仮説,A,正解は「人間のフィードバックを用いた強化学習で出力を調整する手法」。RLHFは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-078,生成AI,難,トークンに関する記述として最も適切なものはどれか。,正解ラベルを人手で付与する作業,言語モデルが処理する文字列の単位,画像の局所特徴だけを抽出する層,統計的仮説検定の帰無仮説,B,正解は「言語モデルが処理する文字列の単位」。トークンは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-079,生成AI,難,コンテキストウィンドウに関する記述として最も適切なものはどれか。,正解ラベルを人手で付与する作業,画像の局所特徴だけを抽出する層,モデルが一度に参照できる入力・出力の範囲,統計的仮説検定の帰無仮説,C,正解は「モデルが一度に参照できる入力・出力の範囲」。コンテキストウィンドウは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-080,生成AI,難,temperatureに関する記述として最も適切なものはどれか。,正解ラベルを人手で付与する作業,画像の局所特徴だけを抽出する層,統計的仮説検定の帰無仮説,高くすると出力のランダム性が高まり多様になりやすい生成制御パラメータ,D,正解は「高くすると出力のランダム性が高まり多様になりやすい生成制御パラメータ」。temperatureは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-081,生成AI,難,トップpサンプリングに関する記述として最も適切なものはどれか。,累積確率が一定値に達する候補から次トークンを選ぶ方法,正解ラベルを人手で付与する作業,画像の局所特徴だけを抽出する層,統計的仮説検定の帰無仮説,A,正解は「累積確率が一定値に達する候補から次トークンを選ぶ方法」。トップpサンプリングは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-082,画像生成,標準,GANの説明として最も適切なものはどれか。,分類モデルの正答率,生成器と識別器を競わせて学習する生成モデル,文章の形態素解析辞書,AIガバナンスの責任体制,B,正解は「生成器と識別器を競わせて学習する生成モデル」。GANは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
G2-083,画像生成,難,拡散モデルの説明として最も適切なものはどれか。,分類モデルの正答率,文章の形態素解析辞書,ノイズを加える過程とノイズを除去する過程を学ぶ生成モデル,AIガバナンスの責任体制,C,正解は「ノイズを加える過程とノイズを除去する過程を学ぶ生成モデル」。拡散モデルは似た用語と混同されやすいので、定義と用途をセットで押さえる。,未
